科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,380,452,002.15","1,737,120,767.35","1,925,349,659.14","868,784,683.16","1,480,721,458.00","2,533,879,708.03","493,207,982.55","1,022,335,895.78","1,760,610,262.60","2,914,014,007.71","398,277,551.77","893,229,474.01","1,522,505,480.36","2,721,113,287.72","390,290,517.06","910,481,149.76","1,688,781,451.20","2,900,478,275.30","599,011,407.61","1,494,629,200.46","2,491,155,914.67","3,282,319,527.39","884,682,558.53","1,956,494,615.91","3,241,622,934.48","4,544,344,324.36","1,220,264,304.54","2,406,699,858.13","3,768,256,982.68","4,421,740,471.94","1,187,608,952.77","2,451,975,916.53","3,848,008,064.52","5,441,753,254.99","1,060,900,854.98"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"33,057,908.91",,,,"-37,310,276.02",,,,,,,,"833,706,685.50",,"24,847,242.34","24,847,242.34","22,116,608.47",,,,"297,097,789.22",,,,"32,000,000.00",
收到的税费返还,,"17,535,737.50","37,806,918.68","285,461.73","4,426,313.35","28,162,712.42","3,472,101.97","3,483,107.36","3,658,735.89","28,161,949.05","953,648.61","3,279,626.83","7,892,080.59","29,295,945.75","1,741,353.03","4,510,262.91","9,624,346.55","30,991,208.51","230,415.85","2,552,492.82","33,848,641.06","44,202,030.09","17,933,057.89","35,137,031.68","67,381,865.72","49,653,784.06","4,301,205.13","32,948,456.42","35,567,605.55","74,557,552.75","6,357,508.39","44,519,290.38","50,209,853.20","50,923,995.74","20,354,315.15"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"26,305.52",,,,,"28,373,900.00",,,,"2,034,899.40",,"4,400,000.00",,,,"38,306,900.00",,,,
收到其他与经营活动有关的现金,"4,622,901.82","18,485,548.75","104,124,697.18","13,706,132.84","15,488,872.42","174,653,593.19","32,510,739.89","49,901,669.15","141,935,534.35","238,992,494.59","51,799,013.11","188,795,313.35","196,317,002.75","139,039,619.46","74,151,197.44","106,644,859.47","214,153,128.83","357,813,216.21","59,797,079.42","222,609,212.71","275,004,358.18","479,201,344.15","29,847,931.61","120,548,808.62","214,709,919.48","378,832,246.52","149,430,770.20","266,988,675.81","369,524,034.60","386,030,840.25","491,272,665.15","389,807,081.98","949,758,832.48","521,833,165.68","243,834,762.97"
投资活动现金流出小计,"24,856,001.08","140,898,787.23","217,009,952.02","61,182,196.47","79,765,385.87","108,839,609.14","57,857,849.74","126,864,030.29","266,735,427.96","604,533,575.17","719,700,034.06","1,586,892,433.03","2,275,005,255.44","3,659,023,279.66","964,972,904.58","1,575,671,299.33","2,080,418,059.75","2,959,157,208.13","572,277,052.29","795,650,892.34","2,019,039,288.26","2,798,415,476.10","646,659,837.61","881,693,671.28","1,484,650,583.34","2,439,016,274.08","457,295,958.38","1,354,397,747.22","2,175,163,961.02","3,827,668,154.39","1,621,902,426.74","1,873,743,195.78","2,972,747,642.18","3,111,487,952.82","697,388,025.46"
经营活动现金流入小计,"1,385,074,903.97","1,773,142,053.60","2,067,281,275.00","882,776,277.73","1,500,636,643.77","2,736,696,013.64","529,190,824.41","1,075,720,672.29","1,906,204,532.84","3,181,168,451.35","451,030,213.49","1,085,304,414.19","1,726,714,563.70","2,889,448,852.93","466,183,067.53","1,021,636,272.14","1,912,558,926.58","3,289,282,700.02","659,038,902.88","1,719,790,905.99","2,800,008,913.91","3,817,780,052.12","932,463,548.03","2,112,180,456.21","3,523,714,719.68","5,242,271,846.40","1,373,996,279.87","2,706,636,990.36","4,173,348,622.83","5,227,007,618.64","1,685,239,126.31","2,886,302,288.89","4,847,976,750.20","6,458,094,195.46","1,453,278,374.18"
投资活动产生的现金流量净额,"-24,671,779.31","-139,520,114.73","-176,980,133.52","-61,182,196.47","-79,115,385.87","-108,199,304.17","-57,857,849.74","-126,864,030.29","-266,735,427.96","-603,172,435.93","-308,778,448.01","-449,692,171.24","-464,712,053.93","-772,539,332.53","-1,643,449.78","-450,592,593.50","-833,760,796.47","-1,507,836,610.77","-374,633,667.63","-428,942,557.43","-1,427,298,152.47","-2,077,941,816.32","-462,183,248.74","-453,304,844.23","-803,549,560.89","-1,334,522,896.57","-56,318,299.79","-650,234,581.16","-1,103,897,316.04","-2,106,022,030.62","-1,152,623,738.11","-883,535,254.33","-1,163,863,698.25","-891,444,282.05","105,963,481.82"
购买商品、接受劳务支付的现金,"762,132,311.50","931,255,780.56","1,347,454,391.85","923,152,504.23","1,400,596,715.41","1,972,134,108.45","547,937,032.75","845,599,188.74","1,318,367,240.49","1,643,768,829.89","402,504,834.34","780,351,086.22","1,206,564,231.13","1,721,788,295.74","395,843,806.74","912,797,802.15","1,525,941,912.96","1,768,439,851.86","546,905,619.26","1,096,061,495.16","1,719,055,818.73","1,697,313,831.72","670,783,300.70","1,284,636,915.21","2,141,955,555.37","2,455,859,098.33","830,526,898.36","1,587,947,602.47","2,379,326,398.85","2,349,710,280.12","809,370,727.92","1,504,341,186.35","2,341,099,968.28","3,434,645,842.01","834,195,060.63"
吸收投资收到的现金,,,,"1,290,000,000.00","1,290,000,000.00","1,290,000,000.00",,,,,,,,"7,970.82",,,"31,213,200.00","31,213,200.00","612,200,000.00","655,847,390.00","650,843,441.00","661,990,801.90","5,659,264.00","2,974,082,169.10","2,974,082,169.10","2,974,900,184.70",,,,"47,071,640.00","104,992,660.77",,,,
