科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"79,054,337.09","9,096,245.80","133,229,092.62","134,010,814.07","116,258,904.25","21,871,931.73","41,622,441.74","31,655,160.43","20,341,240.39","53,379,420.32","140,933,846.23","125,892,909.01","49,530,691.94","41,286,020.64","26,753,168.65","77,371,886.06","257,571,249.86","243,670,534.76","213,053,152.12","258,961,843.01","245,073,162.79","114,629,457.33","132,674,386.12","39,283,307.08","190,162,626.80","71,746,671.42","75,467,223.44","38,652,439.63","66,396,182.75","154,429,294.69","35,657,845.71","49,025,462.00","23,391,482.05","19,638,709.66","15,342,843.27","95,920,787.88","163,993,536.76","316,211,914.48","168,448,379.73","994,688,783.21","708,127,411.50","717,777,061.99","982,840,844.13","1,047,670,400.75","697,639,550.44"
短期借款,"180,000,000.00","120,000,000.00","150,000,000.00",,,,"35,000,000.00","35,000,000.00","35,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00",,,,"65,000,000.00","65,000,000.00","65,000,000.00",,"65,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","115,000,000.00","115,000,000.00","115,000,000.00","190,000,000.00","140,000,000.00","236,000,000.00","314,000,000.00","404,000,000.00","419,000,000.00","425,000,000.00","316,000,000.00",,,"85,665,000.00","105,665,000.00","260,290,000.00","151,150,000.00","991,650,000.00","1,298,380,000.00","1,897,180,000.00","2,196,120,000.00"
交易性金融资产,,,,,,,,,,,,"7,669,200.00","13,382,450.00","9,708,800.00","11,971,178.00",,,,,"4,479,166.67","4,449,404.76","4,365,079.36","4,156,746.03","4,632,936.51",,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000.00",,,,,,,,,,"200,000.00","200,000.00","100,000.00",,,,"1,291,754.98","2,869,824.94"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,930,780.00","6,650,000.00","2,400,000.00","2,400,000.00","100,000,000.00","100,000,000.00"
应收账款,"1,496,497.73","103,566,381.13","2,011,263.23","1,600,659.48","452,872.32","519,130.42","570,191.72","603,669.61","1,111,718.41","1,746,734.11","941,014.51","3,802,112.80","444,020.10","521,310.22","533,723.22","531,076.22","551,879.22","545,832.57","599,702.57","564,293.92","585,887.92","641,633.42","595,319.42","584,505.17","602,105.17","593,435.17","20,710.17","110,486.52","94,500.82","75,623.71","144,466.71","85,405.00","40,105.00","10,508,973.15","2,381,867.35","1,754,878.00","7,726,478.00","3,884,635.50","3,704,635.50","365,539,397.36","347,300,924.71","426,538,079.14","802,727,730.61","616,507,263.54","700,695,333.87"
应付账款,"5,604,922.36","5,604,922.36","5,194,941.36","6,229,488.41","5,897,893.71","5,798,423.99","7,152,568.92","8,126,526.64","2,348,884.86","3,115,286.75","2,029,164.94","1,612,916.92","2,374,890.02","3,152,667.42","2,157,822.07","4,336,028.01","4,585,707.11","4,783,635.00","2,653,438.57","2,651,269.41","1,820,626.66","1,606,202.10","1,145,564.40","1,702,684.63","1,621,942.42","1,656,777.22","3,900,647.50","4,475,705.77","4,699,675.11","3,793,913.54","3,598,152.80","41,561,491.01","2,663,122.50","44,433,704.16","43,137,473.72","1,386,189.66","5,968,813.31","1,514,786.45","2,027,555.11","405,990,906.53","270,264,790.57","496,086,819.32","933,374,909.48","868,741,931.47","824,506,842.20"
预付款项,"366,832.93","97,349.50","21,702.00",,,,,"1,739,322.09","20,000.05","1,565,632.39","1,915,624.69","2,381,504.84","1,480,304.84","1,381,825.89","2,133,725.44","21,809,533.50","22,741,851.68","2,816,769.69","3,741,920.76","1,236,927.69","973,764.89","1,566,026.69","6,306,667.00","1,690,599.42","2,151,939.42","2,128,659.42","3,004,163.87","1,421,156.12","3,352,912.35","3,269,617.28","34,407,984.27","4,896,535.71","15,421,397.11","2,187,015.77","3,660,144.20","1,633,617.68","7,846,140.97","16,061,665.51","191,035,853.87","106,386,257.42","198,108,418.84","259,001,349.08","470,518,913.07","221,949,825.51","326,427,688.90"
预收款项,"69,600,000.00","2,145,424.69","572,438.00","187,918.00","299,493.00","37,500.00","49,088.00","215,092.52","223,289.52","97,475.00","175,381.00","269,709.00","143,622.00",,"1,402,152.12","1,288,004.00",60.32,"1,292,992.32","205,378.32","1,656,013.00","48,006.00","410,515.00","2,152,177.00","2,482,121.00","268,166.00","1,068,963.00","947,001.00","4,236,228.15","4,532,685.85","2,918,290.00","1,485,252.00","2,163,766.00","2,580,105.00","2,133,806.82","2,503,268.84","410,256.41",,"225,870.00","393,884.91","146,885,988.13","211,391,485.26","135,474,018.86","330,521,572.51","396,517,038.47","681,549,500.67"
其他应收款,"14,286,889.50","1,817,747.59","13,779,593.59","1,893,492.64","3,001,974.54","3,662,868.83","3,677,480.71","1,694,035.89","2,192,413.76","2,572,366.64","2,847,349.76","1,423,184.28","2,203,386.38","1,362,523.29","1,487,184.54","1,031,930.22","1,792,959.86","52,291,042.93","1,587,869.34","1,315,507.74","1,269,124.38","35,901,950.32","54,628,808.57","5,465,257.50","16,779,739.05","8,630,887.51","9,303,169.87","9,843,090.36","13,335,240.46","11,589,067.08","19,620,657.45","12,071,844.78","12,333,144.34","36,314,878.78","38,441,062.17","193,257,301.45","94,191,551.68","2,902,389.49","23,080,620.49","82,940,629.80","101,912,995.67","250,499,176.94","417,971,498.58","441,653,607.23","768,225,550.64"
应付职工薪酬,"757,106.14","835,007.54","724,786.93","1,536,119.83","1,392,937.59","1,464,003.96","1,194,655.41","986,082.63","805,487.80","874,772.72","883,463.69","872,253.25","1,058,017.71","1,179,296.89","1,072,682.66","1,541,201.61","1,680,506.23","1,628,212.27","838,459.16","1,755,598.58","753,823.06","758,086.00","971,619.41","2,081,547.44","1,559,442.27","1,696,185.33","1,161,259.64","6,254,255.97","4,365,646.46","1,737,518.06","1,911,009.09","2,988,963.42","2,752,413.51","4,154,292.93","5,570,495.51","4,213,718.68","1,461,080.96","2,128,193.82","1,052,151.11","12,507,429.69","9,083,843.98","8,470,385.54","7,390,459.95","12,356,223.16","12,482,437.51"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,784,774.72","20,354,273.89","19,987,709.45","17,907,962.69","16,310,859.04","14,060,124.29","14,150,508.62","16,702,472.47","17,119,287.06","15,138,122.39","14,964,088.57","14,984,674.45","15,195,321.71","15,155,903.57","15,244,336.82","16,104,532.77","15,589,848.62","17,735,801.61","17,708,590.22","17,192,865.08","17,010,755.05","13,980,977.39","14,268,959.53","10,261,648.51","2,718,031.57","2,225,431.30","3,404,893.77","2,296,439.39","3,257,991.63","2,528,916.89","2,997,460.27","17,906,638.38","3,670,290.82","18,383,536.94","18,677,712.93","72,973.04","1,499,504.70","94,796.54","230,140.45","70,854,866.01","40,100,859.04","26,362,857.34","96,436,902.76","111,319,957.08","109,372,575.80"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,770.89",,,,,"4,206,770.28","7,012,138.88"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787,320.34","768,444.44","2,393,919.33","2,935,124.81","3,859,388.12","1,714,520.55",,,,,"554,345.64","509,753.97","5,999,596.12","25,481,366.83","37,067,687.17","47,892,098.62"
