科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"161,259,825.26","409,599,492.45","403,040,321.34","424,201,223.89","1,209,416,679.46","1,417,218,423.47","1,324,729,258.30","1,809,378,747.62","1,651,833,780.03","1,916,628,366.78","1,494,212,153.23","1,705,694,088.08","1,143,749,516.36","1,648,377,963.57","1,536,667,800.11","1,546,505,945.53","1,515,619,772.39","1,417,627,644.61","1,699,191,839.58","1,586,467,911.83","981,349,191.43","916,534,464.24","816,839,092.41","798,682,710.89","426,436,970.03","586,341,157.84","352,090,675.03","356,742,547.66","337,277,447.17","761,051,614.26","411,087,515.45","663,674,573.17","628,066,734.36","942,211,009.44","872,223,352.36","925,591,633.28"
短期借款,"221,000,000.00","121,100,000.00","340,000,000.00","450,000,000.00","430,000,000.00","490,000,000.00","340,000,000.00","165,000,000.00","1,000,000.00",,,,"1,010,000.00","1,010,000.00",,,,,,,,,,,"164,932,199.12","5,000,000.00","144,085,964.77","602,250,737.09","743,865,761.75","854,178,713.37","722,138,185.11","876,347,559.55","734,220,161.81","850,000,000.00","950,000,000.00","855,000,000.00"
交易性金融资产,"597,566.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"10,900,000.00","42,698,061.00","1,500,000.00","76,931,750.00","63,519,119.80","10,153,005.03","2,100,000.00","4,064,870.00","600,000.00","5,502,806.84",,"2,580,000.00","3,000,000.00",,,"100,000.00","10,060,000.00","2,100,000.00","17,400,000.00","7,400,000.00","22,550,000.00","11,751,571.45","2,383,241.45","6,800,000.00","600,000.00","12,580,000.00",,"15,240,319.90","9,650,000.00","8,000,000.00","5,380,000.00","1,602,000.00","1,476,020.52","490,000.00",,"1,000,000.00"
应付票据,"77,700,000.00","286,840,000.00","511,291,400.00","342,549,400.00","47,737,000.00","15,580,000.00","429,212,754.74","872,574,554.74","992,657,240.00","770,941,440.00","797,457,754.20","735,113,554.20","575,476,840.70","507,318,158.90","431,652,629.23","493,062,116.51","410,381,170.38","429,197,163.83","703,643,361.48","814,556,638.10","823,377,791.12","886,545,048.01","897,396,764.81","765,046,493.37","685,373,818.86","791,393,139.28","862,658,811.89","889,705,688.34","555,188,974.64","412,460,231.22","710,327,049.50","757,514,765.83","676,266,660.07",,"839,755,960.93",
应收账款,"1,439,520.50","1,596,264.60","163,885.92","1,306,401.40","268,719.34","53,475.64","105,297.94","61,510.94","206,065.80","229,758.86","69,524.89","45,383,793.22","45,882.98","45,635.29","47,531.54","54,527,773.84","78,717.78","6,674,489.55","9,215,463.98","71,678,832.45","8,889,705.21","680,803,221.70","405,916,942.12","286,840,622.40","203,076,191.06","187,793,225.06","155,603,690.82","164,409,940.44","115,321,192.73","50,094,041.52","8,351,863.97","36,168,311.40","47,629,361.95","29,794,022.70","14,871,397.88","26,522,509.61"
应付账款,"64,472,115.69","79,887,503.00","245,770,138.14","371,782,025.90","203,308,890.66","139,067,982.24","111,172,067.64","158,976,864.90","202,256,248.73","155,307,132.71","147,043,229.37","186,043,340.23","308,467,928.34","252,620,448.29","197,424,078.89","281,602,520.18","283,000,693.70","92,417,077.96","160,724,938.24","176,095,906.25","160,211,752.67","249,655,997.84","358,477,144.61","381,417,801.14","477,241,388.84","221,259,844.57","180,623,935.19","372,206,296.98","109,105,571.29","80,159,686.37","196,983,705.39","106,453,822.33","83,578,493.38",,"123,506,467.40",
预付款项,"167,854,741.70","308,564,500.08","665,650,626.82","568,931,377.17","491,016,031.11","507,053,667.89","387,126,857.48","313,633,950.50","384,357,265.45","258,625,745.90","501,409,104.01","297,702,125.51","275,734,525.37","259,401,738.37","518,854,137.21","292,493,195.19","138,288,459.44","411,560,466.55","354,806,667.74","203,691,160.96","648,565,339.52","493,217,496.64","451,055,344.98","471,461,057.06","621,143,761.90","634,862,187.59","805,751,218.35","830,549,191.21","467,164,328.70","366,139,340.04","687,981,171.19","524,186,982.13","356,976,247.64","869,839,162.03","320,301,672.17","411,914,002.25"
预收款项,"179,305,077.35","381,282,383.87","362,020,307.35","284,299,206.01","275,627,287.26","448,897,435.47","422,691,303.77","348,778,764.75","316,717,005.56","411,449,865.01","602,934,754.04","347,950,053.34","180,613,698.83","511,580,077.97","471,355,040.60","347,899,510.60","148,851,455.43","667,146,494.94","587,100,128.86","433,000,961.92","303,644,461.74","473,324,509.05","469,485,731.29","328,432,591.39","226,001,504.78","795,894,509.34","892,347,958.59","468,930,361.86","236,437,426.91","742,051,235.97","915,853,170.02","479,608,073.02","202,027,737.11","872,652,653.59","507,842,338.00","500,314,164.80"
其他应收款,"12,863,330.17","17,216,980.02","12,656,797.88","10,569,060.19","26,772,974.91","16,931,555.26","24,413,382.01","28,993,654.75","28,119,088.88","35,442,737.01","18,342,639.22","8,766,147.60","9,718,471.18","15,327,022.86","11,677,699.67","14,361,125.65","10,917,015.05","12,596,319.42","9,551,202.58","13,002,578.39","31,141,890.26","78,371,951.74","64,025,726.10","63,418,925.68","73,332,035.29","84,955,306.54","73,015,377.00","82,989,407.14","61,712,371.75","165,085,735.38","132,418,134.20","138,239,699.45","140,142,493.33","121,200,904.64","87,586,421.91","93,361,895.23"
应付职工薪酬,"27,425,156.94","20,164,252.87","24,585,669.34","43,704,836.66","46,163,041.72","52,181,320.40","29,368,831.66","41,477,002.74","33,377,948.06","46,065,183.92","55,381,127.35","62,460,691.13","57,794,232.55","62,202,070.54","84,430,137.35","63,215,773.62","63,169,857.15","66,068,870.84","74,874,481.04","70,538,443.08","75,353,056.87","93,345,768.60","91,690,462.99","71,579,546.07","61,766,714.25","80,130,892.56","96,072,927.30","72,769,818.83","75,320,896.55","84,362,518.00","85,867,605.53","80,434,312.89","76,165,201.22","82,506,934.09","90,478,662.56","85,581,585.78"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-6,647,812.50","-4,867,058.30","7,208,498.41","8,326,460.00","16,952,307.22","23,092,106.10","8,247,040.31","9,657,038.76","13,611,780.98","21,420,221.22","12,993,073.79","20,302,303.16","27,609,929.71","29,673,932.39","19,727,479.54","27,696,860.32","9,903,305.33","21,818,825.23","33,905,891.73","37,874,012.18","63,249,074.14","77,885,695.95","85,533,159.99","57,831,786.87","47,502,534.59","42,185,128.64","46,766,277.83","38,660,504.23","22,091,155.49","28,396,922.91","27,518,526.31","23,437,767.36","25,204,761.05","19,507,317.44","26,515,475.43","17,030,756.03"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,"181,250.01","574,999.98","1,149,999.96","1,621,297.70","2,136,196.50","2,685,443.74","2,781,800.42","2,758,243.96","2,731,144.03","2,684,550.30",,"2,352,587.73","2,244,187.98"
应付利息,,,,,,,,,,,,,"4,475,000.00","7,160,000.00","10,075,967.74","2,020,967.74","4,705,967.74","7,390,967.74","10,075,967.74","2,020,967.74","4,705,967.74","7,390,967.74","10,075,967.74",,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"2,540,330.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
