科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"297,953,865.79","371,947,170.57","387,875,600.41","116,545,153.62","192,196,179.00","247,834,178.52","384,928,679.37","110,136,526.26","161,757,925.86","202,504,739.70","320,664,440.97","118,766,087.45","192,082,149.68","239,226,369.89","384,919,110.52","88,511,559.02","140,638,334.69","183,210,348.72","338,622,752.04","406,365,282.92"
二、营业利润,"39,267,066.44","40,256,912.09","35,614,570.80","15,532,317.14","19,413,319.04","15,894,201.67","24,807,318.03","10,438,883.32","13,468,826.69","11,054,381.90","14,618,839.11","10,938,251.15","10,002,652.86","3,685,557.08","11,743,578.58","12,588,100.19","21,827,537.63","27,836,882.57","39,948,185.97","148,103,620.15"
减:营业成本,"208,135,237.49","270,762,514.58","277,936,307.95","82,235,267.62","140,898,699.81","182,887,298.55","286,777,985.56","80,091,989.33","120,176,234.67","150,385,628.71","240,394,921.48","87,590,952.47","144,664,446.23","179,370,331.48","294,191,096.14","67,414,675.78","110,016,204.36","144,275,751.56","268,266,095.68","183,201,726.07"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,433,361.14","2,650,630.44","2,213,684.71","583,371.09","876,186.87","1,083,742.49","1,629,078.86","239,499.03","292,778.39","369,931.87","601,628.04","234,008.00","904,337.04","1,239,361.20","1,966,376.76","167,134.05","767,054.79","823,421.16","1,747,380.89","15,957,449.43"
营业外收入,"2,619,994.50","8,429,173.05","5,727,383.20",,"557,388.00","557,388.00","3,806,192.00","3,134,194.23","3,330,691.68","6,292,292.71","6,861,537.78","469,600.00","6,232,199.03","7,917,683.55","1,072,712.30","1,208,100.00","1,448,435.34","1,453,840.39","1,711,604.11","4,430.76"
销售费用,"22,944,223.06","25,950,979.81","30,557,398.72","8,646,758.83","15,908,430.48","24,557,750.83","36,160,620.58","9,632,726.55","17,034,793.59","22,758,825.96","36,635,168.98","10,065,202.20","17,822,901.46","26,761,165.34","36,695,904.99","10,319,699.95","19,813,318.23","27,602,483.92","41,652,507.30","24,058,567.94"
减:营业外支出,"5,675.55","2,801,213.82","1,055,234.81",25.45,125.45,"33,734.79","10,791.89","6,766.20","6,766.20","28,340.81","28,809.51",6.14,536.90,536.90,"1,059.96",,"100,673.86","112,990.66","224,025.45","1,968.93"
管理费用,"19,631,452.64","24,327,404.79","34,542,920.22","8,608,910.67","16,481,295.30","25,853,684.83","35,793,253.95","7,704,888.80","16,231,885.71","25,279,949.73","34,857,253.59","8,632,285.79","19,308,006.87","27,304,231.03","34,551,984.31","11,291,373.26","20,500,759.73","33,192,362.00","28,986,812.27","19,651,795.34"
其中:非流动资产处置净损失,"5,675.55",,"973,236.16",,,,"10,334.60",,,,"28,809.51",,,,,,,,,
