科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"6,540,499,793.81","6,835,998,038.51","7,070,793,330.69","3,900,454,294.15","5,459,407,454.24","7,067,631,697.71","1,294,951,913.88","2,586,066,945.15","3,956,309,068.87","5,501,045,254.13","1,140,497,408.75","2,316,805,586.82","3,944,578,561.81","3,565,543,064.98","843,015,482.39","1,996,197,427.21","2,851,801,965.18","4,531,220,382.15","688,912,135.81","1,593,453,712.72","2,492,247,568.54","3,738,390,094.99","1,304,656,692.19","2,683,938,501.79","4,130,158,609.85","5,618,965,683.96","1,268,308,690.06","2,704,445,206.41","4,324,310,308.57","5,922,518,725.10","1,380,492,357.80"
取得子公司及其他营业单位支付的现金净额,,,"354,093,263.31",,,,,,,,,,,,,,,"72,000,000.00",,,,"508,939,416.56",,,,"30,028,461.44",,,,"12,392,120.00",
收到的税费返还,"69,084,758.89","12,177,924.84","153,198,173.70","9,441,542.56","14,079,445.17","73,803,477.84","59,133,871.44","76,442,503.57","91,677,092.74","124,092,919.22","24,756,643.81","74,774,098.09","104,131,950.26","148,254,142.44","48,625,296.57","83,547,294.86","126,035,531.86","152,698,430.51","19,213,598.00","33,932,435.12","52,086,914.46","60,652,861.27","58,226,826.46","86,126,774.72","132,493,885.50","145,744,984.35","19,476,376.76","34,707,600.76","67,120,600.22","99,678,915.29","16,413,422.28"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"372,612.81","3,180,541.70","117,954.00",,,"2,436,022.04","8,000,000.00"
收到其他与经营活动有关的现金,"338,698,908.97","501,490,960.50","372,804,903.18","370,727,379.84","500,832,878.26","495,545,363.89","103,615,395.74","275,804,652.91","543,401,726.09","638,565,520.88","225,841,065.63","377,388,453.53","471,523,019.39","563,311,901.69","132,734,627.29","377,589,470.65","492,050,330.30","404,234,191.49","103,614,864.21","227,801,964.25","625,922,665.10","475,996,064.86","253,889,313.06","277,498,627.91","336,512,161.93","484,594,757.38","208,307,659.34","362,270,018.08","367,035,452.20","528,450,237.79","141,200,123.81"
投资活动现金流出小计,"2,132,684,184.40","2,289,384,767.07","965,987,609.34","572,089,180.59","1,070,238,410.55","1,501,815,062.00","265,515,505.59","566,188,925.31","1,016,696,907.52","726,777,450.63","149,260,486.92","244,786,566.98","697,562,888.71","1,726,836,287.59","202,526,232.10","475,473,235.88","707,985,034.72","1,394,917,562.27","1,247,092,761.74","1,524,613,328.23","1,561,896,666.15","2,204,233,564.36","284,205,475.80","336,964,544.21","372,639,044.33","725,403,524.63","190,203,349.65","175,356,967.43","269,539,379.57","764,571,386.30","48,135,487.71"
经营活动现金流入小计,"6,948,283,461.67","7,349,666,923.85","7,596,796,407.57","4,280,623,216.55","5,974,319,777.67","7,636,980,539.44","1,457,701,181.06","2,938,314,101.63","4,591,387,887.70","6,263,703,694.23","1,391,095,118.19","2,768,968,138.44","4,520,233,531.46","4,277,109,109.11","1,024,375,406.25","2,457,334,192.72","3,469,887,827.34","5,088,153,004.15","811,740,598.02","1,855,188,112.09","3,170,257,148.10","4,275,039,021.12","1,616,772,831.71","3,047,563,904.42","4,599,164,657.28","6,249,305,425.69","1,496,092,726.16","3,101,422,825.25","4,758,466,360.99","6,550,647,878.18","1,538,105,903.89"
投资活动产生的现金流量净额,"-2,123,549,688.61","-2,211,409,855.80","1,497,933,308.25","-397,263,232.29","-889,549,594.53","-1,303,594,844.38","-107,806,812.10","-271,745,304.15","-537,237,801.35","-350,297,759.57","-126,702,741.86","-64,277,047.08","-264,472,048.38","-941,999,869.45","-197,786,232.10","213,915,022.89","251,950,769.23","174,890,665.22","-988,359,182.21","-930,868,184.44","-747,562,881.31","-1,174,338,370.94","-220,844,374.82","-111,741,988.64","-145,139,991.21","-245,044,357.17","258,043,291.04","807,754,663.20","765,675,554.17","294,583,290.95","-28,206,417.71"
购买商品、接受劳务支付的现金,"4,645,836,088.28","4,715,318,534.30","5,675,332,466.86","2,521,357,105.51","3,751,483,141.08","4,643,548,885.22","1,084,242,193.59","2,076,655,650.73","3,266,376,407.06","4,263,863,766.27","931,185,514.10","1,835,487,859.87","3,250,342,552.95","2,721,148,055.84","721,915,940.63","1,564,704,297.72","2,251,063,210.57","3,073,102,292.24","505,691,246.63","1,159,597,117.01","2,057,089,342.98","2,973,356,408.30","807,388,341.35","1,856,595,468.85","2,874,331,603.60","3,825,108,548.57","982,119,296.76","1,961,216,199.42","3,079,571,095.72","3,958,698,159.73","1,105,917,836.67"
吸收投资收到的现金,,,,,"3,198,950,000.00","3,198,950,000.00",,,,,,,,,,,,"814,558,166.86",,,,,,,,"4,900,000.00",,,,"687,690.00","4,900,000.00"
