科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"42,614,307.04","50,816,864.31","40,286,560.63","107,620,672.24","101,086,229.73","637,674,149.30","580,907,950.64","489,714,446.80","469,516,288.57","471,300,866.42","385,104,695.81","271,467,904.59","160,597,302.76","358,684,584.78","370,915,356.02","99,855,753.94","185,232,975.64","394,249,967.30","344,868,741.93","569,726,290.20","350,008,542.57","383,416,057.44","478,733,557.40","765,029,521.44","704,504,901.17","412,549,921.16","587,687,512.46","398,585,645.96","209,194,919.34","150,654,895.34","218,282,809.21","152,198,392.72","579,039,780.86","797,732,050.83","609,036,354.10"
短期借款,"187,500,000.00","310,000,000.00","130,000,000.00","200,000,000.00","190,000,000.00",,,"150,000,000.00","290,000,000.00","450,000,000.00","360,000,000.00","100,000,000.00","320,000,000.00","620,000,000.00","550,000,000.00","390,000,000.00","646,500,000.00","866,500,000.00","690,000,000.00","690,000,000.00","540,000,000.00","890,000,000.00","970,000,000.00","280,000,000.00",,"200,000,000.00","400,000,000.00",,,,,,,"310,069,847.23","460,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,938,750.00","8,331,500.00","1,300,000.00","2,052,400.00","32,329,800.00","13,100,000.00","109,689,963.25","197,446,549.26","372,731,775.50","301,854,527.62","87,642,696.77","75,365,998.80","110,720,000.00","134,168,217.90","87,103,025.00","171,213,104.51","219,102,212.37","262,422,978.95","221,076,858.82","79,076,886.93","259,212,655.30","172,186,696.98","256,548,361.14","68,390,742.07","159,370,000.00","151,820,180.00","215,085,864.00","40,850,060.00","26,409,684.19","225,736,644.01","103,938,641.48","124,029,603.77","158,832,592.93","174,776,241.36","340,521,763.54"
应付票据,"18,000,000.00",,"54,930,192.00","29,799,350.00","26,160,000.00","7,160,000.00",,,,,,,,"200,000,000.00","250,000,000.00","50,000,000.00",,"250,000,000.00","250,000,000.00","250,000,000.00","350,000,000.00","352,475,480.00","252,475,480.00","137,850,000.00","137,850,000.00","108,379,233.91","108,379,233.91","93,720,000.00","412,291,755.14","424,701,755.14","200,000,000.00","50,100,000.00","105,400,000.00","199,997,238.72","158,354,693.06"
应收账款,"2,840,064.99","16,627,526.82","679,791.04","3,709,064.05","53,003.20","63,592,033.37","25,391,861.52","79,503,866.91","14,043,975.86","88,015,851.21","52,814,091.52","100,457,510.02","16,576,002.36","106,964,154.20","68,140,733.56","130,215,112.00","49,961,158.36","86,713,797.64","71,469,593.31","76,158,676.87","15,051,239.11","114,315,696.38","111,353,131.15","108,025,643.86","27,513,368.35","147,416,433.93","107,931,726.09","115,603,830.14","65,607,028.30","117,437,261.34","126,581,281.44","134,179,445.23","50,116,707.31","185,987,904.42","118,146,410.29"
应付账款,"58,906,477.91","98,400,240.74","45,739,975.90","44,755,825.44","51,624,677.65","35,694,280.53","46,639,912.51","72,281,826.55","94,421,066.26","112,095,568.90","66,419,922.45","19,042,906.40","127,613,740.06","119,874,897.66","242,083,224.24","118,849,294.94","125,182,839.46","101,154,894.81","109,193,240.06","118,481,182.75","94,371,173.33","73,638,588.62","104,919,503.34","84,361,902.56","99,547,497.92","67,170,185.07","165,200,428.64","108,358,927.42","195,675,517.57","216,909,931.15","181,460,748.97","193,931,008.41","203,915,453.20","203,203,579.65","226,410,752.25"
预付款项,"84,262,719.02","55,100,020.62","187,540,892.76","146,411,928.50","205,956,942.37","264,669,540.27","235,752,639.45","547,881,962.75","561,777,283.38","569,101,073.61","540,676,032.77","305,504,066.99","532,659,218.54","533,025,784.90","488,374,566.78","368,580,018.22","562,611,599.68","643,952,286.24","546,307,964.20","560,424,368.96","648,106,592.89","790,857,041.52","843,395,084.40","714,016,262.48","408,342,845.14","736,202,734.12","674,813,488.21","681,682,399.98","789,591,534.53","635,718,530.83","417,763,938.06","595,661,469.89","526,765,231.56","515,314,181.36","413,587,199.52"
预收款项,"20,598,749.65","73,876,551.89","142,090,843.13","127,468,108.21","172,071,231.67","97,812,358.96","62,398,380.08","93,444,079.42","124,077,837.20","46,918,164.12","24,336,347.56","73,952,546.53","103,821,414.53","114,676,305.70","34,247,622.03","83,594,924.42","130,405,840.87","114,607,493.17","112,193,260.48","92,316,061.57","190,355,296.49","96,452,087.12","97,740,377.30","77,783,795.72","116,490,180.41","75,271,316.59","74,148,568.22","108,841,712.82","94,756,126.15","98,515,011.56","80,332,580.60","212,574,449.91","91,536,804.15","133,086,849.53","59,623,887.38"
