科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"46,391,129.39","82,779,582.76","76,459,340.09","67,047,370.89","55,191,151.69","45,568,429.27","42,953,128.93","41,937,952.60","37,765,509.89","51,350,995.21","49,661,731.60","43,934,810.41","35,216,214.84","38,691,905.94","35,181,077.13","45,733,145.12","46,216,891.11","54,928,107.08","47,590,187.63","39,285,767.42","32,156,723.26","27,241,891.00","24,460,553.33","25,076,750.29","21,427,638.37","20,040,926.78","39,552,279.84","149,832,051.24","154,271,411.66"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","337,500,000.00","337,500,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"92,112,233.88","92,112,233.88","91,540,226.85","91,540,226.85","632,952,272.33","632,952,272.33","632,952,272.33","582,952,272.33","582,952,272.33","582,952,272.33","582,952,272.33","582,952,272.33","582,952,272.33","582,952,272.33","582,952,272.33","507,952,272.33","507,952,272.33","507,952,272.33","507,952,272.33","507,952,272.33","507,952,272.33","507,952,272.33","507,952,272.33","507,952,272.33","507,952,272.33","507,952,272.33","507,952,272.33","395,452,272.33","395,452,272.33"
无形资产,"19,658,697.23","19,078,530.64","18,478,158.10","81,201,573.48","81,051,481.17","79,850,995.56","79,385,785.26","82,388,492.80","76,832,523.08","78,314,228.46","77,882,137.81","77,407,312.12","77,407,312.12","76,567,276.12","76,134,696.15","75,655,834.11","75,655,834.11","74,702,981.80","74,351,128.28","73,868,932.88","73,386,737.48","72,904,542.08","72,422,346.68","71,940,151.28","71,457,955.88","70,975,760.48","70,493,565.08","70,265,103.92","69,803,790.56"
盈余公积,"2,247,700.03","7,408,646.81","14,068,892.88","14,068,892.88","14,068,892.88","22,450,194.77","22,450,194.77","22,450,194.77","22,450,194.77","28,087,593.57","28,087,593.57","28,087,593.57","28,087,593.57","32,995,689.76","32,995,689.76","32,995,689.76","32,995,689.76","38,852,900.02","38,852,900.02","38,852,900.02","38,852,900.02","44,539,020.81","44,539,020.81","44,539,020.81","44,539,020.81","45,809,069.38","45,809,069.38","45,809,069.38","45,809,069.38"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,"288,149,751.23","288,149,751.23"
未分配利润,"22,065,321.74","56,306,449.46","119,992,866.01","164,474,005.95","186,904,496.39","194,668,323.05","213,204,753.88","211,279,338.46","222,188,884.00","231,594,560.45","247,590,829.85","257,194,022.36","272,364,700.78","268,732,844.89","285,932,381.94","295,804,833.15","308,860,473.01","317,042,954.23","329,724,552.04","328,115,812.24","343,366,994.79","353,079,864.95","359,586,400.12","352,673,102.57","360,634,487.97","348,357,308.86","352,678,189.16","357,099,175.16","374,682,850.03"
长期待摊费用,"265,170.77","159,431.84","59,172.89","38,288.27","27,845.96","17,403.65","6,961.34",,,,,,,,,,,,,,,,,,,,,"974,155.75","995,543.44"
少数股东权益,"674,619.72","1,341,795.86","2,290,132.34","2,929,514.66","3,211,976.08","3,301,097.65","3,374,291.31","3,204,357.54","3,361,081.09","3,490,623.42","3,648,128.97","3,433,445.69","3,540,825.08","3,613,201.35","3,761,884.71","3,599,538.17","3,730,270.09","3,952,792.69","4,067,531.41","3,700,877.20","3,759,126.10","3,753,449.18","3,753,449.18","5,452,066.95","5,438,920.64","5,098,823.07","5,072,566.50","3,274,920.13","3,227,093.40"
递延所得税资产,"541,354.73","962,856.94","266,696.94","327,383.90","327,383.90","333,064.54","403,791.07","423,701.16","2,490,705.56","3,826,892.04","3,826,892.04","3,854,242.85","3,854,242.85","3,985,026.07","3,985,026.07","4,019,606.54","4,019,606.54","4,440,304.58","4,440,304.58","4,150,399.12","4,150,399.12","1,138,134.11","1,138,134.11","1,352,875.61","1,352,875.61","3,673,362.95","3,673,362.95","3,252,928.30","3,174,980.39"
外币报表折算价差,,,,,,,,,,"-288,932.26","-288,932.26","-1,016,282.06","-1,016,282.06","-285,933.26","-285,933.26","-284,133.26","-284,133.26",,,,,,,,,,,,
其他非流动资产,,,,,,,,,"1,955,462.68",,,,,,,,,,,,,,,,,"4,550,000.00",,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"106,087,929.47","129,333,771.77","125,687,747.11","187,384,014.45","198,537,775.47","197,598,071.78","216,282,742.74","225,904,608.59","214,847,393.45","202,599,755.62","197,881,778.90","194,060,633.98","189,486,012.99","184,931,525.57","180,724,600.98","176,630,984.88","173,181,983.89","170,047,340.45","166,063,701.08","161,829,772.94","159,506,632.46","152,620,373.71","149,060,196.47","145,509,952.93","143,657,027.28","147,318,645.66","143,577,736.32","429,351,120.31","428,471,385.48"
所有者权益(或股东权益)合计,"192,099,875.37","232,169,126.01","302,892,118.08","348,012,640.34","937,137,637.68","953,371,887.80","971,981,512.29","969,886,163.10","980,952,432.19","995,836,117.51","1,011,989,892.46","1,020,651,051.89","1,035,929,109.70","1,038,008,075.07","1,055,356,295.48","1,065,068,200.15","1,078,254,571.93","1,092,472,519.03","1,105,268,855.56","1,103,309,493.55","1,118,618,925.00","1,134,090,656.48","1,140,597,191.65","1,135,434,687.10","1,143,382,926.19","1,132,071,276.29","1,136,445,939.19","1,139,135,437.00","1,156,671,285.14"
资产总计,"238,491,004.76","314,948,708.77","379,351,458.17","415,060,011.23","992,328,789.37","998,940,317.07","1,014,934,641.22","1,011,824,115.70","1,018,717,942.08","1,047,187,112.72","1,061,651,624.06","1,064,585,862.30","1,071,145,324.54","1,076,699,981.01","1,090,537,372.61","1,110,801,345.27","1,124,471,463.04","1,147,400,626.11","1,152,859,043.19","1,142,595,260.97","1,150,775,648.26","1,161,332,547.48","1,165,057,744.98","1,160,511,437.39","1,164,810,564.56","1,152,112,203.07","1,175,998,219.03","1,288,967,488.24","1,310,942,696.80"
负债和所有者(或股东权益)合计,"238,491,004.76","314,948,708.77","379,351,458.17","415,060,011.23","992,328,789.37","998,940,317.07","1,014,934,641.22","1,011,824,115.70","1,018,717,942.08","1,047,187,112.72","1,061,651,624.06","1,064,585,862.30","1,071,145,324.54","1,076,699,981.01","1,090,537,372.61","1,110,801,345.27","1,124,471,463.04","1,147,400,626.11","1,152,859,043.19","1,142,595,260.97","1,150,775,648.26","1,161,332,547.48","1,165,057,744.98","1,160,511,437.39","1,164,810,564.56","1,152,112,203.07","1,175,998,219.03","1,288,967,488.24","1,310,942,696.80"
