科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"15,436,641.29","54,621,722.49","97,556,993.08","99,249,288.37","858,194,762.15","855,453,825.98","868,777,981.09","874,444,177.72","861,576,943.09","841,865,952.47","804,616,951.75","811,114,439.38","696,480,587.82","687,028,981.55","816,265,008.44","799,027,909.20","765,594,433.45","818,071,383.67","899,578,074.11","896,476,828.18","909,072,734.81","997,639,206.25","1,032,146,160.77","1,069,288,878.22","942,382,350.04","345,627,947.22","349,701,640.01","467,680,546.16","404,450,088.92","704,136,308.90","401,192,191.18"
短期借款,,"11,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"6,677,800.00",,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"300,000.00","1,396,067.30","946,475.00","6,444,386.00","4,375,516.34","18,029,765.85","21,916,546.89","29,685,187.68","25,277,615.84","46,122,834.07","45,049,419.40","70,749,996.99","89,983,311.37","89,494,707.59","91,725,338.17","82,898,559.85","95,241,638.24","104,548,634.26","93,092,161.93","39,899,469.94","80,357,855.12","122,237,956.72","126,495,322.09","119,685,498.10","127,914,151.80","150,112,505.44","187,724,000.64","180,615,612.00","196,413,613.93","177,027,736.11"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"6,588,833.16","11,505,921.24","9,026,593.40","9,784,340.37","9,095,416.61","13,285,075.12","15,016,871.54","21,990,196.07","33,854,057.58","42,593,639.49","132,358,136.12","130,447,478.93","170,856,805.31","192,676,650.65","178,502,228.21","169,993,975.30","225,682,869.35","225,837,004.73","211,548,975.44","186,303,357.45","212,068,552.02","225,075,885.26","238,741,222.31","183,624,057.62","234,278,742.77","263,134,966.30","277,761,906.89","202,363,185.23","257,899,899.03","235,042,212.93","199,660,032.36"
应付账款,"2,129,974.44","1,112,351.58","1,955,543.46","2,255,401.09","2,394,071.22","1,631,103.08","668,568.25","2,308,620.13","1,688,647.95","1,412,937.75","1,969,342.47","2,196,451.48","3,421,142.50","3,959,709.27","3,880,967.06","2,130,866.08","2,718,362.76","4,906,997.38","7,056,073.49","2,866,020.63","3,211,232.23","4,489,386.61","4,110,603.56","5,532,127.76","8,934,392.29","8,058,472.62","6,348,462.94","7,216,808.92","6,544,965.51","5,004,089.04","4,695,675.37"
预付款项,"1,453,533.38","1,355,431.31","896,843.14","5,282,277.64","2,616,458.56","1,766,026.05","1,545,403.40","914,119.70","1,566,203.70","1,414,583.47","3,559,620.60","3,810,877.12","2,967,923.60","3,880,482.70","2,312,216.27","2,670,657.77","2,035,108.68","1,946,088.95","1,398,085.55","2,721,776.95","2,455,863.88","2,562,762.51","1,365,208.99","727,056.29","3,132,079.22","4,428,947.68","2,171,565.62","3,200,533.43","3,638,285.87","4,349,345.82","2,478,105.70"
预收款项,"1,666,829.94","2,476,282.72","1,417,549.86","1,230,060.28","1,488,982.41","2,927,395.98","5,349,937.70","7,883,926.38","5,996,582.13","2,452,645.79","10,797,293.52","11,198,945.65","11,808,582.07","971,758.05","3,154,590.26","4,805,442.38","3,935,302.07","1,929,232.47","3,752,427.80","4,554,282.94","4,298,381.62","4,561,508.07","1,780,471.16","2,630,688.16","1,962,595.49","1,174,750.80","1,224,017.14","1,310,385.60","3,720,605.11","2,694,538.50","2,387,694.73"
其他应收款,"8,686,110.63","9,690,329.80","991,224.07","1,250,335.78","4,492,033.25","1,992,178.07","3,698,492.20","2,673,755.58","1,948,377.40","889,525.17","3,507,130.63","5,175,866.01","4,875,960.17","3,977,966.22","2,166,505.84","1,750,441.31","2,943,877.83","2,418,328.84","11,752,047.32","11,536,703.37","13,199,070.06","14,501,707.04","12,116,434.87","11,145,105.50","11,661,386.25","11,772,857.43","7,915,526.69","7,740,871.48","6,458,784.72","6,081,768.50","1,353,337.13"
应付职工薪酬,"550,560.08","1,037,685.12","1,207,980.27","2,488,240.90","1,516,089.95","152,495.44","1,709,921.09","2,192,943.97","3,353,686.88","115,720.50","6,793,793.30","3,434,037.63","3,373,113.32","23,334.00","8,052,037.72","7,032,887.63","4,782,663.35","5,626,351.64","10,983,474.26","6,108,621.49","5,907,475.86","6,021,664.00","14,894,284.11","8,298,304.54","6,777,198.05","8,170,611.25","18,954,462.40","15,357,816.20","8,364,921.95","2,022,534.44","18,305,590.45"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"625,475.48","3,075,153.75","4,862,638.21","3,519,078.13","5,217,409.74","4,741,069.92","10,734,283.07","8,977,639.84","14,495,333.69","13,048,381.55","28,374,568.39","12,336,322.17","15,068,842.53","12,410,102.76","14,420,560.77","10,394,544.35","14,863,808.17","14,865,919.24","18,583,389.30","12,175,795.93","9,872,821.89","9,566,911.10","17,859,075.94","18,466,196.80","8,878,068.51","14,340,872.36","8,694,235.55","12,363,325.60","8,339,872.12","15,833,327.81","6,086,781.64"
应收利息,,,,,,"9,606,000.00","15,719,616.60","22,738,311.07","23,570,732.48","30,254,479.44","33,356,418.62","39,219,117.07","1,921,872.89","6,640,821.13","5,459,219.98","10,128,212.42","7,874,893.76","12,691,235.14","13,773,662.57","17,074,688.81","17,930,745.37","7,954,805.08","2,861,940.47","2,126,935.32","4,790,270.98","10,699.15","124,401.80","530,009.18","1,003,092.81","1,859,493.31","135,132.84"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,"778,209.32","778,209.32","447,944.88","376,017.95","1,255,881.59","1,255,881.59","675,033.35"
存货,"2,843,396.51","3,450,086.57","9,535,968.42","11,113,296.30","11,131,550.92","10,288,655.89","9,772,629.39","12,672,676.62","12,407,039.43","17,688,184.42","23,888,076.16","26,228,696.37","31,531,165.54","33,482,650.13","34,392,226.57","35,377,732.92","30,749,891.36","27,200,155.68","29,133,549.92","31,581,398.46","26,380,351.81","23,265,354.93","24,673,656.29","27,045,304.86","26,091,356.82","25,183,448.35","32,739,513.18","35,374,502.79","33,952,476.52","34,923,149.75","37,304,418.07"
其他应付款,"19,775,769.77","5,112,993.02","7,212,281.36","6,763,810.30","8,520,560.64","7,796,877.39","8,158,816.15","7,889,003.98","11,495,807.61","35,509,085.29","37,965,108.44","38,785,866.55","46,338,890.07","48,578,216.85","47,349,880.90","45,937,954.90","46,218,902.36","46,462,876.01","23,339,788.60","21,558,867.11","18,577,197.13","19,979,071.30","77,622,661.68","82,159,723.67","81,116,089.09","80,828,067.47","89,006,389.40","82,899,010.99","75,126,701.95","127,055,711.48","56,760,611.86"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
