科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"727,961,758.82","1,072,537,481.54","1,535,445,914.30","429,582,676.58","879,035,213.13","1,309,023,011.01","1,897,801,021.38","347,097,471.75","883,791,689.91","1,398,455,137.37","1,967,644,675.53","488,985,793.52","977,080,138.71","1,706,734,893.95","2,628,669,784.42","1,087,971,575.36","2,130,782,894.25","2,886,384,314.89","3,779,054,970.49","1,091,650,992.00","2,273,319,360.80","3,441,984,343.51","4,726,762,237.48","1,387,168,004.10","2,794,622,348.10","4,131,070,415.68","5,507,964,693.42","1,446,376,835.77","2,856,421,530.15","3,972,441,725.38","4,979,279,023.18","1,015,063,649.20"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"625,956,806.55","684,989,599.64",,,,,,,,,,,"12,218,747.91",,
收到的税费返还,,"203,411.97",,,,,,,,,,"707,195.78","269,466.53","751,146.84","836,229.43","98,141.82","1,626,197.46","3,062,109.06","4,021,749.06","162,332.87","67,418.77","67,418.77","117,714.39",,"89,658.45","292,490.00","292,490.00","12,245.50","3,741,867.93","9,012,648.23","25,022,761.57","16,645,004.92"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"12,421,869.00","12,211.20",,"1,080,930.20","9,186,745.84",50.00,"50,050.00","50,050.00","1,454,872.45","303,833.10","1,303,839.68","1,303,839.68","1,303,839.68","1,288.00","1,528.00","1,596.80",,
收到其他与经营活动有关的现金,"9,308,987.89","14,544,247.67","2,595,398.98","13,970,400.18","14,937,090.89","17,466,598.08","40,273,341.20","22,143,812.30","24,075,714.41","78,967,052.74","51,797,302.40","16,718,481.60","18,081,855.04","29,380,661.22","45,429,836.67","49,092,893.86","72,657,248.75","80,060,623.08","29,950,227.29","13,938,121.84","16,686,633.30","85,307,735.83","325,395,392.62","26,318,138.00","24,707,873.25","75,196,639.93","74,571,663.66","5,029,950.32","46,033,666.17","258,216,661.17","69,258,811.73","25,297,085.66"
投资活动现金流出小计,"16,204,136.89","250,853,522.17","120,513,795.78","34,284,069.73","76,213,014.44","158,404,087.20","266,841,123.22","36,513,422.84","68,388,717.67","293,278,063.65","340,787,162.48","31,062,915.33","103,387,410.21","174,959,713.94","425,863,109.41","102,312,652.64","284,603,800.81","1,007,075,731.89","1,778,546,437.68","587,409,770.92","737,666,682.86","1,887,748,385.47","2,018,506,097.93","578,230,290.75","1,085,780,843.86","1,403,748,425.52","1,659,248,936.58","178,756,171.96","325,953,418.79","437,689,294.52","521,295,958.75","74,592,999.58"
经营活动现金流入小计,"737,270,746.71","1,087,285,141.18","1,538,041,313.28","443,553,076.76","893,972,304.02","1,326,489,609.09","1,938,074,362.58","369,241,284.05","907,867,404.32","1,477,422,190.11","2,019,441,977.93","506,411,470.90","995,431,460.28","1,736,866,702.01","2,674,935,850.52","1,137,162,611.04","2,205,066,340.46","2,969,507,047.03","3,813,026,946.84","1,105,751,446.71","2,290,073,412.87","3,527,359,498.11","5,052,275,344.49","1,413,486,142.10","2,819,419,879.80","4,206,559,545.61","5,582,828,847.08","1,451,419,031.59","2,906,197,064.25","4,239,671,034.78","5,073,560,596.48","1,057,005,739.78"
投资活动产生的现金流量净额,"-15,991,136.89","-245,666,401.56","-83,286,189.79","-34,284,069.73","-76,153,014.44","-158,052,787.20","-266,388,823.22","-36,308,422.84","-68,014,717.67","-291,148,543.16","-338,537,041.99","-30,495,158.25","-103,277,247.54","-174,832,168.75","-384,904,324.26","-91,104,175.07","-226,417,042.65","-988,936,854.82","-1,721,869,552.89","-585,387,611.13","-710,406,079.62","-1,777,443,244.45","-1,981,199,961.33","-577,187,071.95","-1,079,382,037.86","-1,376,824,793.96","-1,630,933,973.61","-178,033,431.96","575,450,336.21","2,877,271,073.55","2,978,019,457.61","-54,385,899.58"
购买商品、接受劳务支付的现金,"297,485,998.43","443,021,883.52","712,194,493.12","184,954,892.53","407,732,031.55","659,402,898.03","907,453,486.20","231,166,682.35","526,199,778.61","807,390,893.37","1,058,744,911.28","290,194,543.34","524,605,024.34","953,787,864.06","1,548,838,429.12","586,478,365.99","1,173,604,270.60","1,371,622,070.14","1,929,810,111.09","573,873,117.35","1,150,919,466.63","1,863,203,339.44","2,640,372,409.08","784,738,602.46","1,568,099,276.75","2,295,386,280.45","3,044,965,021.41","785,697,899.82","1,684,345,834.90","2,500,642,338.10","3,162,415,730.88","380,075,514.37"
吸收投资收到的现金,,,,"1,441,000,000.00","1,441,000,000.00","1,441,000,000.00","1,441,000,000.00",,,,"20,580,000.00",,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"81,086,504.94","130,225,109.64","204,885,890.60","62,158,445.25","122,900,105.38","188,205,195.10","266,446,642.63","69,695,145.29","146,864,801.84","226,741,285.58","312,667,124.39","106,689,787.84","201,814,316.90","302,345,768.29","442,428,040.18","219,471,491.79","381,913,434.95","548,615,138.74","763,005,393.05","266,838,054.87","473,721,594.98","689,902,022.87","928,855,373.95",,"566,865,274.04","842,030,169.68","1,167,214,127.86","450,777,429.67","1,021,271,717.84","1,346,854,586.99","1,610,335,579.50","299,770,975.17"
取得借款收到的现金,,"100,000,000.00",,,,,,,,,,,,,"1,080,000.00","49,000,000.00","49,000,000.00","249,000,000.00","229,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","300,000,000.00","337,000,000.00","337,000,000.00","2,145,000,000.00","595,785,057.00","895,785,057.00","601,785,057.00","575,785,057.00","225,000,000.00"
支付的各项税费,"123,568,936.74","206,183,312.35","237,755,281.24","72,522,548.52","136,949,974.72","202,444,550.24","252,539,419.77","66,048,470.02","173,534,788.58","215,130,344.15","272,151,848.69","55,681,413.40","133,065,634.35","226,145,682.35","322,494,313.44","111,862,826.76","205,176,404.02","290,336,054.94","383,200,689.09","105,688,133.56","245,503,011.81","390,152,342.97","481,098,407.33",,"292,189,708.07","416,559,897.61","555,120,799.07","136,111,853.25","278,972,593.84","745,479,946.88","764,256,300.09","15,394,864.71"
收到其他与筹资活动有关的现金,,,,,"2,087,842.72",,,,,,,,,,"700,000.00","20,670,850.84","5,651,976.68","12,508,611.42","32,169,978.62",,"4,439.34","323,692.68","407,200.00","75,062.57","210,608.50","210,608.50","258,719.75",,,,"126,000,000.00","48,058,812.50"
支付其他与经营活动有关的现金,"37,559,227.81","56,211,002.21","86,588,860.55","17,930,371.77","44,161,792.18","58,773,405.60","96,025,485.05","17,690,945.73","40,998,604.39","65,281,974.94","111,565,586.79","20,345,897.23","58,904,879.10","62,130,878.83","110,993,452.83","67,405,649.89","144,724,958.15","204,788,703.02","186,391,074.73","50,886,637.52","92,611,730.68","219,942,960.78","220,751,417.13",,"116,050,729.97","222,129,736.57","283,022,502.22","87,196,089.79","144,210,288.11","471,718,511.38","288,758,888.29","54,465,812.01"
筹资活动现金流入小计,,"100,000,000.00",,"1,441,000,000.00","1,443,087,842.72","1,441,000,000.00","1,441,000,000.00",,,,"20,580,000.00",,,,"1,780,000.00","69,670,850.84","54,651,976.68","261,508,611.42","1,844,169,978.62",,"50,004,439.34","1,532,323,692.68","1,532,407,200.00","300,075,062.57","831,210,608.50","831,210,608.50","2,639,258,719.75","595,785,057.00","895,785,057.00","601,785,057.00","701,785,057.00","273,058,812.50"
经营活动现金流出小计,"539,700,667.92","835,641,307.72","1,241,424,525.51","337,566,258.07","711,743,903.83","1,108,826,048.97","1,522,465,033.65","384,601,243.39","887,597,973.42","1,314,544,498.04","1,755,129,471.15","472,911,641.81","918,389,854.69","1,544,410,193.53","2,424,754,235.57","985,218,334.43","1,905,419,067.72","2,415,361,966.84","3,262,407,267.96","997,285,943.30","1,962,755,804.10","3,163,200,666.06","4,271,077,607.49","1,363,014,607.40","2,543,204,988.83","3,776,106,084.31","5,050,322,450.56","1,459,783,272.53","3,128,800,434.69","5,064,695,383.35","5,825,766,498.76","749,707,166.26"
偿还债务支付的现金,,,"100,000,000.00",,,,,,,,,,,,"70,817,000.00","58,503,262.22","132,307,791.10","132,307,791.10","499,435,521.90",,,"50,000,000.00","50,000,000.00",,,,"1,600,000,000.00","300,000,000.00","907,000,000.00","2,633,000,000.00","2,774,008,690.00","437,182,023.00"
经营活动产生的现金流量净额,"197,570,078.79","251,643,833.46","296,616,787.77","105,986,818.69","182,228,400.19","217,663,560.12","415,609,328.93","-15,359,959.34","20,269,430.90","162,877,692.07","264,312,506.78","33,499,829.09","77,041,605.59","192,456,508.48","250,181,614.95","151,944,276.61","299,647,272.74","554,145,080.19","550,619,678.88","108,465,503.41","327,317,608.77","364,158,832.05","781,197,737.00","50,471,534.70","276,214,890.97","430,453,461.30","532,506,396.52","-8,364,240.94","-222,603,370.44","-825,024,348.57","-752,205,902.28","307,298,573.52"
分配股利、利润或偿还利息支付的现金,"74,500,000.00","92,385,444.44","149,378,944.44","31,519,241.06","44,146,722.31","224,218,746.98","230,456,711.00",,"158,820,000.00","158,820,000.00","167,891,390.60",,"160,900,000.00","160,900,000.00","164,330,278.55","660,585.39","170,961,156.68","171,037,823.35","233,682,328.68","9,575.01","146,767,872.13","225,309,657.13","300,049,257.13",,"219,085,310.66","315,572,127.34","439,277,723.18","4,866,095.11","91,483,173.46","195,989,609.81","204,765,788.83","26,646,670.83"
收回投资收到的现金,,,"5,581,619.11",,,,,,,,,,,,"131,125.83","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,"25,000,000.00","57,535,237.78","25,000,000.00",,,,,,,,,
支付其他与筹资活动有关的现金,,,,"7,682,039.05","10,904,719.05","5,132,039.05","6,436,539.05",,,,,,,"112,763.89","3,449,409.86",,,,"12,030,299.42","224,353.22",,"82,535,237.78","440,000.00",,"461,250.00","461,250.00","544,850.00","1,230,138.60","1,788,589.07","2,412,713.67","102,861,297.17","222,894.70"
取得投资收益收到的现金,,,,,,,,,,,,,,,,"16,915.07","7,088,915.07","7,088,915.07","16,915.07",,,"50,265,300.00",,,,"20,000,000.00","20,000,000.00",,,,,
