科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与筹资活动有关的现金,"236,480.00","865,440.00","1,134,080.00","174,720.00","242,281.67","9,269,970.00","111,440.00","1,389,000.00","1,533,000.00","320,696.50","30,720.00","185,280.00","257,280.00","329,280.00","72,000.00"
取得投资收益收到的现金,,,,,,,"688,109.59","1,153,502.74","1,153,502.74","1,724,193.60","618,608.42","1,117,602.74","1,830,106.84","2,069,630.13",
筹资活动现金流出小计,"430,902.50","7,581,489.17","12,030,820.41","6,227,812.08","6,496,727.90","15,864,189.22","1,463,786.28","12,610,126.69","25,454,588.31","24,489,691.06","8,225,862.38","14,511,564.81","22,255,016.20","22,401,809.27","215,070.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"70,000.00",,"7,982.91","39,223.30","50,723.30","118,847.17","165,190.15","71,490.15","120,904.65","258,347.26",260.00,"132,125.43","194,550.63","223,771.98","69,000.00"
筹资活动产生的现金流量净额,"569,097.50","310,459.17","1,969,179.59","3,772,187.92","11,703,272.10","187,585,810.78","-1,463,786.28","-2,610,126.69","-6,454,588.31","-5,489,691.06","-8,225,862.38","-14,511,564.81","-20,255,016.20","-20,401,809.27","13,784,930.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-247,362.61","51,050.25","-153,278.83","103,620.23","70,258.96","-37,530.34","-6,559.15","-166,405.08","-167,072.28","-103,349.43","-18,735.26","-27,022.09",489.84,"5,273.28","-34,159.25"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"70,000.00",,"7,982.91","39,223.30","50,723.30","118,847.17","100,853,299.74","246,224,992.89","246,274,407.39","299,982,540.86","28,618,868.42","100,249,728.17","167,024,657.47","229,793,402.11","69,000.00"
五、现金及现金等价物净增加额,"-27,341,990.99","-364,209.04","27,712,695.75","-19,362,332.69","-21,447,659.92","42,673,293.11","21,063,516.55","50,442,012.38","-53,865,553.22","-18,775,448.31","-10,779,188.15","-33,456,289.44","1,637,039.54","5,775,369.69","-44,872,061.35"
购建固定资产、无形资产和其他长期资产支付的现金,"6,459,623.10","6,840,854.27","11,531,172.33","5,322,788.83","6,960,596.52","16,274,015.30","1,669,490.99","17,974,975.88","31,466,360.22","31,798,882.28","5,922,069.60","11,130,597.26","15,333,467.47","24,708,023.70","8,227,189.00"
期初现金及现金等价物余额,"74,180,688.86","46,838,697.87","46,474,488.83","74,187,184.58","74,187,184.58","74,187,184.58","116,860,477.69","116,860,477.69","116,860,477.69","116,860,477.69","98,085,029.38","98,085,029.38","98,085,029.38","98,085,029.38","103,860,399.07"
投资支付的现金,,,,,,"100,000,000.00","65,000,000.00","145,000,000.00","226,000,000.00","226,000,000.00","30,000,000.00","137,000,000.00","137,000,000.00","199,500,000.00","53,600,000.00"
期末现金及现金等价物余额,"46,838,697.87","46,474,488.83","74,187,184.58","54,824,851.89","52,739,524.66","116,860,477.69","137,923,994.24","167,302,490.07","62,994,924.47","98,085,029.38","87,305,841.23","64,628,739.94","99,722,068.92","103,860,399.07","58,988,337.72"
