科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"785,884,805.49","501,265,469.49","238,593,586.86","1,905,401,192.55","1,801,258,516.68","1,000,230,354.55","672,816,054.86","1,003,510,557.02","777,081,434.55","617,129,350.58","701,644,951.92","1,066,450,922.21","1,287,738,887.49","1,549,736,763.95","1,387,145,578.82","1,270,476,620.47","962,109,687.41","872,409,388.07","1,102,175,902.85","665,073,851.61","416,192,087.52","297,404,936.45","1,064,375,167.39","1,296,310,953.29","1,617,849,327.04","1,529,840,191.42","2,654,263,345.74","3,159,647,798.03","3,011,707,161.45","2,252,685,668.90","525,626,546.09","775,619,956.13","1,456,904,174.01","1,582,729,147.70","3,751,827,696.87","3,124,646,549.79","4,302,917,862.14","4,217,824,629.43","4,513,450,898.41","5,131,745,150.98","2,973,957,435.66","4,280,863,578.12","4,045,591,389.44","3,917,248,071.96","2,292,798,312.60","1,149,211,407.17"
短期借款,"1,309,840,000.00","716,500,000.00","1,185,000,000.00","1,220,000,000.00","1,349,852,175.00","1,302,000,000.00","642,000,000.00","642,000,000.00","492,000,000.00","90,000,000.00","90,000,000.00",,,,,,"120,000,000.00","176,000,000.00","176,000,000.00","96,000,000.00","96,000,000.00","370,000,000.00","436,000,000.00","558,210,000.00","548,160,000.00","698,160,000.00","1,474,050,000.00","1,672,530,000.00","1,632,580,000.00","1,346,580,000.00","575,000,000.00","900,550,000.00","1,040,550,000.00","1,240,550,000.00","904,950,000.00","403,950,000.00","293,950,000.00","1,280,950,000.00","330,950,000.00","290,950,000.00","796,000,000.00","804,000,000.00","754,000,000.00","595,050,000.00","240,000,000.00","240,000,000.00"
交易性金融资产,,,,,,,,,,,,"15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,"11,000,000.00","38,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,"115,000,000.00","35,000,000.00","71,230,000.00","76,450,000.00","47,500,000.00","23,500,000.00","375,000,000.00","375,500,000.00","289,500,000.00","354,000,000.00","37,600,000.00","19,100,000.00","13,500,000.00","6,000,000.00",,,,"5,000,000.00","112,000,000.00","128,000,000.00","40,000,000.00","180,000,000.00","180,000,000.00","50,000,000.00","149,000,000.00","72,000,000.00","53,560,000.00","27,160,000.00","9,150,000.00","3,250,000.00","4,000,000.00","83,780,000.00","119,780,000.00","104,983,000.00","90,283,000.00","28,300,000.00","4,000,000.00","15,030,000.00","14,030,000.00",,,,,,,
应收账款,"10,583,231.55","8,236,547.36","15,769,835.19","10,912,006.26","8,601,745.75","11,288,881.58","11,395,367.38","11,189,030.78","9,994,664.01","8,235,922.31","8,235,922.31","5,874,211.49","4,924,211.49","4,837,411.49","3,412,427.93","14,755,810.75","14,755,810.75","15,421,921.55","15,426,421.55","15,655,367.18","13,945,367.18","13,360,453.77","13,375,453.77","3,750,587.27","3,740,587.27","3,735,673.85","3,782,092.89","3,883,288.46","3,873,166.15","3,872,218.27","3,872,218.27","3,858,938.36","3,885,151.36","3,777,967.43","3,762,967.43","3,763,555.52","9,287,954.67","4,242,027.19","5,484,415.75","3,629,063.18","8,478,231.86","11,523,578.41","39,334,235.37","4,179,209.82","6,963,221.48","5,858,116.13"
应付账款,"177,071,296.22","177,234,954.30","165,725,842.76","462,539,205.76","377,290,030.91","408,413,034.24","401,471,065.48","481,801,097.25","388,495,070.01","356,051,230.23","322,476,362.14","243,229,832.16","180,804,795.39","181,469,821.95","223,620,695.35","424,117,057.10","283,779,385.89","398,598,045.68","345,591,641.59","544,447,044.19","518,121,344.35","573,747,751.34","542,955,508.76","650,059,738.05","462,499,620.11","487,753,175.36","533,901,412.23","523,862,473.99","475,831,265.46","876,858,063.54","848,445,791.45","711,761,932.07","540,058,537.65","511,608,296.97","581,429,345.88","792,724,222.65","607,965,618.79","596,179,561.79","565,608,195.18","497,461,157.28","443,666,374.58","450,322,655.97","483,963,930.51","645,679,121.19","468,841,695.48","455,474,037.44"
预付款项,"46,790,678.70","222,193,100.69","35,830,435.81","217,719,518.22","335,163,264.00","338,251,167.75","402,867,925.23","186,861,736.02","169,184,503.08","93,495,481.85","94,754,424.30","93,605,778.88","93,062,650.24","222,275,823.06","117,547,212.92","63,448,991.66","58,804,531.33","68,549,967.79","67,869,745.18","79,552,271.81","73,996,584.32","87,904,607.91","52,961,376.66","70,951,158.43","69,723,380.25","77,315,046.89","46,241,804.31","40,283,906.36","31,692,076.89","33,384,721.42","40,385,394.89","42,647,689.82","55,553,836.16","556,928,265.07","85,438,389.07","71,194,672.73","25,988,925.41","700,786,692.89","79,572,829.99","105,302,932.85","3,305,714,610.78","124,283,577.69","93,946,259.02","41,589,938.06","38,648,174.73","45,533,949.67"
预收款项,"604,660,621.18","665,178,143.44","797,906,466.69","690,062,764.90","732,557,983.32","123,817,340.48","118,631,469.56","213,467,579.98","300,448,875.39","588,094,509.60","1,047,062,055.33","2,014,218,045.29","2,813,942,317.32","3,816,924,621.65","4,385,345,403.54","4,835,935,878.40","4,853,915,519.26","4,523,247,408.54","4,912,970,494.49","4,225,097,091.73","3,940,056,173.68","3,206,969,582.94","2,816,909,705.91","2,743,461,018.69","2,975,835,149.45","3,284,658,170.65","3,567,409,976.37","4,011,088,499.58","3,925,435,067.48","3,943,275,468.09","3,612,976,949.99","2,808,623,592.02","2,822,608,568.47","3,088,672,123.22","2,764,846,128.55","1,355,317,372.35","1,565,579,564.58","2,585,735,030.35","4,662,589,763.86","6,098,982,727.07","7,404,792,178.28","8,961,267,283.07","10,272,242,780.03","8,544,934,565.29","8,277,375,324.63","8,856,636,070.43"
