科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"45,260,785.62","35,197,019.40","43,464,318.32","36,378,144.02","72,957,176.80","30,096,616.49","271,231,449.07","224,568,622.96","221,092,344.65","194,613,505.27","179,873,161.37","172,586,189.32","190,673,639.34","174,914,499.96","167,868,572.65","156,779,585.06","174,297,584.09","128,790,908.81","106,021,886.74","98,613,561.58","141,282,037.24","108,459,799.97","100,049,261.56","104,514,449.91","151,957,087.82","128,890,805.47","127,284,496.22","136,170,093.48","160,483,335.09","155,063,694.06","144,941,573.68","58,752,958.05","108,011,186.02"
短期借款,"18,970,000.00","2,000,000.00","20,500,000.00","37,500,000.00","28,500,000.00","37,000,000.00","26,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,501,350.00","200,000.00","400,000.00","3,000,000.00","952,300.00",,"1,437,020.00","3,529,218.00","6,700,523.00",,"3,578,442.90","2,319,525.00","5,656,235.00","550,000.00","724,740.00","3,676,930.00","10,424,348.00","7,065,641.50","3,835,332.48","3,223,422.48","5,693,764.52","426,680.00","6,510,512.00","9,916,011.00","14,735,988.40","17,238,531.50","11,612,260.80","12,776,408.05","15,811,012.95","10,219,383.45","13,902,658.25","14,856,689.05","13,648,454.40"
应付票据,"16,161,000.00","51,254,668.00","25,101,030.00","24,206,640.00","31,456,640.00","35,993,216.00","26,845,416.00","16,062,965.00","17,333,249.30","21,749,007.00","20,887,705.00","14,509,374.00","19,075,749.00","12,364,943.00","14,315,753.02","35,261,920.02","28,209,677.00","10,887,230.00","5,728,790.00","10,150,260.70","18,423,145.70","19,797,777.00","23,458,147.00","23,652,827.00","22,872,724.40","13,782,724.40","16,482,474.00","28,345,382.00","29,451,545.20","18,936,163.20","10,179,000.00","21,440,745.60","20,870,745.60"
应收账款,"41,433,072.11","42,481,706.73","79,397,272.01","70,827,934.72","70,142,572.71","95,069,358.22","97,905,194.29","104,721,947.03","106,553,328.25","121,449,667.45","128,226,241.95","144,122,316.36","128,876,370.42","129,662,849.18","142,920,353.86","138,831,244.20","130,237,651.85","140,582,392.38","154,635,379.76","166,063,843.11","132,569,903.61","144,408,688.04","154,873,710.05","154,923,064.95","146,377,065.50","147,993,475.99","155,412,015.65","158,447,563.43","129,663,603.30","131,768,310.06","130,148,075.03","137,467,360.80","127,805,355.88"
应付账款,"43,362,556.63","34,385,683.89","36,258,769.38","54,207,195.78","50,132,017.26","35,555,299.96","35,086,546.98","48,252,496.24","52,331,381.77","34,879,999.58","45,964,081.53","49,161,788.99","39,638,946.09","41,782,311.25","50,532,367.10","49,162,169.04","55,653,274.01","50,872,974.03","47,508,840.76","59,019,287.62","54,904,381.16","45,733,104.01","41,904,623.80","42,038,107.17","52,840,666.11","51,933,019.51","47,358,224.39","49,795,201.81","39,247,326.23","46,183,056.97","43,019,424.37","37,169,155.47","41,880,632.68"
预付款项,"6,985,376.11","2,785,784.88","1,327,185.07","8,599,670.63","1,514,653.68","8,488,048.36","1,844,541.76","6,940,523.77","3,467,504.65","3,256,903.52","2,685,200.39","3,899,606.05","1,701,572.17","3,824,522.77","7,899,406.54","8,007,213.22","1,154,769.71","3,894,501.48","6,799,334.85","8,240,646.05","1,336,035.68","4,387,929.09","2,817,257.90","1,579,505.25","2,108,135.21","3,457,412.99","1,325,804.09","4,318,318.28","1,835,864.64","5,363,573.11","1,162,033.76","2,949,630.23","976,804.44"
预收款项,"573,587.84","415,894.00","202,667.46","700,734.31","2,212,942.68","254,730.49","511,420.96","214,153.46","725,114.92","568,315.79","423,280.68","537,952.92","492,647.45","762,798.85","648,384.60","785,202.11","64,539.00","337,765.00","756,875.00","694,889.00","1,262,017.01","638,665.00","350,745.74","126,921.24","2,440,705.47","3,302,696.57","1,489,822.92","1,612,932.81","3,217,066.88","2,884,585.52","2,923,292.20","3,471,198.39","1,865,825.49"
其他应收款,"3,177,335.38","9,480,207.23","2,752,465.88","6,984,275.58","6,268,928.39","6,881,519.33","4,238,736.60","4,242,700.49","4,117,230.91","4,845,739.16","4,287,641.66","6,014,180.20","5,223,633.23","5,554,694.73","8,618,091.69","7,718,225.55","7,650,203.92","7,579,381.29","16,732,002.81","15,387,432.07","17,025,967.57","17,495,377.55","17,554,854.83","16,423,470.13","6,329,472.68","9,483,821.97","8,449,793.20","10,013,872.69","8,594,480.80","8,758,387.43","9,590,774.15","8,951,972.45","8,744,431.20"
应付职工薪酬,"4,478,941.21","2,965,997.98","4,341,876.52","1,064,459.58","4,220,226.33","1,362,919.29","375,603.76","243,075.06","2,400,816.09","1,051,082.93","1,092,219.09","1,104,706.54","3,718,141.53","955,443.15","998,102.84","1,889,059.46","3,508,011.99","3,284,764.33","1,281,784.08","1,317,643.22","3,715,009.17","1,147,165.87","1,931,504.78","1,971,290.95","3,522,537.70","3,432,455.21","2,032,670.51","2,059,570.17","3,204,588.56","3,089,306.27","1,941,099.13","2,172,481.14","3,410,856.78"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,754,272.34","3,152,103.57","5,942,553.27","500,683.98","3,962,678.82","2,462,837.36","1,695,851.53","3,991,386.46","3,474,101.13","3,260,949.78","2,615,830.58","3,926,450.45","3,691,400.18","2,161,596.93","2,508,905.88","3,841,262.49","4,917,381.45","2,325,457.21","6,194,617.46","4,384,751.78","4,769,982.60","1,905,207.18","2,541,165.01","2,572,495.48","4,942,308.78","2,088,014.29","2,174,647.27","1,314,462.60","1,596,299.06","624,583.58","317,590.72","603,289.94","1,690,443.76"
应收利息,,,"89,872.40","60,974.70","93,992.68","96,428.02","616,433.55","1,605,396.83","1,852,597.03","2,725,516.95","3,587,017.59","4,204,339.61","4,299,544.52","5,114,966.11","230,621.45","588,002.24","284,123.00","304,437.20","725,830.84","691,977.24","1,077,660.67","1,591,960.55","1,518,886.31","397,765.21","652,221.67","329,326.07","651,976.59","1,083,670.18","1,411,252.85","841,492.32","924,876.43","470,522.69","682,404.81"
应付利息,"86,112.70","4,053.50","17,482.50","65,703.61","71,007.13","70,229.13","46,661.10",,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"313,156.77",,"7,272,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"25,235,072.30","39,058,680.80","18,922,460.24","62,829,990.32","37,184,746.29","48,960,270.61","44,162,175.49","49,407,805.80","53,324,386.39","49,369,657.56","54,174,977.96","45,651,124.45","40,820,770.86","45,318,432.78","43,702,242.99","55,647,258.88","36,662,134.65","48,055,202.15","39,137,642.17","53,648,019.32","39,982,394.45","39,960,699.38","33,954,078.77","34,314,308.72","27,996,865.03","31,368,848.60","31,536,035.46","28,030,511.00","23,935,284.31","22,373,731.53","21,654,192.86","22,207,775.77","23,671,210.48"
其他应付款,"1,480,515.24","261,397.36","159,705.80","604,102.49","693,034.28","33,838.50","1,245,876.58","1,170,533.18","2,937,833.72","3,661,308.07","2,745,970.37","2,028,425.35","4,830,809.28","4,050,989.01","1,352,568.16","1,582,799.36","1,956,176.45","1,256,694.75","1,618,335.49","1,799,131.31","6,281,102.31","4,331,692.77","5,104,068.77","5,124,701.11","9,473,692.59","6,212,671.96","6,102,460.66","5,913,357.47","7,065,173.14","3,516,572.76","4,009,656.33","4,335,416.21","4,305,207.27"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
