科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
偿还债务支付的现金,"31,000,000.00","111,020,000.00","236,140,000.00","13,000,000.00","36,000,000.00","118,520,000.00","233,260,000.00","59,000,000.00","107,000,000.00","220,120,000.00","317,120,000.00","157,000,000.00","254,000,000.00","336,000,000.00","502,000,000.00","133,000,000.00","293,642,178.80","420,540,616.03","615,771,404.15","162,772,443.00","257,576,799.28","320,537,072.46","523,506,462.92","25,766,764.24","456,804,117.81","546,011,773.71","803,217,314.24","36,069,682.65","511,977,116.47","718,199,608.31","1,091,399,608.31","98,000,000.00","392,000,000.00","633,000,000.00","917,000,000.00","201,800,000.00","393,100,000.00","631,000,000.00","692,600,000.00","109,000,000.00","437,100,000.00","622,100,000.00","666,200,000.00","113,700,000.00"
经营活动产生的现金流量净额,"-10,642,331.81","28,247,822.82","75,739,423.83","21,657,427.23","30,202,530.95","49,687,720.91","49,130,081.06","19,730,057.10","11,259,288.62","30,297,190.60","24,041,183.59","-1,017,573.46","-6,728,400.79","-4,854,414.51","115,705,725.08","13,301,763.32","72,090,004.39","207,771,173.97","227,973,180.57","-20,328,248.36","-12,218,326.90","-57,620,829.74","-7,499,703.51","-52,843,127.35","-76,821,063.60","-88,588,872.69","-63,411,143.15","-14,258,583.26","31,708,150.73","82,554,427.76","-173,326,630.05","181,051,391.86","146,803,687.43","203,132,013.65","178,369,260.95","54,909,276.06","135,515,089.71","244,699,744.92","283,651,510.11","-52,809,307.05","-51,043,627.85","-98,360,706.24","-76,616,170.18","-14,322,690.49"
分配股利、利润或偿还利息支付的现金,"2,837,927.29","6,676,352.07","15,650,430.11","5,295,302.47","10,952,487.05","17,094,549.53","22,612,191.84","4,805,256.46","9,574,802.12","14,888,452.19","19,862,496.94","5,061,806.14","10,580,835.64","16,091,730.64","21,793,852.24","5,631,684.06","22,227,242.03","28,333,121.65","35,126,275.89","6,390,515.58","154,356,009.13","162,531,567.66","180,488,615.34","9,004,696.80","18,680,847.19","28,278,348.18","37,932,784.33","12,644,016.93","27,901,288.67","41,623,735.41","54,994,697.05","12,237,075.64","24,217,965.18","35,587,359.81","45,662,503.61","11,872,785.12","23,752,462.33","35,314,800.63","46,685,533.97","13,144,534.03","25,218,705.15","39,953,093.10","56,016,811.65","16,857,242.28"
收回投资收到的现金,"10,130,547.24","20,020,000.00","20,020,000.00",,,,"5,636,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","150,000,000.00","150,000,000.00",,,,,"1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00",
支付其他与筹资活动有关的现金,,,,"1,253,948.50","3,795,500.00","5,934,700.00","4,316,700.00",,,,,,,,,,,"16,879,200.00","16,879,200.00",,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00",
取得投资收益收到的现金,,,,,,,,,,"94,800.00","94,800.00",,"54,100.00",,,,,,,,,,,,,,,,,,,,"590,684.93","4,855,342.46","4,855,342.46",,,,,,,,,
筹资活动现金流出小计,"33,837,927.29","117,696,352.07","251,790,430.11","19,549,250.97","50,747,987.05","141,549,249.53","260,188,891.84","63,805,256.46","116,574,802.12","235,008,452.19","336,982,496.94","162,061,806.14","264,580,835.64","352,091,730.64","523,793,852.24","138,631,684.06","315,869,420.83","465,752,937.68","667,776,880.04","169,162,958.58","411,932,808.41","483,068,640.12","703,995,078.26","34,771,461.04","475,484,965.00","574,290,121.89","841,150,098.57","48,713,699.58","539,878,405.14","759,823,343.72","1,146,394,305.36","110,237,075.64","416,217,965.18","668,587,359.81","962,662,503.61","213,672,785.12","416,852,462.33","666,314,800.63","739,285,533.97","122,144,534.03","462,318,705.15","662,053,093.10","737,216,811.65","130,557,242.28"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,"957,000.00",,,,,"840,000.00","840,000.00","840,000.00","840,000.00",,"12,831,349.00","12,831,349.00","10,678,366.00",,"232,000.00","232,000.00","186,000.00",,"1,054.00","1,054.00","1,054.00","6,634.62","37,034.62","78,022.97","78,966.00",,,,,"21,063.25"
筹资活动产生的现金流量净额,"59,162,072.71","21,303,647.93","54,882,013.98","9,383,585.74","302,622,012.95","304,940,750.47","331,701,108.16","-12,805,256.46","-1,564,902.12","22,291,447.81","33,027,403.06","-23,061,806.14","31,419,164.36","19,908,269.36","-2,793,852.24","-16,556,435.73","-22,272,180.64","-76,373,463.33","770,189,604.06","-111,244,299.77","-80,191,435.57","-13,378,978.00","8,369,104.34","15,321,365.84","-5,897,875.72","16,774,391.52","-91,589,694.95","506,471,752.74","271,825,312.96","226,880,374.38","217,309,412.74","-50,237,075.64","-73,217,965.18","-168,587,359.81","-73,362,503.61","154,327,214.88","170,147,537.67","95,685,199.37","114,714,466.03","62,855,465.97","126,681,294.85","277,946,906.90","312,783,188.35","42,942,757.72"
处置子公司及其他营业单位收到的现金净额,,,"172,738.00",,,,,,,,,,,,,,"24,014,908.58","29,014,908.58","44,070,849.59",,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-97,905.48","-304,290.03",,"319,986.28","318,255.72","-155,060.23",,"-45,446.71","-1,007.82","-75,678.57","-34,975.71","-133,798.26","-272,187.55","-198,596.43","252,600.88","126,668.50","-214,184.59","-313,340.04","341,766.73","161,847.20","224,667.94","86,324.03","-65,880.15","-77,445.97","-66,145.77","-77,085.76","-17,841.33","-5,127.93","-20,654.94","-207,911.85","11,856.72","23,577.95","-136,128.71","-66,782.95","-2,822.90","15,922.01","17,345.35","38,525.92","-76,813.32","-76,813.32","-76,813.25","-78,913.58",
收到其他与投资活动有关的现金,"200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,330,547.24","20,020,000.00","20,192,738.00",,,,"5,636,400.00",,,"94,800.00","94,800.00",,"54,100.00",,"957,000.00",,"24,014,908.58","29,014,908.58","44,070,849.59","840,000.00","840,000.00","840,000.00","840,000.00",,"12,831,349.00","12,831,349.00","10,678,366.00",,"232,000.00","232,000.00","186,000.00",,"50,591,738.93","154,856,396.46","154,856,396.46","6,634.62","37,034.62","78,022.97","78,966.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","21,063.25"
五、现金及现金等价物净增加额,"40,048,049.55","3,280,290.61","24,532,461.54","-25,453,994.22","241,252,206.75","229,944,660.88","213,830,990.91","-11,596,204.42","-26,434,088.56","-10,457,445.74","-46,138,984.69","-46,785,931.64","-51,063,769.57","-103,581,341.10","-74,064,679.68","-27,823,613.12","24,205,839.07","88,570,566.66","927,062,875.91","-165,957,786.07","-152,247,594.22","-166,914,709.43","-170,823,297.09","-79,019,928.17","-169,496,036.40","-231,127,617.24","-336,794,091.79","122,154,476.71","-87,325,293.34","-211,558,577.57","-237,730,986.16","-74,202,307.50","-114,472,043.94","-87,077,331.24","-114,738,429.82","131,295,256.83","184,972,980.36","156,600,297.87","103,346,643.58","-63,522,207.65","-49,838,567.88","-62,279,815.93","-100,765,144.17","-31,467,461.02"
购建固定资产、无形资产和其他长期资产支付的现金,"18,802,238.59","66,193,274.66","125,977,424.24","56,495,007.19","89,492,323.43","122,602,066.22","170,081,538.08","18,521,005.06","36,083,028.35","63,139,876.33","98,226,692.77","22,671,576.33","67,674,834.88","118,363,008.40","184,734,956.09","24,821,541.59","49,753,561.76","71,627,867.97","114,857,418.27","26,567,004.67","51,839,678.95","83,479,569.63","150,119,021.95","41,432,286.51","66,531,000.11","89,078,339.30","109,394,533.93","45,040,851.44","66,085,629.10","121,204,724.77","166,191,857.00","35,028,480.44","68,673,083.07","104,342,252.83","200,534,800.67","77,945,045.83","120,742,603.65","183,880,014.74","295,136,824.48","75,291,553.25","123,699,421.56","240,089,203.34","318,953,248.76","60,108,591.50"
期初现金及现金等价物余额,,"35,767,627.68","35,767,627.68",,"60,300,089.22","60,300,089.22","60,300,089.22","274,131,080.13","274,131,080.13","274,131,080.13","274,131,080.13","227,992,095.44","227,992,095.44","227,992,095.44","227,992,095.44","153,927,415.76","153,927,415.76","153,927,415.76","153,927,415.76","1,080,990,291.67","1,080,990,291.67","1,080,990,291.67","1,080,990,291.67","910,166,994.58","910,166,994.58","910,166,994.58","910,166,994.58","573,372,902.79","573,372,902.79","573,372,902.79","573,372,902.79","335,641,916.63","335,641,916.63","335,641,916.63","335,641,916.63","220,903,486.81","220,903,486.81","220,903,486.81","220,903,486.81","324,250,130.39","324,250,130.39","324,250,130.39","324,250,130.39","223,484,986.22"
投资支付的现金,,,,,"2,400,000.00","2,400,000.00","2,400,000.00",,,,"5,000,000.00",,"8,000,000.00",,"3,000,000.00",,,,,"9,000,000.00","9,000,000.00","13,500,000.00","22,500,000.00",,"33,000,000.00","83,000,000.00","83,000,000.00","325,000,000.00","325,000,000.00","400,000,000.00","115,500,000.00","170,000,000.00","170,000,000.00","172,000,000.00","174,000,000.00",,,,,,"3,500,000.00","3,500,000.00","19,700,000.00",
期末现金及现金等价物余额,,"39,047,918.29","60,300,089.22",,"301,552,295.97","290,244,750.10","274,131,080.13","262,534,875.71","247,696,991.57","263,673,634.39","227,992,095.44","181,206,163.80","176,928,325.87","124,410,754.34","153,927,415.76","126,103,802.64","178,133,254.83","242,497,982.42","1,080,990,291.67","915,032,505.60","928,742,697.45","914,075,582.24","910,166,994.58","831,147,066.41","740,670,958.18","679,039,377.34","573,372,902.79","695,527,379.50","486,047,609.45","361,814,325.22","335,641,916.63","261,439,609.13","221,169,872.69","248,564,585.39","220,903,486.81","352,198,743.64","405,876,467.17","377,503,784.68","324,250,130.39","260,727,922.74","274,411,562.51","261,970,314.46","223,484,986.22","192,017,525.20"
