科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"320,373,032.85","451,567,769.95","641,892,870.83","144,389,326.78","333,277,160.43","529,778,078.13","768,131,977.12","226,106,194.79","431,365,593.74","701,246,696.03","1,095,498,603.72","272,205,625.49","622,305,112.78","1,074,213,152.45","1,629,331,614.81","426,475,796.20","1,448,522,620.58","2,300,152,661.88","3,250,237,662.57","730,089,605.46"
取得子公司及其他营业单位支付的现金净额,,,,,,,"21,739,329.47",,,,"117,103,115.17",,,,"4,970,368.61",,"178,635,600.00","178,635,600.00","178,635,600.00",
收到的税费返还,,,,,,"12,583,737.35","1,220,444.83","331,790.18",,"262,393.70","1,434,359.57",,"330,000.00","1,690,000.00","1,396,034.11",,"724,804.71","7,201,130.71","3,208,988.92","1,862,368.86"
支付其他与投资活动有关的现金,,,,,,,"37,299,165.30","466,956,688.09","408,047,857.25","408,147,857.25","17,370,018.87","170,416,349.00","144,056,000.00","292,641,606.02","373,389.00","658,216.11","10,000,000.00","12,079,200.00","45,180,366.21",
收到其他与经营活动有关的现金,"10,683,429.73","8,540,878.97","11,393,990.53","13,080,080.98","16,880,119.59","22,496,051.59","33,746,260.38","3,860,941.43","11,198,169.07","23,271,631.75","30,220,444.69","27,370,009.05","23,470,606.16","41,562,848.93","40,152,628.49","12,466,742.40","18,115,067.27","60,362,712.57","45,136,913.99","18,732,003.69"
投资活动现金流出小计,"56,602,581.67","72,608,839.61","185,592,392.99","19,392,153.82","84,436,672.75","565,940,226.94","619,932,997.13","697,952,335.86","1,101,756,989.49","1,360,569,950.32","1,796,125,127.90","323,623,613.22","458,399,075.01","895,529,485.95","1,485,489,438.73","319,906,868.24","1,058,224,601.62","1,183,226,136.04","1,513,344,410.20","54,487,722.90"
经营活动现金流入小计,"331,056,462.58","460,108,648.92","653,286,861.36","157,469,407.76","350,157,280.02","564,857,867.07","803,098,682.33","230,298,926.40","442,563,762.81","724,780,721.48","1,127,153,407.98","299,575,634.54","646,105,718.94","1,117,466,001.38","1,670,880,277.41","438,942,538.60","1,467,362,492.56","2,367,716,505.16","3,298,583,565.48","750,683,978.01"
投资活动产生的现金流量净额,"-56,407,547.48","-72,006,339.61","-91,373,190.18","22,506,839.30","-41,866,149.22","-523,387,703.41","-406,940,516.67","-332,022,339.75","-563,634,322.40","-761,873,364.20","-717,873,970.11","-101,978,133.77","75,828,218.27","-293,009,900.40","-392,946,120.21","-118,303,142.21","-235,137,110.76","-275,753,790.05","-451,138,950.53","-37,550,051.83"
购买商品、接受劳务支付的现金,"165,155,876.82","185,493,480.74","286,418,916.32","76,554,985.17","156,483,016.53","280,093,488.94","324,277,369.19","144,120,935.32","182,059,007.24","353,571,368.25","656,095,148.74","168,554,337.25","315,585,250.16","657,123,535.62","1,114,398,424.01","278,702,357.78","883,794,466.42","1,609,323,160.17","1,934,410,460.52","458,944,241.50"
吸收投资收到的现金,,"2,487,535.02",,,"729,957,229.00","712,487,229.00","729,957,229.00",,"156,954,320.56","159,996,590.00","142,188,240.00",,"19,247,681.00","5,338,880.00","100,876,434.70","130,000.00","15,630,000.00","1,230,000.00","1,313,637.00","1,270,000.00"
