科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"346,101,217.46","780,026,521.85","667,637,913.59","986,568,828.91","1,625,000,057.98","2,302,996,499.38","361,047,548.35","718,308,790.92","1,062,370,395.62","1,576,341,427.27","263,998,084.90","803,174,092.65","1,104,058,722.65","1,241,270,468.70","196,931,443.92","490,054,553.74","1,078,292,315.12","1,701,795,750.98","440,202,290.36","544,523,166.38","940,254,349.07","1,660,292,473.91","722,809,450.33","1,313,689,179.62","2,429,008,608.34","3,919,792,996.28","1,145,568,374.70","2,681,175,125.05","3,932,498,303.88","5,800,702,865.88","1,380,150,790.19","3,563,199,351.72","5,564,467,768.03","8,501,984,318.79","1,507,793,002.75","3,627,794,635.42","5,844,449,826.30","7,714,363,459.69","2,127,187,538.02"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"800,000.00","800,000.00",,"3,000,000.00","72,519,753.55","75,519,753.55","830,981,315.89","107,206,855.85"
收到的税费返还,"2,350,416.89","8,109,963.93","97,700,086.82","87,192,032.95","196,922,008.07","235,016,653.62","135,215,578.98","223,492,918.17","307,277,484.52","390,201,354.37","49,777,951.02","119,967,501.66","174,050,175.23","189,970,753.32","1,175,529.15","35,753,020.27","91,026,766.68","101,891,368.81","8,975,808.19","82,748,343.66","122,312,716.53","138,821,785.67","14,053,689.70","62,560,935.33","92,788,969.07","156,382,683.14","7,866,960.31","98,448,018.13","170,454,375.01","245,136,042.81","70,263,206.92","198,396,856.85","256,544,630.70","351,808,761.85","258,428,569.02","366,472,002.61","468,687,603.71","617,156,845.74","193,818,052.19"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,765.00",,,"6,430,284.13","13,900.00",,,"15,292,026.42","64,973,706.10",,"34,883,879.43",,
收到其他与经营活动有关的现金,"73,946,874.90","75,838,599.52","30,077,464.89","7,308,377.67","10,657,634.67","28,525,709.15","3,090,259.82","20,456,159.82","54,457,091.20","197,135,955.30","25,405,882.63","210,729,858.39","299,892,025.60","124,665,582.49","64,339,155.27","163,951,973.35","107,004,521.01","49,105,570.73","39,828,299.16","26,219,477.08","43,575,405.41","188,192,075.67","174,540,453.85","63,953,394.69","109,817,381.62","61,735,978.34","41,693,050.81","107,175,321.24","231,585,401.78","426,295,805.50","152,180,396.68","236,760,832.21","244,840,884.96","431,983,556.04","195,060,816.87","509,448,116.98","406,368,792.42","476,079,678.50","329,249,742.16"
投资活动现金流出小计,"10,252,547.42","71,847,230.77","113,277,290.47","68,442,613.33","147,162,264.35","217,921,703.75","176,556,690.40","268,245,748.78","338,184,049.46","813,346,709.88","111,364,840.61","279,952,748.67","299,577,724.08","844,034,686.57","48,336,405.50","51,585,182.46","56,163,410.73","73,427,573.01","5,267,567.65","12,911,125.97","36,293,770.52","90,139,672.31","45,918,719.43","69,587,378.42","135,795,544.12","292,417,027.59","48,932,586.36","100,052,322.05","140,922,024.31","287,739,808.79","71,532,369.20","221,993,644.28","279,366,786.21","1,310,035,275.03","452,976,490.72","1,238,292,336.29","1,520,159,374.35","3,036,140,552.81","372,306,932.83"
经营活动现金流入小计,"422,398,509.25","863,975,085.30","795,415,465.30","1,081,069,239.53","1,832,579,700.72","2,566,538,862.15","499,353,387.15","962,257,868.91","1,424,104,971.34","2,163,678,736.94","339,181,918.55","1,133,871,452.70","1,578,000,923.48","1,555,906,804.51","262,446,128.34","689,759,547.36","1,276,323,602.81","1,852,792,690.52","489,006,397.71","653,490,987.12","1,106,142,471.01","1,987,306,335.25","911,403,593.88","1,440,203,509.64","2,631,614,959.03","4,137,911,657.76","1,195,128,385.82","2,886,798,464.42","4,334,538,080.67","6,472,134,714.19","1,602,594,393.79","3,998,357,040.78","6,065,853,283.69","9,285,776,636.68","1,961,282,388.64","4,503,714,755.01","6,719,506,222.43","8,807,599,983.93","2,650,255,332.37"
投资活动产生的现金流量净额,"-10,227,547.42","-71,847,230.77","-113,277,290.47","-68,442,613.33","-147,162,264.35","-217,921,703.75","-176,556,690.40","-268,245,748.78","-338,184,049.46","-772,783,666.36","-111,364,840.61","-279,952,748.67","-299,577,724.08","-682,510,273.32","9,509,454.74","-51,585,182.46","-56,163,410.73","-72,177,073.01","-5,267,567.65","-12,911,125.97","-23,370,917.85","-90,076,672.31","-45,918,719.43","-69,587,378.42","-135,795,544.12","-291,470,070.30","-48,932,586.36","-84,043,138.66","-124,844,440.92","-256,482,946.90","-47,458,433.65","-220,919,708.73","-213,297,975.48","-1,214,871,714.25","-452,838,082.38","-1,226,105,599.27","-1,506,754,606.40","-3,005,884,201.65","-368,001,932.83"
购买商品、接受劳务支付的现金,"321,453,624.51","802,680,152.06","539,194,261.64","804,534,626.12","1,945,959,412.61","2,901,525,586.32","829,433,913.12","1,084,779,254.81","1,620,068,467.51","1,833,193,111.12","243,733,346.40","630,246,863.06","892,773,474.91","873,978,698.63","426,109,161.26","883,801,431.32","1,173,032,377.05","1,689,629,276.78","662,610,427.40","752,430,203.77","1,163,239,678.11","1,611,725,674.02","823,690,110.07","1,296,050,025.93","2,347,379,552.03","3,416,256,636.64","992,624,002.99","2,297,258,983.94","3,480,434,578.42","4,714,673,421.37","1,376,822,490.60","3,322,413,509.72","4,871,282,052.42","6,648,394,188.16","1,648,914,157.47","3,387,883,274.81","4,953,211,982.31","6,409,784,817.14","1,651,702,444.50"
吸收投资收到的现金,,"150,000,000.00",,,"1,847,493,800.00","1,847,493,800.00",,,,"49,370,375.00","7,057,344.00","7,057,344.00","7,057,344.00","8,037,344.00",,,,"15,126,375.01","200,000.00","5,930,700.00","144,622,328.84","154,428,945.34",,"98,000.00","107,194,774.00","155,613,064.91",,,,"27,717,800.00","3,165,539,999.21","3,169,621,631.21","3,155,569,999.21","3,156,528,999.21","300,000,000.00","510,377,000.00","709,437,953.40","900,432,763.40","71,200,400.00"
