科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"56,525,620.99","41,552,936.79","38,266,572.62","42,018,401.27","47,147,915.66","172,831,834.53","137,136,894.81","103,520,266.05","125,243,524.71","88,350,100.29","60,254,524.96","39,935,867.23","43,879,282.73","57,475,747.57","49,526,676.30"
短期借款,"67,354,690.00","70,000,000.00","50,000,000.00","60,000,000.00","60,000,000.00","40,000,000.00","30,000,000.00","40,000,000.00","60,000,000.00","60,000,000.00","50,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"17,202,140.18","10,580,331.40","16,541,803.78","33,549,295.79","26,420,236.43","13,935,383.96","22,584,230.88","19,132,199.31","16,862,036.78","16,097,120.90","6,876,224.40","7,047,573.05","14,132,704.27","27,131,746.93","38,841,227.11"
应付票据,"9,296,414.87","8,192,923.95","5,815,047.28","10,049,226.10","12,975,241.67","20,522,442.01","25,980,175.55","24,581,679.56","17,747,870.05","4,860,356.11","5,700,161.99","13,895,352.47",,"9,101,442.51",
应收账款,"73,616,070.61","80,159,107.92","94,221,968.05","85,029,054.14","110,085,869.38","119,383,412.90","115,359,016.07","114,356,304.52","122,111,625.78","136,168,805.52","146,068,744.62","162,476,183.57","166,312,736.98","146,108,881.02","132,124,763.05"
应付账款,"34,946,079.43","51,509,112.02","69,672,649.75","51,729,521.94","70,221,505.06","117,814,870.70","111,156,805.58","115,018,698.64","92,175,094.70","107,225,329.65","74,476,760.66","59,085,525.71",,"75,155,651.47",
预付款项,"2,619,000.26","4,737,536.16","3,167,538.66","5,113,151.95","3,663,185.52","1,028,497.43","1,952,308.63","1,531,986.77","1,722,234.99","2,826,765.40","1,461,609.68","1,822,660.93","4,195,285.88","2,333,982.10","2,118,124.28"
预收款项,"294,976.40","186,770.00","402,509.48","3,753,235.47","365,577.10","387,498.11","611,711.13","2,064,180.78","497,706.24","331,993.51","1,328,406.26","1,688,169.66","782,501.96","810,096.15","1,009,432.76"
其他应收款,"2,386,182.77","1,807,269.34","830,275.67","411,512.79","507,859.86","98,775.49","1,117,623.58","3,855,938.38","2,244,904.87","3,370,177.18","3,044,760.66","1,915,929.60","4,338,386.88","1,762,575.55","1,009,694.75"
