科目,2008-12-31,2009-12-31,2010-12-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"35,422,670.35","43,886,759.27","106,816,896.41","93,629,167.33","122,287,357.06","373,283,114.43","364,947,432.64","360,517,388.60","365,449,200.72","323,738,836.54","324,722,146.64","293,945,970.80","293,554,089.97","265,877,370.11","262,808,057.62","255,136,388.45","302,489,677.42","281,694,600.05","263,796,358.88","279,054,658.77","629,099,036.67","523,383,252.95","317,483,181.99","262,626,333.01","549,105,688.25","249,492,549.04","175,659,037.21","194,600,157.18","255,180,053.95","204,706,642.16","128,656,484.96"
短期借款,"5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,"561,190.00","802,190.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"1,260,000.00",,"2,448,250.00","805,000.00","200,000.00","1,504,850.00","2,857,777.00","2,242,800.00","1,949,550.00","8,416,650.00","12,326,000.00","10,651,200.00","1,357,680.00","10,158,244.00","5,155,610.00","15,096,016.00","3,484,500.00","3,274,000.00","495,982.50","2,229,267.80","4,762,500.00","3,147,688.54","400,000.00","1,351,488.65","3,770,508.65","1,930,000.00","2,476,874.00","7,572,328.36"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"28,319,412.62","28,855,649.49","41,407,540.11","81,998,441.10","55,627,392.76","59,138,542.63","74,327,634.04","67,016,649.26","74,744,499.54","80,468,422.59","96,827,676.76","112,189,497.79","117,310,903.88","105,491,187.32","145,166,627.64","158,151,520.24","128,981,787.85","110,810,192.39","140,033,086.17","144,725,572.94","93,524,219.89","59,674,931.23","73,689,027.04","95,525,747.01","133,238,104.37","163,908,610.36","163,667,463.68","125,914,328.73","158,984,950.52","165,641,369.36","209,758,542.33"
应付账款,"31,535,986.41","33,031,425.70","34,649,333.31","41,543,063.18","40,724,228.41","23,385,645.32","25,798,876.91","26,374,445.94","46,515,165.11","24,873,746.84","31,363,346.20","32,474,569.80","39,826,333.04","21,772,660.62","41,028,324.59","33,305,732.38","57,365,798.98","27,483,372.82","29,213,182.86","34,344,026.39","101,532,652.83","43,716,678.34","83,170,702.30","75,632,582.77","76,920,339.01","68,750,486.89","43,863,475.57","53,765,943.04","63,268,580.76","46,778,662.31","47,863,019.31"
预付款项,"1,151,961.21","3,206,936.30","9,839,731.19","28,742,806.51","30,647,220.66","32,069,720.06","31,650,682.41","33,430,889.18","5,611,137.36","1,951,872.77","3,497,634.33","3,847,508.26","2,872,408.57","10,334,505.45","9,390,979.93","8,726,461.84","2,461,072.18","3,978,733.59","5,247,495.41","5,948,633.66","1,073,708.16","1,402,800.71","1,133,175.09","2,448,598.36","5,755,452.85","2,169,069.08","270,214,665.00","303,627,472.46","2,289,941.36","7,069,227.04","42,753,458.42"
预收款项,"7,937,774.08","7,171,767.58","8,475,426.81","9,115,609.45","439,851.25","943,601.42","674,615.15","3,210,407.35","1,064,974.56","1,311,972.30","1,095,103.28","1,208,159.26","1,417,365.18","1,280,365.27","1,257,910.00","1,123,995.17","1,281,988.69","2,743,569.58","700,090.41","1,554,111.81","116,885,644.79","86,627,021.02","6,784,017.73","5,549,617.96","1,266,558.81","809,448.19","1,292,541.62","550,519.66","1,505,084.40","1,901,968.88","454,463.15"
