科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"126,838,397.62","223,573,476.75","388,894,756.17","561,815,137.75","353,929,791.37","745,469,187.38","1,146,498,076.25","1,204,906,403.99","323,669,494.35","421,905,886.73","640,504,854.78","782,201,057.73","100,544,959.34","290,703,275.78","527,480,159.51","834,728,634.44","246,877,133.61","488,175,484.16","809,921,186.53","955,512,295.20","397,337,833.63","736,247,673.98","1,357,073,063.69","470,874,456.87","404,578,147.37","791,107,995.63","1,463,216,852.82","379,598,837.09","415,383,931.27","784,284,949.92","1,399,940,397.05","451,600,935.82","311,832,076.77","183,873,589.97","539,683,389.12","346,170,338.57","24,638,524.12","16,806,531.22","2,612,105,644.94","3,160,213,963.41","974,944,978.46","1,938,340,379.17","3,883,683,887.11"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,"284,825.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"23,546.58","546,312.18","1,017,878.09","55,352.43","19,177.53","124,743.37","196,879.73","671,345.75","11,002.41","109,257.14","680,033.51","2,079,769.77","48,589.69","653,417.70","12,435,560.08","159,963,725.49","483,964.90","1,352,395.80","7,760,173.62","3,809,089.45","68,388.61","352,180.19","899,843.58","115,088,712.57","1,128,975.86","1,849,910.39","6,666,111.19","176,478,368.40","87,719.58","451,513.36","490,101.15","6,902,085.13","169,126.90","483,572,293.85","539,460.87","593,651,497.34","20,579.86","97,028,283.91","100,439,633.27","114,591,006.21","27,433,864.46","149,017,886.10","224,751,040.36"
投资活动现金流出小计,,,"14,026.00","38,774,309.14","43,538,690.00","43,978,690.00","44,439,290.00","43,538,690.00",,"20,443,300.00","28,354,570.00","36,581,537.17","362,500.00","2,342,494.00","11,502,285.50","38,208,082.20","742,200.00","1,447,615.50","1,597,615.50","1,604,654.20",,,"683,500.00","7,722,555.97",,"435,000.00","1,239,016.00","14,476,842.41",,,"125,185.79",,,,,,,,"190,186,883.24","515,942,090.92","223,751,870.22","263,698,758.41","783,206,622.33"
经营活动现金流入小计,"126,861,944.20","224,119,788.93","389,912,634.26","562,155,316.12","353,948,968.90","745,593,930.75","1,146,694,955.98","1,205,577,749.74","323,680,496.76","422,015,143.87","641,184,888.29","784,280,827.50","100,593,549.03","291,356,693.48","539,915,719.59","994,692,359.93","247,361,098.51","489,527,879.96","817,681,360.15","959,321,384.65","397,406,222.24","736,599,854.17","1,357,972,907.27","585,963,169.44","405,707,123.23","792,957,906.02","1,469,882,964.01","556,077,205.49","415,471,650.85","784,736,463.28","1,400,430,498.20","458,503,020.95","312,001,203.67","667,445,883.82","540,222,849.99","939,821,835.91","24,659,103.98","113,834,815.13","2,712,545,278.21","3,274,804,969.62","1,002,378,842.92","2,087,358,265.27","4,108,434,927.47"
投资活动产生的现金流量净额,,,"-14,026.00","-38,767,309.14","-43,538,690.00","-43,978,690.00","-44,439,290.00","-43,538,690.00",,"-20,413,300.00","-20,562,570.00","-27,551,537.17","-362,500.00","-2,342,494.00","-11,502,285.50","-26,448,082.20","-742,200.00","-1,447,615.50","-1,597,615.50","-1,604,654.20",,,"-683,500.00","-7,722,555.97",,"-435,000.00","-1,239,016.00","-14,476,842.41",,,"-125,185.79","103,023.92",,,,,,,"-167,285,236.26","-489,712,978.26","-208,914,536.87","-190,501,711.69","-679,467,639.24"
购买商品、接受劳务支付的现金,"75,412,360.82","120,397,577.50","255,994,390.91","337,331,214.27","220,112,569.63","526,906,364.77","877,539,209.32","920,404,789.85","271,403,302.54","355,020,775.38","542,958,512.97","697,102,057.68","94,488,052.61","361,943,637.91","463,104,125.00","611,923,866.37","272,998,110.02","447,968,948.27","631,967,338.87","785,147,599.56","341,850,157.22","635,469,759.53","1,247,918,144.46","357,167,611.30","353,618,292.04","892,880,904.97","1,720,894,020.33","450,734,183.38","356,785,822.67","669,425,472.91","1,129,745,431.10","290,927,526.20","195,360,360.17","150,407,591.16","352,319,023.75","588,733,041.98","9,752,033.93","107,087,331.90","1,680,331,701.26","2,002,932,959.32","597,508,450.22","1,346,279,394.99","3,091,885,104.81"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"661,000,000.00","661,000,000.00",,,
