科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"10,810,952.75","29,766,156.47","88,132,375.98","118,096,638.70","1,364,251,241.88","1,337,026,688.18","1,199,901,756.82","1,129,043,090.99","674,723,354.71","762,896,958.36","627,294,233.83","430,894,619.05","349,863,728.63","451,687,300.48","538,070,591.29","522,689,913.86","462,295,191.93","737,335,487.25","831,079,094.84","871,793,108.93","2,773,308,971.18","2,241,958,981.58","2,001,991,629.40","1,607,788,201.06","1,525,966,863.58","2,042,445,396.88","2,197,727,242.12","2,429,446,035.52","6,778,963,873.08","4,637,298,834.87","4,738,268,424.29","4,359,183,147.85","2,911,118,082.75","4,008,257,527.64","5,013,922,265.61"
短期借款,,"20,000,000.00",,,,,,"103,259,923.16","219,524,483.60","394,618,973.73","319,018,352.89","278,669,345.71","336,974,704.44","439,080,742.92","676,984,768.67","709,082,926.29","820,376,455.88","1,090,736,207.62","1,346,947,555.26","1,561,052,725.88","1,715,549,408.73","2,126,152,486.72","2,299,907,729.83","2,299,045,772.17","2,476,404,873.52","2,664,985,668.76","2,921,369,518.26","3,458,508,005.53","3,531,841,564.53","3,052,288,857.05","2,924,731,603.87","3,065,070,025.71","3,885,445,743.82","4,524,228,587.95","4,414,312,845.45"
交易性金融资产,,,,,,,,,,,,"30,000,000.00","45,000,000.00","2,764,900.00","5,100,110.00","13,682,810.00","49,317,640.00","26,195,725.00","15,492,903.00","-9,759,172.00","22,545,340.00",,,"6,817,221.11",,,,,"4,502,622.13",,"5,195,907.11","26,091,396.86","23,708,636.00","46,732,882.71","83,843,525.68"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,"7,010,752.00","12,347,720.14","6,830,445.18","965,475.00","10,340,522.34","11,889,874.64","3,060,390.00","4,837,846.16","577,956.00","6,229,510.96","80,723.00",,"1,561,854.65",,
应收票据,"9,884,457.83","13,615,623.97","1,693,167.70","417,158.09","402,753.05","948,779.41","175,127.18",,,,"1,520,922.77","6,423,228.27","38,540,217.21","33,878,617.83","57,470,216.67","48,502,105.88","54,770,835.56","50,952,488.41","38,859,619.42","27,917,038.72","52,419,055.84","44,887,600.66","37,981,946.91","28,857,211.89","29,101,890.73","46,488,478.36","43,877,988.28","49,616,385.58","54,661,248.61","149,831,472.27","62,157,422.54","76,724,183.99","87,128,050.67","126,049,301.62","145,878,735.96"
应付票据,,,,,,,,,,,,,"17,386,520.40","26,362,235.24","31,754,002.14","43,368,211.45","52,006,151.93","54,570,591.61","49,050,818.89","50,503,097.71","73,332,045.26","43,198,999.61","28,957,774.30","31,275,239.28","28,827,716.43","25,642,840.39","38,007,723.15","37,942,061.52","27,468,508.66","137,004,324.95","62,254,812.10","69,575,563.69","117,398,374.69","238,565,052.30","463,487,612.11"
应收账款,"139,204,122.87","157,181,808.45","239,126,292.86","287,905,425.92","296,238,379.65","458,397,180.65","479,423,459.83","1,048,470,577.53","1,084,663,990.78","1,016,194,063.70","888,348,997.37","909,112,889.56","1,078,687,359.38","1,157,121,026.13","1,053,828,628.11","1,146,598,504.96","1,432,886,434.91","1,705,744,951.98","1,549,923,348.12","1,888,678,739.67","2,104,106,445.83","2,240,943,340.04","2,088,518,520.84","2,636,292,770.58","2,904,204,388.89","2,901,097,340.98","2,275,017,308.82","2,867,877,827.90","4,230,464,210.93","4,720,842,808.39","3,730,082,681.33","4,230,538,132.99","5,385,984,450.16","7,080,023,665.19","4,596,033,670.80"
应付账款,"51,287,079.40","110,312,879.16","137,665,542.63","152,207,645.59","186,286,327.63","302,642,526.28","307,587,236.26","1,275,502,944.69","631,671,008.87","559,638,703.42","455,176,506.94","520,567,163.74","718,757,155.47","772,980,977.42","700,553,973.51","800,544,086.28","1,071,182,582.33","1,206,191,681.11","1,097,484,879.35","1,334,538,820.42","1,512,847,932.03","1,710,694,367.66","1,661,880,522.28","1,817,217,410.11","2,131,031,418.90","2,109,924,882.96","1,668,595,549.50","2,178,649,147.58","3,297,980,380.20","4,154,065,830.09","3,475,439,724.78","4,236,064,016.42","5,592,312,209.44","6,102,767,654.84","5,022,056,984.99"
预付款项,"9,803,670.84","1,357,005.86","2,281,960.06","1,805,316.18","3,066,394.96","10,153,006.00","30,052,564.66","87,035,793.09","41,462,933.55","119,399,812.36","161,354,791.09","295,850,861.80","157,385,811.40","61,375,755.65","166,222,295.52","226,505,164.10","263,489,221.43","122,907,786.02","192,173,916.46","198,759,818.73","341,262,759.88","35,135,130.33","64,586,875.54","42,336,742.04","40,894,974.88","62,561,902.08","93,757,759.66","100,722,365.61","77,914,130.29","68,568,352.58","93,005,719.80","115,293,326.01","124,757,730.30","123,522,622.75","123,275,092.52"
预收款项,"3,715,323.97","220,890.31","11,000.00","25,050.37","7,700.00",,,"249,015.14","341,180.07","289,632.40","142,438.36","82,579.43","400,024.13","300,859.40","1,126,965.87","399,450.41","650,576.05","7,272,088.83","11,906,520.78","4,537,723.44","10,214,693.56","9,576,735.03","2,104,312.66","5,053,736.51","16,571,020.55","7,683,194.69","9,000,985.34","21,856,402.69","65,055,134.33","43,995,006.12","40,111,737.20","44,846,415.96","29,122,130.21","21,789,572.41","16,362,624.67"
