科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"15,098,411.34","40,518,287.44","59,518,403.84","79,078,738.60","14,406,692.00","280,864,723.38","467,695,024.02","642,243,753.87","157,110,771.61","372,670,823.25","554,135,521.43","746,721,724.75","162,758,759.14","369,938,254.61","563,203,568.46","853,936,935.69","168,399,547.51","367,577,931.82","574,013,136.23","794,755,253.80","175,878,323.19","377,095,577.62","607,855,667.68","817,706,374.35","188,875,072.41","401,085,082.21","633,551,742.04","867,467,595.25","266,003,624.21","542,306,651.29","855,160,543.20","1,154,874,930.19","280,447,316.71","570,914,057.19","905,271,015.62","1,230,272,341.32","315,180,033.93","664,787,818.75","1,004,110,545.23","1,462,601,739.95","329,291,757.39","696,377,874.61","1,124,617,385.34","1,613,998,895.96","367,369,307.88","785,918,892.51","1,363,408,574.65","2,021,725,305.08","393,494,284.65"
二、营业利润,"5,816,401.41","21,720,257.70","29,367,476.41","44,917,386.23","2,153,547.71","299,935,624.08","419,070,640.00","559,712,146.08","182,548,760.63","397,870,407.54","591,903,344.80","831,464,383.12","126,275,889.01","271,625,234.93","449,195,543.15","684,563,928.58","112,145,909.62","240,923,700.28","1,283,825,309.42","1,307,252,929.88","78,531,160.37","208,217,423.05","304,863,147.87","361,807,319.51","102,078,525.34","228,248,842.64","398,923,696.22","652,947,768.89","150,047,617.52","309,323,411.88","550,994,168.68","818,421,307.00","361,460,298.16","978,212,372.61","1,249,240,972.91","1,562,309,894.78","211,590,431.03","495,746,156.46","778,501,170.97","1,045,716,151.12","256,182,862.74","554,583,378.73","885,043,312.54","1,168,030,998.45","205,789,815.79","442,508,934.79","674,600,439.53","816,275,162.32","330,174,830.94"
减:营业成本,"5,246,227.29","15,091,281.30","25,273,287.45","30,866,349.54","7,176,477.72","166,474,929.88","291,315,734.78","400,065,211.45","99,865,239.98","226,515,427.65","343,769,482.75","486,716,142.28","115,339,829.85","256,297,142.71","389,350,223.84","571,767,470.90","116,210,964.27","259,124,943.91","401,273,686.26","561,234,617.04","128,192,881.09","263,981,451.91","413,014,371.08","558,143,654.04","132,728,031.75","269,137,292.84","413,281,746.36","575,948,207.91","177,599,990.00","351,712,395.03","535,547,204.72","717,989,998.01","172,251,164.99","348,669,273.43","539,965,450.47","737,766,610.87","216,387,980.56","436,590,744.86","646,341,498.52","984,523,774.35","230,625,467.19","473,397,400.49","736,022,611.48","1,111,245,587.96","262,057,968.34","530,449,356.81","934,205,231.81","1,415,894,420.95","296,894,389.21"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,505,345.50","4,857,208.98","7,069,729.74","6,152,504.20","1,862,582.55","9,089,284.23","12,218,220.63","12,428,208.71","4,471,901.91","9,606,758.14","14,189,335.13","15,401,642.75","4,563,610.51","9,093,730.18","14,042,422.56","27,023,414.23","4,805,449.21","9,810,856.76","14,883,062.86","16,748,877.18","4,691,959.50","9,893,767.72","15,525,135.87","22,319,177.29","3,533,401.20","7,342,895.98","11,920,436.44","16,890,340.79","4,651,429.01","9,322,636.98","13,915,735.97","20,108,601.33","4,527,465.14","9,594,161.84","14,751,866.05","20,385,602.25","5,493,326.52","11,875,759.79","14,539,565.04","26,002,409.72","7,642,682.80","11,168,642.80","15,636,325.19","21,403,081.14","3,790,797.25","8,449,431.89","13,456,208.21","20,638,530.85","3,727,371.78"
营业外收入,,"20,130.00","20,130.00","29,779.00","280,000.00","3,515,684.61","5,232,065.39","8,164,486.10","2,115,711.67","4,083,845.59","6,898,111.65","8,812,872.88","195,633.09","415,397.98","900,983.85","11,432,208.18","2,215,717.33","28,456,109.39","28,755,289.38","35,151,264.06","274,078.22","6,864,473.32","10,687,245.68","15,704,526.37","262,275.02","9,951,024.07","16,337,107.37","24,816,534.80","1,414,250.35","5,924,137.35","15,215,485.54","16,371,243.57","451,985.87","6,867,585.11","15,678,886.56","35,542,319.73","9,610,905.07","21,127,715.15","31,507,654.53","39,660,119.81","1,940,627.86","7,588,859.33","9,694,141.29","3,277,888.24","287,609.36","634,976.16","1,491,777.38","3,612,134.80","750,864.20"
销售费用,"19,935.05","19,935.05","159,345.90","159,543.19","-1,232.74","4,864,849.79","8,305,918.63","14,046,101.01","4,204,029.04","8,386,611.06","16,221,388.14","20,431,166.19","4,361,919.23","9,539,844.06","15,839,283.80","30,249,615.81","5,705,079.27","12,004,253.59","17,991,001.92","28,624,409.46","5,783,176.72","11,541,857.41","18,417,632.60","25,908,387.41","6,444,910.10","13,699,093.45","21,103,159.08","29,091,867.00","9,458,642.15","21,001,141.55","31,927,294.09","50,758,280.51","13,200,571.37","26,847,062.02","40,584,144.88","62,825,199.26","14,847,319.82","29,174,560.84","43,850,715.20","59,495,504.81","14,569,989.54","28,858,868.95","43,826,123.66","60,825,730.88","15,101,867.62","29,904,680.41","46,206,587.25","63,611,318.44","13,983,119.29"
减:营业外支出,,"349,916.97","353,916.97","1,173,500.97","10,838.35","1,177,983.55","1,269,197.70","1,502,225.65","462,468.03","584,840.33","706,282.84","4,321,637.86","339,645.20","1,399,820.96","1,548,570.36","4,932,148.49","1,226,693.21","1,275,280.87","1,323,333.30","1,895,244.31","330,721.46","427,618.81","557,937.56","924,000.79","71,470.42","322,547.66","355,618.48","1,404,773.54","744,283.43","820,976.72","9,332,993.63","17,815,793.30","21,931.61","222,516.89","287,623.58","10,701,756.76","282,141.72","8,010,883.74","8,852,754.81","20,927,255.94","1,983,246.46","4,203,749.57","6,049,635.47","11,806,757.87","1,892,687.88","3,786,610.54","5,936,936.85","8,624,627.40","1,888,242.84"
管理费用,"2,671,759.87","4,806,779.98","7,995,692.16","11,929,556.70","1,967,307.58","42,491,148.52","65,926,865.00","102,933,746.55","24,111,056.64","52,833,877.27","80,343,089.80","112,981,221.73","24,461,781.91","55,008,390.72","82,767,696.82","124,554,072.75","25,123,849.17","52,356,687.18","79,775,506.69","122,771,797.43","25,714,093.31","51,324,724.67","76,792,853.79","122,925,193.82","25,404,671.69","51,867,089.64","79,666,291.71","136,966,450.89","27,449,271.64","57,728,937.04","86,639,509.29","156,028,675.11","31,453,383.87","61,872,241.52","97,948,761.60","147,188,861.57","35,813,724.45","74,293,838.45","113,116,454.25","164,392,810.52","34,878,645.83","69,242,243.77","105,605,079.60","156,311,623.92","37,663,620.27","70,715,617.30","124,839,086.32","188,160,669.75","38,632,466.06"
其中:非流动资产处置净损失,,,,"316,596.97","6,258.35","10,032.15","10,032.15","47,758.66","3,363.46","44,360.41","51,599.62","218,901.41","187,718.10","229,015.13","247,414.20","274,886.13","21,042.65","22,936.15","32,803.15","398,774.29","257,594.06","327,791.00","331,295.95","374,520.34","44,470.42","63,885.31","103,389.84","239,901.07","737,941.36","826,726.79","9,088,651.32","10,997,571.97","-16,760.83","36,070.83","82,511.35","5,869,383.16","30,555.95","7,712,951.44","8,431,204.40","8,760,999.74","91,826.38","392,811.92","415,569.63",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-128,017.95","-214,442.60","-482,816.11","-624,717.01","-109,745.87","39,611,834.08","57,997,335.45","65,450,646.48","10,822,975.87","17,405,831.82","27,571,684.98","42,984,658.80","14,209,529.24","28,296,425.57","40,281,177.71","49,895,403.34","14,793,615.26","32,887,232.60","49,832,183.05","62,018,507.32","20,632,223.57","37,866,036.94","53,609,719.69","70,113,509.72","13,352,753.03","30,923,826.94","45,343,331.26","58,934,013.92","15,092,198.02","28,613,699.83","54,312,433.88","78,311,277.07","25,290,821.65","50,168,637.24","77,390,660.40","112,526,347.65","39,212,824.41","71,790,402.85","107,085,010.76","138,559,112.83","30,245,666.21","61,568,293.10","89,683,618.05","96,285,595.17","24,486,099.60","58,255,937.42","96,136,326.61","105,695,572.99","37,028,657.83"
三、利润总额,"5,816,401.41","21,390,470.73","29,033,689.44","43,773,664.26","2,422,709.36","302,273,325.14","423,033,507.69","566,374,406.53","184,202,004.27","401,369,412.80","598,095,173.61","835,955,618.14","126,131,876.90","270,640,811.95","448,547,956.64","691,063,988.27","113,134,933.74","268,104,528.80","1,311,257,265.50","1,340,508,949.63","78,474,517.13","214,654,277.56","314,992,455.99","376,587,845.09","102,269,329.94","237,877,319.05","414,905,185.11","676,359,530.15","150,717,584.44","314,426,572.51","556,876,660.59","816,976,757.27","361,890,352.42","984,857,440.83","1,264,632,235.89","1,587,150,457.75","220,919,194.38","508,862,987.87","801,156,070.69","1,064,449,014.99","256,140,244.14","557,968,488.49","888,687,818.36","1,159,502,128.82","204,184,737.27","439,357,300.41","670,155,280.06","811,262,669.72","329,037,452.30"
