科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"26,419,681.27","47,557,887.61","85,339,692.01","31,019,058.91","90,208,948.91","1,704,061,996.93","1,641,471,482.02","1,577,516,050.26","1,540,021,168.95","1,482,987,515.97","1,402,033,102.14","1,310,693,217.71","1,227,569,412.43","1,036,869,592.01","922,660,721.55","273,016,558.01","190,683,638.74","234,378,278.81","878,256,681.89","242,806,331.90","190,902,626.26","87,925,251.67","412,232,261.86","141,457,150.91","250,701,008.56","144,705,259.09","430,994,771.09","331,510,342.43","235,684,459.06","769,094,859.11","758,550,703.80","380,164,334.49","439,371,627.27","266,742,601.43"
短期借款,"85,000,000.00","145,000,000.00","180,000,000.00","158,000,000.00","165,000,000.00",,,,,,,,,,,,,,"250,000,000.00",,,,,,,,"10,000,000.00","60,000,000.00","129,509,500.00","447,379,372.00","347,379,372.00","277,379,372.00","415,000,000.00","410,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,000,000.00","248,000.00","4,864,529.67","7,164,005.67","6,665,500.00","10,065,500.00","8,474,000.00","1,700,000.00","76,600,000.00","1,500,000.00","53,396,650.00","56,550,000.00","6,000,000.00","2,800,000.00","47,007,011.79","50,626,331.79","77,694,925.93","7,240,727.21","48,701,500.00","46,112,000.00","25,025,050.00","9,410,500.00","78,713,960.00","59,655,200.00","22,812,300.00","14,032,400.00","68,735,128.00","45,808,192.40","40,225,000.00","30,762,400.00","95,314,960.00","86,398,017.12","108,223,360.00","73,278,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,785,081.93","78,751,754.79","21,930,695.39","19,313,031.43","9,703,724.05","14,027,808.57","23,649,135.52","29,723,597.12"
应收账款,"56,375,162.95","186,711,948.92","235,222,853.23","279,061,272.98","309,406,044.26","309,663,500.84","427,293,625.34","402,560,990.14","377,562,307.26","356,034,109.31","410,283,958.72","406,814,129.12","509,580,497.42","489,630,842.42","480,692,091.10","541,821,772.31","583,064,553.35","501,853,732.02","379,288,012.84","457,493,782.13","550,624,842.60","558,826,386.97","424,746,518.20","479,515,119.00","642,807,358.04","658,147,685.97","568,421,981.77","645,649,496.48","758,404,116.94","780,817,725.58","738,963,945.77","750,151,092.60","824,124,001.80","815,785,447.51"
应付账款,"13,136,178.19","16,627,596.81","20,245,437.72","15,987,907.54","18,924,638.85","24,231,184.68","25,418,140.33","33,749,762.54","28,231,699.80","33,514,378.52","36,628,135.81","33,540,130.76","37,414,134.21","41,681,928.21","40,022,423.56","41,231,166.13","106,156,302.97","81,637,672.26","104,723,097.93","113,053,938.10","97,043,800.52","112,382,803.64","78,521,809.26","82,172,229.60","73,213,866.06","74,916,191.20","148,800,734.98","190,072,404.88","178,761,993.86","185,435,138.58","201,995,929.47","223,858,415.07","225,761,064.89","218,967,496.45"
预付款项,"50,231,031.62","6,738,312.26","60,765,688.17","17,067,468.89","30,058,447.57","42,341,428.99","58,278,268.55","78,043,379.87","65,364,634.39","67,076,491.35","39,633,010.07","41,381,692.39","44,068,694.18","74,782,437.46","89,948,709.24","100,778,813.63","89,371,575.77","102,944,479.85","111,573,098.69","109,698,150.12","108,670,253.84","142,332,505.98","51,765,255.32","109,529,497.05","101,714,658.52","91,214,955.49","54,120,629.97","69,713,676.88","99,829,148.92","122,073,539.80","101,672,605.70","116,754,666.39","103,427,648.13","91,882,148.63"
预收款项,"10,558,276.13","4,538,666.61","6,698,503.24","10,278,764.02","4,915,246.47","4,590,743.43","4,102,314.47","7,457,525.54","7,237,069.36","7,098,011.66","4,696,814.98","3,895,604.11","5,734,939.93","8,508,843.20","7,598,638.53","7,883,574.35","7,764,996.07","6,569,659.42","5,856,200.04","5,617,539.20","7,603,407.07","8,890,060.37","12,321,055.39","13,582,767.20","20,690,072.94","9,937,600.00","34,042,163.89","60,172,625.87","56,371,673.84","46,265,938.07","52,729,655.29","43,637,303.16","77,172,754.07","84,440,263.31"
其他应收款,"4,997,304.91","3,261,985.82","7,081,287.53","16,952,567.35","7,658,408.50","8,078,779.91","9,918,782.71","12,932,627.44","17,021,103.94","19,173,514.58","17,306,650.34","19,186,452.51","20,310,783.66","22,993,462.68","17,807,966.26","17,783,646.47","18,414,930.47","18,142,347.49","10,031,222.92","14,596,507.55","13,527,755.45","14,380,085.23","17,178,553.68","18,343,161.74","33,979,171.15","23,914,056.82","13,719,898.11","16,676,493.89","17,963,695.15","17,138,754.89","10,649,077.38","27,052,979.33","25,356,107.45","27,847,747.70"
应付职工薪酬,"1,144,124.13","1,667,258.72","2,072,055.28","1,957,926.16","2,265,472.82","636,618.72","3,024,092.07","2,938,002.38","3,394,290.85","354,755.56","4,173,139.73","4,182,158.07","5,190,698.42","1,031,728.07","8,225,427.70","6,964,703.72","8,633,566.48","2,364,784.79","13,721,865.01","9,281,155.58","10,134,817.59","700,416.95","13,815,710.02","9,635,049.02","9,535,028.48","253,197.31","25,826,736.36","18,722,644.83","20,382,373.41","11,075,545.42","37,915,912.30","18,652,411.68","19,224,188.28","10,132,049.12"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
