科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"334,990,713.21","944,596,283.58","452,693,078.79","430,150,578.35","1,472,932,712.97","1,599,256,237.02","1,045,840,486.79","957,865,788.88","845,477,854.72","925,192,591.87","801,222,966.71","824,724,965.90","798,897,409.94","624,207,859.50","638,111,802.21","494,271,245.57","429,639,385.53","429,810,914.86","482,368,588.26","598,366,429.77","531,984,411.08","671,855,210.03","486,242,378.06","348,105,517.65","390,976,774.28","388,884,517.09","369,347,009.26","406,802,811.40","574,211,931.11","937,202,009.02","1,046,234,238.52","680,707,211.58","860,612,623.77","1,231,014,633.23"
短期借款,"148,787,360.00","344,701,371.50","290,000,000.00","295,000,000.00","215,000,000.00","175,000,000.00","15,000,000.00","85,000,000.00","65,000,000.00","40,500,000.00","90,500,000.00","82,500,000.00","30,500,000.00","50,000,000.00","70,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,"2,603,622.54",,,,,,,,,,"50,000,000.00"
交易性金融资产,"3,096,000.00","1,017,000.00","1,382,000.00","1,025,000.00","1,018,000.00","1,122,000.00","1,190,000.00","1,089,000.00","987,000.00","974,000.00","969,000.00","905,000.00","878,000.00",,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"27,966,559.15","47,458,498.37","11,362,907.87","50,783,474.91","46,387,010.50","42,281,560.00","70,669,118.80","17,606,124.80","81,705,902.44","73,338,200.00","56,448,205.73","102,610,583.64","90,722,939.58","149,264,660.71","49,607,881.00","105,700,015.89","144,570,133.71","144,853,525.07","108,964,429.52","125,219,340.35","92,151,016.04","171,978,117.60","100,063,606.69","93,547,190.33","80,533,933.18","101,516,087.26","123,181,844.81","97,750,628.89","134,970,113.37","166,217,294.09","228,066,339.38","190,487,946.20","254,781,508.83","258,492,482.98"
应付票据,"256,606,071.78","917,719,044.78","545,089,460.20","601,796,885.91","767,616,605.48","730,885,192.39","391,474,699.89","262,271,937.61","263,277,122.21","154,798,636.48","181,092,615.14","338,510,468.64","271,285,197.63","300,665,941.12","407,639,153.12","347,288,503.92","315,936,547.69","369,766,592.84","446,899,029.46","370,092,645.48","477,339,312.28","574,697,368.58","538,456,843.44","531,720,803.09","516,286,836.05","558,359,913.71","552,054,743.70","436,556,428.51","425,602,192.30","568,581,742.29","729,316,723.14","797,772,356.55","870,930,246.79","855,796,291.29"
应收账款,"82,659,713.50","354,368,850.08","407,475,081.84","450,691,577.37","522,845,460.65","427,059,783.74","368,847,633.60","410,344,555.78","453,192,515.70","403,065,575.44","544,310,383.34","478,593,643.05","495,514,737.91","365,659,599.59","547,798,412.16","577,995,787.68","658,262,085.24","616,628,627.70","680,208,832.95","614,748,101.09","612,460,268.65","452,721,786.11","585,952,162.01","520,804,187.16","561,966,835.57","568,528,348.51","575,371,115.72","516,793,392.66","510,211,614.54","443,859,979.71","461,524,761.11","630,566,012.84","654,998,993.98","505,133,807.46"
应付账款,"213,200,261.85","364,979,433.40","253,253,662.69","241,780,702.73","263,866,312.21","202,735,602.85","233,688,559.84","244,677,157.92","213,732,744.98","162,869,718.03","169,248,494.01","181,125,012.69","190,574,661.96","229,370,145.39","282,076,239.09","333,585,288.71","458,860,837.47","339,688,078.66","393,921,524.21","345,728,581.91","294,114,679.91","241,851,203.73","170,749,707.10","146,601,433.16","219,469,586.55","177,123,577.32","143,881,535.28","121,595,577.66","117,826,478.17","118,462,732.29","139,058,193.22","184,424,656.97","178,060,618.99","307,476,960.99"
预付款项,"48,378,692.87","138,983,097.66","126,369,711.35","122,391,776.80","170,847,010.57","138,715,141.29","189,422,858.35","117,148,618.16","158,718,162.11","64,607,912.93","166,204,384.18","106,371,976.60","80,539,861.58","178,397,009.01","192,018,815.70","175,596,033.41","203,403,330.13","136,368,109.86","107,122,647.99","81,635,871.88","93,276,497.54","43,611,541.51","54,457,053.34","66,134,477.87","86,499,429.87","34,587,697.22","24,103,984.68","31,983,530.53","58,465,934.80","65,461,408.24","56,136,614.23","88,265,677.91","100,678,990.40","164,176,264.78"
预收款项,"71,863,720.44","111,950,020.43","27,766,969.06","53,103,060.45","37,035,147.26","38,670,785.03","33,501,777.86","45,326,854.61","33,525,666.92","28,914,325.10","47,649,450.01","73,934,642.64","72,251,539.11","47,392,256.38","69,470,563.96","65,150,195.43","85,609,703.11","38,760,369.53","48,407,811.05","66,331,780.95","75,528,153.27","53,058,972.22","46,665,843.74","38,668,402.26","58,087,244.51","63,932,978.59","59,272,311.98","83,816,835.80","56,415,089.57","60,869,165.37","78,952,339.07","84,503,492.17","93,276,476.87","81,827,688.65"
其他应收款,"32,226,531.59","5,165,523.81","3,486,951.06","7,159,306.38","7,216,047.08","6,396,851.77","7,024,022.68","5,749,766.09","7,641,557.31","9,196,552.51","9,856,925.76","13,702,898.39","14,489,491.97","5,258,893.51","4,706,706.54","62,173,590.91","64,836,181.68","54,702,564.24","56,996,324.85","3,904,323.72","4,734,918.39","9,349,654.76","3,926,346.20","45,039,862.58","13,719,644.42","8,129,401.46","7,812,106.17","7,389,095.86","9,426,212.24","5,190,311.08","6,187,163.76","6,547,222.69","7,609,077.10","10,391,850.58"
应付职工薪酬,"2,700,180.08","2,791,000.98","1,715,468.02","1,860,187.04","1,468,931.17","709,861.89","203,937.88","710,005.74","710,005.74","710,030.88","902,838.29","710,030.88","710,030.88","22,837.60","22,537.14","25,311.82","26,698.46","28,094.10","28,094.10","30,845.20","32,140.72","6,050,228.26","34,591.23","35,509.67","36,287.34","10,853,881.00","287,744.48","1,188,418.80","88,583.19","8,596,880.45","49,318.35","49,733.98","50,626.01","19,321,586.67"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,431,674.95","-420,825.64","17,984,819.59","10,841,321.01","18,260,385.25","20,720,500.15","11,513,124.98","2,748,623.91","17,345,859.47","7,086,961.84","2,547,212.47","-23,591,904.01","-6,108,109.99","-55,396,787.22","-29,686,775.57","-42,647,418.34","-36,006,581.55","17,462,100.22","15,866,185.14","17,530,812.22","17,149,447.07","24,179,499.26","35,944,545.17","24,632,516.08","19,421,043.98","23,111,129.72","11,658,558.29","12,659,172.43","11,260,299.52","8,787,897.28","6,932,673.32","15,279,563.96","19,847,040.36","29,649,273.38"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"328,885,158.38","554,663,823.11","406,779,093.46","511,147,893.71","528,258,905.52","502,880,898.65","560,733,599.58","695,793,370.88","669,439,452.25","587,248,224.41","579,417,832.66","692,896,276.86","608,391,838.86","650,113,563.81","765,974,856.00","789,481,742.95","864,064,379.31","816,058,338.83","932,418,117.34","806,641,100.54","788,348,603.56","681,517,284.86","676,195,190.15","598,225,290.69","636,849,478.51","534,481,050.37","503,876,464.08","493,017,768.02","494,402,685.28","589,670,776.19","730,263,004.53","736,808,180.22","726,857,998.66","705,644,569.05"
其他应付款,"59,175,976.90","53,341,564.72","31,623,748.74","46,403,938.84","30,203,990.37","25,402,588.75","34,372,290.90","31,024,790.21","31,403,797.76","20,805,887.74","21,092,985.48","18,669,621.53","21,938,007.32","18,341,585.42","20,026,882.91","29,333,049.57","39,356,685.58","18,152,552.53","18,037,076.80","22,138,416.22","23,385,350.62","16,032,897.26","17,016,512.44","16,918,861.45","15,399,854.81","14,493,929.73","12,638,744.23","10,992,194.64","11,995,113.02","13,117,004.35","13,185,033.21","14,248,342.46","15,415,455.54","233,802,549.26"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000.00"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,805,332.73"
其他流动资产,,"87,231.94","88,611.58",,"1,376,165.21",,"8,051,190.82",,"6,143,984.86",,,,,,,,,"79,173,417.46","78,287,675.24","81,358,479.50","271,513,576.55","334,579,368.13","363,270,555.04","444,534,685.41","431,247,933.88","696,786,489.93","679,155,119.64","618,801,723.13","408,962,023.82","453,547,647.47","364,710,901.85","391,142,758.81","257,031,872.96","198,617,355.50"
其他流动负债,,,,"1,892,036.53","1,238,836.31",,,"5,678,128.82",,,,,,,,,,,"4,436,563.18",,,,,,,,,,,,,,,"1,433,232.96"
流动资产合计,"858,203,368.70","2,046,340,308.55","1,409,637,435.95","1,573,349,607.52","2,750,881,312.50","2,717,712,472.47","2,251,778,910.62","2,205,597,224.59","2,223,306,429.39","2,063,623,057.16","2,158,429,698.38","2,219,805,344.44","2,089,434,279.84","1,972,901,586.13","2,198,218,473.61","2,205,218,416.41","2,364,775,495.60","2,277,595,498.02","2,446,366,616.15","2,311,873,646.85","2,394,469,291.81","2,365,612,963.00","2,270,107,291.49","2,116,391,211.69","2,201,794,029.71","2,332,913,591.84","2,282,847,644.36","2,172,538,950.49","2,190,650,515.16","2,661,149,425.80","2,893,123,023.38","2,724,525,010.25","2,862,571,065.70","3,073,490,963.58"
流动负债合计,"758,765,246.00","1,795,061,610.17","1,167,434,128.30","1,252,678,132.51","1,334,690,208.05","1,194,124,531.06","719,754,391.35","677,437,498.82","624,995,197.08","415,685,560.07","513,033,595.40","671,857,872.37","581,151,326.91","590,395,978.69","819,548,600.65","752,734,931.11","883,783,890.76","803,857,787.88","947,596,283.94","841,853,081.98","907,549,083.87","915,870,169.31","808,868,043.12","761,181,148.25","828,700,853.24","847,875,410.07","779,793,637.96","666,808,627.84","623,187,755.77","778,415,422.03","967,494,280.31","1,096,278,146.09","1,177,580,464.56","1,638,112,915.93"
可供出售金融资产,"2,104,000.00","1,088,000.00","1,428,000.00","1,218,000.00","1,404,000.00","1,328,000.00","1,346,000.00","1,082,000.00","1,060,000.00","1,138,000.00","1,172,000.00","1,174,000.00","956,000.00","1,042,000.00","1,084,000.00","1,078,000.00","1,128,000.00","1,116,000.00","1,062,000.00","1,108,000.00","81,220,000.00","162,917,800.00","233,005,800.00","353,393,800.00","353,049,800.00","303,207,800.00","343,129,800.00","323,125,800.00","324,340,000.00","63,822,614.00","64,448,000.00","13,644,962.00","12,401,740.00","11,214,830.00"
长期借款,"4,200,000.00","83,200,000.00","22,200,000.00","62,200,000.00","2,200,000.00","41,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","18,876,588.00","18,800,229.60","18,543,684.00","18,458,013.60","18,876,588.00","18,876,588.00","18,876,588.00","18,876,588.00",,,,,,,,,,,,,"25,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,529,455.01"
长期股权投资,"48,386,335.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00","1,457,800.00",,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,325.06"
固定资产,"243,737,051.57","512,973,216.97","577,362,403.01","575,468,750.04","583,199,349.66","618,840,080.39","605,176,205.87","590,796,161.95","576,399,260.15","602,155,894.04","590,621,960.32","583,260,119.03","582,678,681.26","753,166,928.83","736,619,810.94","719,897,205.04","729,057,290.49","1,079,641,776.11","1,102,159,393.95","1,236,386,020.85","1,216,822,090.68","1,246,449,043.28","1,223,680,152.05","1,154,233,818.11","1,121,090,669.92","1,132,941,752.32","1,101,803,100.10","1,069,445,149.81","1,050,451,288.80","1,045,375,300.16","1,009,251,169.15","975,602,361.69","940,313,449.01","1,741,004,024.86"
递延所得税负债,"436,000.00","109,200.00","160,200.00","128,700.00","128,700.00","145,200.00","147,900.00","108,300.00","105,000.00","116,700.00","121,800.00","122,100.00","89,400.00","200,390.39","260,439.52","410,779.59","115,200.00","113,403.89","105,303.89","112,200.00","129,000.00","165,000.00","178,200.00","236,400.00","184,800.00","419,067.28","407,367.28","406,767.28","2,325,941.09","1,897,464.40","1,995,420.00","1,867,005.20","1,669,424.00","17,717,217.81"
在建工程,"45,202,742.95","75,519,138.48","81,197,580.52","95,856,895.83","106,216,300.86","65,474,788.54","81,366,891.15","91,833,248.73","109,272,009.62","122,735,902.74","188,589,298.52","280,874,284.56","351,340,936.59","362,422,919.76","433,581,667.32","417,965,520.07","450,614,755.03","172,059,000.18","184,861,766.38","49,876,620.48","61,722,957.22","42,654,714.95","34,008,518.91","46,973,882.51","43,298,937.45","7,051,001.70","16,347,125.85","29,025,740.05","25,048,665.08","4,858,197.79","23,469,750.18","45,338,319.39","52,883,377.29","212,516,593.54"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"4,636,000.00","83,309,200.00","22,360,200.00","62,328,700.00","2,328,700.00","41,345,200.00","1,347,900.00","1,308,300.00","1,305,000.00","1,316,700.00","1,321,800.00","1,322,100.00","1,289,400.00","19,076,978.39","19,060,669.12","18,954,463.59","18,573,213.60","18,989,991.89","18,981,891.89","18,988,788.00","19,005,588.00","165,000.00","178,200.00","236,400.00","184,800.00","419,067.28","407,367.28","406,767.28","2,325,941.09","1,897,464.40","1,995,420.00","1,867,005.20","1,669,424.00","80,323,997.88"
固定资产清理,,,,"222,971.84","222,971.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"763,401,246.00","1,878,370,810.17","1,189,794,328.30","1,315,006,832.51","1,337,018,908.05","1,235,469,731.06","721,102,291.35","678,745,798.82","626,300,197.08","417,002,260.07","514,355,395.40","673,179,972.37","582,440,726.91","609,472,957.08","838,609,269.77","771,689,394.70","902,357,104.36","822,847,779.77","966,578,175.83","860,841,869.98","926,554,671.87","916,035,169.31","809,046,243.12","761,417,548.25","828,885,653.24","848,294,477.35","780,201,005.24","667,215,395.12","625,513,696.86","780,312,886.43","969,489,700.31","1,098,145,151.29","1,179,249,888.56","1,718,436,913.81"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"228,000,000.00","330,600,000.00","330,600,000.00","330,600,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","800,200,000.00","800,200,000.00","987,393,559.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"2,342,942.50","85,005,164.01","81,818,360.96","76,683,886.93","1,108,040,443.09","1,111,687,986.93","1,111,703,286.93","1,111,478,886.93","1,111,460,186.93","1,111,526,486.93","1,111,555,386.93","1,111,557,086.93","1,073,363,602.43","1,110,553,714.99","1,110,589,414.99","1,110,584,314.99","1,110,626,814.99","1,110,616,614.99","1,110,570,714.99","1,110,609,814.99","1,110,705,014.99","1,109,974,014.99","1,109,974,014.99","1,109,974,014.99","1,091,418,931.29","1,091,714,971.91","1,091,714,971.91","1,091,714,971.91","1,091,714,971.91","1,091,714,971.91","1,091,714,971.91","691,614,971.91","691,614,971.91","1,484,566,160.83"
无形资产,"61,202,093.60","92,098,420.35","172,604,505.96","170,236,647.43","165,614,564.61","168,368,788.91","167,449,365.93","184,786,191.47","198,033,924.38","197,298,295.05","191,791,067.50","194,648,241.71","193,741,310.27","193,894,595.78","192,814,392.47","125,903,803.38","149,898,763.59","148,701,042.75","147,482,804.19","149,255,979.47","148,291,615.42","147,072,301.34","146,156,569.80","144,736,045.71","143,819,096.55","142,901,098.07","141,949,148.90","140,997,199.73","140,068,583.98","139,057,560.82","138,137,514.04","137,217,467.26","136,297,420.48","205,605,553.81"
盈余公积,"62,764,116.56","39,826,888.68","71,141,214.56","71,141,214.56","71,141,214.56","96,433,983.44","96,433,983.44","96,433,983.44","96,433,983.44","129,231,211.24","129,231,211.24","129,231,211.24","129,231,211.24","159,196,356.88","159,196,356.88","159,196,356.88","159,196,356.88","185,783,382.40","185,783,382.40","185,783,382.40","185,783,382.40","216,186,599.06","216,186,599.06","216,186,599.06","216,186,599.06","251,102,092.84","251,102,092.84","251,102,092.84","251,102,092.84","264,498,358.48","264,498,358.48","264,498,358.48","264,498,358.48","285,609,597.19"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,"9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","9,597,262.70","413,050,203.65"
未分配利润,"170,480,139.07","266,390,713.11","418,981,726.78","497,472,687.27","551,934,972.33","571,720,840.51","610,078,690.90","621,414,261.92","691,831,597.33","728,600,435.06","768,891,628.48","770,407,244.03","834,570,012.65","855,035,927.33","901,685,817.88","883,603,843.07","964,934,809.69","983,434,594.47","1,036,601,989.98","1,014,027,003.51","1,091,007,233.79","1,118,913,628.46","1,165,057,087.07","1,129,961,551.91","1,199,198,901.28","1,210,040,004.49","1,238,393,155.60","1,186,258,635.73","1,215,188,643.84","1,226,319,917.23","1,247,195,972.34","888,114,075.90","921,553,484.85","948,784,187.43"
长期待摊费用,,,,,,,,,,,,"218,081.51","1,088,899.88",,"408,221.53",,,,,,,,,,,,,,,,,,,"135,007.32"
少数股东权益,"33,251,040.85","146,203,862.50","165,962,248.58","141,203,425.65","155,056,586.19","171,661,608.13","182,596,533.77","180,960,666.10","197,221,183.74","216,587,887.77","221,753,126.16","210,231,676.04","215,844,790.95","165,630,248.36","169,981,717.63","161,561,246.05","174,689,499.26","185,786,088.08","192,725,561.72","187,035,547.16","198,232,676.70","208,193,686.00","212,370,444.20","202,519,776.80","132,011,529.38","135,947,212.27","139,531,451.28","146,310,499.68","145,231,785.64","149,542,678.85","154,561,179.00","157,786,706.41","151,665,936.62","238,999,680.40"
递延所得税资产,"1,403,893.16","7,323,291.42","5,012,891.04","4,700,111.56","4,698,562.05","4,294,957.06","3,842,350.12","3,983,707.77","4,220,462.28","5,042,069.38","4,227,442.62","3,672,201.27","5,430,137.61","5,399,667.05","6,345,635.33","5,822,464.17","5,661,440.06","7,936,157.03","8,914,896.95","8,385,684.47","8,344,503.00","6,010,511.02","7,166,160.77","6,101,914.98","6,421,960.60","6,755,791.37","6,125,663.13","5,869,489.69","5,823,685.83","4,905,709.36","4,684,814.88","6,138,124.93","6,050,902.67","8,535,644.14"
外币报表折算价差,,,,,,,,,,,-218.17,144.61,"174,963.97","-106,444.39","-35,313.25","205,316.08","286,222.29","-138,149.26","-131,510.94","-130,829.56","-131,685.26",,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,"13,000,006.90","10,344,073.73","3,267,572.60","3,539,091.01","3,781,878.19","5,262,605.39","7,491,777.98","5,900,373.36","13,804,325.53"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"402,036,116.28","700,057,129.92","848,660,443.23","858,758,439.40","872,410,811.72","869,361,677.60","870,235,875.77","883,536,372.62","900,040,719.13","939,425,223.91","987,456,831.66","1,074,901,990.78","1,146,291,028.31","1,326,981,174.12","1,381,908,790.29","1,281,722,055.36","1,347,415,311.87","1,420,509,038.77","1,455,535,924.17","1,456,067,367.97","1,527,456,229.02","1,614,701,633.29","1,653,614,464.23","1,715,036,724.01","1,677,277,727.22","1,615,454,713.06","1,629,296,174.41","1,581,328,214.58","1,558,868,577.40","1,271,398,523.02","1,254,851,116.34","1,195,030,275.95","1,163,444,525.51","2,605,866,182.85"
所有者权益(或股东权益)合计,"496,838,238.98","868,026,628.30","1,068,503,550.88","1,117,101,214.41","2,286,273,216.17","2,351,604,419.01","2,400,912,495.04","2,410,387,798.39","2,497,046,951.44","2,586,046,021.00","2,631,531,134.64","2,621,527,362.85","2,653,284,581.24","2,690,409,803.17","2,741,517,994.13","2,715,251,077.07","2,809,833,703.11","2,875,256,757.02","2,935,324,364.49","2,907,099,144.84","2,995,370,848.96","3,064,279,426.98","3,114,675,512.60","3,070,010,387.45","3,050,186,103.69","3,100,073,827.55","3,131,942,813.53","3,086,651,769.95","3,124,005,395.70","3,152,235,062.39","3,178,484,439.41","2,821,410,134.91","2,846,765,702.65","3,960,920,232.62"
资产总计,"1,260,239,484.98","2,746,397,438.47","2,258,297,879.18","2,432,108,046.92","3,623,292,124.22","3,587,074,150.07","3,122,014,786.39","3,089,133,597.21","3,123,347,148.52","3,003,048,281.07","3,145,886,530.04","3,294,707,335.22","3,235,725,308.15","3,299,882,760.25","3,580,127,263.90","3,486,940,471.77","3,712,190,807.47","3,698,104,536.79","3,901,902,540.32","3,767,941,014.82","3,921,925,520.83","3,980,314,596.29","3,923,721,755.72","3,831,427,935.70","3,879,071,756.93","3,948,368,304.90","3,912,143,818.77","3,753,867,165.07","3,749,519,092.56","3,932,547,948.82","4,147,974,139.72","3,919,555,286.20","4,026,015,591.21","5,679,357,146.43"
负债和所有者(或股东权益)合计,"1,260,239,484.98","2,746,397,438.47","2,258,297,879.18","2,432,108,046.92","3,623,292,124.22","3,587,074,150.07","3,122,014,786.39","3,089,133,597.21","3,123,347,148.52","3,003,048,281.07","3,145,886,530.04","3,294,707,335.22","3,235,725,308.15","3,299,882,760.25","3,580,127,263.90","3,486,940,471.77","3,712,190,807.47","3,698,104,536.79","3,901,902,540.32","3,767,941,014.82","3,921,925,520.83","3,980,314,596.29","3,923,721,755.72","3,831,427,935.70","3,879,071,756.93","3,948,368,304.90","3,912,143,818.77","3,753,867,165.07","3,749,519,092.56","3,932,547,948.82","4,147,974,139.72","3,919,555,286.20","4,026,015,591.21","5,679,357,146.43"
