科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"17,015,073.06","24,650,486.66","25,120,542.04","22,201,428.51","34,915,344.26","45,368,896.03","20,084,602.31","24,896,715.32","42,376,476.35","50,283,151.30","22,999,879.87","42,329,479.38","60,470,333.25","78,979,137.28","28,457,293.89","54,216,688.69","76,456,679.79","96,637,824.18","35,302,440.60","60,810,442.79","84,446,754.83","110,285,235.25","38,170,040.52","71,295,212.53","107,894,097.16","152,302,555.75","70,101,357.33","123,418,633.72","185,045,552.08","275,407,562.73","96,215,003.83","168,964,121.92","232,766,452.47","307,455,343.98"
取得借款收到的现金,"197,689,918.04","291,452,072.20","241,500,000.00","240,459,244.00","266,924,642.00","379,483,840.00","214,435,030.00","433,853,154.00","503,985,717.42","658,305,957.32","205,668,840.00","396,366,942.00","619,215,488.00","836,944,245.00","116,010,210.20","245,055,424.20","560,091,584.20","845,635,595.10","240,044,290.00","568,220,970.00","926,218,531.48","1,196,511,670.00","228,000,000.00","620,000,000.00","1,062,000,000.00","1,390,900,000.00","401,000,000.00","1,026,800,000.00","1,557,800,000.00","2,150,083,840.00","197,767,280.00","711,507,970.15","1,089,461,796.94","1,706,024,435.32"
支付的各项税费,"19,292,347.92","-2,512,453.15","7,531,978.89","6,843,465.71","13,475,702.71","14,861,619.83","14,144,133.85","14,061,396.78","25,246,717.33","23,544,859.68","10,432,240.23","15,645,008.01","20,367,833.24","24,598,366.64","4,491,401.55","11,040,659.68","20,451,665.33","22,638,782.33","6,843,357.01","13,252,337.64","23,116,682.31","30,587,971.98","4,572,469.22","13,208,469.52","24,693,970.48","39,619,193.89","17,299,001.70","32,386,429.07","46,328,017.61","48,925,680.35","16,781,482.19","34,201,529.14","42,937,831.06","44,631,801.22"
收到其他与筹资活动有关的现金,,,"15,000,000.00",,,"31,000,000.00",,,,,,"20,000,000.00","20,000,000.00","140,000,000.00","58,505,266.67","141,347,813.33","202,434,940.62","290,520,000.00","71,436,750.00","327,700,000.00","385,700,000.00","401,486,715.02","73,981,597.77","230,988,895.50","193,775,626.64","142,101,938.86",,"147,326,460.00","258,820,754.60","393,572,249.54",,"54,673,295.78","179,047,777.77","272,372,566.72"
支付其他与经营活动有关的现金,"25,295,987.30","81,518,063.04","70,456,550.58","31,104,179.29","104,555,761.89","71,841,051.74","67,719,228.69","35,784,695.91","51,824,585.60","103,392,247.63","36,989,866.18","74,884,063.02","87,663,270.80","157,072,353.23","41,081,582.19","89,129,781.17","104,901,593.75","189,199,627.81","29,510,231.42","124,208,555.58","225,036,087.40","215,283,293.73","50,670,609.89","137,932,407.85","218,609,419.25","247,017,256.32","64,477,070.87","182,482,273.59","303,172,538.00","443,224,210.15","72,747,403.94","443,723,630.12","690,215,027.79","699,680,350.32"
筹资活动现金流入小计,"197,689,918.04","291,452,072.20","302,700,000.00","240,459,244.00","266,924,642.00","1,022,583,840.00","214,435,030.00","433,853,154.00","503,985,717.42","658,305,957.32","205,668,840.00","416,366,942.00","639,215,488.00","976,944,285.76","174,515,476.87","386,403,237.53","762,526,524.82","1,136,155,595.10","311,481,040.00","895,920,970.00","1,311,918,531.48","2,210,284,860.67","301,981,597.77","850,988,895.50","1,255,775,626.64","1,533,001,938.86","401,000,000.00","1,174,126,460.00","1,816,620,754.60","2,543,656,089.54","197,767,280.00","3,430,681,250.42","3,933,009,559.20","4,659,689,853.81"
经营活动现金流出小计,"374,502,739.45","396,918,971.76","383,016,153.01","248,977,108.77","460,288,605.23","518,440,119.67","263,545,799.12","514,938,221.81","581,953,068.00","932,716,275.18","221,564,292.33","461,208,575.06","707,387,534.19","794,964,591.07","361,050,249.79","547,332,242.49","786,112,260.50","826,395,847.99","324,235,443.28","435,810,959.22","685,174,134.70","822,779,101.64","344,970,597.45","716,813,645.45","998,847,998.82","1,557,630,813.18","602,481,096.33","1,236,409,077.37","1,990,452,781.87","2,358,632,069.82","669,651,295.00","1,598,923,977.78","2,628,622,531.14","3,452,097,972.77"
偿还债务支付的现金,"111,189,918.04","262,952,072.20","170,500,000.00","190,500,000.00","202,427,064.00","330,014,371.68","100,079,658.32","306,027,258.31","382,286,189.85","496,275,425.64","159,883,976.75","352,069,423.24","513,809,895.09","724,088,495.00","46,000,000.00","152,802,023.36","326,374,601.05","508,878,839.10","93,132,095.70","428,675,612.86","850,063,587.48","1,084,291,145.49","190,000,000.00","456,774,146.00","877,532,382.00","1,030,532,382.00","315,900,000.00","745,900,000.00","1,256,151,840.00","1,894,180,960.00","225,000,000.00","963,480,000.00","1,368,276,463.82","1,776,142,619.40"
经营活动产生的现金流量净额,"1,018,001.63","23,497,881.67","14,205,555.13","23,248,649.69","29,456,813.56","72,433,634.41","-72,174,185.00","-116,052,285.11","-134,572,693.35","-74,029,280.18","-28,486,234.73","27,338,304.98","52,216,556.84","63,720,228.48","-117,166,391.21","-23,072,755.18","45,469,873.16","12,408,483.88","-52,902,457.10","100,767,103.79","167,195,391.73","329,796,059.17","-70,193,301.46","61,143,379.40","43,851,388.32","-23,616,700.73","10,417,308.00","-66,295,462.65","-93,291,301.78","-78,474,804.35","-32,072,305.23","-264,609,632.59","-202,157,265.60","-384,524,311.08"
分配股利、利润或偿还利息支付的现金,"20,373,314.12","16,365,566.10","31,196,035.30","10,051,976.98","13,381,081.11","18,820,534.55","4,380,971.82","50,432,190.25","52,700,284.47","61,994,267.75","6,546,270.31","68,430,268.37","77,759,446.78","84,678,728.47","7,992,087.85","43,982,367.72","54,490,734.09","63,090,850.87","13,306,755.58","46,072,522.90","61,405,992.01","73,819,668.03","19,632,481.00","70,113,699.88","85,411,777.78","107,993,058.69","16,843,756.76","32,851,558.25","75,231,660.60","107,322,129.92","17,704,281.32","43,156,633.74","46,652,200.42","58,372,489.05"
收回投资收到的现金,,"1,000,000.00",,,,,,,,,,,,,,,,,,"556,020.00","30,291.22","1,667,483.79",,"29,000,000.00","29,000,000.00","51,056,067.52",,"6,900,600.00","6,900,600.00","52,527,223.18","19,800,000.00","19,800,000.00","50,465,378.79","250,330,000.00"
支付其他与筹资活动有关的现金,,,"8,507,012.81","6,250,000.00","6,685,711.81","24,449,343.54","2,833,776.42","5,677,043.46","5,696,939.75","31,963,929.47",,"5,723,026.60","8,579,267.15","38,893,736.96",,"143,330,000.00","171,780,000.00","290,575,141.55",,"297,973,418.74","321,514,703.32","415,641,800.26","70,000,000.00","237,606,815.30","273,336,263.39","228,384,401.92","34,726,630.31","160,482,535.50","204,198,544.77","230,181,353.19","41,352,288.09","132,982,175.00","189,005,745.76","229,263,747.70"
取得投资收益收到的现金,,"1,864.18",,,,,,,,,,,,,,,,,,"30,915.44",,,,,,"29,047,315.05",,,,"50,641.25",,,,"7,736,712.32"
筹资活动现金流出小计,"131,563,232.16","279,317,638.30","210,203,048.11","206,801,976.98","222,493,856.92","373,284,249.77","107,294,406.56","362,136,492.02","440,683,414.07","590,233,622.86","166,430,247.06","426,222,718.21","600,148,609.02","847,660,960.43","53,992,087.85","340,114,391.08","552,645,335.14","862,544,831.52","106,438,851.28","772,721,554.50","1,232,984,282.81","1,573,752,613.78","279,632,481.00","764,494,661.18","1,236,280,423.17","1,366,909,842.61","367,470,387.07","939,234,093.75","1,535,582,045.37","2,231,684,443.11","284,056,569.41","1,139,618,808.74","1,603,934,410.00","2,063,778,856.15"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,022,734.47","46,135.31","1,537,833.28","162,500.00","321,153.87","1,210,607.92",,"50,000.00","295,006.22","373,286.92",,,,"897,463.26",600.00,"181,759.99","368,759.99","65,014,238.91",,,"11,320,968.69","10,879,729.83","194,174.76","1,683,929.54","5,793,683.66","16,455,826.43",,"158,000.00","438,620.00","8,426,944.15","390,000.00","399,100.00","712,154.60","49,167,216.73"
筹资活动产生的现金流量净额,"66,126,685.88","12,134,433.90","92,496,951.89","33,657,267.02","44,430,785.08","649,299,590.23","107,140,623.44","71,716,661.98","63,302,303.35","68,072,334.46","39,238,592.94","-9,855,776.21","39,066,878.98","129,283,325.33","120,523,389.02","46,288,846.45","209,881,189.68","273,610,763.58","205,042,188.72","123,199,415.50","78,934,248.67","636,532,246.89","22,349,116.77","86,494,234.32","19,495,203.47","166,092,096.25","33,529,612.93","234,892,366.25","281,038,709.23","311,971,646.43","-86,289,289.41","2,291,062,441.68","2,329,075,149.20","2,595,910,997.66"
处置子公司及其他营业单位收到的现金净额,"5,000,000.00",,,,,,,,,,,,,,,,,,,,"18,869,283.43",,,,,,,,,,,,,
四、汇率变动对现金的影响,"-2,503,228.33","-2,866,860.63","-652,509.45","-753,723.99","-860,763.30","-3,106,250.09","-539,896.60","-1,084,882.07","926,038.94","-1,124,497.00","479,140.54","1,435,660.07","1,721,730.61","3,581,149.55","59,743.38","365,073.86","138,067.40","-2,093,348.74","1,400,684.86","3,734,811.85","973,717.16","221,122.65","1,036,249.25","1,607,443.83","11,013,617.58","21,495,406.81","238,217.43","3,387,708.15","3,952,965.11","6,199,739.30","-856,622.78","-3,153,658.50","-8,203,686.55","-1,115,040.30"
收到其他与投资活动有关的现金,,,,,,"4,800,000.00","136,066,000.00","129,108,941.66","122,530,000.00","136,066,000.00","49,192,000.00","77,852,000.00","77,852,000.00","84,692,000.00","4,785,000.00","4,785,000.00","4,785,000.00","28,694,898.60",,"10,730,128.78","10,730,128.78","23,329,128.78",,"13,429,889.28","13,448,601.16","526,831,231.38",,"201,166,912.58","201,194,435.08","508,384,011.76",,"206,388,767.12","206,388,767.12","241,781,284.21"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"7,022,734.47","1,047,999.49","1,537,833.28","162,500.00","321,153.87","6,010,607.92","136,066,000.00","129,158,941.66","122,825,006.22","136,439,286.92","49,192,000.00","77,852,000.00","77,852,000.00","85,589,463.26","4,785,600.00","4,966,759.99","5,153,759.99","93,709,137.51",,"11,317,064.22","40,950,672.12","35,876,342.40","194,174.76","44,113,818.82","48,242,284.82","623,390,440.38",,"208,225,512.58","208,533,655.08","569,388,820.34","20,190,000.00","226,587,867.12","257,566,300.51","549,015,213.26"
五、现金及现金等价物净增加额,"-14,078,246.75","-4,053,060.27","30,616,257.10","34,306,808.69","21,728,397.80","457,559,606.74","64,255,481.75","24,685,259.92","-163,914,411.43","-237,243,332.89","-22,690,592.69","-70,506,698.09","-61,955,896.93","-136,516,178.03","-22,367,689.60","-16,735,091.70","191,163,394.67","68,895,689.18","143,579,323.06","153,522,674.21","-637,865.01","85,882,467.04","-78,030,204.03","107,701,823.85","-4,481,094.69","54,034,936.98","35,182,515.89","-118,416,355.22","-123,914,930.30","1,635,238.46","-122,784,776.22","2,203,949,471.09","2,294,247,475.26","2,232,217,815.94"
购建固定资产、无形资产和其他长期资产支付的现金,"60,742,440.40","31,866,514.70","48,457,023.67","17,897,884.03","41,509,591.41","111,011,975.73","106,237,060.09","59,053,176.54","186,395,066.59","275,008,118.75","83,114,091.44","162,596,886.93","228,133,063.36","404,995,446.05","17,064,030.79","34,882,016.82","58,883,495.56","305,890,169.11","9,961,093.42","78,828,804.69","161,806,263.56","253,266,591.89","24,930,223.94","59,339,478.49","99,938,525.28","151,398,117.73","9,002,622.47","19,948,114.55","35,186,046.85","124,780,163.26","20,126,671.89","45,777,546.62","69,341,191.08","264,210,043.60"
期初现金及现金等价物余额,"55,024,498.02","40,946,251.27","36,893,191.00","67,509,448.10","67,509,448.10","67,509,448.10","525,069,054.84","525,069,054.84","525,069,054.84","525,069,054.84","287,825,721.95","287,825,721.95","287,825,721.95","287,825,721.95","158,593,654.21","151,309,543.92","151,309,543.92","151,309,543.92","220,205,233.10","220,205,233.10","220,205,233.10","220,205,233.10","306,087,700.14","306,087,700.14","306,087,700.14","306,087,700.14","360,122,637.12","360,122,637.12","360,122,637.12","360,122,637.12","361,757,875.58","361,757,875.58","361,757,875.58","361,757,875.58"
投资支付的现金,,"1,000,000.00",,,,"20,000,000.00",,,,,,,,,,,,,,"1,764,100.00","117,335,100.00","163,229,166.00",,"26,317,574.03","27,145,063.60","81,928,188.00",,"478,670,000.00","488,954,546.09","480,670,000.00",,"160,000.00","12,691,831.22","12,859,000.00"
期末现金及现金等价物余额,"40,946,251.27","36,893,191.00","67,509,448.10","101,816,256.79","89,237,845.90","525,069,054.84","589,324,536.59","549,754,314.76","361,154,643.41","287,825,721.95","265,135,129.26","217,319,023.86","225,869,825.02","151,309,543.92","136,225,964.61","134,574,452.22","342,472,938.59","220,205,233.10","363,784,556.16","373,727,907.31","219,567,368.09","306,087,700.14","228,057,496.11","413,789,523.99","301,606,605.45","360,122,637.12","395,305,153.01","241,706,281.90","236,207,706.82","361,757,875.58","238,973,099.36","2,565,707,346.67","2,656,005,350.84","2,593,975,691.52"
