科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
取得投资收益收到的现金,"2,890,069.87","4,564,994.84",,"2,971,566.55","2,971,566.55",,,"2,993,557.52","2,993,557.52",,,,,,,,,,,,,,,,,,,,,,"756,515.00","756,514.99","756,515.00","1,101,485.84","1,101,485.84","1,101,485.84","1,101,485.84"
筹资活动现金流出小计,"22,273,397.76","25,229,524.24","49,130,330.25","55,006,896.41","65,769,917.95","115,638,708.60","120,788,804.76","132,755,888.58","136,836,414.81","820,120.00","45,702,497.45","61,629,466.31","92,231,450.50","102,316,400.10","485,814,812.27","827,543,701.00","1,672,844,073.07","519,090,934.01","1,148,347,261.23","1,641,410,966.06","2,544,036,211.76","1,111,141,624.80","1,910,090,242.67","3,031,221,135.24","3,347,577,780.88","742,694,285.91","1,645,819,811.76","2,183,442,819.28","2,218,938,405.26","1,221,808,905.10","2,413,260,502.52","3,859,031,871.92","5,075,965,351.96","516,466,979.39","2,126,615,105.72","3,430,118,235.63","4,299,989,026.53"
处置固定资产、无形资产和其他长期资产收回的现金净额,"737,190.00","383,000.00",,,,"3,217,109.60","5,206,807.55","4,829,921.17","4,829,921.17",,"16,050.00","16,050.00","121,383.28","1,300.00","80,300.00","87,908.00","90,208.00",,"2,706.96","6,706.96","4,706.96",,"416,000.00","575,944.00","592,518.23","52,200.00","52,200.00","67,200.00","80,559.81",,,,,,,"11,968.00","129,413.33"
筹资活动产生的现金流量净额,"-4,201,397.76","23,770,475.76","-2,430,330.25","26,693,103.59","856,642,082.05","-115,638,708.60","-80,788,804.76","-92,755,888.58","-76,836,414.81","89,179,880.00","290,457,502.55","506,655,533.69","839,978,664.93","37,683,599.90","479,217,702.73","357,488,814.00","282,090,696.14","-288,090,934.01","-66,530,356.59","442,465,938.58","2,609,794,292.88","-401,141,624.80","-399,486,242.67","-266,819,950.24","171,595,072.78","-692,694,285.91","-313,559,911.76","-200,991,021.28","706,716,231.02","-683,808,905.10","-22,239,157.31","376,266,625.29","1,052,518,044.77","-102,104,519.35","966,610,370.43","764,935,419.24","1,610,720,219.19"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"59,624,395.67",,"51,161,426.04","51,161,426.04","51,161,426.04","-2,180,686.08","10,819,313.92","10,819,313.92","10,819,313.92","-3,632,711.41","1,159,271,607.87","1,159,271,607.87","1,159,271,608.19"
四、汇率变动对现金的影响,,,,,,,,,,"27,677.22",,,,,,,,,,,,,,"52,878.91","17,224.97","18,702.54","-4,216.53","188,058.23",-324.00,"-22,159.35","116,845.43","153,231.85","8,767.62",-0.37,-1.60,"-178,452.62","-1,530,425.95"
收到其他与投资活动有关的现金,,,,,,,,,,,"5,781,224.05","5,781,224.05","23,603,972.57",,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,627,259.87","4,947,994.84",,"2,971,566.55","2,971,566.55","3,217,109.60","5,206,807.55","7,823,478.69","7,823,478.69",,"5,797,274.05","5,797,274.05","23,725,355.85","1,300.00","80,300.00","87,908.00","90,208.00",,"2,706.96","6,706.96","4,706.96",,"416,000.00","575,944.00","60,216,913.90","52,200.00","51,213,626.04","51,228,626.04","51,241,985.85","7,819,313.92","21,575,828.92","21,575,828.91","21,575,828.92","-2,531,225.57","1,160,373,093.71","1,175,681,890.98","1,279,481,895.30"
五、现金及现金等价物净增加额,"38,525,815.60","49,801,562.79","-19,518,231.61","-57,767,804.91","744,428,978.43","-183,581,217.81","-246,260,732.82","-420,816,933.60","-346,122,369.62","-104,469,868.84","-89,614,264.59","-77,085,772.23","395,034,905.10","-442,804,442.31","-164,807,996.16","-380,459,895.26","-89,352,541.37","-462,965,943.58","-413,957,627.69","-460,967,098.71","2,095,320,139.33","-586,777,727.15","-764,153,915.67","-944,458,634.56","-186,087,875.08","-1,138,484,991.63","-757,089,590.70","-1,217,488,625.70","-562,155,308.75","-1,019,989,144.54","-434,724,735.33","-688,565,759.04","-23,785,443.34","-948,517,055.88","417,635,343.58","-803,690,966.63","21,274,778.19"
购建固定资产、无形资产和其他长期资产支付的现金,"1,958,867.20","2,425,637.19","995,476.64","1,177,424.33","1,365,656.00","758,298.00","5,318,327.00","9,032,112.20","16,434,963.60","6,138,431.67","20,670,558.19","32,625,798.89","36,746,267.48","96,600,352.00","111,306,045.38","115,661,157.56","120,040,680.41","6,229,010.61","11,493,995.61","233,450,572.31","251,259,133.21","6,975,248.11","18,050,524.50","50,949,140.91","83,344,077.42","39,121,765.35","64,446,780.91","79,225,420.71","120,055,252.59","15,963,388.70","30,617,692.87","49,053,625.50","344,057,388.48","97,081,519.22","153,699,834.64","208,145,526.58","430,122,587.59"
期初现金及现金等价物余额,"7,061,495.96","45,587,311.56","95,388,874.35","95,388,874.35","95,388,874.35","839,817,852.78","839,817,852.78","839,817,852.78","839,817,852.78","514,554,008.78","493,695,483.16","493,695,483.16","493,695,483.16","888,730,388.26","888,730,388.26","888,730,388.26","888,730,388.26","789,226,293.73","799,377,846.89","799,377,846.89","799,377,846.89","2,894,697,986.22","2,894,697,986.22","2,894,697,986.22","2,894,697,986.22","2,708,688,150.38","2,708,610,111.14","2,708,610,111.14","2,708,610,111.14","2,146,454,802.39","2,146,454,802.39","2,146,454,802.39","2,146,454,802.39","2,122,669,359.05","2,122,698,747.33","2,122,698,747.33","2,122,698,747.33"
投资支付的现金,"1,200,000.00",,,,,,,,"1,663,400.00",,,,"33,695,799.57",,,,,,,,,,,,,"44,825,000.00","40,800,000.00","71,700,000.00","576,300,000.00","351,853,324.47","454,301,252.98","752,795,999.99","1,523,118,293.97","522,284,163.00","1,432,613,048.60","2,545,495,704.60","4,644,501,724.60"
期末现金及现金等价物余额,"45,587,311.56","95,388,874.35","75,870,642.74","37,621,069.44","839,817,852.78","656,236,634.97","593,557,119.96","419,000,919.18","493,695,483.16","410,084,139.94","404,081,218.57","416,609,710.93","888,730,388.26","445,925,945.95","723,922,392.10","508,270,493.00","799,377,846.89","326,260,350.15","385,420,219.20","338,410,748.18","2,894,697,986.22","2,307,920,259.07","2,130,544,070.55","1,950,239,351.66","2,708,610,111.14","1,570,203,158.75","1,951,520,520.44","1,491,121,485.44","2,146,454,802.39","1,126,465,657.85","1,711,730,067.06","1,457,889,043.35","2,122,669,359.05","1,174,152,303.17","2,540,334,090.91","1,319,007,780.70","2,143,973,525.52"
