科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"240,735,265.35","315,975,724.33","159,478,165.38","246,673,367.90","307,646,521.13","108,836,331.67","187,367,839.52","305,311,461.00","643,951,662.84","147,861,741.79","405,496,486.38","766,768,649.02","1,398,412,309.39","183,178,473.11","515,704,469.00","797,140,286.14","1,564,375,832.42","249,793,000.46","811,752,919.45","1,058,464,906.60","2,266,339,931.09","458,238,867.38","1,332,335,736.95","1,750,708,134.55","3,427,781,083.93","636,915,296.92","1,185,507,876.58","1,763,616,670.96","4,323,535,672.08","1,052,867,918.59","2,756,055,742.69","3,775,979,525.46","7,035,912,279.20","1,591,780,752.25","3,731,972,324.77","5,610,499,262.99","10,331,008,682.92"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"131,502.00",,"18,660,337.00","2,143,111.42",,,,,,,,,,"17,052,339.72","17,052,339.72","31,074,965.46",,"14,025,000.00","14,025,000.00","759,054,519.94",,"480,199,752.13","480,199,752.13","747,177,739.79","251,004,057.90","346,026,403.39","713,934,486.18","716,334,486.18"
收到的税费返还,,,,,,,,,,,,"13,228.80","91,403.80","53,400.00","117,400.00","138,500.00","184,011.06","192,338.06","331,048.50","631,938.06","1,039,735.68","401,430.00","570,230.00","1,074,378.34","1,480,258.28","229,569.79","252,451.41","1,961,154.18","1,490,913.21","12,504,843.42","53,377,765.56","65,705,017.77","76,524,866.50","8,551,522.27","62,611,239.45","93,556,078.16","101,346,512.60"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"280,000,000.00","232,460,000.00","5,000,000.00","19,640,000.00","19,640,000.00","51,503,000.00",,,,
收到其他与经营活动有关的现金,"8,606,252.01","23,875,848.70","12,569,433.52","12,158,330.46","21,947,569.94","12,825,107.82","30,202,300.57","36,011,151.28","41,227,831.39","22,641,174.95","78,274,198.00","231,600,640.99","249,338,412.32","21,288,708.98","62,826,373.70","354,566,857.72","437,293,113.28","388,775,446.47","312,825,741.89","461,912,250.90","454,519,084.66","90,672,356.00","233,200,910.45","737,517,912.78","599,657,238.06","78,262,295.03","189,975,293.39","272,998,387.66","590,646,903.70","86,514,980.68","132,960,220.04","212,905,377.55","454,433,199.83","238,407,809.25","397,555,580.96","817,924,653.11","925,752,293.34"
投资活动现金流出小计,"3,158,867.20","2,425,637.19","995,476.64","1,177,424.33","1,365,656.00","758,298.00","5,318,327.00","9,032,112.20","18,098,363.60","6,269,933.67","20,670,558.19","51,286,135.89","72,585,178.47","96,600,352.00","111,306,045.38","115,661,157.56","120,040,680.41","6,229,010.61","11,493,995.61","233,450,572.31","251,259,133.21","6,975,248.11","35,102,864.22","68,001,480.63","114,419,042.88","83,946,765.35","119,271,780.91","444,950,420.71","1,687,869,772.53","372,816,713.17","984,758,697.98","1,301,689,377.62","2,665,856,422.24","870,369,740.12","1,932,339,286.63","3,467,575,717.36","5,790,958,798.37"
经营活动现金流入小计,"249,341,517.36","339,851,573.03","172,047,598.90","258,831,698.36","329,594,091.07","121,661,439.49","217,570,140.09","341,322,612.28","685,179,494.23","170,502,916.74","483,770,684.38","998,382,518.81","1,647,842,125.51","204,520,582.09","578,648,242.70","1,151,845,643.86","2,001,852,956.76","638,760,784.99","1,124,909,709.84","1,521,009,095.56","2,721,898,751.43","549,312,653.38","1,566,106,877.40","2,489,300,425.67","4,028,918,580.27","715,407,161.74","1,375,735,621.38","2,038,576,212.80","4,915,673,488.99","1,151,887,742.69","2,942,393,728.29","4,054,589,920.78","7,566,870,345.53","1,838,740,083.77","4,192,139,145.18","6,521,979,994.26","11,358,107,488.86"
投资活动产生的现金流量净额,"468,392.67","2,522,357.65","-995,476.64","1,794,142.22","1,605,910.55","2,458,811.60","-111,519.45","-1,208,633.51","-10,274,884.91","-6,269,933.67","-14,873,284.14","-45,488,861.84","-48,859,822.62","-96,599,052.00","-111,225,745.38","-115,573,249.56","-119,950,472.41","-6,229,010.61","-11,491,288.65","-233,443,865.35","-251,254,426.25","-6,975,248.11","-34,686,864.22","-67,425,536.63","-54,202,128.98","-83,894,565.35","-68,058,154.87","-393,721,794.67","-1,636,627,786.68","-364,997,399.25","-963,182,869.06","-1,280,113,548.71","-2,644,280,593.32","-872,900,965.69","-771,966,192.92","-2,291,893,826.38","-4,511,476,903.07"
购买商品、接受劳务支付的现金,"146,285,504.35","234,561,488.95","136,305,277.44","244,142,708.73","315,045,855.92","136,715,353.75","283,676,077.48","492,274,097.32","710,879,880.98","267,556,397.46","634,331,852.36","1,070,360,580.32","1,469,560,402.84","424,811,786.58","667,367,535.43","900,289,039.16","1,176,348,587.95","232,025,381.05","721,167,008.29","1,121,499,717.01","1,767,170,478.13","332,369,976.97","1,075,428,510.09","1,572,476,507.60","2,703,907,938.90","632,466,318.85","880,297,360.84","1,514,586,032.83","2,832,202,720.25","685,625,975.72","1,546,658,774.81","2,535,587,043.52","4,132,631,748.24","1,104,044,190.31","2,269,945,708.78","3,332,884,154.18","5,098,863,938.09"
吸收投资收到的现金,"3,072,000.00",,,,"815,712,000.00",,,,,,,"625,000.00","625,000.00",,"56,032,515.00","56,032,515.00","60,934,769.21",,"53,816,904.64","53,816,904.64","1,604,385,504.64",,,"51,597,185.00","51,597,185.00",,,"191,898.00","191,898.00",,"12,021,345.21","12,021,345.21","1,043,521,344.73","640,000.00","30,108,439.02","35,635,407.95","50,216,995.39"
支付给职工以及为职工支付的现金,"13,568,427.26","21,689,176.49","11,477,594.56","23,741,380.21","30,598,133.73","11,021,314.07","24,220,910.88","42,976,592.47","65,772,891.58","36,655,894.02","79,766,232.83","127,733,170.32","175,511,986.06","81,587,768.58","147,665,319.04","216,838,818.29","294,282,675.75","118,420,071.25","211,153,411.78","296,142,362.32","398,369,380.95","131,230,572.85","280,422,642.72","394,866,352.66","525,976,438.62","163,302,384.46","343,426,402.13","460,048,865.22","592,955,363.02","130,854,802.70","247,623,956.83","444,974,711.71","564,893,362.90","151,745,707.91","446,722,034.45","677,391,434.49","943,249,487.27"
取得借款收到的现金,"15,000,000.00","49,000,000.00","41,000,000.00","76,000,000.00","101,000,000.00",,"40,000,000.00","40,000,000.00","60,000,000.00","90,000,000.00","336,160,000.00","567,660,000.00","682,585,115.43","140,000,000.00","660,000,000.00","880,000,000.00","1,894,000,000.00","231,000,000.00","1,028,000,000.00","2,030,060,000.00","3,549,445,000.00","710,000,000.00","1,510,604,000.00","2,712,804,000.00","3,365,688,400.45","50,000,000.00","1,332,259,900.00","1,982,259,900.00","2,795,009,900.00","538,000,000.00","2,379,000,000.00","4,154,600,000.00","2,900,000,000.00","355,850,794.00","2,881,706,794.00","4,159,418,246.92","5,818,667,452.92"
支付的各项税费,"14,765,904.49","18,304,347.83","17,183,906.93","23,506,530.00","36,387,354.76","7,600,310.00","21,660,229.73","36,914,040.49","58,140,719.75","16,725,908.41","67,690,042.00","98,204,395.45","130,199,222.49","13,596,342.38","162,857,138.34","183,764,519.49","217,432,378.10","26,579,263.28","138,323,474.67","159,073,232.22","190,296,521.15","35,091,885.05","174,381,221.20","208,613,646.29","293,985,950.85","74,951,045.11","121,565,577.68","162,910,821.79","266,850,429.36","111,946,494.88","280,553,618.67","384,824,417.14","538,521,503.92","198,260,128.03","461,081,090.24","610,680,807.02","772,087,462.62"
收到其他与筹资活动有关的现金,,,"5,700,000.00","5,700,000.00","5,700,000.00",,,,,,,,"249,000,000.00",,"249,000,000.00","249,000,000.00",,,,,,,,,"101,887,268.21",,,,"130,452,838.28",,,"68,677,152.00","4,762,052.00","57,871,666.04","181,410,243.13",,"41,824,797.41"
支付其他与经营活动有关的现金,"32,462,860.57","41,787,830.38","23,173,244.69","53,696,130.14","61,381,760.83","36,725,782.48","53,373,330.61","96,010,293.51","109,397,071.82","36,972,209.24","67,181,040.19","240,336,816.80","268,654,451.33","68,413,674.76","133,558,203.40","473,328,726.62","565,282,080.06","430,382,068.37","390,201,797.55","614,282,955.95","629,282,098.50","229,281,072.75","365,855,312.17","923,609,945.72","808,546,295.75","206,602,256.23","405,913,588.27","523,994,360.94","855,908,405.45","194,621,150.23","316,976,932.37","474,075,815.88","762,855,392.88","358,201,627.99","791,399,144.04","1,177,577,705.44","1,620,344,712.86"
筹资活动现金流入小计,"18,072,000.00","49,000,000.00","46,700,000.00","81,700,000.00","922,412,000.00",,"40,000,000.00","40,000,000.00","60,000,000.00","90,000,000.00","336,160,000.00","568,285,000.00","932,210,115.43","140,000,000.00","965,032,515.00","1,185,032,515.00","1,954,934,769.21","231,000,000.00","1,081,816,904.64","2,083,876,904.64","5,153,830,504.64","710,000,000.00","1,510,604,000.00","2,764,401,185.00","3,519,172,853.66","50,000,000.00","1,332,259,900.00","1,982,451,798.00","2,925,654,636.28","538,000,000.00","2,391,021,345.21","4,235,298,497.21","6,128,483,396.73","414,362,460.04","3,093,225,476.15","4,195,053,654.87","5,910,709,245.72"
经营活动现金流出小计,"207,082,696.67","316,342,843.65","188,140,023.62","345,086,749.08","443,413,105.24","192,062,760.30","382,930,548.70","668,175,023.79","944,190,564.13","357,910,409.13","848,969,167.38","1,536,634,962.89","2,043,926,062.72","588,409,572.30","1,111,448,196.21","1,774,221,103.56","2,253,345,721.86","807,406,783.95","1,460,845,692.29","2,190,998,267.50","2,985,118,478.73","727,973,507.62","1,896,087,686.18","3,099,566,452.27","4,332,416,624.12","1,077,322,004.65","1,751,202,928.92","2,661,540,080.78","4,547,916,918.08","1,123,048,423.53","2,391,813,282.68","3,839,461,988.25","5,998,902,007.94","1,812,251,654.24","3,969,147,977.51","5,798,534,101.13","8,434,545,600.84"
偿还债务支付的现金,"15,000,000.00","16,000,000.00","43,000,000.00","48,000,000.00","48,000,000.00","101,000,000.00","101,000,000.00","101,000,000.00","101,000,000.00",,"40,000,000.00","40,000,000.00","60,000,000.00","90,000,000.00","386,160,000.00","587,660,000.00","1,233,585,115.43","220,000,000.00","820,000,000.00","1,032,880,000.00","2,053,380,000.00","730,000,000.00","1,592,214,000.00","2,376,394,000.00","3,053,794,000.00","432,200,000.00","1,076,700,000.00","1,605,700,000.00","1,899,361,675.00","1,072,659,000.00","2,227,509,000.00","3,602,359,000.00","4,594,812,247.49","479,428,175.51","1,868,543,734.89","2,623,443,734.89","3,434,417,032.22"
经营活动产生的现金流量净额,"42,258,820.69","23,508,729.38","-16,092,424.72","-86,255,050.72","-113,819,014.17","-70,401,320.81","-165,360,408.61","-326,852,411.51","-259,011,069.90","-187,407,492.39","-365,198,483.00","-538,252,444.08","-396,083,937.21","-383,888,990.21","-532,799,953.51","-622,375,459.70","-251,492,765.10","-168,645,998.96","-335,935,982.45","-669,989,171.94","-263,219,727.30","-178,660,854.24","-329,980,808.78","-610,266,026.60","-303,498,043.85","-361,914,842.91","-375,467,307.54","-622,963,867.98","367,756,570.91","28,839,319.16","550,580,445.61","215,127,932.53","1,567,968,337.59","26,488,429.53","222,991,167.67","723,445,893.13","2,923,561,888.02"
分配股利、利润或偿还利息支付的现金,"1,049,205.00","2,538,214.77","5,007,207.27","5,857,415.77","6,998,962.52","13,631,430.96","15,548,765.50","27,515,849.32","31,502,987.17","820,120.00","5,702,497.45","21,629,466.31","32,231,450.50","12,316,400.10","25,773,531.78","45,265,718.35","86,415,585.55","21,498,383.99","99,460,084.69","165,933,833.79","205,384,869.38","31,471,700.62","110,852,013.06","211,668,854.27","287,989,590.52","18,067,296.17","61,385,813.65","177,999,496.88","264,780,599.23","33,234,539.89","107,330,297.68","221,376,358.42","352,147,137.01","27,018,503.88","145,086,944.28","313,954,430.12","383,277,062.38"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,"15,296,829.27","118,979,387.94"
支付其他与筹资活动有关的现金,"6,224,192.76","6,691,309.47","1,123,122.98","1,149,480.64","10,770,955.43","1,007,277.64","4,240,039.26","4,240,039.26","4,333,427.64",,,,,,"73,881,280.49","194,617,982.65","352,843,372.09","277,592,550.02","228,887,176.54","442,597,132.27","285,271,342.38","349,669,924.18","207,024,229.61","443,158,280.97","5,794,190.36","292,426,989.74","507,733,998.11","399,743,322.40","54,796,131.03","115,915,365.21","78,421,204.84","35,296,513.50","129,005,967.46","10,020,300.00","112,984,426.55","492,720,070.62","482,294,931.93"
