科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"43,758,948.64","26,784,671.43","61,426,175.91","66,411,008.17","316,869,664.36","275,823,951.22","245,598,681.47","223,047,480.65","156,644,692.82","105,821,141.13","106,280,225.59","73,338,261.78","104,287,819.07","69,032,003.07","31,142,815.87","45,558,145.14","80,924,145.69","75,664,063.18","38,886,138.99","192,056,477.83","152,761,947.41","161,502,405.20","256,248,826.24","174,033,195.96","1,070,434,921.23","466,077,680.02","377,632,883.36","539,951,391.32","330,788,860.71","433,640,758.12","422,723,556.82"
短期借款,,"19,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","10,000,000.00","20,000,000.00","49,500,000.00","60,000,000.00","70,200,000.00","137,850,000.00","165,630,084.80","216,459,485.05","191,759,485.05","148,806,237.85","207,274,435.70","183,907,814.05","171,076,753.05","156,131,147.90","178,374,593.20","198,714,583.20","389,671,001.50","367,598,208.25","537,980,536.38","619,984,221.70","271,657,903.38","322,858,711.30","319,142,135.11","151,862,109.75","177,036,900.87","222,440,686.08"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"95,630.00","450,000.00","7,072,800.00","3,079,750.00","5,883,107.50","8,997,274.30","8,252,474.30","4,328,000.00","1,569,500.00","210,000.00","80,000.00","2,000,000.00","1,710,000.00","2,613,800.00","300,000.00","600,000.00","4,688,400.00","3,626,000.00","2,623,600.00","1,422,542.00","800,142.00","3,000,000.00","3,000,000.00",,"4,316,700.00","2,111,700.00","7,000,000.00","42,000,000.00","50,000.00","280,000.00","1,193,395.49"
应付票据,"7,591,500.00","6,173,084.25","1,945,000.00","13,267,673.84","9,884,773.80","4,676,552.00","1,456,413.00","1,927,120.00","2,935,165.11","3,562,440.11","12,119,895.00","18,765,500.00","18,575,500.00","11,465,500.00","7,884,200.00","2,294,200.00","752,000.00","444,800.00","7,875,300.00","1,682,500.00","105,000,000.00","10,985,000.00","31,621,667.85","22,636,667.85","20,283,238.40","21,286,812.40","25,003,574.00","22,900,000.00","11,050,000.00","10,150,000.00","34,794,000.00"
应收账款,"66,434,037.23","92,137,264.61","118,041,987.13","143,331,379.06","161,487,673.21","151,566,793.33","160,878,694.23","163,295,573.64","157,586,801.20","132,960,462.74","156,398,335.23","152,648,139.92","136,162,528.68","133,750,373.37","104,045,574.14","129,466,545.94","136,679,080.32","169,060,138.32","170,431,165.53","204,634,530.61","235,380,980.31","251,457,376.03","244,676,202.86","340,652,539.62","382,339,987.59","397,770,711.92","366,488,399.60","362,331,379.99","384,597,606.00","455,152,501.22","450,912,281.55"
应付账款,"45,097,471.06","56,310,552.72","61,228,207.72","63,280,747.65","57,126,205.05","49,676,236.44","48,740,302.40","72,536,642.31","72,298,114.87","117,346,198.75","144,606,428.46","190,188,078.28","217,872,505.18","177,435,087.99","167,265,550.57","243,512,423.01","237,929,191.78","260,919,472.98","326,625,458.92","433,527,410.66","471,498,211.37","480,140,184.13","487,422,176.31","616,209,173.61","741,088,621.24","782,776,926.65","817,336,279.58","1,109,145,237.62","1,079,286,047.26","780,461,698.95","748,675,684.23"
预付款项,"19,054,163.51","13,846,701.41","6,144,139.15","10,216,285.12","9,149,505.31","13,654,653.60","6,716,301.11","25,965,922.66","39,577,321.27","70,923,599.50","112,222,574.58","155,609,206.23","144,506,908.14","90,268,570.72","81,003,136.69","91,462,837.42","87,303,392.89","89,941,605.79","82,118,849.40","82,276,491.98","122,143,750.91","122,977,093.59","237,305,157.11","219,803,376.51","275,534,351.22","259,839,164.62","440,302,439.35","395,997,464.70","546,130,325.93","207,532,771.85","178,509,147.74"
预收款项,"46,745,554.55","36,575,671.85","10,453,163.10","3,601,760.68","5,031,796.68","4,848,036.00","812,000.00","3,481,325.00","4,996,721.49","8,631,504.99","11,898,169.27","10,734,974.27","16,550,320.78","2,322,545.48","100,000.00","1,333,458.40","757,800.00","1,082,989.74","1,026,989.74","95,400.00","95,400.00","122,203.10","173,574.35","30,464,760.07","25,795,292.89","27,219,116.47","88,395,029.84","34,933,807.83","36,914,380.67","21,324,502.44","42,295,259.13"
其他应收款,"4,331,589.58","9,063,696.48","7,981,602.44","6,810,706.13","7,740,055.13","4,154,323.11","40,616,588.04","41,629,356.90","10,753,637.93","8,619,531.78","12,411,358.47","11,482,304.38","11,371,492.61","16,736,324.54","8,760,331.15","30,483,803.44","41,217,585.98","41,195,872.97","42,658,670.79","42,383,365.47","54,172,170.79","55,626,165.82","79,022,760.98","86,525,154.57","132,501,376.82","122,849,939.60","128,922,693.70","261,005,662.65","210,344,649.75","176,051,393.83","226,552,123.25"
