科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"11,361,613.96","14,462,475.42","5,275,547.93","10,944,164.44","5,655,997.51","1,184,901.57","-650,636.58","2,976,400.79","533,043.15","8,266,820.43","5,025,263.04","7,677,913.29","-1,808,593.75","4,722,051.32","3,943,593.96","3,819,764.65","3,598,655.11","13,132,957.59","14,567,389.21","10,104,827.69","21,035,909.88","27,505,579.64","29,278,445.52","25,284,954.07","32,973,111.75","31,618,859.66","34,980,835.17","26,726,984.13","53,355,227.85","59,890,991.37"
应收利息,,,,,,,,,,,,,,,,,,"2,611,171.95","3,619,776.58","231,411.99","665,907.25","4,186.23","5,769.85",,,,,,,
应付利息,,,,,,,,,,,,,,,,,,"372,117.01","386,516.36","187,663.07","287,791.57","193,940.13","243,218.95","247,131.56","235,085.27","311,302.32","305,873.57","291,502.43","392,537.24","298,926.75"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,"137,586.00","137,586.00","137,586.00","137,586.00","281,253.00","281,253.00","281,253.00","281,253.28","362,031.52",1.26,
存货,"15,870,520.79","21,830,944.22","28,404,737.81","65,444,478.18","76,956,820.49","64,701,977.50","60,652,405.42","61,865,785.29","102,501,772.07","104,794,211.40","80,206,523.04","71,365,154.21","102,923,511.53","101,313,404.97","81,734,814.89","76,266,875.78","96,530,093.26","219,566,713.32","238,052,221.36","249,742,787.19","382,476,101.52","292,043,157.53","232,733,601.31","191,525,456.95","222,214,260.73","199,039,009.86","215,984,628.81","261,362,699.10","543,905,520.13","419,371,434.84"
其他应付款,"328,800.00",,"103,783.90","407,922.77","4,031,762.72","29,300.00","21,330.00","861,462.29","1,887,684.08","208,830.71","-423,144.55","295,673.25","296,320.84","391,103.14","350,614.31","2,268,601.00","4,163,022.34","707,651.64","1,827,368.44","2,797,736.62","7,814,297.15","15,944,194.28","22,047,453.38","22,734,571.85","13,143,075.55","11,343,714.62","21,134,437.79","12,839,533.98","658,104,917.06","704,392,593.57"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,028,300.00"
一年内到期的非流动负债,,,,,"177,744.32",,,,,,,,,,,,,,,,,"119,542.03",,,,"134,333.65",,,,"38,302,140.00"
其他流动资产,,,,,,,,,,,"148,029,155.23","130,187,447.04","130,044,325.97","186,000,000.00","227,062,187.45","185,018,947.37","227,190,469.99","73,034,529.40","21,871,729.70","9,695,667.88","272,556,482.25","275,505,949.13","83,021,658.31","334,257,734.07","374,833,806.07","199,074,118.49","99,591,084.99","179,722,038.82","188,403,390.79","825,514,459.73"
其他流动负债,,,"28,115.20","34,192.05",,,,,,,"223,449.84","624,296.39","426,160.85","310,070.90","92,530.01","350,805.66","131,373.85","12,619,380.71","10,155,945.75","10,367,489.07","41,218,545.51","4,495,736.76","4,978,871.39","5,923,914.47","7,618,917.42","8,902,759.89","3,122,896.40","4,408,564.61","39,217,346.68","9,626,839.59"
流动资产合计,"118,528,478.95","147,239,050.04","189,696,128.54","243,022,248.29","272,458,289.90","873,301,674.47","871,630,633.01","894,788,333.68","971,287,364.00","1,021,304,096.26","1,085,841,068.38","1,075,812,041.95","1,094,411,038.66","1,133,589,469.48","1,144,849,762.08","1,092,395,244.12","1,116,046,718.45","1,166,993,613.94","1,184,766,014.67","1,889,411,439.10","1,947,702,487.17","1,771,697,976.96","1,776,175,010.78","1,614,581,173.97","1,851,446,226.37","1,921,381,902.68","1,923,142,804.31","1,882,950,961.60","3,781,645,886.57","3,599,158,208.30"
流动负债合计,"38,856,489.12","48,499,769.96","101,496,671.87","152,327,915.75","156,554,379.98","75,714,807.22","51,215,069.24","64,742,914.62","112,762,780.21","117,749,346.98","139,046,555.71","151,094,999.01","155,821,421.54","198,243,806.97","186,749,585.80","140,838,008.95","192,397,810.33","941,528,073.77","914,355,554.27","863,160,897.48","900,883,635.85","682,327,028.84","581,513,512.93","472,432,488.24","597,094,262.75","598,537,323.10","484,846,712.72","447,914,279.75","1,861,949,743.52","1,848,289,078.95"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,"454,080.38","542,357.17","526,746.37","522,090.61","362,809.98","489,271.05","444,177.12","401,859.01","229,779.66"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,517,173.49",
长期应付款,,,,,,,,,,,,,,,,,,"2,839,685.28","2,124,323.86","1,538,512.24","1,165,049.48","886,952.44","600,138.70","295,400.96","699,411.60",,"804,354.55",,"12,094,497.80","23,230,446.93"
长期股权投资,,,,,"3,000,000.00",,,,,,,,,"23,544,933.63","23,544,933.63","22,448,141.65","21,744,933.63",,,,,,,,,,,,"2,000,000.00","2,001,629.74"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,"19,353,700.00","19,353,700.00","19,353,700.00","19,353,700.00",,,,"7,655,853.04",,,"35,167,470.00","35,167,470.00",
固定资产,"19,344,588.80","28,074,235.11","99,565,434.06","128,297,192.60","133,588,525.83","137,354,074.37","141,291,443.25","150,788,209.92","168,747,144.53","181,335,926.41","183,424,810.29","189,499,682.56","206,516,930.49","212,159,852.07","209,039,084.74","220,538,604.02","273,538,371.13","722,333,791.26","720,491,583.83","730,931,257.61","806,112,802.63","828,241,116.15","801,377,938.13","788,002,177.12","785,212,959.76","816,933,629.07","812,238,303.01","810,966,899.12","1,378,213,818.45","1,605,778,537.32"
递延所得税负债,,,,,,,,,,,,,,,,"210,417.00",,"33,837,453.31","33,616,809.07","33,407,597.58","32,772,051.52","30,417,675.93","28,403,719.71","29,873,449.68","30,123,883.94","22,785,111.64","31,997,475.97","26,465,290.01","46,764,384.22","35,748,562.34"
在建工程,"4,704,714.40","8,212,160.96","14,589,371.35","2,730,372.26",,,,,"858,706.71","622,346.62","1,282,175.68","675,018.45","8,421,522.62","16,606,603.01","27,056,654.52","36,123,070.58","47,072,300.42","45,648,352.28","37,732,556.77","50,556,546.29","32,639,974.10","57,386,719.12","76,692,883.99","81,687,423.45","81,807,774.55","75,020,968.66","80,917,262.48","87,862,513.33","172,075,354.10","77,297,778.72"
其他非流动负债,,,"201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","41,187,638.51","40,907,449.08","40,627,259.65","40,347,070.22","39,910,302.04","470,482.20",,,,,"576,168.21",,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","201,089.85","41,187,638.51","40,907,449.08","40,627,259.65","40,557,487.22","39,910,302.04","95,167,254.43","95,530,015.17","92,838,031.28","93,331,007.16","69,823,991.64","68,664,706.75","69,754,662.72","76,826,604.54","58,647,870.79","68,882,025.31","96,657,804.35","128,685,472.23","95,960,413.13"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"38,856,489.12","48,499,769.96","101,697,761.72","152,529,005.60","156,755,469.83","75,915,897.07","51,416,159.09","64,944,004.47","112,963,870.06","117,950,436.83","139,247,645.56","151,296,088.86","197,009,060.05","239,151,256.05","227,376,845.45","181,395,496.17","232,308,112.37","1,036,695,328.20","1,009,885,569.44","955,998,928.76","994,214,643.01","752,151,020.48","650,178,219.68","542,187,150.96","673,920,867.29","657,185,193.89","553,728,738.03","544,572,084.10","1,990,635,215.75","1,944,249,492.08"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"20,000,000.00","40,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","181,030,000.00","181,030,000.00","181,030,000.00","181,030,000.00","388,633,146.00","388,853,146.00","388,853,146.00","388,853,146.00","388,853,146.00","388,853,146.00","388,853,146.00","388,853,146.00","586,124,019.00","752,233,872.00","752,233,872.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,,"80,286,441.75","80,286,441.75","80,286,441.75","701,952,841.75","701,952,841.75","701,952,841.75","701,952,841.75","701,952,841.75","701,952,841.75","641,952,841.75","641,952,841.75","641,952,841.75","641,952,841.75","661,694,616.75","661,694,616.75","661,241,041.75","661,241,041.75","1,249,553,761.98","1,252,793,561.98","1,253,142,261.98","1,253,142,261.98","1,253,142,261.98","1,254,888,661.98","1,254,189,049.24","1,254,888,661.98","1,091,034,050.24","4,790,414,874.78","4,796,301,455.65"
无形资产,"23,800.00","11,758,725.91","11,552,893.72","11,529,183.11","11,590,535.78","11,497,187.60","11,403,839.42","11,436,984.12","11,442,228.54","11,341,653.87","11,283,475.21","12,112,284.28","42,376,386.63","43,932,001.51","45,734,868.81","43,524,450.69","45,814,361.60","182,250,987.96","183,048,320.51","192,463,049.62","200,498,632.35","200,844,747.41","195,812,204.98","201,833,395.13","201,394,391.16","194,281,574.31","199,571,435.78","197,144,763.08","268,510,901.57","256,009,301.09"
盈余公积,"8,952,013.53","13,775,046.77","5,549,321.80","5,549,321.80","5,549,321.80","15,654,580.37","15,654,580.37","15,654,580.37","15,654,580.37","34,221,802.28","34,221,802.28","34,221,802.28","34,221,802.28","48,642,534.89","48,642,534.89","48,642,534.89","48,642,534.89","61,734,000.94","61,734,000.94","61,734,000.94","61,734,000.94","91,542,710.55","91,542,710.55","91,542,710.55","91,542,710.55","120,025,346.00","120,025,346.00","120,025,346.00","120,025,346.00","152,219,314.59"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,"19,353,700.00","19,353,700.00","19,353,700.00","19,353,700.00","13,253,178.00","13,253,178.00","7,655,853.04","7,655,853.04","6,626,589.00","6,626,589.00","35,167,470.00","35,167,470.00","34,160,970.00"
商誉,,,,,,,,,,,,,,,,,,"194,774,638.46","194,774,638.46","194,480,140.31","216,839,668.62","203,771,267.19","203,771,267.19","203,771,267.19","203,771,267.19","203,771,267.19","203,771,267.19","203,771,267.19","2,995,139,219.37","2,876,594,449.23"
未分配利润,"75,756,573.76","94,163,872.96","39,314,480.19","59,214,901.63","90,379,451.00","110,453,233.56","137,034,080.95","156,367,536.27","203,819,641.80","242,636,075.22","287,143,047.80","271,694,774.11","299,387,747.06","322,766,522.80","353,291,804.02","344,913,641.65","372,753,012.40","396,255,820.83","429,661,181.07","424,638,146.52","538,035,405.04","631,954,376.76","718,760,426.36","656,919,329.73","782,367,075.25","873,924,966.68","963,671,647.36","924,284,224.03","1,101,127,078.52","1,116,558,556.21"
长期待摊费用,,,,,"332,658.35","364,044.84","272,175.01","374,790.47","280,102.01","185,413.55","304,749.39","567,187.49","494,459.20","473,504.31","447,324.73","330,382.26","439,264.86","2,644,942.09","3,185,844.57","2,892,525.62","2,665,026.64","2,191,241.91","2,279,683.30","2,206,368.26","13,312,111.95","17,875,209.74","19,737,037.41","24,386,354.96","36,937,258.91","47,595,148.84"
少数股东权益,,,,,,,,,,,"1,417,898.83","758,931.31","1,185,462.66","1,035,516.84","2,611,749.47","417,010.69","12,297,614.54","18,578,288.52","18,237,102.88","16,683,289.51","16,194,009.18","13,754,775.99","14,830,105.11","15,405,645.60","14,686,940.29","9,422,323.91","17,727,586.03","16,709,147.79","3,431,297.57","2,725,805.20"
递延所得税资产,"963,494.26","1,154,517.67","1,444,177.79","2,000,674.52","2,000,674.52","1,459,571.47","1,459,571.47","1,530,644.67","1,775,388.19","1,971,719.37","1,807,423.35","1,218,215.16","1,384,727.89","2,999,433.91","2,885,430.45","2,445,743.63","3,186,908.54","6,959,761.66","7,109,453.69","7,613,460.26","7,453,588.15","17,387,413.72","14,844,257.53","13,715,028.73","15,587,438.41","16,738,517.26","18,035,284.05","17,229,892.75","24,045,842.82","28,732,199.21"
外币报表折算价差,,,,,,,,,,,,,"-111,839.89","-242,874.41","-244,392.20","-287,663.20","-258,464.90",,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"39,533.92","40,008.42","40,008.42",,"73,324.42",,"624,567.42","13,671,338.99","672,844.14","1,866,810.38","12,401,830.85","6,168,383.36","2,963,864.29","7,955,160.85","19,536,561.88","10,070,937.19","2,003,463.34","6,322,768.18","52,715,452.75","225,233,757.56"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"25,036,597.46","49,199,639.65","127,151,876.92","144,557,422.49","150,512,394.48","150,674,878.28","154,427,029.15","164,130,629.18","183,103,569.98","195,457,059.82","198,142,167.84","204,112,396.36","259,234,035.25","299,716,328.44","308,781,621.30","325,410,392.83","392,420,707.60","1,168,283,812.70","1,147,015,241.97","1,180,803,790.09","1,278,611,523.34","1,315,990,888.86","1,297,742,099.41","1,299,170,820.73","1,320,622,504.90","1,334,692,103.42","1,336,274,053.26","1,347,684,458.61","4,934,155,021.46","5,119,242,801.71"
所有者权益(或股东权益)合计,"104,708,587.29","147,938,919.73","215,150,243.74","235,050,665.18","266,215,214.55","948,060,655.68","974,641,503.07","993,974,958.39","1,041,427,063.92","1,098,810,719.25","1,144,735,590.66","1,128,628,349.45","1,156,636,013.86","1,194,154,541.87","1,226,254,537.93","1,236,410,140.78","1,276,159,313.68","1,298,582,098.44","1,321,895,687.20","2,114,216,300.43","2,232,099,367.50","2,335,537,845.34","2,423,738,890.51","2,371,564,843.74","2,498,147,863.98","2,598,888,812.21","2,705,688,119.54","2,686,063,336.11","6,725,165,692.28","6,774,151,517.93"
资产总计,"143,565,076.41","196,438,689.69","316,848,005.46","387,579,670.78","422,970,684.38","1,023,976,552.75","1,026,057,662.16","1,058,918,962.86","1,154,390,933.98","1,216,761,156.08","1,283,983,236.22","1,279,924,438.31","1,353,645,073.91","1,433,305,797.92","1,453,631,383.38","1,417,805,636.95","1,508,467,426.05","2,335,277,426.64","2,331,781,256.64","3,070,215,229.19","3,226,314,010.51","3,087,688,865.82","3,073,917,110.19","2,913,751,994.70","3,172,068,731.27","3,256,074,006.10","3,259,416,857.57","3,230,635,420.21","8,715,800,908.03","8,718,401,010.01"
负债和所有者(或股东权益)合计,"143,565,076.41","196,438,689.69","316,848,005.46","387,579,670.78","422,970,684.38","1,023,976,552.75","1,026,057,662.16","1,058,918,962.86","1,154,390,933.98","1,216,761,156.08","1,283,983,236.22","1,279,924,438.31","1,353,645,073.91","1,433,305,797.92","1,453,631,383.38","1,417,805,636.95","1,508,467,426.05","2,335,277,426.64","2,331,781,256.64","3,070,215,229.19","3,226,314,010.51","3,087,688,865.82","3,073,917,110.19","2,913,751,994.70","3,172,068,731.27","3,256,074,006.10","3,259,416,857.57","3,230,635,420.21","8,715,800,908.03","8,718,401,010.01"
