科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"104,892,019.28","179,795,162.80","255,518,405.10","372,892,372.39","317,942,862.04","280,405,457.78","479,664,669.04","333,491,146.96","268,986,614.88","166,892,554.19","218,221,043.76","233,097,049.12"
短期借款,"124,000,000.00","204,658,991.49","216,600,000.00","160,700,000.00","119,700,000.00","133,000,000.00","123,558,904.00","99,892,785.00","149,001,737.50","162,714,607.50","200,000,000.00","200,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"1,144,000.00","67,326,314.70",,"3,400,000.00","400,000.00","2,670,632.45","1,090,632.45","8,506,692.16","6,467,847.22","403,348.17","1,108,386.10","6,369,147.10"
应付票据,"14,586,187.90","55,784,368.47","53,629,419.06","47,083,382.27","36,047,216.00","55,948,004.00","64,145,636.50","52,972,577.00","48,060,618.00",,"57,891,184.73",
应收账款,"505,436,373.25","550,839,209.35","554,032,070.86","557,713,392.44","613,520,300.09","620,641,090.86","646,455,666.50","594,223,270.48","673,170,158.78","722,394,982.43","830,637,820.08","707,959,675.04"
应付账款,"354,885,976.52","430,326,132.10","364,718,297.38","311,790,887.28","332,912,064.68","331,588,758.48","417,839,594.83","340,312,984.82","380,225,836.82",,"439,734,374.41",
预付款项,"8,571,443.44","12,588,159.99","12,001,669.32","16,471,636.36","16,017,107.85","15,302,203.17","6,759,097.66","13,188,562.15","7,344,864.21","14,925,691.15","5,686,135.61","9,440,316.51"
预收款项,"44,331,810.86","84,045,765.00","64,199,116.64","60,031,318.68","45,445,935.49","49,782,111.71","41,401,119.59","27,912,762.25","20,505,879.00","8,742,256.20","8,986,638.63","23,045,653.09"
其他应收款,"44,115,247.65","29,932,258.02","58,871,523.43","64,993,305.61","51,522,853.56","49,381,821.00","50,367,016.41","56,956,515.19","59,019,406.92","46,257,724.76","46,094,559.12","43,347,930.96"
应付职工薪酬,"4,098,960.96","8,234,870.13","6,359,878.64","3,014,056.66","3,332,143.91","4,661,909.16","9,562,211.53","5,513,968.99","5,572,371.12","5,965,454.26","10,976,827.93","6,265,962.68"
应收关联公司款,,,,,,,,,,,,
应交税费,"40,466,050.01","51,204,306.85","40,423,647.02","30,968,656.96","31,710,099.14","32,335,280.57","30,902,311.58","25,905,503.72","25,991,014.39","23,818,263.84","27,761,318.17","23,030,946.45"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"151,720,904.05","252,836,654.12","169,140,906.60","185,534,726.95","166,720,102.67","244,834,623.32","146,261,766.98","173,742,196.47","213,498,039.81","266,551,561.98","238,053,465.07","255,392,301.15"
其他应付款,"1,530,880.81","1,413,707.77","1,196,530.71","5,609,141.20","2,038,704.41","1,102,267.85","36,179,391.15","28,349,743.07","7,970,178.84","7,618,892.32","1,432,130.21","1,293,883.53"
其中:消耗性生物资产,,,,,,,,,,,,
