科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,"50,000.00",,,,"485,436.89","242,718.44",,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,,"519,055.24","5,243,032.39","6,982,071.30","13,866,637.70","14,276,420.55","19,344,438.24","26,660,752.04","32,620,136.27","32,937,628.28","37,366,444.59"
其他流动负债,,,"6,038,956.66","11,913,846.70","15,464,640.53","22,879,494.68","24,941,838.64","27,885,694.87","31,505,836.49","35,223,661.15","38,549,588.31","39,476,569.55"
流动资产合计,"815,929,987.67","1,093,317,758.98","1,050,083,630.55","1,206,248,466.14","1,173,590,734.40","1,227,345,184.72","1,344,875,269.59","1,199,452,821.65","1,255,147,683.86","1,250,045,998.95","1,372,739,038.02","1,292,972,864.47"
流动负债合计,"583,899,867.06","835,668,141.81","753,165,846.11","631,111,289.75","586,650,804.16","631,297,826.45","748,531,007.82","608,746,019.72","668,833,472.16","653,509,758.07","785,332,062.39","701,304,207.92"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"2,221,996.18","2,400,273.29","7,571,199.22","7,445,148.36","9,681,981.91","11,549,066.92","12,167,220.78","13,068,651.55","14,771,185.22","14,494,044.70","14,992,792.95","15,140,074.18"
递延所得税负债,,,,,,,,,,,,
在建工程,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"102,857.13",,,,,,,,,,,
固定资产清理,,,,,,,,,,,,
负债合计,"584,002,724.19","835,668,141.81","753,165,846.11","631,111,289.75","586,650,804.16","631,297,826.45","748,531,007.82","608,746,019.72","668,833,472.16","653,509,758.07","785,332,062.39","701,304,207.92"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"76,000,000.00","76,000,000.00","76,000,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","121,608,000.00","121,608,000.00","121,608,000.00","121,608,000.00"
油气资产,,,,,,,,,,,,
资本公积,"64,827,245.07","64,827,245.07","64,827,245.07","307,713,271.16","307,713,271.16","307,713,271.16","308,213,271.16","308,213,271.16","287,945,271.16","287,945,271.16","287,945,271.16","287,945,271.16"
无形资产,"440,446.20","394,251.57","352,799.95","309,699.46","521,495.70","1,310,450.08","1,241,155.78","1,092,196.90","943,238.02","803,862.38","906,443.06","766,576.28"
盈余公积,"10,783,935.51","15,449,372.41","20,645,531.81","20,645,531.81","20,645,531.81","20,645,531.81","24,866,744.30","24,866,744.30","24,866,744.30","24,866,744.30","27,500,557.55","27,500,557.55"
开发支出,,,,,,,"331,623.93","813,675.21","813,675.21","882,640.73","813,675.21","824,675.21"
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"92,267,419.56","130,152,351.62","177,074,028.03","186,227,539.57","200,659,061.93","212,938,578.95","215,310,114.17","220,962,372.94","219,257,287.53","229,029,462.91","223,998,011.45","227,775,000.61"
长期待摊费用,,"207,502.50",,,,,"485,360.42","383,197.34","281,034.26","398,121.09","826,986.67","695,852.23"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"19,857,353.93","29,162,833.19","35,909,478.25","35,991,309.61","36,310,757.40","38,542,014.11","41,635,134.30","42,505,760.27","43,031,978.27","42,730,621.67","48,832,430.94","48,096,423.40"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,"1,521,800.00",,,,,"500,000.00","8,500,000.00","8,500,000.00","8,500,000.00","8,000,000.00","8,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"22,519,796.31","33,686,660.55","43,833,477.42","43,746,157.43","46,514,235.01","51,401,531.11","56,360,495.21","66,363,481.27","68,341,110.98","67,809,290.57","74,372,328.83","73,523,601.30"
所有者权益(或股东权益)合计,"254,447,059.79","291,336,277.72","340,751,261.86","618,883,333.82","633,454,165.25","647,448,889.38","652,704,756.98","657,070,283.20","654,655,322.68","664,345,531.45","661,779,304.46","665,192,257.85"
资产总计,"838,449,783.98","1,127,004,419.53","1,093,917,107.97","1,249,994,623.57","1,220,104,969.41","1,278,746,715.83","1,401,235,764.80","1,265,816,302.92","1,323,488,794.84","1,317,855,289.52","1,447,111,366.85","1,366,496,465.77"
负债和所有者(或股东权益)合计,"838,449,783.98","1,127,004,419.53","1,093,917,107.97","1,249,994,623.57","1,220,104,969.41","1,278,746,715.83","1,401,235,764.80","1,265,816,302.92","1,323,488,794.84","1,317,855,289.52","1,447,111,366.85","1,366,496,465.77"
