科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"45,994,680.33","154,955,131.24","216,828,225.64","113,035,869.65","165,000,879.41","243,378,065.39","32,250,848.73","90,082,560.97","153,691,731.33","253,216,897.20","32,707,006.93","108,121,875.73","211,128,201.45","363,242,031.26","47,382,062.78","166,021,622.53","304,146,626.71","522,102,067.06","70,184,621.46","221,569,698.18","396,890,841.70","639,943,230.10","109,868,192.02","323,751,237.61","509,245,516.93","784,102,304.32","140,487,489.70","339,480,689.83","532,155,166.02","797,735,732.16","130,395,527.77","331,337,218.82","549,215,448.28","845,023,779.24","92,991,267.92","329,331,075.80"
二、营业利润,"11,646,767.76","25,838,052.34","44,761,845.27","25,234,009.11","33,128,554.26","49,789,740.72","1,168,317.75","17,431,485.74","33,120,893.32","48,427,753.98","3,536,676.27","20,640,347.93","39,648,107.06","69,903,316.50","5,731,704.01","28,114,100.93","59,908,311.32","87,291,948.65","6,478,211.87","28,166,388.16","63,702,878.16","64,416,721.64","-6,633,289.99","8,208,249.37","10,609,254.60","-1,245,013.59","-13,285,324.88","-7,852,628.19","-1,306,942.66","-15,230,219.62","-15,771,447.56","-9,818,126.11","7,746,061.45","14,828,355.83","-5,841,814.18","18,669,273.32"
减:营业成本,"23,917,036.23","80,746,781.39","109,106,804.80","56,553,859.80","82,468,316.91","122,446,762.38","16,300,829.50","46,584,579.46","79,531,017.32","132,451,992.24","17,223,928.99","54,645,238.71","108,019,939.65","189,216,360.14","26,053,424.25","89,911,262.53","160,783,903.51","286,322,615.50","38,850,288.11","122,302,403.03","217,936,396.98","364,791,394.14","65,899,722.71","205,004,663.28","309,701,757.65","474,672,730.97","92,232,731.26","202,531,866.56","316,209,589.55","483,358,096.81","85,752,974.63","213,279,978.18","355,025,555.35","553,014,652.18","59,447,111.88","217,421,467.74"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"532,753.37","1,155,913.74","2,186,222.54","1,198,550.15","1,926,718.06","2,433,337.01","288,709.84","910,079.88","1,587,944.95","2,557,808.46","366,881.84","1,100,879.98","2,059,031.10","3,541,149.95","483,822.45","1,598,303.10","2,869,649.68","4,830,056.56","510,277.32","2,089,842.09","3,471,594.06","5,333,251.22","731,597.33","2,046,229.21","3,608,461.13","6,546,912.74","1,459,749.55","2,940,408.22","4,762,068.83","8,112,617.94","735,623.22","2,576,515.75","4,943,428.92","9,289,506.66","881,345.88","2,703,381.14"
营业外收入,"980,110.58","4,987,575.45","6,782,538.75","11,387,172.51","12,723,620.47","20,372,443.53","2,029,773.56","2,554,273.56","2,557,573.56","16,400,766.96","679,838.00","4,438,959.49","9,733,092.94","17,076,104.94",,"1,153,171.03","15,831,141.59","29,316,699.75","81,148.46","10,228,253.05","17,426,471.20","29,463,826.54","780,000.00","10,010,145.60","22,122,903.74","37,390,985.76","43,380.00","12,301,950.86","18,312,968.15","37,260,709.50","3,703,245.49","3,277,920.14","3,470,274.59","524,516.89","64,319.76","9,552.89"
销售费用,"4,714,685.42","23,276,589.85","34,816,204.12","17,400,202.08","26,900,741.02","37,215,762.84","7,997,195.16","17,236,042.51","27,513,762.11","49,022,257.86","9,397,092.10","22,504,895.40","38,841,354.45","63,689,910.59","9,041,875.44","24,957,992.05","43,384,029.65","82,227,676.92","11,933,017.49","32,852,101.82","52,319,897.83","94,942,877.77","19,201,943.17","44,193,323.79","79,430,462.34","131,402,781.86","23,067,291.85","57,038,134.12","83,528,149.37","138,166,647.39","22,244,739.60","62,979,384.33","91,829,643.26","132,975,133.31","15,161,713.23","36,724,466.45"
减:营业外支出,"20,000.00","121,471.80","132,932.71","3,000.00","9,000.00","9,000.00",,"32,874.81","98,227.45","270,532.34","20,450.57","20,450.81","120,555.03","316,410.50","97,084.75","560,222.42","486,927.21","639,910.62","11,154.66","168,269.02","313,081.45","413,581.45","106,251.22","576,027.85","665,286.37","1,129,723.02","298,022.04","422,944.58","872,380.69","2,770,484.33","22,809.16","120,775.61","320,217.46","1,826,465.73","11,635.18","108,976.72"
管理费用,"4,840,603.72","22,909,739.74","24,897,524.42","12,307,182.83","20,066,643.48","30,367,054.34","7,007,689.12","16,889,955.62","26,894,024.23","38,408,012.10","8,463,439.18","20,899,241.32","39,301,745.16","57,491,489.41","12,692,128.17","31,666,829.77","53,756,550.79","81,639,302.60","18,900,325.22","48,295,423.06","77,284,929.51","124,543,303.00","35,252,732.14","72,299,623.14","116,630,126.47","175,973,062.95","41,803,950.18","91,281,408.25","137,016,141.94","182,090,942.03","38,975,993.73","76,386,803.29","111,786,586.75","167,214,926.85","28,943,872.12","64,748,729.93"
其中:非流动资产处置净损失,,,"92,893.45",,,,,,"43,327.45","43,327.45",,,,"6,046.58",,,,"74,651.92",,"11,027.42","-11,027.42","11,027.42",,"354,359.16","443,504.16","820,124.91",,"330,269.79","449,550.72","504,672.73",,"93,894.05","287,255.90",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"266,809.37","1,170,256.84","856,605.90","57,398.68","225,238.68","425,648.99","-511,892.64","-9,546,301.28","-15,532,629.64","-22,022,570.81","-6,281,011.45","-12,159,173.98","-17,729,090.95","-23,194,461.52","-6,620,891.54","-10,553,747.29","-16,359,833.51","-21,508,213.18","-6,092,367.96","-11,758,224.98","-17,282,657.85","-21,339,526.54","-4,584,213.34","-9,122,435.34","-12,685,569.57","-15,872,401.92","-3,245,163.93","-7,012,639.14","-8,606,392.71","-9,882,563.15","-1,542,355.85","-4,185,389.66","-6,151,123.57","-9,532,385.57","-1,315,462.70","-4,847,212.41"
三、利润总额,"12,606,878.34","30,704,155.99","51,411,451.31","36,618,181.62","45,843,174.73","70,153,184.25","3,198,091.31","19,952,884.49","35,580,239.43","64,557,988.60","4,196,063.70","25,058,856.61","49,260,644.97","86,663,010.94","5,634,619.26","28,707,049.54","75,252,525.70","115,968,737.78","6,548,205.67","38,226,372.19","80,816,267.91","93,466,966.73","-5,959,541.21","17,642,367.12","32,066,871.97","35,016,249.15","-13,539,966.92","4,026,378.09","16,133,644.80","19,260,005.55","-12,091,011.23","-6,660,981.58","10,896,118.58","13,526,406.99","-5,789,129.60","18,569,849.49"
资产减值损失,"76,024.46","185,797.34","203,018.59","284,667.00","284,667.00","699,759.11",,"576,719.04","576,719.04","4,371,643.37",,"490,446.37","987,114.98","2,594,266.19",,"326,881.44","826,881.44","3,201,716.24",-154.12,"430,472.90","430,472.90","8,236,135.99",,"1,121,584.16","1,951,024.31","12,624,231.31","-1,545,744.33","554,140.01","552,551.70","11,120,210.76",,"3,940,239.96","4,387,998.68","18,576,481.65",,"5,175,768.12"
减:所得税,"907,892.63","174,945.13","6,909,753.95","4,575,073.50","5,728,197.63","6,908,552.23","146,039.72","2,240,388.87","4,193,808.24","6,096,147.20","568,128.51","2,670,755.77","6,145,965.42","13,810,273.11","975,393.80","3,759,815.92","11,002,517.54","15,951,589.85","961,622.86","6,798,951.40","11,060,075.71","11,081,207.73","-750,206.41","2,170,488.12","2,631,509.74","-233,493.26","-2,347,106.03","-899,987.80","854,862.85","-2,451,597.03","-928,834.10","-703,661.29","2,322,697.71","-367,702.86","-1,289,781.41","2,858,585.80"
