科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"656,835,232.20","695,105,677.72","703,246,465.37","369,265,836.83","552,720,330.88","766,651,593.56","188,034,867.66","394,148,185.21","612,085,618.73","841,028,859.63","205,665,798.43","449,112,579.90","761,066,117.07","1,064,659,200.83","250,190,745.17"
二、营业利润,"38,289,519.76","51,833,120.82","65,094,708.10","49,748,661.49","68,483,393.49","86,528,466.70","18,862,469.81","39,268,577.34","51,829,860.56","74,493,885.92","9,163,068.40","22,810,576.73","33,474,101.96","28,953,921.76","-1,562,819.06"
减:营业成本,"531,800,177.04","558,483,758.38","559,445,163.67","273,303,553.28","415,726,009.22","585,146,932.19","147,696,429.00","311,196,790.52","489,879,970.53","674,631,882.48","173,399,012.57","372,767,849.95","640,394,119.81","906,137,536.94","214,258,390.57"
加:补贴收入,,,,,,,,,,,,,,,
营业税金及附加,"3,845,263.18","3,847,695.43","3,829,055.88","2,033,576.21","2,695,058.74","4,689,705.42","1,973,679.27","3,113,586.18","4,305,194.60","5,564,217.56","1,358,527.65","2,301,340.06","3,314,444.52","5,029,664.47","1,648,345.42"
营业外收入,"2,064,470.00","3,814,803.09","3,230,401.00","276,328.00","867,317.21","3,649,707.77","3,154,819.84","3,875,598.18","5,217,215.02","3,700,000.00",,"3,300.00","3,300.00","3,301.06","31,967.20"
销售费用,"20,501,142.96","21,721,421.01","19,958,905.98","11,423,621.16","17,915,230.81","25,318,663.98","5,661,807.26","12,041,162.97","20,317,954.34","26,865,834.43","6,551,301.38","16,254,269.04","27,529,343.37","36,580,025.39","8,668,917.99"
减:营业外支出,"1,066,268.71","1,499,958.44","2,431,726.30","268,516.58","268,516.58","495,413.50",120.00,"478,027.04","556,321.82","2,954,640.28","114,000.00","491,299.51","651,299.51","3,123,019.09","26,000.00"
管理费用,"51,673,349.19","50,429,901.06","53,323,043.07","28,150,951.43","42,638,745.04","59,728,511.03","15,301,016.58","29,995,551.59","45,899,204.62","63,975,161.29","17,007,136.04","36,710,675.90","35,973,661.89","54,229,632.54","16,250,626.64"
其中:非流动资产处置净损失,"664,499.90","1,388,958.44","1,545,873.30","218,516.58","218,516.58","424,511.00",,"317,907.04","396,201.82",,,,,,
堪探费用,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,
财务费用,"7,227,283.94","3,075,632.87","208,004.49","1,794,050.82","3,249,852.62","2,508,882.47","531,606.72","1,724,961.76","2,788,782.14","3,512,205.11","1,928,754.73","2,190,823.20","2,292,823.55","4,398,942.27","3,663,397.49"
三、利润总额,"39,287,721.05","54,147,965.47","65,893,382.80","49,756,472.91","69,082,194.12","89,682,760.97","22,017,169.65","42,666,148.48","56,490,753.76","75,239,245.64","9,049,068.40","22,322,577.22","32,826,102.45","25,834,203.73","-1,556,851.86"
资产减值损失,"5,379,973.84","4,439,664.79","953,333.54","2,803,992.79","2,004,146.69","2,771,097.27","-1,451,847.84","-1,141,477.49","409,500.72","1,510,254.96","-553,952.55","307,236.21","854,874.43","3,725,527.35","-4,358,894.50"
减:所得税,"3,451,006.85","11,156,342.50","14,467,276.50","11,594,388.22","15,542,619.55","14,667,270.90","3,289,197.30","6,477,946.37","8,501,594.04","10,245,066.13","1,474,171.05","4,255,940.89","7,714,800.85","6,749,673.61","1,738,197.85"
加:公允价值变动净收益,"687,080.00","-1,099,100.00","-143,400.00","369,210.00","488,550.00",,,,"-200,860.00","340,560.00","-173,793.10","-995,095.00","-539,330.00","47,210.00","-37,345.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,
投资收益,"1,194,397.71","-175,383.36","-290,850.64","-376,639.65","-496,444.27","40,665.50","540,293.14","2,050,967.66","3,545,708.78","4,676,760.26","1,651,199.33","2,846,335.37","2,440,300.41","1,833,581.15","170,590.00"
四、净利润,"35,836,714.20","42,991,622.97","51,426,106.30","38,162,084.69","53,539,574.57","75,015,490.07","18,727,972.35","36,188,202.11","47,989,159.72","64,994,179.51","7,574,897.35","18,066,636.33","25,111,301.60","19,084,530.12","-3,295,049.71"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"35,836,714.20","42,991,622.97","51,426,106.30","38,162,084.69","53,539,574.57","75,015,490.07","18,727,972.35","36,188,202.11","48,085,514.68","65,188,541.37","7,856,896.71","18,560,790.56","25,968,009.61","18,733,435.27","-3,194,342.12"
影响营业利润的其他科目,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,"-96,354.96","-194,361.86","-281,999.36","-494,154.23","-856,708.01","351,094.85","-100,707.59"
