科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"251,640,881.10","237,693,255.59","1,134,369,366.09","1,599,107,121.63","1,867,744,954.77","1,728,141,796.41","2,193,979,135.57","1,293,389,002.36","1,216,165,172.85","1,991,104,270.72","1,545,354,985.24","1,334,201,830.88","1,952,585,243.82","946,470,410.13","836,640,570.40","2,500,505,992.27","2,105,535,411.49","1,691,303,117.71","1,939,408,478.51","3,946,359,129.10","4,832,676,239.08","4,993,021,829.07","5,749,332,793.11","5,962,774,756.13","7,227,770,821.71","6,733,794,677.09","6,018,944,917.55","6,925,058,798.37","5,527,437,940.04","7,318,467,327.03","6,609,000,048.88","7,290,599,093.25","5,448,052,703.73","9,248,320,331.11","12,468,973,854.66","9,332,987,729.74","11,796,088,610.44","12,090,392,299.22","14,623,362,101.94","13,622,694,949.76","9,290,391,524.55","8,070,858,707.04","10,376,528,251.60","10,282,556,473.70","8,231,437,559.29","9,931,915,650.29"
短期借款,"1,036,000,000.00","1,191,000,000.00","870,000,000.00","1,060,000,000.00","1,280,000,000.00","1,510,000,000.00","3,417,000,000.00","3,147,000,000.00","3,172,000,000.00","3,272,000,000.00","2,770,000,000.00","2,610,000,000.00","3,035,000,000.00","3,140,000,000.00","3,588,000,000.00","4,188,000,000.00","4,837,000,000.00","4,662,000,000.00","4,979,000,000.00","4,944,000,000.00","5,114,000,000.00","4,500,000,000.00","4,310,000,000.00","4,100,000,000.00","3,940,000,000.00","3,950,000,000.00","5,000,000,000.00","8,146,000,000.00","6,896,000,000.00","6,385,000,000.00","5,995,000,000.00","6,040,000,000.00","6,090,000,000.00","5,990,000,000.00","5,780,000,000.00","5,725,000,000.00","5,415,000,000.00","5,670,000,000.00","5,370,000,000.00","5,125,000,000.00","5,125,000,000.00","5,125,000,000.00","5,125,000,000.00","4,625,000,000.00","5,168,370,000.00","6,013,370,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00",,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"15,812,272.06","14,963,219.03","19,874,520.21","30,941,153.97","43,465,956.52","16,385,471.24","11,217,435.18","28,203,014.28","15,413,269.05","11,310,978.39","11,197,259.34","120,887,034.44","25,895,985.99","23,571,866.09","9,151,357.57","69,091,290.72","36,547,783.94","38,105,596.59","42,068,527.64","262,069,019.99","90,639,504.73","46,958,370.76","102,174,324.79","382,472,683.89","70,379,092.55","48,884,679.97","41,474,251.90","195,174,325.19","109,736,048.45","165,891,311.71","149,983,917.57","226,835,547.93","130,156,426.79","86,126,935.43","82,074,954.86","160,264,305.79","164,260,161.22","184,942,651.82","215,145,341.43","213,141,068.20","214,177,627.83","211,760,883.03","264,105,720.51","179,363,217.61","275,557,579.03","222,578,248.41"
应付账款,"65,599,612.16","44,702,179.34","44,974,807.64","142,514,170.82","43,335,850.43","46,660,809.50","42,536,933.26","50,593,782.14","41,437,775.92","37,904,848.25","76,194,568.08","300,117,088.38","169,995,865.00","164,462,528.43","156,170,283.53","422,116,466.84","629,569,375.25","628,928,153.31","747,853,071.99","1,998,482,641.70","1,575,029,180.92","1,873,512,989.43","1,951,651,228.98","2,890,150,261.10","2,046,509,014.06","2,156,514,472.83","2,423,577,587.64","3,602,013,905.24","2,846,406,061.83","2,598,234,551.74","2,658,393,892.81","3,498,681,719.85","3,024,057,577.25","3,379,321,597.40","5,461,022,195.09","5,166,548,999.76","3,367,427,896.48","3,692,885,821.32","4,107,955,891.91","5,083,705,328.34","4,731,886,451.47","4,228,670,373.93","4,016,891,452.01","4,844,225,723.40","4,407,038,644.15","5,353,306,195.92"
预付款项,"7,162,428.52","3,176,528.52","7,516,528.52","9,689,137.52","13,331,628.63","16,009,243.52","29,355,737.52","25,483,941.95","23,076,315.96","45,140,898.32","59,333,456.26","57,786,964.73","54,676,774.74","867,118,097.60","58,509,393.64","566,066,617.28","773,657,412.57","785,326,883.33","112,076,582.69","92,347,738.35","101,026,531.04","110,939,964.76","147,090,758.90","105,306,927.23","121,195,212.04","60,207,129.60","62,294,031.82","108,201,005.26","186,582,402.73","40,524,846.44","49,282,496.39","45,750,728.64","40,657,968.36","68,134,780.66","75,180,268.87","38,903,254.88","40,155,597.34","61,849,482.58","45,061,884.31","71,851,781.82","95,459,063.44","130,171,769.27","133,186,261.54","164,903,015.80","241,614,881.72","166,749,072.22"
预收款项,"14,033,151.00","18,108,918.89","246,241,777.44","205,996,157.93","337,351,295.32","375,037,099.95","411,078,829.95","54,532,862.12","166,598,710.95","583,507,585.95","839,042,748.16","448,967,752.95","436,678,913.54","923,539,469.00","1,082,231,638.39","1,748,892,785.42","2,126,448,638.67","2,125,306,221.83","2,640,113,428.56","5,701,478,269.73","5,790,635,552.70","7,079,646,426.88","7,934,319,795.23","5,991,698,377.26","7,329,700,109.18","7,942,163,831.62","9,228,769,294.85","6,855,647,284.71","7,629,698,403.20","8,081,653,192.00","9,041,545,664.65","8,409,063,398.58","9,887,733,751.88","12,264,305,847.40","12,596,655,934.37","10,041,754,853.78","10,453,531,735.07","13,088,331,752.91","15,671,635,174.33","14,138,839,338.29","15,254,803,222.78","16,358,287,528.29","17,263,988,112.08","19,009,474,322.51","20,760,007,578.85","23,557,866,243.24"
