科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"48,915,245.23","92,836,193.74","83,108,112.77","47,918,404.58","77,586,518.26","94,388,152.02","26,492,670.50","61,319,499.85","91,985,427.87","117,907,356.31","30,308,892.41","68,145,142.85","99,763,399.96","130,784,088.05","35,516,227.78","72,600,431.48","103,954,400.43","128,190,623.61","32,022,440.09","71,230,146.04","115,771,378.00","135,915,975.99","34,345,189.93","64,546,155.77","103,925,535.17","122,767,445.69","22,582,547.14","52,695,916.45","78,250,239.50","102,580,015.99","26,610,357.44","63,379,231.24","93,813,622.05","141,869,811.02"
取得借款收到的现金,"619,244,655.49","1,053,115,942.51","1,399,648,512.00","786,210,677.50","1,180,169,788.38","1,226,069,863.92","66,983,255.35","329,723,181.35","574,626,509.35","959,743,537.46","566,177,798.00","1,073,471,856.45","1,844,114,583.36","2,142,713,329.80","688,027,472.00","1,064,790,093.00","1,735,265,685.00","2,419,950,440.00","704,851,298.18","1,217,536,092.31","2,040,497,749.31","2,549,780,885.72","663,762,966.00","1,140,492,317.19","1,856,244,717.19","2,414,448,251.09","634,337,000.00","1,456,191,274.96","1,883,210,874.96","3,093,252,422.24","568,892,200.00","2,067,226,447.93","2,825,037,217.36","3,914,608,542.60"
支付的各项税费,"32,982,890.26","99,421,314.78","105,563,185.75","73,372,897.71","101,060,581.89","129,736,495.73","19,082,343.58","32,751,014.33","42,473,604.40","51,233,594.86","11,254,302.64","28,726,278.69","39,739,592.60","59,357,454.59","11,559,945.64","30,637,880.08","43,335,814.42","53,480,068.57","17,915,557.24","34,958,878.96","46,694,114.34","60,635,608.25","11,128,573.69","18,233,925.43","40,998,707.71","50,520,226.81","7,208,132.16","14,957,386.17","23,224,453.85","29,163,081.98","10,887,774.73","13,545,096.45","21,014,725.14","35,443,879.57"
收到其他与筹资活动有关的现金,,,"53,730,000.00",,,,,,,"12,000,000.00",,,,"68,900,000.00",,,,,,"53,854,974.00",,"107,761,974.00",,"5,000,000.00","5,000,000.00","3,050,000.00","403,550,628.00","781,431,313.00","757,072,823.59","106,954,855.00",,,,"219,552,865.10"
支付其他与经营活动有关的现金,"94,584,462.97","92,320,599.07","105,429,772.39","155,375,293.93","141,874,331.29","148,245,602.11","19,549,632.71","52,491,790.46","33,622,890.45","95,671,106.01","42,299,419.64","213,910,486.11","185,252,761.34","129,521,379.05","21,790,136.25","113,766,495.21","123,470,039.94","218,442,987.01","24,162,013.50","81,623,221.69","163,582,384.65","291,115,046.57","113,314,171.10","219,160,609.59","186,990,184.85","286,409,861.67","46,638,602.77","159,466,786.87","248,100,937.84","192,298,545.04","44,693,386.93","180,821,222.16","142,627,001.94","194,406,463.21"
筹资活动现金流入小计,"709,675,285.47","1,053,115,942.51","1,453,378,512.00","786,210,677.50","1,180,169,788.38","2,486,069,863.92","66,983,255.35","329,723,181.35","574,626,509.35","971,743,537.46","566,177,798.00","1,073,471,856.45","1,844,114,583.36","2,211,613,329.80","688,027,472.00","1,560,790,093.00","2,231,265,685.00","2,419,950,440.00","704,851,298.18","1,271,391,066.31","2,040,497,749.31","2,657,542,859.72","663,762,966.00","1,145,492,317.19","1,861,244,717.19","2,417,498,251.09","1,037,887,628.00","2,237,622,587.96","2,640,283,698.55","3,200,207,277.24","568,892,200.00","2,067,226,447.93","2,825,037,217.36","4,134,161,407.70"
经营活动现金流出小计,"1,968,561,646.42","2,675,556,682.11","2,386,700,330.08","1,415,052,564.39","2,774,455,234.13","1,988,435,825.48","601,172,217.23","1,622,975,124.28","2,551,889,967.15","3,226,854,204.52","847,875,676.97","1,791,105,274.97","2,816,680,695.60","2,159,288,885.84","913,677,536.61","1,844,846,768.96","2,585,596,606.31","1,940,047,016.60","586,660,174.37","1,316,142,405.04","1,934,998,065.07","1,780,743,242.65","736,442,456.52","1,018,412,697.11","1,351,246,256.74","1,694,959,214.21","380,611,392.80","933,585,048.55","1,337,657,895.62","1,482,900,888.41","465,889,075.33","1,443,998,164.31","2,398,017,047.94","2,697,737,812.76"
偿还债务支付的现金,"322,124,212.00","771,713,680.00","1,170,522,706.00","388,929,337.00","734,711,307.72","1,560,851,958.72","322,715,496.45","518,070,535.45","749,503,599.02","959,596,273.38","304,923,970.23","891,952,930.23","1,340,272,595.23","1,824,018,658.73","253,310,268.57","848,989,952.57","1,353,344,352.57","1,644,983,802.57","490,244,960.00","878,003,122.31","1,972,660,797.65","2,503,720,244.31","493,621,122.70","1,175,783,797.89","2,005,000,938.19","2,389,376,692.87","541,384,418.91","1,560,191,050.69","2,052,388,806.45","2,616,321,277.40","881,659,147.28","2,139,733,765.21","2,819,403,165.21","3,507,353,467.28"
经营活动产生的现金流量净额,"94,947,188.48","458,272,646.22","94,769,921.32","-163,996,316.28","-63,371,431.97","389,013,515.49","20,913,067.02","16,901,576.66","-25,551,226.87","87,628,575.07","-52,241,787.75","70,405,830.95","17,974,455.01","445,930,901.29","-121,618,641.96","-256,088,828.09","-424,335,569.23","-155,479,887.20","23,533,002.87","317,932,041.21","347,206,147.82","400,589,007.36","-28,074,565.91","126,758,914.81","110,668,100.61","20,632,788.47","41,786,260.26","-109,265,678.50","-265,218,446.08","104,417,132.72","38,746,115.52","41,393,771.56","-85,893,060.00","32,500,954.17"
分配股利、利润或偿还利息支付的现金,"39,050,886.14","67,197,586.99","109,891,637.85","84,397,598.17","87,633,204.91","125,809,384.16","31,374,179.70","51,341,865.64","77,741,156.17","106,377,706.83","10,569,134.41","21,533,165.54","76,741,035.83","86,017,488.16","16,905,303.20","33,407,216.36","64,494,152.56","104,780,057.80","16,295,379.59","59,190,867.14","82,309,910.11","99,606,575.05","16,659,943.14","54,214,983.29","90,390,741.14","89,237,158.93","13,644,589.08","55,047,351.40","73,423,870.65","106,168,568.85","16,748,200.09","38,742,478.19","83,324,539.25","115,722,326.75"
收回投资收到的现金,,,"81,820,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00",,,,
支付其他与筹资活动有关的现金,,"53,730,000.00","3,468,517.96","31,581,067.45","44,875,000.00","82,643,150.54","2,764,395.91","2,844,720.95","19,895.86",,,,,"80,180,000.00",,,,"87,761,974.00",,,,,"76,948,975.00","20,100,000.00","20,100,000.00",,"271,717,315.00","246,969,315.00","239,019,315.00","10,050,000.00","5,987,888.88","22,400,000.00","80,687,933.33","159,552,865.10"
取得投资收益收到的现金,,,"150,000.00",,,,"150,000.00","150,000.00","150,000.00","300,000.00",,"150,000.00","150,000.00","150,000.00",,,,"150,000.00",,,,,,,"4,500,000.00","4,846,561.76",,,,"126,955.22","65,374.57",,,"515,801.77"
筹资活动现金流出小计,"361,175,098.14","892,641,266.99","1,283,882,861.81","504,908,002.62","867,219,512.63","1,769,304,493.42","356,854,072.06","572,257,122.04","827,264,651.05","1,065,973,980.21","315,493,104.64","913,486,095.77","1,417,013,631.06","1,990,216,146.89","270,215,571.77","882,397,168.93","1,417,838,505.13","1,837,525,834.37","506,540,339.59","937,193,989.45","2,054,970,707.76","2,603,326,819.36","587,230,040.84","1,250,098,781.18","2,115,491,679.33","2,478,613,851.80","826,746,322.99","1,862,207,717.09","2,364,831,992.10","2,732,539,846.25","904,395,236.25","2,200,876,243.40","2,983,415,637.79","3,782,628,659.13"
处置固定资产、无形资产和其他长期资产收回的现金净额,"18,367,822.54","763,689.68","10,708,300.27","2,000,000.00","3,923,645.66","5,094,699.70",,,,"2,284,453.05",,,,"885,777.38",,"370,958.54","370,958.54","430,760.10","421,439.67","434,855.83","434,855.83","654,388.12",,,,779.56,,,,"84,356.21","64,534,542.00","70,000,000.00","70,000,000.00","73,084,255.07"
筹资活动产生的现金流量净额,"348,500,187.33","160,474,675.52","169,495,650.19","281,302,674.88","312,950,275.75","716,765,370.50","-289,870,816.71","-242,533,940.69","-252,638,141.70","-94,230,442.75","250,684,693.36","159,985,760.68","427,100,952.30","221,397,182.91","417,811,900.23","678,392,924.07","813,427,179.87","582,424,605.63","198,310,958.59","334,197,076.86","-14,472,958.45","54,216,040.36","76,532,925.16","-104,606,463.99","-254,246,962.14","-61,115,600.71","211,141,305.01","375,414,870.87","275,451,706.45","467,667,430.99","-335,503,036.25","-133,649,795.47","-158,378,420.43","351,532,748.57"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-614,437.06","-1,262,128.89","56,770.42","-9,498.61","-10,738.40","182,821.83","632,643.67","207,540.27","2,390,401.09","312,859.41","-2,397,993.20","-5,533,369.04","-4,301,450.23","-69,295.28","1,959,140.00","-9,384,733.63","-11,788,832.94","-6,015,041.71","-4,525,384.06","-5,019,833.97","-3,391,992.19","2,505,836.10","2,306,146.80","5,674,876.49","3,514,504.73","12,878,107.09","-3,640,259.99","-11,055,313.21","-9,735,271.30","17,724,755.63","5,239,677.54","2,886,146.70","3,972,797.56","-10,752,397.74"
收到其他与投资活动有关的现金,,,,,,,"15,765,194.61","28,522,412.91",,"9,040,000.00",,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"18,367,822.54","763,689.68","92,678,300.27","2,000,000.00","3,923,645.66","5,094,699.70","15,915,194.61","28,672,412.91","150,000.00","11,624,453.05",,"150,000.00","150,000.00","1,035,777.38",,"370,958.54","370,958.54","580,760.10","421,439.67","434,855.83","434,855.83","654,388.12",,,"4,500,000.00","4,847,341.32",,,,"10,211,311.43","64,599,916.57","70,000,000.00","70,000,000.00","73,600,056.84"
五、现金及现金等价物净增加额,"53,990,106.43","221,941,687.71","-189,501,950.53","-155,219,280.43","-86,843,833.52","528,104,052.63","-325,377,751.32","-345,334,812.76","-557,868,877.46","-403,589,010.60","-121,970,605.43","2,378,794.26","136,357,194.25","18,456,785.73","200,431,158.15","113,052,162.68","-110,946,272.43","-38,546,441.97","138,243,195.85","406,706,908.18","48,286,940.01","166,296,425.19","-3,380,441.22","-92,657,847.79","-328,033,332.92","-278,533,864.17","175,690,049.74","168,280,922.13","-96,292,410.65","290,189,730.40","-247,710,988.26","-70,856,371.86","-290,347,968.18","152,897,347.26"
购建固定资产、无形资产和其他长期资产支付的现金,"249,745,335.96","227,553,916.18","481,901,472.25","274,516,140.42","340,335,584.56","582,952,354.89","72,967,839.91","148,582,401.91","282,219,909.98","408,924,455.38","96,158,505.05","177,629,428.33","259,566,762.83","604,837,780.57","97,721,240.12","300,238,158.21","488,620,008.67","460,056,878.79","79,496,821.22","240,837,231.75","281,489,113.00","291,668,846.75","54,144,947.27","120,485,175.10","162,468,976.12","250,632,305.34","73,597,255.54","86,812,957.03","96,790,399.72","309,810,900.37","20,793,661.64","51,486,494.65","120,049,285.31","293,984,014.58"
期初现金及现金等价物余额,"139,691,235.09","193,681,341.52","415,623,029.23","226,121,078.70","226,121,078.70","226,121,078.70","754,225,131.33","754,225,131.33",,"754,225,131.33","350,636,120.73","350,636,120.73","350,636,120.73","350,636,120.73","369,092,906.46","369,092,906.46","369,092,906.46","369,092,906.46","330,546,464.49","330,546,464.49","330,666,325.59","330,546,464.49","496,842,889.68","496,842,889.68","516,926,527.79","496,842,889.68","218,309,025.51","218,309,025.51","218,309,025.51","218,309,025.51","508,498,755.91","508,498,755.91","508,498,755.91","508,498,755.91"
投资支付的现金,"17,342,082.50","35,040,000.00","41,200,000.00",,,,,,,,"45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00",,,,,,,,,,,"30,000,000.00",,,,,"20,000.00",,,,
期末现金及现金等价物余额,"193,681,341.52","415,623,029.23","226,121,078.70","70,901,798.27","139,277,245.18","754,225,131.33","428,847,380.01","408,890,318.57","-557,868,877.46","350,636,120.73","228,665,515.30","353,014,914.99","486,993,314.98","369,092,906.46","569,524,064.61","482,145,069.14","258,146,634.03","330,546,464.49","468,789,660.34","737,253,372.67","378,953,265.60","496,842,889.68","493,462,448.46","404,185,041.89","188,893,194.87","218,309,025.51","393,999,075.25","386,589,947.64","122,016,614.86","508,498,755.91","260,787,767.65","437,642,384.05","218,150,787.73","661,396,103.17"
