科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"4,879,635.94","14,710,500.66","32,900,724.24","28,032,379.77","44,049,727.60","57,870,839.05","14,466,380.93","35,392,530.06","45,219,256.03","57,651,806.24","18,287,769.21","37,179,519.72","57,075,141.82","101,591,413.44","24,216,966.78","50,832,770.37","77,824,790.35","98,106,511.43","39,909,654.95","85,909,257.14","118,452,755.49","147,680,695.05","42,764,156.40","83,546,626.12","130,358,004.09","186,778,810.69","58,392,301.61","126,038,087.15","192,324,661.74","248,634,026.24","62,796,422.88","109,322,141.63","153,217,637.44"
取得借款收到的现金,,,,,,,,,,,,,,,,,"106,148,000.00","212,000,000.00","16,500,000.00","30,361,617.50","144,661,089.93","273,010,489.17","128,000,000.00","323,692,904.80","490,434,310.16","928,642,614.23","271,510,363.77","398,575,329.81","414,903,226.62","527,200,900.59","545,907,633.28","1,011,518,294.88","1,219,455,755.15"
支付的各项税费,"2,280,613.79","4,167,979.34","16,254,326.61","11,160,440.75","17,443,720.30","19,539,111.60","12,407,809.44","16,094,706.33","21,965,485.83","25,852,194.31","16,604,075.05","22,690,067.36","31,286,432.47","41,809,171.20","23,988,495.06","40,322,395.73","52,728,773.34","53,206,236.50","25,273,725.41","51,614,784.76","61,860,407.25","79,677,555.05","24,861,220.82","49,290,351.20","56,289,713.61","76,513,149.89","32,759,406.15","72,480,362.93","102,812,919.17","144,115,549.84","34,035,893.90","71,624,548.57","94,042,618.04"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"5,220,000.00",,,,"1,200,000.00",,"6,000,000.00","6,000,000.00","22,790,000.00",,,
支付其他与经营活动有关的现金,"9,658,345.76","24,523,795.91","31,704,993.43","16,277,752.56","28,136,167.57","28,255,746.23","6,499,496.86","14,328,854.56","22,280,934.02","44,007,104.00","11,331,053.73","22,231,634.25","60,702,998.33","62,802,734.45","17,097,663.68","33,966,697.73","54,665,679.99","96,377,681.99","12,350,173.95","62,334,239.75","37,435,889.97","115,234,805.99","28,862,653.01","56,410,918.58","77,994,100.41","90,728,435.60","54,099,924.83","121,108,214.24","165,776,891.86","207,402,136.26","141,155,554.54","244,669,770.01","479,403,297.15"
筹资活动现金流入小计,,"69,213,932.71","101,077,807.00",,,"1,190,547,600.00",,,,,,"1,220,930.00","1,220,930.00","1,220,930.00","2,000,000.00","2,000,000.00","108,114,976.33","213,979,600.00","16,500,000.00","30,361,617.50","144,661,089.93","278,230,489.17","128,000,000.00","323,692,904.80","490,434,310.16","931,252,614.23","309,510,363.77","1,133,575,323.78","1,213,403,220.59","1,353,247,032.25","546,272,633.28","1,012,095,437.74","1,221,832,898.01"
经营活动现金流出小计,"23,546,609.97","52,748,832.36","93,961,916.62","68,318,051.75","110,095,945.02","136,078,170.84","43,303,576.48","79,710,243.07","109,194,780.67","155,581,139.23","54,542,117.12","101,231,273.60","201,328,956.19","317,638,060.13","135,940,498.79","235,936,704.40","339,471,209.23","456,634,877.41","126,583,391.24","309,298,065.58","391,146,659.39","580,452,721.38","164,360,412.94","337,904,541.51","475,725,811.53","688,735,150.26","236,116,684.44","475,712,359.83","954,418,711.25","1,366,661,908.16","724,590,968.54","1,786,319,040.89","2,869,618,582.64"
偿还债务支付的现金,,,,,,,,,,,,,,"31,000,000.00","2,000,000.00",,"5,468,644.00","12,000,000.00","7,000,000.00","13,876,876.00","119,105,968.50","219,250,071.16","67,330,810.08","72,426,506.83","186,494,218.85","312,952,159.00","310,306,540.44","432,786,472.49","504,053,802.58","619,657,919.36","271,364,577.70","460,365,456.89","490,131,018.74"
经营活动产生的现金流量净额,"4,163,988.08","6,186,348.07","26,982,842.10","-20,983,642.59","5,993,957.84","17,630,417.35","6,498,801.19","8,773,546.75","-3,001,955.84","8,851,568.78","-2,778,408.28","-7,851,358.35","-9,884,148.36","96,036,904.37","-38,578,335.08","-11,928,880.93","22,801,644.17","90,715,078.67","26,223,705.73","8,536,312.15","20,677,693.09","114,711,162.75","-32,570,714.16","-95,848,164.91","-107,434,470.64","-61,360,403.04","-98,928,906.12","-200,365,029.42","-262,870,822.64","-202,784,101.45","-145,784,151.84","-313,811,998.03","-482,776,173.13"
分配股利、利润或偿还利息支付的现金,,,,,,,,,,,,"26,170,618.25","33,799,152.34","37,090,246.35",,,"5,688,919.55","27,785,069.50","1,126,723.34","18,306,546.87","24,137,317.59","44,233,959.21","5,121,509.09","11,542,072.37","28,752,271.62","42,973,631.71","9,932,456.79","32,974,190.72","118,041,154.52","162,685,059.12","10,729,866.41","22,980,032.36","37,489,965.39"
收回投资收到的现金,,"1,000,000.00",,,,,,,,,,,,"648,000.00",,,"3,000,000.00","2,000,000.00",,,,,,,,,,,,,,,"2,463,437.50"
支付其他与筹资活动有关的现金,,,,,,"3,754,440.00","1,085,422.50","3,134,302.50","3,134,302.50","3,223,270.00",,,"92,020.16","20,866,019.74","1,600,000.00",,"224,759.25","11,100,000.00","87,722.21","285,263.96","535,263.96","4,798,430.47",,"7,402,031.00","7,402,031.00","8,633,631.00","37,716.00","29,251,566.67","30,290,265.11","39,768,459.70","22,400,000.00","28,033,616.00","28,983,616.00"
取得投资收益收到的现金,,,,,,,,,,,,,,"119,600.00",,,,"1,000,000.00",,,,,,,,,,,,,,"11,243,216.52","11,243,216.52"
筹资活动现金流出小计,,,,,,"3,754,440.00","1,085,422.50","3,134,302.50","3,134,302.50","3,223,270.00",,"26,170,618.25","33,891,172.50","88,956,266.09","3,600,000.00",,"11,382,322.80","50,885,069.50","8,214,445.55","32,468,686.83","143,778,550.05","268,282,460.84","72,452,319.17","91,370,610.20","222,648,521.47","364,559,421.71","320,276,713.23","495,012,229.88","652,385,222.21","822,111,438.18","304,494,444.11","511,379,105.25","556,604,600.13"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"84,493.52","724,835.30",,"180,000.00","180,000.00",,,,800.00,,,"194,769.23","184,350.00","9,450.00","9,450.00","9,450.00","51,450.00","23,200.00","63,200.00","64,920.00","64,920.00",,,,"267,274.73","7,000,000.00","7,034,000.00","7,228,174.76","7,048,500.00","10,000,000.00","560,511.58","973,971.22"
筹资活动产生的现金流量净额,,"69,213,932.71","101,077,807.00",,,"1,186,793,160.00","-1,085,422.50","-3,134,302.50","-3,134,302.50","-3,223,270.00",,"-24,949,688.25","-32,670,242.50","-87,735,336.09","-1,600,000.00","2,000,000.00","96,732,653.53","163,094,530.50","8,285,554.45","-2,107,069.33","882,539.88","9,948,028.33","55,547,680.83","232,322,294.60","267,785,788.69","566,693,192.52","-10,766,349.46","638,563,093.90","561,017,998.38","531,135,594.07","241,778,189.17","500,716,332.49","665,228,297.88"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"975,917.04",,,,"19,327.21",,,
四、汇率变动对现金的影响,,"-533,291.01","-45,100.31","-113,968.68","-1,751,323.38","-1,210,024.14","-934,894.04","-2,004,061.94","-3,708,715.65","-573,830.47","-187,679.72","273,972.95","239,868.74","-609,022.27","-621,696.15","-682,209.05","-930,278.12","-1,478,743.26","667,110.77","440,038.16","470,051.78","-1,356,584.07","-877,383.39","-2,799,010.96","4,272,205.01","2,782,526.22","-1,600,910.01","-119,929.50","2,226,162.56","10,849,533.62","-969,489.32","-4,105,072.93","-6,863,683.62"
收到其他与投资活动有关的现金,,,,,,,,,,,"65,249,040.57",,,,,,,,,,"24,317,352.16",,,,,,"322,920.00","30,209,726.91","33,525,090.89","33,899,013.14",,"6,299,641.99","6,112,683.48"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"1,084,493.52","724,835.30",,"180,000.00","180,000.00",,,,800.00,"65,249,040.57",,"194,769.23","951,950.00","9,450.00","9,450.00","3,009,450.00","3,051,450.00","23,200.00","63,200.00","24,382,272.16","64,920.00",,,,"1,243,191.77","7,322,920.00","37,243,726.91","40,753,265.65","40,966,840.35","10,000,000.00","18,103,370.09","20,793,308.72"
五、现金及现金等价物净增加额,"-5,421,061.37","49,444,627.45","100,592,029.43","-37,006,926.54","-15,712,404.79","1,177,333,875.53","-1,453,874.73","-19,138,351.41","-88,367,672.29","-1,186,000,329.68","10,094,718.79","-288,313,900.78","-544,207,760.32","-457,141,188.69","-62,003,805.34","-185,473,038.98","-132,469,167.08","-207,126,111.25","-16,052,319.64","-176,110,527.68","-242,110,858.75","-172,914,527.59","-4,155,093.27","-27,798,812.27","-77,330,269.52","214,449,730.99","-119,736,114.83","334,908,463.89","166,577,986.27","67,872,158.88","88,767,050.75","-59,784,077.87","-101,194,553.81"
购建固定资产、无形资产和其他长期资产支付的现金,"9,585,049.45","26,506,855.84","16,380,354.66","13,909,315.27","18,135,039.25","24,059,677.68","5,932,359.38","22,773,533.72","78,522,698.30","121,962,367.35","52,038,233.78","105,361,245.09","189,513,662.25","234,378,058.72","20,998,501.61","68,743,659.49","147,954,897.15","207,959,095.74","49,836,907.59","57,759,672.24","79,113,485.20","109,308,109.54","10,626,466.55","53,943,866.64","110,521,038.07","154,009,051.58","11,720,002.97","32,421,515.80","45,238,071.92","41,445,253.22","9,385,662.94","18,406,156.19","41,370,988.39"
期初现金及现金等价物余额,"10,706,615.38","5,285,554.01","54,730,181.46","155,322,210.89","155,322,210.89","155,322,210.89","1,332,656,086.42","1,332,656,086.42","1,332,656,086.42","1,332,656,086.42","146,655,756.74","1,215,748,987.38","1,319,150,931.40","1,215,748,987.38","758,607,798.69","758,607,798.69","758,580,015.70","758,607,798.69","551,481,687.44","551,481,687.44","551,481,687.44","551,481,687.44","378,567,159.89","378,567,159.85","378,567,159.85","378,567,159.85","593,016,890.84","593,016,890.84","593,016,890.84","593,016,890.84","660,889,049.72","660,889,049.72","660,866,315.30"
投资支付的现金,,,"648,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,,,"146,885,720.00","307,376,166.36","52,619,341.64",,"43,112,387.01","104,313,017.01","104,457,830.00","1,414,983.00","123,129,725.50","207,252,538.74","24,284,548.06","15,627,060.00","6,645,980.00","16,245,980.00","26,245,980.00","3,840,000.00","54,800,000.00","73,529,009.26","170,177,761.42","6,100,000.00","94,300,000.00","98,770,000.00"
期末现金及现金等价物余额,"5,285,554.01","54,730,181.46","155,322,210.89","118,315,284.35","139,609,806.10","1,332,656,086.42","1,331,202,211.69","1,313,517,735.01","1,244,288,414.13","146,655,756.74","156,750,475.53","937,629,861.00","774,943,171.08","758,607,798.69","696,603,993.35","573,134,759.71","626,110,848.62","551,481,687.44","535,429,367.80","375,371,159.76","309,370,828.69","378,567,159.85","374,412,066.62","350,768,347.58","301,236,890.33","593,016,890.84","473,280,776.01","927,925,354.73","759,594,877.11","660,889,049.72","749,656,100.47","601,104,971.85","559,671,761.49"
