科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"6,234,775.21","10,327,515.73","21,182,422.91","7,534,268.56","15,960,410.06","25,675,077.08","49,147,211.20","27,632,752.38","38,216,993.43","66,247,164.98","52,924,681.63","39,856,413.90","49,802,486.28","75,763,313.03","102,014,412.22","65,761,389.64","96,078,352.47","132,777,425.68","165,680,168.51","73,735,795.98","119,009,633.46","150,197,001.84","182,525,505.19","94,390,344.03","132,355,105.93","175,222,594.52","214,642,010.40","106,437,331.97","144,128,755.93","202,679,589.55","267,181,924.15","104,459,746.98","197,291,054.15","263,148,695.23","337,942,161.76","117,728,535.55","228,596,758.73","315,612,963.04","404,320,726.72","165,725,121.56","211,636,315.04","257,685,965.92","316,520,630.72","112,089,841.06","166,162,292.12"
取得借款收到的现金,"1,280,000,000.00","1,560,000,000.00","1,910,000,000.00","900,000,000.00","1,480,000,000.00","1,880,000,000.00","1,880,000,000.00","740,000,000.00","1,620,000,000.00","2,420,000,000.00","3,170,000,000.00",,"1,668,000,000.00","2,100,000,000.00","3,140,000,000.00","400,000,000.00","1,670,000,000.00","2,468,050,000.00","5,268,800,000.00","785,000,000.00","1,562,000,000.00","2,312,500,000.00","4,882,500,000.00","1,069,000,000.00","3,643,500,000.00","3,842,500,000.00","5,132,500,000.00","100,000,000.00","1,980,714,322.50","2,159,614,322.50","2,954,114,322.50","1,160,000,000.00","2,220,000,000.00","2,660,000,000.00","3,290,000,000.00","2,076,000,000.00","1,620,000,000.00","2,262,900,000.00","2,519,590,740.00","150,000,000.00","463,000,000.00","900,000,000.00","2,970,000,000.00","5,108,000,000.00","12,823,297,012.66"
支付的各项税费,"56,621,346.86","208,518,212.91","592,784,072.04","67,077,729.03","239,836,703.00","302,077,381.15","338,930,861.24","231,026,113.26","497,800,013.94","609,315,453.01","668,621,092.31","145,839,741.40","605,764,065.18","721,791,397.46","1,072,514,715.36","970,116,838.34","1,746,438,458.19","1,952,352,805.73","2,013,748,944.05","57,484,465.54","458,483,733.52","858,646,700.12","1,045,425,756.59","251,905,042.71","926,062,004.99","1,114,479,689.84","1,293,584,782.45","283,477,681.57","557,790,987.94","1,036,563,945.64","1,178,651,384.62","307,938,360.36","913,487,667.45","1,340,675,372.25","1,765,460,541.63","617,305,715.13","2,077,572,616.85","2,643,904,207.82","2,819,440,977.26","847,289,430.87","1,801,245,681.42","2,391,127,068.21","2,515,872,137.88","1,137,391,400.64","1,710,098,332.85"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,"1,044,249,008.89","738,305,100.00","1,093,028,879.88","2,204,992,048.00","3,530,221,925.00","226,850,000.00","756,350,157.92","1,418,305,000.00","151,000,000.00","48,000,000.00","247,795,000.00","935,858,641.15","1,834,120,750.00","646,783,190.43","2,047,217,580.43","2,582,155,275.43","3,178,498,226.97","669,770,000.00","976,130,000.00","545,563,000.00","608,063,000.00",,,"57,722,576.50","167,401,000.00","257,814,836.05","693,655,424.41","975,373,111.82","3,735,736,522.43","3,854,249,645.52","6,346,025,110.39"
支付其他与经营活动有关的现金,"33,400,487.56","35,498,886.88","78,458,570.47","13,158,550.58","129,571,813.48","509,858,982.09","335,191,203.18","39,790,612.97","115,054,401.45","667,704,975.66","610,027,757.82","359,437,807.76","344,714,141.56","448,010,897.73","429,610,418.63","261,053,733.99","288,212,327.41","522,468,111.82","337,318,830.90","44,522,185.66","112,635,457.53","152,294,547.09","223,791,387.38","71,206,717.69","118,444,566.96","229,704,134.31","239,512,315.05","77,092,511.13","133,926,840.19","180,337,041.97","199,658,468.99","143,721,721.86","127,387,728.81","197,696,714.33","241,086,510.76","101,673,107.37","629,393,480.77","430,784,682.03","438,090,523.46","182,874,240.29","348,210,171.30","2,991,178,571.22","1,820,719,461.60","1,007,006,113.65","389,547,452.81"
筹资活动现金流入小计,"1,631,672,808.00","1,911,672,808.00","2,261,672,808.00","1,050,000,000.00","2,909,260,000.00","3,309,260,000.00","3,309,260,000.00","740,000,000.00","1,620,000,000.00","2,420,000,000.00","3,410,000,000.00",,"1,668,000,000.00","2,100,000,000.00","4,706,749,008.89","1,153,305,100.00","3,383,528,879.88","5,393,542,048.00","9,519,521,925.00","1,011,850,000.00","2,318,350,157.92","3,730,805,000.00","5,033,500,000.00","1,189,000,000.00","3,963,295,000.00","5,120,358,641.15","7,308,620,750.00","811,683,190.43","4,092,831,902.93","4,806,669,597.93","6,197,512,549.47","2,249,770,000.00","3,616,130,000.00","3,625,563,000.00","5,215,363,000.00","4,797,213,731.18","4,345,124,897.02","7,122,563,473.52","7,549,636,637.02","2,522,814,836.05","3,271,655,424.41","4,043,373,111.82","10,293,736,522.43","11,206,879,975.28","21,499,214,548.00"
经营活动现金流出小计,"548,976,289.16","1,968,983,122.90","4,984,022,230.25","1,474,866,025.96","3,236,468,589.40","3,949,069,534.70","5,014,373,323.75","952,295,044.44","2,391,237,267.76","5,610,366,506.85","6,746,394,958.12","1,160,448,321.20","5,269,571,779.11","8,194,128,976.89","11,154,043,002.52","5,278,184,975.96","7,870,714,710.33","9,042,427,476.44","11,370,763,640.61","796,229,651.51","2,036,410,321.16","3,682,349,924.96","4,493,166,232.76","1,755,918,560.12","3,882,763,114.54","5,734,293,384.78","9,559,873,118.70","2,972,084,979.63","5,272,937,893.70","8,316,907,685.62","9,726,046,673.45","2,779,988,494.28","4,767,884,473.61","6,868,928,080.06","8,967,816,230.27","2,351,960,322.71","5,442,797,191.91","7,254,292,731.11","8,812,103,450.69","2,351,613,485.59","4,592,238,453.53","9,471,776,646.39","16,558,462,400.26","13,416,322,246.41","19,828,739,757.60"
偿还债务支付的现金,"500,000,000.00","500,000,000.00","820,000,000.00","6,110,000.00","192,220,000.00","578,330,000.00","584,440,000.00","422,080,000.00","1,973,470,000.00","2,030,830,000.00","2,436,940,000.00","17,360,000.00","23,470,000.00","175,838,500.00","1,136,940,000.00","427,360,000.00","1,878,470,000.00","2,129,830,000.00","3,576,940,000.00","735,360,000.00","1,746,470,000.00","3,025,911,062.51","4,290,440,000.00","1,127,360,000.00","2,744,470,000.00","3,580,880,000.00","4,450,740,000.00","111,110,000.00","1,517,500,000.00","2,014,890,000.00","5,149,280,000.00","1,063,890,000.00","1,981,280,000.00","3,013,894,322.50","4,722,674,322.50","511,810,000.00","576,430,000.00","3,703,150,000.00","3,953,740,200.00","2,100,710,000.00","2,304,370,000.00","3,219,149,800.00","4,768,019,800.00","2,266,670,000.00","3,388,670,000.00"
经营活动产生的现金流量净额,"-161,463,283.81","-32,730,539.51","-1,069,040,176.95","-819,786,705.94","-1,684,492,219.69","-2,180,478,757.26","-1,802,767,596.60","520,073,665.06","1,499,053,160.39","-380,561,909.68","-99,070,784.75","539,013,394.75","-2,311,836,815.53","212,525,960.77","198,605,461.18","-2,456,195,704.92","-2,812,477,096.49","-3,364,586,089.07","-4,912,403,249.07","127,322,441.85","2,245,145,931.59","2,167,520,878.05","4,512,862,725.08","1,545,113,740.35","2,003,837,682.03","2,230,423,608.27","405,373,880.04","-1,492,282,682.51","-2,039,288,803.81","-2,656,373,254.67","-1,317,042,447.78","-446,050,184.03","2,210,541,712.51","6,127,821,483.52","8,048,609,243.17","3,724,687,106.16","6,734,824,861.66","10,665,673,600.51","13,131,138,943.66","2,460,312,907.39","3,985,864,436.81","5,963,660,774.87","3,429,860,913.03","-10,320,821,450.77","-11,419,416,632.11"
分配股利、利润或偿还利息支付的现金,"50,869,100.00","73,053,587.82","150,522,400.00","40,899,136.33","94,956,979.85","160,191,424.74","229,808,892.11","52,247,310.20","211,000,815.85","248,580,358.67","324,200,193.58","63,477,948.05","193,175,416.46","291,783,804.69","482,710,434.45","519,205,540.37","699,687,798.08","966,440,712.90","936,348,004.30","158,853,069.14","381,322,545.45","381,322,545.45","756,019,486.82","166,120,819.80","454,261,352.01","741,292,997.93","907,192,468.97","160,758,758.37","490,757,853.93","683,705,703.66","838,410,225.58","109,244,242.06","312,810,950.66","617,555,413.44","714,080,817.10","78,461,103.21","300,646,452.93","413,489,581.65","482,340,681.97","50,828,032.70","293,984,353.32","396,247,421.84","1,167,942,998.38","157,737,644.07","501,038,793.93"
收回投资收到的现金,"987,000.00","987,000.00","987,000.00",,"155,007,480.00","188,639,776.15","159,195,880.00",,,,,,,,"185,000,000.00",,"975,000,000.00","1,788,000,000.00","305,000,000.00","24,000,000.00","21,950,000.00","21,950,000.00","29,260,201.84","2,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00","72,195,166.73","75,295,166.73","72,195,166.73","294,320,000.00","10,000,000.00","66,890,000.00","66,890,000.00","184,610,000.00",,,"115,949,214.12","739,751,872.52","6,915,612,127.87","16,847,970,570.02","34,382,000,429.60","43,056,414,676.18","2,198,799,916.56","2,843,982,796.56"
支付其他与筹资活动有关的现金,,,,,"10,418,950.00","11,300,750.00","11,300,750.00",,"2,275,000.00","5,648,437.93","7,205,000.00",,"6,139,000.00","6,139,000.00","158,570,509.91","129,180,000.00","517,278,500.00","1,349,155,545.12","2,481,062,709.07","756,500,000.00","1,908,580,188.01","2,189,710,000.00","4,012,086,258.48","317,247,017.00","1,393,380,000.00","1,325,447,017.00","2,146,652,200.00",,"11,424,700.00","11,424,700.00","12,008,800.00","502,157,000.00","1,270,629,951.54","1,923,900,000.00","2,331,156,036.54","1,345,070,408.33","4,603,764,554.06","3,952,989,512.56","2,813,577,387.73","523,300,000.00","1,529,943,576.19","2,246,074,148.01","3,155,481,698.47","113,212,739.95","2,008,979,128.75"
取得投资收益收到的现金,,,,,,,,,,,,,,,"274,395.19",,"1,529,154.40","3,591,428.36","4,084,442.05",,"478,209.37","479,850.72","376,409.18",,"262,952,312.66","263,253,598.29","263,639,301.57","141,718.43","220,794.55","17,865,380.61","784,099.89","74,920.65","45,055,709.97","67,811,288.42","874,132.32",,"329,648.63","5,031,195.28","108,631,490.94","39,857,896.16","68,594,600.31","123,892,232.85","140,229,520.76","11,012,839.67","38,703,002.37"
筹资活动现金流出小计,"550,869,100.00","573,053,587.82","970,522,400.00","47,009,136.33","297,595,929.85","749,822,174.74","825,549,642.11","474,327,310.20","2,186,745,815.85","2,285,058,796.60","2,768,345,193.58","80,837,948.05","222,784,416.46","473,761,304.69","1,778,220,944.36","1,075,745,540.37","3,095,436,298.08","4,445,426,258.02","6,994,350,713.37","1,650,713,069.14","4,036,372,733.46","5,596,943,607.96","9,058,545,745.30","1,610,727,836.80","4,592,111,352.01","5,647,620,014.93","7,504,584,668.97","271,868,758.37","2,019,682,553.93","2,710,020,403.66","5,999,699,025.58","1,675,291,242.06","3,564,720,902.20","5,555,349,735.94","7,767,911,176.14","1,935,341,511.54","5,480,841,006.99","8,069,629,094.21","7,249,658,269.70","2,674,838,032.70","4,128,297,929.51","5,861,471,369.85","9,091,444,496.85","2,537,620,384.02","5,898,687,922.68"
处置固定资产、无形资产和其他长期资产收回的现金净额,"7,000.00",,"288,450.53",,"3,240.00","3,240.00","15,631.20","101,030.00","39,818.00","151,993.00","155,243.00","39,602.00","36,867.00","36,867.00","60,502.00","50,000.00","50,000.00","84,530.00","88,050.00","8,000.00",,"38,250.00","18,750.00","33,400.00","129,013.14","170,100.00","344,303.14","107,527.00","105,000.00","118,208.00","139,918.00",680.08,,680.08,"78,166.21",,"16,520.00","27,065.75","406,822.73","27,849.09","49,849.09","49,849.09","59,006.00",,
筹资活动产生的现金流量净额,"1,080,803,708.00","1,338,619,220.18","1,291,150,408.00","1,002,990,863.67","2,611,664,070.15","2,559,437,825.26","2,483,710,357.89","265,672,689.80","-566,745,815.85","134,941,203.40","641,654,806.42","-80,837,948.05","1,445,215,583.54","1,626,238,695.31","2,928,528,064.53","77,559,559.63","288,092,581.80","948,115,789.98","2,525,171,211.63","-638,863,069.14","-1,718,022,575.54","-1,866,138,607.96","-4,025,045,745.30","-421,727,836.80","-628,816,352.01","-527,261,373.78","-195,963,918.97","539,814,432.06","2,073,149,349.00","2,096,649,194.27","197,813,523.89","574,478,757.94","51,409,097.80","-1,929,786,735.94","-2,552,548,176.14","2,861,872,219.64","-1,135,716,109.97","-947,065,620.69","299,978,367.32","-152,023,196.65","-856,642,505.10","-1,818,098,258.03","1,202,292,025.58","8,669,259,591.26","15,600,526,625.32"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,834,610.37",,,,"72,195,166.73",,,,,,,,"117,980,881.17","194,971,259.18","194,971,259.18","194,971,259.18","199,505,765.21",,
四、汇率变动对现金的影响,"-279,896.00","-99,528.66","-281,184.97",,-757.85,,-757.85,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,344,601.80","-1,868,844.84",,"1,425,978.07","2,688,906.36","54,301,271.57","-7,129,556.80","-29,974,731.84","-53,672,589.60","-68,167,613.38","-4,322,567.31","10,501,123.74"
收到其他与投资活动有关的现金,,,,,,,,,,,,821.40,,,,"520,000,000.00","393,600,000.00","504,000,000.00","102,141,375.00",,,,,,"645,337,161.00","653,081,038.60","645,337,161.00",,,,"916,610,381.79","1,500,000.00",,"1,500,000.00",,"298,882,907.00",,,"392,688,059.33","1,267,212,452.47","1,797,431,766.37","2,565,641,338.84","2,916,497,829.98","859,802,865.03","1,975,854,327.43"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"994,000.00","987,000.00","1,275,450.53",,"155,010,720.00","188,643,016.15","159,211,511.20","101,030.00","39,818.00","151,993.00","155,243.00","40,423.40","36,867.00","36,867.00","185,334,897.19","520,050,000.00","1,370,179,154.40","2,295,675,958.36","411,313,867.05","24,008,000.00","22,428,209.37","22,468,100.72","29,655,361.02","2,033,400.00","920,418,486.80","928,504,736.89","1,078,155,376.08","72,444,412.16","75,620,961.28","90,178,755.34","1,284,049,566.41","11,575,600.73","111,945,709.97","136,201,968.50","185,562,298.53","298,882,907.00","346,168.63","121,007,475.15","1,359,459,126.69","8,417,681,584.77","18,909,018,044.97","37,266,555,109.56","46,312,706,798.13","3,069,615,621.26","4,858,540,126.36"
五、现金及现金等价物净增加额,"757,809,560.61","1,133,161,010.97","2,504,049.61","172,401,777.67","1,078,677,716.97","492,965,255.68","719,984,072.54","783,441,531.57","927,371,380.67","-252,155,645.95","509,850,631.18","457,166,555.77","-896,098,595.79","1,809,276,148.17","2,237,671,249.82","-1,944,849,384.27","-2,329,279,516.29","-2,256,564,371.22","-2,789,181,585.99","-611,586,023.94","515,714,061.54","288,842,906.66","442,163,121.85","1,069,084,824.75","2,262,822,310.23","2,521,757,122.59","478,811,553.62","-987,357,159.81","-122,070,233.71","-766,629,212.51","-160,658,838.68","-533,006,817.67","1,185,622,217.90","2,091,982,658.47","1,698,162,075.83","5,113,603,289.72","3,163,977,683.52","4,901,893,610.76","5,417,719,469.53","-739,178,081.73","156,801,022.08","-227,251,171.34","585,926,727.17","-2,947,303,351.38","-423,799,416.76"
购建固定资产、无形资产和其他长期资产支付的现金,"7,237,487.58","18,607,661.04","28,592,967.00","10,802,380.06","3,504,095.64","3,443,957.91","29,223,926.79","2,405,853.29","4,975,781.87","6,686,932.67","32,888,633.49","1,049,314.33","24,877,928.60","24,889,072.71","87,336,710.03","5,063,238.98","105,044,156.00","176,440,030.49","185,853,415.60","2,053,396.65","33,837,503.88","35,007,464.15","61,906,218.95","2,181,495.80","32,617,506.59","38,256,865.79","50,043,401.74","3,583,321.52","10,926,740.18","16,398,907.45","24,259,481.20","2,610,992.31","8,632,253.92","11,046,455.81","16,198,146.43","6,429,144.76","18,075,581.55","21,411,806.69","37,218,846.14","5,161,123.02","12,884,108.84","27,297,161.43","57,589,522.01","4,261,453.52","10,512,404.42"
期初现金及现金等价物余额,,"416,692,444.84","416,692,444.84",,"419,196,494.45","419,196,494.45","427,641,541.54","1,147,625,614.08","1,147,625,614.08","1,147,625,614.08","1,147,625,614.08","1,657,476,245.26","1,657,476,245.26","1,657,476,245.26","1,657,476,245.26","3,895,147,495.08","3,895,147,495.08","3,895,147,495.08","3,895,147,495.08","1,105,965,909.09","1,105,965,909.09","1,105,965,909.09","1,105,965,909.09","1,548,129,030.94","1,548,129,030.94","1,548,129,030.94","1,548,129,030.94","2,026,940,584.56","2,026,940,584.56","2,026,940,584.56","2,026,940,584.56","1,866,281,745.88","1,866,281,745.88","1,866,281,745.88","1,866,281,745.88","3,564,443,821.71","3,564,443,821.71","3,564,443,821.71","3,564,443,821.71","8,982,163,291.24","8,982,163,291.24","8,982,163,291.24","8,982,163,291.24","9,568,090,018.41","9,568,090,018.41"
投资支付的现金,"155,007,480.00","155,007,480.00","192,007,480.00",,,"71,192,870.56",,,,,,,,,"304,800,000.00",,"875,000,000.00","1,763,000,000.00","329,000,000.00",,,,"12,500,000.00",,,,"8,100,000.00",,"6,100,000.00","3,000,000.00","301,220,000.00",,"195,180,000.00","571,678,000.00","748,388,000.00","443,280,750.00","705,096,130.00","1,433,007,163.77","4,685,807,155.76","10,675,028,497.42","20,655,387,441.83","37,825,439,916.56","44,713,649,163.14","2,459,146,288.00","4,939,046,288.00"
期末现金及现金等价物余额,,"1,549,853,455.81","419,196,494.45",,"1,497,874,211.42","912,161,750.13","1,147,625,614.08","1,931,067,145.65","2,074,996,994.75","895,469,968.13","1,657,476,245.26","2,114,642,801.03","761,377,649.47","3,466,752,393.43","3,895,147,495.08","1,950,298,110.81","1,565,867,978.79","1,638,583,123.86","1,105,965,909.09","494,379,885.15","1,621,679,970.63","1,394,808,815.75","1,548,129,030.94","2,617,213,855.69","3,810,951,341.17","4,069,886,153.53","2,026,940,584.56","1,039,583,424.75","1,904,870,350.85","1,260,311,372.05","1,866,281,745.88","1,333,274,928.21","3,051,903,963.78","3,958,264,404.35","3,564,443,821.71","8,678,047,111.43","6,728,421,505.23","8,466,337,432.47","8,982,163,291.24","8,242,985,209.51","9,138,964,313.32","8,754,912,119.90","9,568,090,018.41","6,620,786,667.03","9,144,290,601.65"
