科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"4,044,746.35","3,781,294.38","1,169,632.85","1,438,367.14","3,159,468.19","5,388,884.45","6,119,266.55","7,134,605.61","7,084,179.31","4,607,269.51","4,083,091.41","3,926,003.16","8,713,590.60","7,733,996.04","6,930,957.34","6,068,455.94","26,271,015.65","7,167,190.69","22,486,767.97","12,623,236.21","28,628,660.51"
应付职工薪酬,"5,055,206.60","7,003,234.31","12,277,049.68","8,062,517.93","10,627,536.30","13,853,858.70","6,642,740.95","9,270,504.96","12,606,532.36","14,198,497.78","7,148,829.38","11,600,993.38","14,023,662.82","18,293,686.83","14,303,494.83","19,378,414.82","25,552,206.19","32,979,041.57","17,672,708.21","22,617,960.82","28,322,699.90"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"823,826.44","-2,195,148.00","-4,242,107.22","4,992,339.90","7,118,329.32","6,721,344.85","6,754,906.10","6,113,930.90","3,408,892.88","3,623,965.73","2,352,927.32","8,900,302.13","13,041,490.04","20,625,250.99","31,402,102.09","29,167,491.16","46,743,672.74","18,392,039.56","28,320,021.04","24,434,661.63","21,225,527.54"
应收利息,,,,,,,,,,,,,,,,,,,,,
应付利息,"833,194.44","1,061,666.68","1,140,354.84","95,788.48","89,692.39","146,441.27","132,572.13","230,231.43","3,134.05",,"160,978.90","213,151.46","193,938.45","31,211.60","50,596.23","70,284.57","36,280.44","60,533.03","92,934.09","432,723.83","361,069.98"
应收股利,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,"1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00",,,,,,,"409,230.00","255,474.00","255,474.00","918,204.00","918,204.00"
存货,"77,113,073.28","83,622,324.90","83,643,892.77","92,396,350.83","88,643,178.15","85,086,706.22","94,030,502.06","99,789,893.85","107,291,778.88","100,353,689.35","114,626,952.01","136,530,124.71","118,267,671.30","124,880,646.20","154,899,974.62","157,891,874.44","157,430,560.41","186,998,890.74","247,096,177.88","257,940,491.78","279,629,447.66"
其他应付款,"5,072,544.99","8,956,983.63","12,330,183.43","11,122,214.52","10,841,806.36","6,520,739.46","16,415,776.49","14,118,305.19","11,594,428.26","10,491,204.98","11,974,328.48","82,559,522.00","127,094,201.21","113,363,955.94","117,783,409.11","118,353,965.70","102,875,563.96","107,522,216.38","105,614,321.99","33,053,697.95","31,394,884.19"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"39,703,808.87",,,,,,,"4,040,000.00","4,040,000.00","4,040,000.00","4,040,000.00","6,614,000.00","6,614,000.00","6,614,000.00","6,614,000.00","12,250,000.00","12,250,000.00","11,250,000.00","11,250,000.00"
其他流动资产,"481,529.68","1,456,771.39","1,463,413.25","12,294,243.14","14,078,320.48","13,490,233.73","14,921,340.21","65,639,413.89","83,999,569.63","40,169,080.70","40,935,416.74","36,623,592.93","30,323,417.11","22,492,200.65","62,382,841.36","31,352,759.77","21,719,979.38","29,916,587.07","53,892,464.42","63,739,546.73","50,134,774.02"
其他流动负债,,,,,,,,,,,,,,,,,,"5,819,603.62","45,580,533.82","52,313,477.28","53,868,336.46"
流动资产合计,"245,252,402.35","296,143,844.47","349,118,458.14","324,656,551.46","360,782,233.56","362,118,904.22","560,599,439.26","553,448,378.46","526,110,628.68","523,372,767.25","610,976,973.19","560,115,972.69","616,685,996.84","781,532,441.48","869,754,685.13","900,556,244.30","1,100,585,484.99","1,155,647,281.82","1,234,865,297.74","1,367,855,716.49","1,959,830,962.36"
流动负债合计,"54,716,517.75","93,440,976.83","184,356,657.90","165,999,425.78","211,609,815.80","224,073,313.98","151,568,944.84","152,912,364.80","154,728,645.07","173,109,926.69","283,932,878.72","429,474,991.99","494,366,433.98","424,078,122.92","499,883,788.32","508,984,056.18","616,507,228.47","692,501,564.60","753,159,043.56","886,255,520.42","1,008,194,932.65"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,"37,981,638.64","38,972,487.18",,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,"51,185,154.15","49,610,223.60"
长期股权投资,,,,,,,,,,,,,"12,500,000.00","60,000,000.00","111,192,680.46","122,514,970.21","135,998,796.77","241,163,576.36","156,329,777.57","187,608,462.61","279,742,907.33"
专项应付款,"2,750,000.00",,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,"606,000.00","606,000.00","606,000.00","606,000.00","606,000.00","606,000.00","1,600,000.00","1,600,000.00","300,000.00","300,000.00","300,000.00","300,000.00","784,665.02","784,665.02","784,665.02","784,665.02"
固定资产,"166,899,256.32","213,937,468.53","224,894,570.71","259,162,716.27","253,510,347.76","323,777,784.60","316,456,797.58","282,652,453.16","358,052,310.27","395,882,468.30","420,421,062.68","404,916,026.40","446,678,614.74","480,380,175.16","466,344,100.79","462,922,861.07","459,914,114.90","529,344,249.52","592,169,574.44","659,484,067.91","740,658,817.77"
递延所得税负债,"384,418.26","384,418.26","384,418.26","384,418.26","384,418.26","384,418.26","384,418.26","384,418.26","384,418.26",,,,,"3,237,150.96","3,237,150.96","3,237,150.96","3,517,437.56","2,732,926.01","2,732,926.01","2,732,926.01","2,732,926.01"
在建工程,"37,652,295.31","24,420,294.65","75,851,811.09","63,924,683.18","98,708,170.96","71,520,307.84","84,103,386.63","127,976,946.31","76,339,112.23","61,342,098.23","50,031,760.73","84,723,564.81","51,961,766.87","48,988,521.50","57,148,896.44","96,971,908.44","142,404,109.41","137,621,729.44","222,390,575.78","210,548,881.77","210,648,252.57"
其他非流动负债,"3,090,000.00",,"4,750,000.00","11,010,000.00","11,010,000.00","5,390,000.00","5,040,000.00","4,140,000.00","6,840,000.00","5,257,333.33",,,,,,,,,,,
工程物资,"2,184,271.93","537,252.18","2,383,367.62","2,196,414.14","734,322.77","2,438,781.23","2,765,105.05","3,173,803.44","2,517,746.14","3,410,430.17","4,221,209.37","4,957,946.87","14,655,223.11","11,112,098.72","13,199,923.54","15,756,927.76","10,552,845.62","8,644,313.63","6,324,427.19","9,635,092.75","18,582,131.68"
非流动负债合计,"44,206,056.90","39,356,905.44","5,134,418.26","11,394,418.26","11,394,418.26","6,380,418.26","6,030,418.26","5,130,418.26","7,830,418.26","5,863,333.33","6,903,333.33","8,572,333.33","13,829,833.33","10,514,484.29","10,501,984.29","10,489,484.29","15,357,270.89","8,700,924.36","14,536,355.56","65,504,260.21","62,730,485.86"
固定资产清理,,,,,,,,,"70,376.95",,,"2,601,734.39",,,,,,,,"167,675.21",
负债合计,"98,922,574.65","132,797,882.27","189,491,076.16","177,393,844.04","223,004,234.06","230,453,732.24","157,599,363.10","158,042,783.06","162,559,063.33","178,973,260.02","290,836,212.05","438,047,325.32","508,196,267.31","434,592,607.21","510,385,772.61","519,473,540.47","631,864,499.36","701,202,488.96","767,695,399.12","951,759,780.63","1,070,925,418.51"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"98,800,000.00","98,800,000.00","98,800,000.00","98,800,000.00","98,800,000.00","98,800,000.00","120,413,200.00","120,413,200.00","120,413,200.00","120,413,200.00","120,413,200.00","120,413,200.00","122,548,700.00","130,005,842.00","130,143,842.00","325,359,605.00","325,359,605.00","325,041,305.00","325,041,305.00","325,041,305.00","339,962,016.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"172,767,999.22","172,767,999.22","172,767,999.22","172,767,999.22","172,767,999.22","172,767,999.22","415,952,374.27","415,952,374.27","406,773,238.32","406,348,817.90","406,348,817.90","406,348,817.90","443,100,772.90","686,594,697.63","690,777,477.63","495,561,714.63","495,561,714.63","551,665,960.30","551,665,960.30","552,435,896.80","1,138,621,517.86"
无形资产,"25,050,977.78","24,726,490.57","28,119,998.41","27,553,446.67","27,409,882.93","27,125,936.35","26,841,989.75","26,759,103.22","26,470,216.69","26,181,330.16","25,952,984.97","46,132,841.46","65,033,815.56","71,040,717.51","69,677,820.05","83,836,683.96","80,305,991.09","85,134,318.15","98,179,276.19","96,692,853.01","98,517,503.45"
盈余公积,"11,177,013.55","15,397,986.68","20,537,828.55","20,537,828.55","20,537,828.55","25,655,722.21","25,655,722.21","25,655,722.21","25,655,722.21","30,526,876.00","30,526,876.00","30,526,876.00","30,526,876.00","37,292,146.97","37,292,146.97","37,292,146.97","37,292,146.97","60,671,682.71","60,671,682.71","60,671,682.71","60,671,682.71"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"38,887,455.00","38,887,455.00","43,208,235.00","43,208,235.00","29,693,358.60","27,397,779.00","27,397,779.00","24,574,659.00","24,574,659.00"
商誉,,,,,,,,,,,,"138,784,316.22","138,784,316.22","154,606,964.02","154,606,964.02","154,606,964.02","154,606,964.02","136,838,364.02","161,739,956.68","162,394,332.27","162,394,332.27"
未分配利润,"89,923,378.64","131,792,978.97","189,717,512.64","208,865,712.52","227,533,726.00","251,105,371.79","261,645,708.88","262,432,831.12","283,551,828.07","289,705,508.82","301,828,491.07","304,581,676.86","325,438,581.25","368,046,611.62","438,978,878.20","537,225,544.64","661,283,383.32","717,591,991.30","781,547,535.69","829,365,452.60","930,421,291.78"
长期待摊费用,"484,436.81","373,148.06","356,943.01","625,835.39","648,933.06","645,572.77","582,008.44","717,956.49","758,914.90","701,990.11","645,065.29","3,146,062.21","3,099,006.92","3,089,643.54","2,608,667.29","2,455,203.09","2,089,548.79","11,134,283.69","10,898,153.20","15,695,946.30","15,325,905.33"
少数股东权益,"10,354,601.70","13,719,621.47","13,575,902.67","14,928,611.87","15,993,919.24","16,903,026.03","17,660,996.20","19,398,440.57",,,,,,"8,606,291.32","8,307,203.34","8,089,134.04","7,874,234.30","6,606,881.87","105,414,982.32","100,570,306.63","100,671,207.39"
递延所得税资产,"4,421,927.26","5,137,970.15","4,165,170.26","4,404,160.09","4,666,641.45","4,486,155.48","4,486,155.48","4,487,670.06","4,487,670.06","5,483,602.40","5,481,439.70","6,020,999.80","6,074,799.75","10,624,597.12","10,624,597.12","12,650,405.86","14,433,411.40","15,631,937.25","17,124,129.49","16,374,993.38","18,171,889.62"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,"10,770,189.00","12,177,174.58","3,572,409.00","3,092,482.47","2,679,040.09","4,146,076.01","9,592,976.12","32,223,101.09","48,518,431.23","35,450,202.45","4,875,582.70","17,518,750.91","27,521,282.04","28,650,957.99","14,222,477.26","64,617,917.86","68,811,743.67","112,825,772.87"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"236,693,165.41","269,132,624.14","335,771,861.10","368,637,444.74","397,855,473.51","433,566,947.27","438,327,925.40","448,446,972.77","472,842,423.25","502,594,895.49","538,976,623.83","739,801,923.39","774,237,745.62","844,718,300.27","902,922,400.62","979,237,206.45","1,028,956,739.99","1,179,735,249.32","1,329,773,788.40","1,427,414,048.88","1,656,867,512.89"
所有者权益(或股东权益)合计,"383,022,993.11","432,478,586.34","495,399,243.08","515,900,152.16","535,633,473.01","565,232,119.25","841,328,001.56","843,852,568.17","836,393,988.60","846,994,402.72","859,117,384.97","861,870,570.76","882,727,475.15","1,191,658,134.54","1,262,291,313.14","1,360,319,910.28","1,497,677,725.62","1,634,180,042.18","1,796,943,687.02","1,843,509,984.74","2,545,773,056.74"
资产总计,"481,945,567.76","565,276,468.61","684,890,319.24","693,293,996.20","758,637,707.07","795,685,851.49","998,927,364.66","1,001,895,351.23","998,953,051.93","1,025,967,662.74","1,149,953,597.02","1,299,917,896.08","1,390,923,742.46","1,626,250,741.75","1,772,677,085.75","1,879,793,450.75","2,129,542,224.98","2,335,382,531.14","2,564,639,086.14","2,795,269,765.37","3,616,698,475.25"
负债和所有者(或股东权益)合计,"481,945,567.76","565,276,468.61","684,890,319.24","693,293,996.20","758,637,707.07","795,685,851.49","998,927,364.66","1,001,895,351.23","998,953,051.93","1,025,967,662.74","1,149,953,597.02","1,299,917,896.08","1,390,923,742.46","1,626,250,741.75","1,772,677,085.75","1,879,793,450.75","2,129,542,224.98","2,335,382,531.14","2,564,639,086.14","2,795,269,765.37","3,616,698,475.25"
