科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"92,123,046.58","146,810,603.46","200,173,185.71","28,874,426.77","44,735,552.02","75,409,759.99","127,065,252.06","25,758,247.67","59,330,996.64","89,563,149.31","149,172,571.80","16,190,862.32","44,034,907.40","66,351,779.06","134,897,850.49","81,620,870.41","113,513,348.52","235,763,102.87","286,683,758.48","46,064,097.09","72,245,798.42","110,557,955.74","195,931,253.62","50,568,300.68","96,080,427.21","132,833,698.01","222,171,843.13","45,657,644.63","124,978,242.30","192,604,858.64","252,566,242.47","67,831,747.96","147,399,557.76","313,318,572.14","412,283,848.44","92,710,554.68","139,852,994.72"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,126,047.49","46,126,047.49","46,126,047.49","46,126,047.49",,"11,475,000.00"
收到的税费返还,,,"180,238.48",,,,"168,892.26","742,173.19","742,173.19","879,605.40","1,040,807.78",,,"90,568.25","4,752,630.83","7,313,097.47","12,602,065.58","12,667,585.70","14,348,583.99",,"795,482.19","850,185.89","3,024,171.17","5,477,224.33","5,477,224.33","5,652,665.60","5,828,057.37","170,459.73","170,459.73","571,813.04","571,813.04",,"5,611.67","241,414.42","340,758.83","32,043.24","32,043.24"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"100,609,090.00",,"49,000,000.00","49,000,000.00","212,328,481.28","18,100,000.00","54,810,000.00","86,810,000.00","121,810,000.00","19,000,000.00","36,700,000.00","76,700,000.00","65,000,000.00","8,490,000.00","18,000,000.00","22,000,000.00","99,000,000.00",,"54,000,000.00"
收到其他与经营活动有关的现金,"18,171,156.84","5,398,847.75","3,544,450.78","7,183,816.65","7,746,153.24","8,307,612.26","12,470,006.76","7,219,800.00","5,352,920.01","11,367,425.44","5,980,270.13","11,310,718.29","3,782,449.24","7,024,744.82","19,085,668.25","13,628,371.73","17,511,242.44","24,393,757.30","41,751,346.51","10,963,977.64","21,629,723.31","53,827,318.49","45,733,870.24","9,277,755.22","25,267,428.66","35,201,608.89","42,300,527.26","9,158,491.65","19,932,586.37","29,104,937.01","40,993,935.68","11,612,764.00","30,726,986.73","37,378,314.72","88,900,670.30","13,012,935.98","40,657,082.83"
投资活动现金流出小计,"9,621,551.97","13,278,134.03","31,158,726.11","4,224,415.26","10,471,748.19","13,131,175.20","20,347,037.22","3,740,943.01","7,038,107.38","23,029,441.83","47,467,530.63","10,837,839.72","19,603,990.80","40,670,815.81","67,025,894.79","10,027,166.44","21,634,398.02","39,048,037.73","149,517,271.27","4,242,988.96","57,668,052.28","59,834,958.04","233,799,079.26","20,504,945.61","58,791,661.67","94,613,970.39","134,546,276.52","25,187,262.22","71,253,571.58","117,800,702.57","112,715,542.12","56,427,540.58","91,876,841.03","101,979,363.89","175,212,419.40","28,166,376.86","91,771,038.66"
经营活动现金流入小计,"110,294,203.42","152,209,451.21","203,897,874.97","36,058,243.42","52,481,705.26","83,717,372.25","139,704,151.08","33,720,220.86","65,426,089.84","101,810,180.15","156,193,649.71","27,501,580.61","47,817,356.64","73,467,092.13","158,736,149.57","102,562,339.61","143,626,656.54","272,824,445.87","342,783,688.98","57,028,074.73","94,671,003.92","165,235,460.12","244,689,295.03","65,323,280.23","126,825,080.20","173,687,972.50","270,300,427.76","54,986,596.01","145,081,288.40","222,281,608.69","294,131,991.19","79,444,511.96","178,132,156.16","350,938,301.28","501,525,277.57","105,755,533.90","180,542,120.79"
投资活动产生的现金流量净额,"-8,450,464.95","-13,058,878.14","-30,001,242.61","-4,181,551.59","-10,080,390.43","-12,365,395.81","-18,921,161.71","-3,362,183.19","-6,244,470.29","-19,841,613.30","-41,026,663.22","-10,714,444.20","-17,118,986.18","-38,169,205.60","-66,225,894.79","-9,886,247.97","-21,634,398.02","-39,048,037.73","-97,990,260.87","-3,683,884.79","-2,091,970.06","32,208,374.18","18,435,174.78","111,722.03","2,350,168.65","-463,701.18","-9,758,449.90","-190,608.02","-20,181,532.79","-50,709,949.15","-43,277,120.20","-42,764,840.58","-48,206,987.17","-46,740,516.15","-105,540,279.22","34,960,347.94","30,090,593.63"
购买商品、接受劳务支付的现金,"69,079,008.02","84,386,589.88","102,652,866.34","26,662,326.59","55,177,526.48","76,809,167.85","107,546,577.28","26,417,397.09","53,407,988.30","91,384,825.34","121,918,052.90","28,179,194.55","62,173,897.36","80,704,532.23","119,798,838.94","47,201,643.72","70,171,878.94","119,321,070.27","159,470,584.81","42,745,109.63","84,513,598.42","125,037,971.53","182,064,311.02","40,796,315.54","84,796,611.55","127,710,853.19","167,669,610.71","44,592,070.75","80,245,820.54","121,210,281.65","153,527,467.03","59,782,648.27","113,868,208.94","250,426,508.39","225,411,123.56","44,414,549.57","91,561,002.73"
吸收投资收到的现金,"6,495,000.00",,,,"337,429,040.00","334,209,040.00","340,735,000.00",,,,"2,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
