科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"4,598,779.00","4,599,741.67","5,399,935.25","1,001,471.24","2,578,956.84","4,066,121.78","6,167,153.63","1,455,817.27","3,048,310.20","5,111,969.71","9,592,293.50","2,720,583.20","5,397,552.42","9,169,104.59","14,733,799.05","3,742,565.46","7,888,282.83","13,029,674.90","19,107,400.76","5,304,886.10","10,209,127.31","17,734,566.17","23,026,909.08","4,473,464.69","10,959,368.09","17,580,134.97","21,714,002.26","4,963,351.82","11,606,301.77","17,943,742.93","24,179,572.88","5,673,415.95","12,797,417.34","20,021,247.05","29,509,919.08","7,006,285.78","14,484,398.40"
取得借款收到的现金,"100,740,000.00","120,500,000.00","107,480,000.00","33,200,000.00","53,200,000.00","63,200,000.00","63,200,000.00","10,000,000.00",,"65,500,000.00","95,500,000.00","10,000,000.00","40,000,000.00","55,500,000.00","129,500,000.00","16,263,780.50","33,195,337.30","104,295,337.30","113,363,780.50",,"53,600,000.00","135,600,000.00","122,600,000.00",,"43,000,000.00","85,000,000.00","102,000,000.00",,"101,500,000.00","154,950,000.00","209,950,000.00","83,000,000.00","113,000,000.00","211,090,000.00","274,090,000.00","68,000,000.00","78,000,000.00"
支付的各项税费,"9,142,577.54","15,025,878.39","15,862,364.51","3,123,980.53","8,573,843.91","13,074,862.58","15,995,773.30","1,871,944.63","6,676,162.53","10,811,009.12","16,675,720.42","616,485.53","2,890,986.51","7,846,251.91","9,657,172.09","853,546.08","4,991,327.87","5,767,185.19","7,782,986.23","2,184,835.16","6,212,590.65","6,577,966.76","8,328,672.16","1,214,642.24","4,088,241.16","8,426,244.24","14,500,297.06","1,154,313.41","12,759,959.71","21,062,700.90","27,938,021.56","6,722,946.02","17,410,329.66","26,803,214.06","31,523,955.96","3,904,882.68","8,798,065.75"
收到其他与筹资活动有关的现金,"3,000,000.00","18,700,000.00",,,,,,,,,,,"3,000,000.00",,,,,,"41,588,833.00",,,,"60,666.66",,,,,,,,,,"128,000,000.00","209,090,000.00",,,
支付其他与经营活动有关的现金,"17,429,942.77","21,968,321.40","25,470,995.92","11,794,721.61","13,565,170.57","20,325,402.30","23,818,605.11","11,383,252.07","10,865,496.67","20,186,497.72","21,338,952.82","4,930,799.66","14,814,573.48","22,168,909.66","51,703,270.56","7,585,921.94","38,517,401.00","55,766,520.74","68,342,252.82","18,606,253.23","37,017,461.68","72,197,867.12","66,365,206.93","18,095,492.74","37,426,709.87","50,033,342.12","64,025,115.82","11,163,871.12","41,462,484.95","56,677,334.64","84,665,384.54","14,811,422.42","43,216,095.11","65,932,203.87","142,170,800.39","19,727,679.94","53,298,578.01"
筹资活动现金流入小计,"110,235,000.00","139,200,000.00","107,480,000.00","33,200,000.00","390,629,040.00","397,409,040.00","403,935,000.00","10,000,000.00",,"65,500,000.00","97,500,000.00","10,000,000.00","43,000,000.00","55,500,000.00","129,500,000.00","16,263,780.50","33,195,337.30","104,295,337.30","154,952,613.50",,"53,600,000.00","135,600,000.00","122,660,666.66",,"43,000,000.00","85,000,000.00","102,000,000.00",,"101,500,000.00","154,950,000.00","209,950,000.00","83,000,000.00","241,000,000.00","420,180,000.00","274,090,000.00","68,000,000.00","78,000,000.00"
经营活动现金流出小计,"100,250,307.33","125,980,531.34","149,386,162.02","42,582,499.97","79,895,497.80","114,275,554.51","153,528,109.32","41,128,411.06","73,997,957.70","127,494,301.89","169,525,019.64","36,447,062.94","85,277,009.77","119,888,798.39","195,893,080.64","59,383,677.20","121,568,890.64","193,884,451.10","254,703,224.62","68,841,084.12","137,952,778.06","221,548,371.58","279,785,099.19","64,579,915.21","137,270,930.67","203,750,574.52","267,909,025.85","61,873,607.10","146,074,566.97","216,894,060.12","290,310,446.01","86,990,432.66","187,292,051.05","363,183,173.37","428,615,798.99","75,053,397.97","168,142,044.89"
偿还债务支付的现金,"98,640,000.00","116,540,000.00","119,080,000.00","20,400,000.00","79,100,000.00","79,100,000.00","109,100,000.00","10,000,000.00","10,000,000.00","52,000,000.00","84,500,000.00","10,000,000.00","40,000,000.00","40,000,000.00","129,500,000.00","14,500,000.00","30,500,000.00","114,195,337.30","121,263,780.50",,"14,600,000.00","124,600,000.00","132,200,000.00",,"38,500,000.00","55,000,000.00","70,000,000.00","22,000,000.00","78,500,000.00","127,000,000.00","157,000,000.00","50,000,000.00","72,000,000.00","149,950,000.00","212,750,000.00","132,290,000.00","142,290,000.00"
经营活动产生的现金流量净额,"10,043,896.09","26,228,919.87","54,511,712.95","-6,524,256.55","-27,413,792.54","-30,558,182.26","-13,823,958.24","-7,408,190.20","-8,571,867.86","-25,684,121.74","-13,331,369.93","-8,945,482.33","-37,459,653.13","-46,421,706.26","-37,156,931.07","43,178,662.41","22,057,765.90","78,939,994.77","88,080,464.36","-11,813,009.39","-43,281,774.14","-56,312,911.46","-35,095,804.16","743,365.02","-10,445,850.47","-30,062,602.02","2,391,401.91","-6,887,011.09","-993,278.57","5,387,548.57","3,821,545.18","-7,545,920.70","-9,159,894.89","-12,244,872.09","72,909,478.58","30,702,135.93","12,400,075.90"
分配股利、利润或偿还利息支付的现金,"6,409,060.75","7,483,302.04","6,389,341.54","1,163,844.90","2,078,989.28","2,844,039.28","3,412,839.28","408,000.00","13,074,904.16","14,806,306.28","15,563,203.94","1,509,755.21","2,914,934.76","4,398,399.94","6,645,336.36","1,452,234.60","2,731,435.73","19,497,661.05","20,320,682.72","1,061,295.24","2,127,800.07","9,733,192.74","10,627,017.18","907,500.09","1,778,393.06","8,661,430.71","9,859,148.07","940,591.20","8,168,513.85","9,414,630.67","10,600,051.77","1,528,183.77","3,653,060.09","5,478,233.67","7,944,309.56","1,724,414.75","5,997,693.68"
收回投资收到的现金,"1,015,463.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,000,000.00","22,500,000.00","22,500,000.00",,"1,000,000.00"
支付其他与筹资活动有关的现金,,"18,700,000.00",,,,,,,,"20,000,000.00","25,250,000.00",,,,,,,,"41,580,000.00",,,,,,,,,,,,,,"118,000,000.00","205,090,000.00",,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,348.88","85,918.75","129,965.19","51,076.76","90,423.64"
筹资活动现金流出小计,"105,049,060.75","142,723,302.04","125,469,341.54","21,563,844.90","81,178,989.28","81,944,039.28","112,512,839.28","10,408,000.00","23,074,904.16","86,806,306.28","125,313,203.94","11,509,755.21","42,914,934.76","44,398,399.94","136,145,336.36","15,952,234.60","33,231,435.73","133,692,998.35","183,164,463.22","1,061,295.24","16,727,800.07","134,333,192.74","142,827,017.18","907,500.09","40,278,393.06","63,661,430.71","79,859,148.07","22,940,591.20","86,668,513.85","136,414,630.67","167,600,051.77","51,528,183.77","193,653,060.09","360,518,233.67","220,694,309.56","134,014,414.75","148,287,693.68"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,,,,,,"16,978.05","16,978.05",,,,,"98,930.62",,,"1,859.04","58,153.85","6,500.00","6,500.00","6,500.00","11,500.00",,"3,600,000.00"
筹资活动产生的现金流量净额,"5,185,939.25","-3,523,302.04","-17,989,341.54","11,636,155.10","309,450,050.72","315,465,000.72","291,422,160.72","-408,000.00","-23,074,904.16","-21,306,306.28","-27,813,203.94","-1,509,755.21","85,065.24","11,101,600.06","-6,645,336.36","311,545.90","-36,098.43","-29,397,661.05","-28,211,849.72","-1,061,295.24","36,872,199.93","1,266,807.26","-20,166,350.52","-907,500.09","2,721,606.94","21,338,569.29","22,140,851.93","-22,940,591.20","14,831,486.15","18,535,369.33","42,349,948.23","31,471,816.23","47,346,939.91","59,661,766.33","53,395,690.44","-66,014,414.75","-70,287,693.68"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"13,888.35","-3,135.93",-314.09,-314.09,-314.09,"-39,000.34",,"-2,027.97",,"-103,136.34",-296.51,"7,494.08","4,107.08","-91,221.36","357,561.44","820,371.40","1,307,744.50","1,659,149.86","584,829.70","660,251.28","662,531.25","1,670,888.45","231,317.87","222,738.05","563,559.90","702,070.93","-55,203.33","-5,642.15","-94,300.50","154,838.14","49,423.87","-58,529.67","-64,628.30","-65,019.43","-136,182.58","149,568.94"
收到其他与投资活动有关的现金,"155,623.80","219,255.89","1,157,483.50","42,863.67","391,357.76","765,779.39","1,425,875.51","378,759.82","793,637.09","3,187,828.53","6,440,867.41","123,395.52","2,485,004.62","2,501,610.21","800,000.00","140,918.47",,,"51,527,010.40","559,104.17","55,559,104.17","92,026,354.17","252,234,254.04","20,616,667.64","61,141,830.32","94,150,269.21","124,688,896.00","24,996,654.20","51,072,038.79","67,088,894.38","69,380,268.07","13,656,200.00","22,605,004.98","32,646,428.99","47,030,674.99","63,075,648.04","117,171,208.65"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,171,087.02","219,255.89","1,157,483.50","42,863.67","391,357.76","765,779.39","1,425,875.51","378,759.82","793,637.09","3,187,828.53","6,440,867.41","123,395.52","2,485,004.62","2,501,610.21","800,000.00","140,918.47",,,"51,527,010.40","559,104.17","55,576,082.22","92,043,332.22","252,234,254.04","20,616,667.64","61,141,830.32","94,150,269.21","124,787,826.62","24,996,654.20","51,072,038.79","67,090,753.42","69,438,421.92","13,662,700.00","43,669,853.86","55,238,847.74","69,672,140.18","63,126,724.80","121,861,632.29"
五、现金及现金等价物净增加额,"6,779,370.39","9,660,628.04","6,517,992.87","930,032.87","271,955,553.66","272,541,108.56","258,638,040.43","-11,178,373.39","-37,893,270.28","-66,832,041.32","-82,274,373.43","-21,169,978.25","-54,486,079.99","-73,485,204.72","-110,119,383.58","33,961,521.78","1,207,640.85","11,802,040.49","-36,462,496.37","-15,973,359.72","-7,841,292.99","-22,175,198.77","-35,156,091.45","178,904.83","-5,151,336.83","-8,624,174.01","15,475,874.87","-30,073,413.64","-6,348,967.36","-26,881,331.75","3,049,211.35","-18,789,521.18","-10,078,471.82","611,749.79","20,699,870.37","-488,113.46","-27,647,455.21"
购建固定资产、无形资产和其他长期资产支付的现金,"9,121,551.97","13,278,134.03","31,158,726.11","4,224,415.26","10,471,748.19","13,131,175.20","20,347,037.22","3,740,943.01","7,038,107.38","23,029,441.83","47,467,530.63","10,837,839.72","19,603,990.80","40,670,815.81","67,025,894.79","10,027,166.44","21,634,398.02","25,933,752.53","35,793,896.07","4,242,988.96","8,668,052.28","10,834,958.04","12,630,597.30","2,404,945.61","3,981,661.67","7,803,970.39","12,736,276.52","6,187,262.22","34,553,571.58","41,100,702.57","47,715,542.12","1,811,493.09","4,250,793.54","5,853,316.40","2,086,371.91","3,166,376.86","1,296,038.66"
期初现金及现金等价物余额,"6,120,773.35","12,900,143.74","22,560,771.78","29,078,764.65","29,078,764.65","29,078,764.65","29,078,764.65","287,716,805.08","287,716,805.08","287,716,805.08","287,716,805.08","206,242,431.65","205,442,431.65","206,242,431.65","205,442,431.65","104,977,279.85","95,323,048.07","95,323,048.07","95,323,048.07","58,860,551.70","58,860,551.70","58,860,551.70","58,860,551.70","23,704,460.25","23,704,460.25","23,524,460.25","23,704,460.25","39,180,335.12","39,180,335.12","39,180,335.12","39,180,335.12","42,229,546.47","42,229,546.47","42,229,546.47","42,229,546.47","62,929,416.84","62,929,416.84"
投资支付的现金,"500,000.00",,,,,,,,,,,,,,,,,"13,114,285.20","13,114,285.20",,,,"8,840,000.68",,,,,,,,,,"23,500,000.00","28,000,000.00","28,000,000.00","25,000,000.00","25,000,000.00"
期末现金及现金等价物余额,"12,900,143.74","22,560,771.78","29,078,764.65","30,008,797.52","301,034,318.31","301,619,873.21","287,716,805.08","276,538,431.69","249,823,534.80","220,884,763.76","205,442,431.65","185,072,453.40","150,956,351.66","132,757,226.93","95,323,048.07","138,938,801.63","96,530,688.92","107,125,088.56","58,860,551.70","42,887,191.98","51,019,258.71","36,685,352.93","23,704,460.25","23,883,365.08","18,553,123.42","14,900,286.24","39,180,335.12","9,106,921.48","32,831,367.76","12,299,003.37","42,229,546.47","23,440,025.29","32,151,074.65","42,841,296.26","62,929,416.84","62,441,303.38","35,281,961.63"
