科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应交税费,"14,505,845.69","19,963,897.78","27,929,419.69","18,520,496.56","17,773,232.53","22,736,610.24","7,780,292.26","11,140,792.19","9,413,228.55","9,929,214.21","8,495,725.09","6,118,139.83","13,569,130.08","11,533,576.63","10,678,536.19"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"73,104.17","66,458.33"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"7,662,428.37","9,152,509.57","7,323,705.21","26,214,673.14","28,509,468.66","17,404,906.55","22,265,322.16","22,574,274.87","21,836,270.26","23,141,973.61","22,793,508.51","37,152,603.76","36,882,457.91","15,744,051.36","16,459,509.03"
其他应付款,"879,501.08","962,162.15","437,908.15","1,178,078.51","1,972,193.30","2,224,193.82","1,137,549.61","996,141.55","471,065.84","289,968.50","619,385.44","551,451.25","606,507.09","2,065,349.03","2,069,690.62"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,,"176,232.00","4,882,706.47",,"3,905,769.48","407,557.05","3,147,695.51","1,164,901.82","185,968,532.32","118,790,809.88","106,806,276.88","197,777,392.80","315,426,174.62","343,431,538.25"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"314,178,741.33","361,400,371.85","378,149,445.87","384,371,898.48","655,112,689.88","706,127,482.17","676,767,752.45","676,333,780.21","673,334,828.83","697,787,004.25","694,243,463.58","673,150,250.90","687,643,482.79","631,684,041.44","639,829,827.93"
流动负债合计,"30,689,539.75","51,408,637.37","55,707,020.00","46,118,585.21","26,911,368.10","42,934,785.52","25,264,892.32","28,005,271.97","30,915,606.41","33,873,357.68","32,762,615.79","31,152,334.33","30,350,670.64","90,896,273.39","91,165,977.67"
可供出售金融资产,,,,,,,,,,,,,,"110,748,881.79",
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,"2,332,301.44","2,782,999.47","4,199,582.63","4,181,303.56","4,117,204.95","4,689,845.86","4,873,814.36","5,070,093.64","5,162,310.19","5,449,446.47","5,331,755.40","4,817,304.38","4,817,304.39","6,138,482.92","5,123,836.23"
固定资产,"10,729,732.38","9,864,860.67","11,479,242.33","9,229,852.64","8,116,317.36","16,619,723.00","15,337,712.57","13,819,509.24","23,922,113.48","106,976,671.54","104,069,556.29","102,646,595.87","99,576,397.33","100,577,223.75","117,615,130.17"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,"6,060,247.18","6,073,006.61","6,247,763.90","6,326,022.85","18,885,636.53","2,601,381.43"
其他非流动负债,,,,,"5,999,776.57",,,,"4,929,722.22",,"12,297,300.00",,"10,318,666.67",,"9,991,833.33"
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"5,932,301.44","7,626,229.59","10,641,357.97","9,086,080.13","10,116,981.52","9,572,068.08","10,326,703.24","10,270,649.19","10,092,032.41","16,248,613.14","17,629,055.40","15,296,137.72","15,135,971.06","16,296,982.92","15,115,669.56"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"36,621,841.19","59,034,866.96","66,348,377.97","55,204,665.34","37,028,349.62","52,506,853.60","35,591,595.56","38,275,921.16","41,007,638.82","50,121,970.82","50,391,671.19","46,448,472.05","45,486,641.70","107,193,256.31","106,281,647.23"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"165,600,000.00","165,600,000.00","165,600,000.00","165,600,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"48,873,133.58","48,873,133.58","48,873,133.58","48,873,133.58","371,205,002.87","372,317,231.73","372,351,193.99","372,351,193.99","372,351,193.99","372,351,193.99","372,351,193.99","372,351,193.99","372,351,193.99","372,351,193.99","372,351,193.99"
无形资产,,,,"12,963,162.48","12,896,911.23","12,808,576.21","12,742,324.96","12,676,073.71","12,609,822.46","12,543,571.21","12,477,319.96","12,411,068.71","12,344,817.46","24,234,559.58","23,271,608.83"
盈余公积,"7,667,500.72","11,054,307.40","18,665,819.55","18,665,819.55","18,665,819.55","25,830,972.00","25,830,972.00","25,830,972.00","25,830,972.00","29,720,812.54","29,720,812.54","29,720,812.54","29,720,812.54","30,278,572.83","30,278,572.83"
开发支出,,,,,"2,378,577.06","8,039,567.59","12,642,658.07","16,107,493.51","20,007,065.17","14,347,192.04","14,347,192.04","14,347,192.04","14,347,192.04","2,657,892.32","4,804,516.83"
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"66,880,828.20","89,246,142.70","105,215,328.14","120,361,291.46","122,815,725.10","170,751,936.83","167,529,627.21","160,606,569.43","168,984,870.20","181,987,029.03","175,181,734.37","160,085,481.88","175,877,830.75","176,175,337.73","187,253,203.02"
长期待摊费用,,,,,,"243,710.69","196,540.88","212,264.13","172,955.93","149,371.01","117,924.46","3,280,171.45","6,518,611.73","55,031.33","31,446.41"
少数股东权益,,,,,,,,,,,,,,,
递延所得税资产,"734,829.98","1,295,354.88","2,273,971.04","2,139,996.33","2,610,751.61","4,418,284.50","4,466,749.83","4,765,885.78","4,978,239.14","7,209,824.86","7,209,824.86","7,415,793.30","7,572,830.49","12,749,600.98","12,856,330.54"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,"1,247,863.24","12,800,000.00",,"89,399,650.00","93,949,650.00","99,949,650.00","93,949,650.00","93,949,650.00","9,907,124.29","9,907,124.29","9,907,124.29","9,907,124.29",,
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"11,464,562.36","12,408,078.79","26,553,213.37","24,333,011.45","115,402,207.26","136,079,511.99","145,335,636.31","141,530,876.37","155,639,846.18","157,194,002.13","154,201,948.51","156,255,709.56","156,592,996.19","269,908,826.28","262,185,227.64"
所有者权益(或股东权益)合计,"289,021,462.50","314,773,583.68","338,354,281.27","353,500,244.59","733,486,547.52","789,700,140.56","786,511,793.20","779,588,735.42","787,967,036.19","804,859,035.56","798,053,740.90","782,957,488.41","798,749,837.28","794,399,611.41","795,733,408.34"
资产总计,"325,643,303.69","373,808,450.64","404,702,659.24","408,704,909.93","770,514,897.14","842,206,994.16","822,103,388.76","817,864,656.58","828,974,675.01","854,981,006.38","848,445,412.09","829,405,960.46","844,236,478.98","901,592,867.72","902,015,055.57"
负债和所有者(或股东权益)合计,"325,643,303.69","373,808,450.64","404,702,659.24","408,704,909.93","770,514,897.14","842,206,994.16","822,103,388.76","817,864,656.58","828,974,675.01","854,981,006.38","848,445,412.09","829,405,960.46","844,236,478.98","901,592,867.72","902,015,055.57"
