科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"116,558,804.91","135,815,416.38","147,901,611.04",,"413,707,088.21","408,927,158.45","153,856,772.60","95,881,741.93","98,727,330.84","105,869,818.93","167,723,141.42","68,641,431.80","77,896,737.02","28,479,038.10","38,137,420.25","53,368,431.04","50,105,164.46","41,515,414.02","46,005,160.67","37,887,326.11"
短期借款,"10,000,000.00",,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,"212,155,561.64","212,155,561.64","184,922,630.13",,"15,079,191.78","15,079,191.78",,,,"35,284,800.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"4,600,000.00","6,661,250.00","15,918,397.80",,"1,065,000.00","3,744,324.50","13,723,829.98",,"5,109,568.00","1,230,000.00","500,000.00","1,087,358.00","666,000.00","2,410,000.00","1,000,000.00","5,475,000.00","1,708,714.36","5,876,104.82","4,226,178.60","6,241,525.50"
应付票据,"14,800,000.00","23,000,000.00","23,750,550.00",,"20,870,759.00","27,958,460.00","26,102,410.50","18,022,826.50","22,938,890.50","32,453,833.00","27,949,171.50","27,084,771.00","25,603,608.00","20,947,299.00","34,570,495.50","35,577,216.50","27,588,354.00",,"36,411,228.00",
应收账款,"117,249,436.99","137,835,920.21","141,252,515.13",,"170,746,018.89","206,531,254.25","174,101,669.05","196,425,624.37","215,987,928.63","236,654,627.31","179,346,353.33","198,427,112.86","202,405,454.46","226,128,406.90","209,525,091.67","223,478,091.54","233,077,301.57","246,396,741.73","206,760,963.67","212,032,910.03"
应付账款,"52,865,487.21","54,397,241.34","55,111,548.86",,"57,709,315.33","70,046,215.13","66,652,664.90","54,933,491.70","68,553,806.55","70,174,808.36","56,136,819.52","56,168,610.12","65,826,374.72","76,762,792.20","67,464,187.60","55,921,178.90","49,706,875.12",,"69,052,289.18",
预付款项,"3,475,000.00","3,639,195.36","3,615,348.72",,"1,225,681.97","529,095.40","60,695.00","90,920.00","384,321.65","596,071.70","221,110.00","361,076.95","605,090.50","1,274,226.01","705,616.01","1,480,466.82","2,945,403.73","2,844,356.05","573,754.56","3,595,288.95"
预收款项,"62,622.94","81,744.44","66,995.94",,"259,561.94","443,751.94","493,186.44","33,368.25","43,126.44","143,746.44","69,896.44","130,496.44","28,416.46","252,508.44","79,186.46","10,250.00","159,877.00","840,007.77","714,642.00","429,212.00"
其他应收款,"935,170.08","1,380,948.04","1,014,249.56",,"1,947,766.75","1,617,543.15","1,299,251.04","1,113,155.92","1,832,613.78","1,559,565.24","1,214,743.58","1,660,209.25","1,287,973.81","2,707,485.67","1,050,086.24","1,149,558.40","1,648,821.96","5,399,063.44","3,452,632.97","5,772,541.64"
