科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"1,046,010,217.28","811,100,038.92","768,701,137.89","1,043,987,499.08","879,811,395.55","3,734,260,118.81","3,159,882,144.24","3,284,546,880.38","3,143,803,354.78","3,038,482,911.15","2,619,323,233.36","2,545,244,924.16","2,263,848,132.11","2,318,579,191.26","2,091,187,765.84","2,228,701,039.82","2,098,083,883.35","2,215,309,298.12","1,497,406,792.51","1,766,079,288.95","1,980,207,655.41","1,718,764,780.84","1,266,513,690.53","1,198,684,830.68","1,395,404,777.51","1,340,047,988.03","1,442,936,005.33","1,600,341,608.77","1,275,953,641.02","890,353,147.58","1,349,662,036.99","762,106,603.05","1,238,826,494.70","954,594,818.56","475,301,895.89","869,933,783.14","768,173,450.98","922,654,033.61","377,922,549.73","575,133,653.61","500,593,539.53","395,466,759.65"
短期借款,"35,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,796,901.53","99,796,901.53",
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,"200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,"16,580,000.00","4,130,000.00","17,130,000.00","17,130,000.00","14,130,000.00","14,130,000.00","15,130,000.00","15,130,000.00","4,630,000.00","15,130,000.00","16,130,000.00","4,000,000.00","11,500,000.00","11,500,000.00","13,500,000.00","10,500,000.00",,"14,500,000.00","14,500,000.00","10,500,000.00","12,500,000.00","2,000,000.00","10,500,000.00","12,500,000.00","12,500,000.00","10,500,000.00","2,000,000.00","12,500,000.00","12,500,000.00","2,000,000.00","13,500,000.00","13,500,000.00","19,000,000.00","19,000,000.00","17,000,000.00","17,000,000.00","12,500,000.00","16,500,000.00","6,000,000.00",,,
应收账款,"5,264,639.44","605,622.14","1,073,489.21","5,530,662.51","1,383,469.62","6,138,910.51","4,224,141.77","2,682,468.10","5,610,495.97","11,250,537.31","4,873,203.23","7,751,170.58","13,676,773.34","17,192,966.53","6,020,666.96","3,760,932.69","4,626,924.74","10,806,902.39","11,537,819.14","10,237,302.57","11,207,644.85","9,545,438.19","10,799,097.13","6,908,009.53","5,095,605.15","4,083,810.07","7,497,324.05","5,767,345.03","2,683,410.77","5,513,027.67","6,208,303.86","6,413,655.37","5,946,124.14","7,964,040.74","10,818,241.44","11,475,238.93","10,087,783.91","2,495,267.67","1,838,668.73",,"4,300,249.47","3,880,262.76"
应付账款,"1,112,188,648.66","1,364,034,291.94","1,191,864,928.93","1,514,507,483.44","1,454,671,546.52","1,696,058,011.55","1,403,064,123.63","1,711,972,111.65","1,783,362,812.85","1,835,170,900.72","1,733,481,341.73","2,035,550,133.44","2,261,577,757.13","2,098,243,050.18","2,172,339,980.56","2,268,930,610.33","2,066,789,958.99","2,085,355,776.55","1,848,935,800.31","2,203,161,590.80","2,202,360,070.23","2,025,008,133.99","1,903,839,701.88","2,114,322,170.39","2,210,120,523.03","2,095,026,166.54","1,896,196,466.71","2,219,735,912.67","2,070,751,380.17","2,062,562,740.23","1,651,942,324.83","1,769,017,247.70","1,462,110,118.90","1,347,516,774.41","1,253,051,167.20","1,488,364,352.77","1,649,803,346.29","1,533,508,152.24","1,347,343,279.24",,"1,310,242,757.28",
预付款项,"35,186,860.34","80,490,367.65","69,881,366.64","80,074,027.60","112,151,236.09","152,285,769.91","197,884,098.23","172,386,359.16","199,965,433.78","360,076,193.88","344,670,122.10","548,467,271.53","626,885,747.83","620,798,070.48","675,005,902.12","680,852,518.82","715,025,821.63","501,197,591.97","507,584,816.17","514,173,943.46","570,713,585.01","856,037,728.19","781,098,470.97","770,237,634.58","192,484,178.03","168,678,666.11","167,901,780.25","171,896,875.46","123,181,256.64","143,069,559.73","126,897,273.08","121,451,859.24","101,449,946.59","106,224,883.18","90,951,329.87","82,177,943.90","63,156,629.20","79,277,803.17","97,182,457.55","76,954,732.97","66,193,514.95","70,247,269.15"
预收款项,"233,114,097.35","375,733,319.66","386,219,942.83","569,891,386.31","527,031,762.24","621,492,934.28","545,767,162.41","698,283,619.34","703,885,899.86","795,465,077.37","706,045,561.06","880,425,378.18","986,468,552.08","1,030,021,003.27","968,282,152.12","1,261,382,581.20","1,259,016,743.95","1,390,363,066.48","1,292,623,754.17","1,437,903,695.62","1,393,735,794.81","1,368,282,306.49","1,248,062,724.91","1,299,304,202.26","1,257,532,768.54","1,273,874,266.55","1,143,311,517.19","1,234,787,479.66","1,188,942,832.22","1,193,556,256.17","1,110,068,366.71","1,209,185,672.64","1,211,540,382.11","1,225,948,859.77","1,164,710,983.64","1,220,713,543.82","1,160,582,263.03","1,179,145,851.81","1,106,866,153.52","1,230,974,011.39","1,199,770,753.79","1,162,370,130.41"
