科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"2,353,551,354.92","2,062,932,399.26","532,103,017.22","1,003,921,838.89","1,508,948,481.39","305,063,135.03","1,247,859,131.45","1,945,094,261.89","2,888,270,890.54","815,112,183.19","1,718,260,340.96","2,041,930,707.18","2,706,023,391.52","753,322,854.88","1,439,412,116.65","2,163,557,984.53","2,834,102,004.68","590,857,838.16","1,314,114,362.73","2,087,561,026.37","2,855,607,838.67","556,586,169.71","1,342,524,233.68","1,984,647,143.86","2,827,766,791.16","732,223,254.57","1,785,261,827.41","2,749,195,644.11","3,722,028,507.59","887,560,713.66","1,833,532,268.52","3,170,404,554.94","4,150,248,009.04","926,238,458.39","2,553,371,159.66","4,154,173,267.65","5,764,044,148.28","1,396,466,774.46","3,262,739,988.64","5,325,709,814.76","6,432,958,679.12","1,600,811,757.18"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"2,261,485.80",,"136,766.05","127,715.47","20,786.09","331,309.34","867,331.81","891,770.89",,,,"640,415.52",,"1,297,778.28","1,297,778.28","1,888,653.02",,,"4,307,005.17","4,307,005.17",,,"1,024,102.21","53,809.95",,"533,824.06","539,914.90","523,012.84","95,006.32","95,006.32","353,041.35","353,041.35",,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"1,528.73",,,"11,946,076.97",,,,"468,102.28",,,,"4,548,750.00",,,,"12,052,533.00",,"1,317.16","46,188.47","9,899,283.52","16,754.36","20,188.68","27,764.99","2,606,259.48","1,770.73","11,498.68","14,235.27",,"28,464.00"
收到其他与经营活动有关的现金,"10,551,443.92","15,143,253.54","6,667,320.17","13,659,454.58","13,452,475.37","17,270,386.31","12,367,623.39","15,241,309.99","13,839,296.74","7,654,524.26","17,981,821.66","47,999,936.61","26,502,775.66","10,749,979.36","20,218,763.26","26,211,552.68","22,994,279.24","912,339.71","3,417,046.75","17,267,820.81","30,894,150.36","1,952,491.14","2,794,443.85","19,059,187.08","2,106,451.97","1,846,622.56","3,521,709.91","6,451,683.50","2,880,244.78","1,444,983.58","3,236,312.49","9,339,094.84","6,126,424.32","8,882,731.90","5,796,991.46","11,057,896.02","41,243,960.12","7,317,875.28","6,155,339.67","11,831,017.24","19,446,388.38","5,984,615.90"
投资活动现金流出小计,"14,219,288.45","20,460,088.86","8,521,970.83","5,628,461.53","26,264,631.04","15,976,967.35","17,544,354.58","50,306,189.64","121,550,772.90","90,897,771.28","128,614,499.37","176,452,833.31","200,674,978.16","15,156,361.97","16,043,694.02","25,839,602.84","52,519,033.54","22,289,219.60","25,455,148.97","28,513,575.92","25,074,516.33","4,472,476.80","5,098,630.90","5,899,165.46","10,870,615.39","384,040.00","2,165,879.02","4,707,650.67","19,693,882.68","4,005,915.63","18,820,208.79","111,479,710.85","235,260,265.49","339,957,197.09","1,022,890,521.91","2,687,684,904.90","21,103,592.78","63,366,618.88","58,803,107.23","156,301,152.40","122,038,766.46","24,073,469.67"
经营活动现金流入小计,"2,364,102,798.84","2,080,337,138.60","538,770,337.39","1,017,718,059.52","1,522,528,672.23","322,354,307.43","1,260,558,064.18","1,961,202,903.69","2,903,001,958.17","822,766,707.45","1,736,242,162.62","2,089,930,643.79","2,733,166,582.70","764,072,834.24","1,460,928,658.19","2,191,067,315.49","2,858,984,936.94","591,770,177.87","1,317,531,409.48","2,109,135,852.35","2,890,808,994.20","558,538,660.85","1,345,318,677.53","2,004,730,433.15","2,829,927,053.08","734,069,877.13","1,789,317,361.38","2,756,187,242.51","3,725,431,765.21","889,100,703.56","1,836,863,587.33","3,180,096,691.13","4,156,727,474.71","935,121,190.29","2,559,168,151.12","4,165,231,163.67","5,805,288,108.40","1,403,784,649.74","3,268,895,328.31","5,337,540,832.00","6,452,405,067.50","1,606,796,373.08"
投资活动产生的现金流量净额,"-13,426,547.28","-20,460,088.86","-8,511,970.83","-5,618,461.53","-26,254,601.04","-15,976,967.35","-16,934,903.28","-49,696,738.34","-120,787,758.42","-90,897,771.28","-128,499,559.37","-176,337,893.31","-200,578,861.07","-15,156,361.97","-16,043,694.02","-22,288,073.84","-50,284,541.77","-18,321,745.82","-25,454,398.97","-28,512,825.92","-7,124,719.19","-4,472,476.80","-5,095,840.90","-5,870,375.46","-7,764,007.14","-384,040.00","-2,165,879.02","10,333,196.05","37,524,411.80","-3,889,115.63","-18,342,072.29","-72,821,568.55","-30,313,079.59","-13,664,540.73","28,770,520.21","3,913,579.65","39,185,903.47","-18,746,265.76","-49,762,722.33","-145,361,640.92","-110,730,530.83","-22,917,388.76"
购买商品、接受劳务支付的现金,"2,140,636,390.00","1,961,364,177.27","534,931,809.64","1,126,169,716.92","1,648,001,067.58","522,830,863.32","1,331,508,207.89","2,029,999,521.47","2,888,717,477.50","759,957,191.06","1,702,388,483.92","2,181,670,655.07","2,646,279,607.05","435,149,417.39","1,059,623,385.63","1,659,133,096.40","2,386,096,076.08","666,626,398.15","1,431,012,555.24","2,095,228,647.39","2,927,826,131.21","529,135,607.33","1,180,787,125.06","1,869,259,581.97","2,640,428,166.35","708,976,009.36","1,654,492,835.28","2,551,344,883.33","3,429,237,224.23","886,219,197.12","1,915,962,210.10","3,047,705,877.50","4,011,991,173.46","1,187,135,461.96","2,750,724,071.50","4,277,431,543.22","5,948,013,355.34","1,515,405,973.37","3,302,593,127.20","4,956,616,095.57","6,275,484,260.23","1,440,281,567.62"
吸收投资收到的现金,,"71,500,000.00",,"468,000,000.00","468,000,000.00",,,,,,,,,,,,,,,,,,,,,,"261,602,333.40","261,602,333.40","282,602,333.40",,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"35,670,060.59","46,214,870.34","24,574,625.50","31,294,168.42","51,770,120.67","15,263,865.67","32,146,156.51","44,698,242.97","66,418,661.37","26,341,912.71","45,245,904.10","57,278,990.17","81,162,331.16","18,948,976.36","39,980,011.45","53,328,484.58","75,376,946.72","19,853,112.78","40,414,593.40","55,510,554.13","76,520,978.06","21,783,415.03","39,110,609.08","53,808,010.32","73,865,326.67","23,910,774.97","38,990,552.20","52,383,061.48","68,678,453.67","17,538,480.37","32,866,533.18","42,625,238.26","59,658,388.98","20,953,818.89","37,201,166.51","51,540,680.54","69,055,586.20","28,049,139.91","42,103,796.58","57,159,361.68","76,026,347.27","28,772,903.18"
取得借款收到的现金,"248,640,000.00","512,700,000.00","226,400,000.00","326,000,000.00","375,400,000.00","360,000,000.00","465,311,800.00","691,311,800.00","465,000,000.00","308,942,300.00","428,942,300.00","568,000,000.00","769,112,250.00","64,180,000.00","94,180,000.00","199,180,000.00","320,980,000.00","322,561,245.62","508,088,594.10","768,809,508.00","933,769,712.37","168,278,470.05","427,957,951.57","654,840,521.18","781,870,521.18","58,160,000.00","272,958,851.60","289,254,230.74","374,848,531.17","4,855,404.88","176,062,167.24","195,103,909.93","278,744,710.66","365,375,353.94","438,124,759.46","665,580,570.54","929,447,041.31","222,290,694.44","396,298,406.90","404,887,458.67","976,400,984.08","241,369,047.67"
