科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"85,980,820.98","99,138,882.68","117,203,450.44","16,903,083.30","38,299,811.36","59,683,596.85","97,302,362.20","17,890,971.50","47,132,618.15","93,866,696.51","149,934,119.90","26,204,194.74","57,923,883.14","94,954,133.66","173,019,636.60","39,359,967.24","82,044,838.91","145,960,044.52","233,541,092.28","50,890,872.33","107,720,224.49","157,374,935.39","315,563,870.73","104,603,255.41","197,292,250.46","275,594,161.77","407,028,689.77","50,809,672.15","153,802,196.29","208,274,354.09","284,695,186.11","58,634,818.87","162,805,151.00","249,700,776.46","511,638,748.40","82,581,115.59"
二、营业利润,"18,005,108.08","23,374,851.01","30,695,892.11","650,074.49","3,670,042.10","4,485,942.69","16,876,865.20","3,205,518.12","6,403,655.63","8,153,684.32","19,693,115.53","3,536,120.22","543,753.48","2,655,916.13","7,269,795.20","3,973,273.84","9,817,461.22","24,173,832.50","40,167,898.20","6,540,761.22","12,507,560.09","17,034,348.64","49,324,464.36","13,708,329.26","11,272,978.56","-3,667,358.34","8,633,060.27","-9,784,386.50","3,938,919.74","2,949,177.09","783,151.81","-3,419,415.94","1,809,187.33","-83,525.79","29,267,055.21","-21,908,299.84"
减:营业成本,"43,907,589.88","43,002,153.62","53,807,913.03","8,723,553.63","20,578,136.21","33,711,992.12","49,188,478.26","9,172,330.66","29,406,315.91","66,290,818.30","101,023,164.96","15,895,228.16","40,729,112.44","65,042,352.60","119,921,345.53","22,940,202.41","45,496,090.80","80,704,801.28","131,618,468.39","28,253,536.20","61,169,072.71","90,436,325.69","175,841,952.76","66,729,332.26","137,328,480.52","198,503,547.95","284,864,479.60","36,262,700.31","103,396,822.44","137,185,329.01","191,594,974.08","40,050,187.92","110,099,208.67","168,828,400.46","311,285,499.67","53,907,538.14"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"215,567.97","791,200.92","949,426.92","118,788.82","461,242.01","922,029.45","1,574,925.72","68,639.58","155,242.98","376,032.29","985,398.44","510,787.81","849,812.52","1,057,148.06","1,632,608.67","291,399.03","663,245.19","740,124.39","2,130,292.72","284,100.59","648,346.20","945,728.57","5,224,759.60","764,167.92","1,814,591.31","3,792,250.98","4,612,225.05","610,761.87","1,800,979.41","2,035,923.22","4,162,810.15","663,280.45","2,001,398.94","2,267,633.29","6,714,806.07","1,249,340.12"
营业外收入,"876,214.89","313,769.67","999,156.46","969,672.01","2,285,771.10","2,340,232.56","3,031,707.87","38,000.00","83,000.00","144,223.85","1,594,406.67","25,000.00","2,016,093.86","2,769,755.78","3,837,953.63","518,400.00","548,507.65","694,877.41","901,301.14","327,713.51","972,643.27","3,894,073.27","6,750,690.36","654,603.82","2,190,058.67","3,510,329.40","3,975,141.02","1,320,660.30","1,310,182.82","2,095,277.66","4,390,895.72","28,788.17","74,674.90","885,048.49","289,240.59","1,326,195.07"
销售费用,"6,745,716.00","8,102,974.42","8,617,600.73","2,327,299.50","3,458,832.81","5,275,249.22","5,891,080.97","2,117,056.01","2,639,659.11","3,772,139.76","5,965,988.52","1,719,372.39","3,599,530.66","5,401,890.16","7,523,099.12","1,678,614.23","3,934,044.37","5,590,327.52","8,267,537.67","1,646,678.23","3,442,878.23","4,968,027.36","8,174,601.20","3,028,295.13","6,165,820.41","8,642,576.25","11,075,728.90","2,356,355.96","5,071,628.81","7,858,613.52","12,021,808.55","2,562,474.02","5,264,710.12","8,453,828.32","18,626,642.82","11,296,918.04"
减:营业外支出,"5,967.88","140,104.66","18,440.04",,,"503,375.00","503,375.00","8,918.92","8,918.92","8,918.92","8,918.92",,"5,220.12","105,220.12","111,328.92","51,672.17","51,384.13","3,000.00","130,879.14","2,835.00","5,535.17","98,085.05","101,650.46","16,000.00","86,904.17","1,124,491.74","1,023,598.68","389,225.36","466,314.68","752,972.51","851,722.38",87.75,"184,598.65","202,347.11","778,057.37","108,984.03"
管理费用,"15,045,120.18","20,983,134.19","20,210,652.69","4,564,450.96","9,130,704.14","15,410,664.31","24,253,005.20","4,933,029.54","11,945,951.58","20,346,351.31","27,325,733.60","6,154,680.20","14,808,580.13","24,005,330.02","38,191,993.95","9,733,486.53","21,400,331.36","31,935,323.86","45,056,651.74","11,626,836.85","25,447,949.87","37,225,048.49","61,602,199.42","17,320,457.08","34,487,483.03","56,240,417.27","81,128,633.22","18,031,811.35","32,120,072.67","47,607,113.87","70,128,585.85","17,928,131.28","37,621,128.15","57,163,234.69","87,541,910.15","26,542,990.44"
其中:非流动资产处置净损失,,,,,,,,,,"8,918.92","-8,918.92",,"5,220.12",,,,,,"74,727.52",,"5,535.17",,"34,039.15",,"70,607.09",,"147,498.22",,"23,293.64","23,301.47","316,386.11",,"181,496.62","181,628.91",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,007,376.60","2,162,865.00","2,458,134.44","711,076.85","1,879,609.51","668,311.43","-629,427.65","-1,583,795.47","-3,479,839.21","-5,220,863.72","-6,456,318.10","-2,190,303.37","-3,323,249.26","-3,966,187.17","-3,457,252.78","637,085.54","1,044,169.42","2,202,329.32","4,069,670.92","2,341,713.69","4,377,413.56","6,844,929.05","10,506,225.69","2,451,898.99","5,144,447.69","10,843,712.55","15,322,225.42","3,806,050.76","8,397,211.69","11,444,491.70","19,993,764.37","4,605,424.84","5,864,371.86","12,806,765.29","34,200,966.46","14,728,962.10"
三、利润总额,"18,875,355.09","23,548,516.02","31,676,608.53","1,619,746.50","5,955,813.20","6,322,800.25","19,405,198.07","3,234,599.20","6,477,736.71","8,288,989.25","21,278,603.28","3,561,120.22","2,554,627.22","5,320,451.79","10,996,419.91","4,440,001.67","10,314,584.74","24,865,709.91","40,938,320.20","6,865,639.73","13,474,668.19","20,830,336.86","55,973,504.26","14,346,933.08","13,376,133.06","-1,281,520.68","11,584,602.61","-8,852,951.56","4,782,787.88","4,291,482.24","4,322,325.15","-3,390,715.52","1,699,263.58","599,175.59","28,778,238.43","-20,691,088.80"
资产减值损失,"700,476.12","-77,534.13","254,643.69","-192,160.95","-378,340.13","-290,177.08","448,445.02","-21,806.94","61,632.15","148,534.25","1,397,036.95","578,309.33","716,343.17","757,683.86","1,938,046.91","105,905.66","-310,503.45","613,305.65","2,230,572.64","197,245.55","127,003.83","-79,472.41","4,889,667.70","600,774.77","1,078,448.94","1,239,015.11","1,392,337.31","-473,621.60","-923,438.47","-806,294.32","4,193,156.52","303,764.07","199,088.43","343,382.70","23,741,957.40","-1,051,607.38"
减:所得税,"2,973,002.19","3,735,576.46","3,747,321.86","248,294.88","858,486.67","1,137,963.24","2,456,132.92","364,900.89","1,024,049.15","1,014,197.71","2,422,558.02","519,253.92","367,667.95","1,355,088.35","4,234,695.36","1,416,440.53","4,796,740.55","10,753,869.39","12,131,504.19","2,287,897.15","4,847,274.10","6,947,001.82","13,214,807.65","1,926,147.50","3,033,014.01","1,976,552.91","-43,595.42","-977,300.56","1,347,583.76","1,662,688.14","-3,237,113.87","-354,552.27","-102,438.53","-1,738,907.21","3,529,855.28","394,142.95"
加:公允价值变动净收益,"641,834.70","-641,834.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"4,299.15","-157,402.95","-209,186.83",,"500,415.29","500,415.29","301,010.52",,,,,,,,,,,,,,,,,,,,,,,,"18,183,065.22","4,059,027.77",,,"-5,510,121.56","2,109,726.03"
四、净利润,"15,902,352.90","19,812,939.56","27,929,286.67","1,371,451.62","5,097,326.53","5,184,837.01","16,949,065.15","2,869,698.31","5,453,687.56","7,274,791.54","18,856,045.26","3,041,866.30","2,186,959.27","3,965,363.44","6,761,724.55","3,023,561.14","5,517,844.19","14,111,840.52","28,806,816.01","4,577,742.58","8,627,394.09","13,883,335.04","42,758,696.61","12,420,785.58","10,343,119.05","-3,258,073.59","11,628,198.03","-7,875,651.00","3,435,204.12","2,628,794.10","7,559,439.02","-3,036,163.25","1,801,702.11","2,338,082.80","25,248,383.15","-21,085,231.75"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,747,648.55",,,,"959,778.81",
归属于母公司所有者的净利润,"15,721,657.54","19,622,726.57","27,738,205.48","1,347,836.48","5,064,267.21","5,197,958.51","16,932,206.79","2,846,482.51","5,447,927.71","7,245,519.27","18,789,049.62","3,020,982.49","1,953,294.43","2,773,611.37","3,191,350.11","2,067,792.93","3,273,144.26","9,748,311.04","22,503,569.31","4,592,322.03","8,242,729.28","12,434,905.12","40,100,922.29","11,982,884.03","9,249,887.91","-4,112,391.30","10,407,949.21","-7,446,507.76","2,912,502.92","2,094,026.50","7,075,820.11","-2,920,567.96","1,996,256.44","2,415,906.08","12,883,714.91","-18,731,503.10"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
