科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"97,647,367.53","143,309,148.18","170,032,835.33","119,401,718.65","541,354,671.71","536,291,481.21","555,653,983.62","517,800,162.75","449,520,185.10","452,302,293.45","651,031,195.57","494,440,762.90","498,825,436.00","481,860,537.14","579,293,119.59","566,108,910.57","548,227,644.22","532,296,048.50","610,293,850.21","388,517,082.37","316,631,244.83","566,725,912.89","836,061,071.04","241,051,852.12","337,795,836.96","1,172,447,305.47","575,500,887.09","829,263,401.78","629,956,263.33"
短期借款,"23,500,000.00","35,960,430.00","69,949,764.00","63,541,989.00","33,478,695.00","23,487,550.00","20,000,000.00","20,000,000.00","14,705,306.00","14,632,240.00",,,,,,"48,800,000.00",,,,,"30,000,000.00","122,000,000.00","122,000,000.00","172,000,000.00","142,000,000.00","190,000,000.00","240,000,000.00","190,000,000.00","190,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,235,200.00","5,699,400.00","5,699,400.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"129,118.07","487,804.95","511,285.47","748,479.36","506,263.73","428,908.60","243,683.60","403,864.48","700,767.76","776,403.46","193,621.74","417,375.28","101,653.06","580,382.01","1,441,034.01","4,447,727.80","6,167,345.27","5,213,047.00","4,515,177.71","4,198,138.79","8,115,690.44","2,006,806.08","2,351,052.47","1,299,258.04",,"2,972,627.42","5,408,757.70","499,232.60"
应付票据,"13,795,502.74","16,025,677.64","10,023,305.63","7,858,265.22","6,397,862.07","5,298,023.22","5,325,406.52","4,168,781.20","4,396,638.32","4,117,337.28","5,040,952.95","4,972,170.34","5,204,851.27","7,676,082.55","6,573,253.06","2,548,046.55","2,022,598.86",,,,,"14,530,201.06","20,374,019.18","28,025,782.20","20,563,019.46","67,727,262.98","348,700,302.51","294,452,967.22","263,400,423.56"
应收账款,"60,509,064.11","107,824,423.95","152,905,437.57","150,315,364.47","153,462,580.29","174,803,807.93","116,500,796.61","126,505,163.67","155,612,472.22","249,459,154.43","147,835,949.57","103,762,063.47","162,211,864.72","296,197,322.96","209,872,621.76","293,841,719.57","399,492,907.27","455,605,605.38","489,827,293.04","325,803,327.85","415,407,414.01","445,623,346.01","533,285,408.56","408,977,511.25","562,891,989.12","920,860,025.24","1,408,474,558.37","763,236,634.59","796,422,600.21"
应付账款,"87,665,875.79","156,280,023.45","144,664,462.48","131,452,901.61","160,055,925.19","167,024,544.50","140,353,574.23","137,852,865.37","179,526,706.43","278,078,977.29","176,422,773.46","108,955,610.32","184,084,829.15","309,645,999.24","200,076,015.37","268,732,133.74","359,892,084.15","411,058,275.89","362,400,075.30","265,419,869.05","352,387,672.10","398,580,755.21","375,780,024.27","271,191,537.90","404,545,222.35","881,739,568.28","879,642,444.16","652,675,696.15","622,780,858.53"
预付款项,"86,277.35","747,122.90","3,235,293.52","3,886,384.27","1,475,551.08","1,282,516.66","1,491,411.62","6,649,738.27","3,623,856.98","8,185,228.56","1,951,091.71","4,127,357.44","6,521,068.01","5,634,393.31","1,076,218.23","44,702,840.37","66,083,494.72","85,453,710.00","7,503,716.24","17,383,471.51","51,483,407.27","59,475,425.70","9,692,228.08","46,887,212.32","103,811,013.86","62,185,934.66","3,681,370.89","11,753,726.48","20,034,054.38"
预收款项,"3,197,213.66","10,942,608.43","7,118,393.53","10,588,695.79","8,309,071.04","8,225,700.99","8,123,501.44","14,027,537.58","11,220,759.00","7,571,015.03","9,523,838.22","9,749,926.51","7,640,456.05","7,650,378.84","3,508,061.70","5,345,750.61","4,761,726.85","13,901,953.03","10,105,197.00","6,800,095.28","9,429,353.46","8,395,781.15","9,181,178.59","7,152,557.10","11,007,580.94","12,725,933.32","14,721,266.76","31,077,529.33","50,133,070.65"
其他应收款,"17,282,217.94","8,589,240.00","8,964,986.92","4,911,691.92","6,535,466.33","3,647,094.37","6,833,945.75","7,141,702.43","10,505,096.73","12,909,001.16","13,731,633.46","7,388,659.97","6,259,213.65","11,345,215.13","22,929,395.47","22,083,526.80","41,640,345.78","47,840,257.30","49,852,527.23","42,741,789.14","45,026,452.70","23,189,071.62","28,595,743.55","27,176,426.89","29,345,168.40","95,266,789.85","162,531,143.49","113,109,942.46","122,838,406.38"
应付职工薪酬,"6,083,516.50","10,753,971.39","8,941,713.56","7,468,848.46","7,937,957.56","9,122,480.27","10,512,964.91","10,639,745.89","9,717,579.09","15,814,466.93","19,180,194.06","11,412,597.96","15,559,037.53","17,108,525.52","17,418,879.60","17,524,038.14","21,006,111.59","26,793,968.34","33,422,394.56","21,890,029.52","27,670,760.98","24,365,936.87","33,775,356.41","22,848,556.56","27,899,235.64","55,444,403.75","67,108,717.72","42,769,674.42","40,875,869.70"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-14,056,707.73","-11,346,484.75","-13,846,360.48","-14,166,192.94","-25,039,261.63","-19,987,417.75","-21,315,570.25","-8,979,452.09","-15,068,808.32","-8,763,463.08","-8,053,680.26","5,549,822.20","1,823,339.39","-9,420,523.28","5,680,528.85","3,931,236.57","14,118,693.67","14,500,985.29","23,372,433.34","-6,573,963.91","-4,503,010.20","-7,303,163.40","24,493,794.95","6,761,996.61","-18,163,445.15","2,695,104.20","51,282,717.88","-2,486,407.04","6,336,058.76"
应收利息,,,,,,,"3,334,448.00","996,513.54","3,326,481.00",,"3,588,337.20","3,578,317.00","4,060,419.44","3,253,262.84","3,518,345.97","3,573,860.91","3,707,346.62","4,008,288.71","1,217,693.75","1,675,777.70","628,037.39","411,632.48",,"4,431,316.72","3,191,213.32","6,740,868.50","1,587,600.00","4,484,518.00","4,646,652.69"
应付利息,,,,,,,,,,,,,,,,,,,,,"26,278.77","365,097.92","326,214.58","3,103,516.66","4,917,695.83","5,054,340.81","6,614,034.14","8,989,614.59","9,954,392.20"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,"22,500,000.00",,,,,,,,,,,,"468,150.00","468,150.00","468,150.00","464,100.00","334,152.00","334,152.00","334,152.00","334,152.00","217,616.00","245,274,554.28","245,524,240.61","245,524,240.61","301,294,566.34"
存货,"59,002,009.71","78,486,642.63","89,803,399.64","92,864,658.35","106,788,934.44","96,862,366.74","97,370,791.20","103,077,657.15","111,515,588.87","116,765,129.91","102,013,008.37","103,342,694.62","127,049,546.17","137,601,919.84","117,157,995.52","226,883,133.00","217,866,480.34","237,262,807.81","270,884,036.82","349,817,557.37","402,315,662.59","374,368,078.14","414,154,022.87","440,474,086.96","539,959,021.62","867,324,040.62","828,095,645.65","837,072,733.18","870,100,035.39"
其他应付款,"9,082,560.79","5,744,414.20","2,265,326.02","1,867,194.31","2,182,391.33","1,390,082.94","1,256,079.89","5,110,650.27","2,384,547.15","5,118,206.20","4,987,492.50","5,201,039.40","8,252,408.42","4,753,484.76","48,432,772.78","48,870,371.14","46,588,250.23","48,707,370.92","67,743,338.04","43,545,744.91","45,313,988.82","46,942,463.02","202,610,884.26","161,544,264.55","147,945,566.74","1,044,161,548.07","190,952,412.19","140,095,431.24","103,053,295.63"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,"528,024.25","528,024.25","300,600.37","300,600.37",,,"898,812.75","898,812.75",,"2,119,705.37",,"831,374.88","831,374.88"
