科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"4,950,216.88","15,804,202.70","39,267,592.51","8,393,956.21","27,262,661.70","35,944,200.79","66,924,589.91","15,087,507.81","26,408,620.52","30,770,492.94","47,223,802.61","12,687,156.16","23,748,628.11","36,303,179.84","48,231,976.02","12,966,932.55","24,391,603.84","37,884,836.65","50,779,675.81","13,979,126.17","24,306,785.95","39,946,155.47","52,408,037.54","17,110,587.65","29,183,639.28","45,482,059.34","59,002,871.05","15,200,405.63","25,708,444.81","41,989,534.46","52,968,135.82","17,612,678.10","83,318,421.66","164,432,240.63","289,759,338.27","146,440,481.37","268,984,261.27","521,664,362.77","639,237,353.97","200,413,189.51","362,205,843.04","507,940,226.71"
取得借款收到的现金,"29,507,000.00","117,507,000.00","164,507,000.00","41,847,035.00","41,847,035.00","41,847,035.00","59,160,285.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,"1,000,000.00","1,000,000.00","49,000,000.00","64,000,000.00","79,000,000.00","64,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,"61,136,000.00","825,136,000.00","867,854,140.84","73,816,868.00","88,931,946.36","360,000,000.00","540,646,073.43","246,447,000.00","331,027,478.38","342,614,411.79"
支付的各项税费,"1,754,217.94","2,683,170.59","6,708,067.87","1,225,095.23","5,764,440.24","9,368,928.90","13,302,443.69","3,807,855.63","7,110,867.61","9,899,663.44","11,144,191.62","2,242,131.02","4,393,473.07","6,892,002.64","7,834,753.74","1,760,298.50","3,572,514.53","4,652,172.08","5,392,964.87","2,077,072.67","4,496,035.08","7,361,048.65","9,335,686.57","2,489,028.05","5,048,802.87","6,990,599.45","20,395,978.03","1,717,535.28","12,842,183.99","9,748,908.08","16,186,834.73","8,689,423.69","59,670,693.92","99,562,965.80","136,310,798.60","70,076,536.46","137,947,110.96","175,370,550.06","257,917,962.60","69,465,854.30","141,464,621.56","185,372,001.53"
收到其他与筹资活动有关的现金,,,,,"183,310.07","2,226,119.30","3,950,534.62","585,390.90","451,066.05","86,177.10","4,689,384.90",,,"582,881.35","4,600,172.01","46,931.81","749,017.01","790,372.57","3,161,737.63","465,362.49","355,833.33","825,181.06","5,434,234.84","340,240.53","320,671.62","379,238.32",,"1,250,447.91",,"271,963.65",,"1,113,546.64",,"46,646,246.74","72,760,033.24","11,153.08","22,822.89","9,191.83","336,970.37",,"3,606,135.16","4,444,728.61"
支付其他与经营活动有关的现金,"38,990,575.06","12,725,437.62","35,815,015.84","12,936,506.35","14,816,833.13","31,621,253.73","34,252,719.75","30,026,690.99","14,732,019.55","47,454,337.54","24,548,903.73","19,661,980.44","12,787,816.88","16,432,553.82","23,118,171.68","6,253,722.99","5,422,428.11","9,189,089.67","19,956,921.43","5,701,664.52","12,087,671.49","27,588,894.57","18,377,879.83","6,362,952.19","12,414,491.44","124,952,123.49","164,060,876.13","12,894,399.50","15,184,214.75","30,173,608.22","67,495,498.84","7,310,929.10","78,201,347.84","189,784,888.31","242,766,410.54","71,539,590.23","104,126,996.86","218,160,015.93","411,765,934.10","129,422,227.36","132,545,089.75","250,000,345.81"
筹资活动现金流入小计,"29,507,000.00","117,507,000.00","170,820,319.57","41,847,035.00","347,250,345.07","349,293,154.30","368,330,819.62","40,585,390.90","41,133,514.84","40,768,625.89","45,371,984.90",,,"582,881.35","4,600,172.01","46,931.81","749,017.01","1,790,372.57","4,161,737.63","49,465,362.49","64,355,833.33","79,825,181.06","69,434,234.84","340,240.53","20,320,671.62","20,379,238.32","20,000,000.00","1,250,447.91",,"271,963.65",,"1,113,546.64","800,635,996.70","1,586,803,624.76","1,680,114,170.78","73,828,021.08","88,954,769.25","360,009,191.83","864,218,088.20","246,447,000.00","334,633,613.54","347,059,140.40"
经营活动现金流出小计,"176,023,129.13","301,903,894.04","725,759,319.64","181,744,932.07","412,676,974.48","684,789,370.19","869,662,928.31","182,995,792.70","235,872,388.96","364,259,236.87","450,456,960.98","91,471,826.91","205,304,171.41","348,624,463.77","403,221,392.04","130,550,866.50","189,572,439.49","323,293,765.44","426,390,134.17","113,146,107.12","210,660,306.07","339,170,492.61","442,186,382.36","122,243,783.82","250,934,358.17","491,250,313.22","637,591,481.98","139,827,382.68","242,181,939.21","368,505,028.03","542,532,518.56","144,094,647.17","505,024,562.93","994,084,595.16","2,243,149,920.91","1,056,065,389.21","2,105,762,773.10","3,060,092,954.98","4,792,904,579.25","1,381,701,810.95","2,537,324,886.22","3,729,474,770.05"
偿还债务支付的现金,"31,507,000.00","107,263,471.10","142,263,471.10","14,847,035.00","96,847,035.00","96,847,035.00","114,160,285.00","35,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00",,,,,,,,,,"15,000,000.00","65,000,000.00","65,000,000.00",,,,"20,000,000.00",,,,,,"26,600,000.00","264,305,000.00","326,071,639.00","86,391,107.60","87,600,000.00","622,826,301.90","697,060,584.57","322,693,043.62","321,182,032.00","511,871,125.23"
经营活动产生的现金流量净额,"2,465,622.18","12,236,820.15","15,646,677.76","-1,506,351.40","1,766,702.22","-13,651,109.68","20,159,163.83","36,110,595.06","56,922,982.28","55,157,959.62","68,132,849.47","27,446,942.77","22,223,144.93","53,055,740.97","61,267,154.09","13,229,182.24","8,738,624.41","12,026,262.69","23,830,768.30","13,297,193.85","25,439,833.06","36,396,222.42","32,342,898.71","-1,308,587.68","5,325,969.32","-12,444,979.37","-19,022,804.03","16,592,246.71","5,748,873.34","17,983,738.84","52,368,571.70","9,577,229.99","68,782,676.48","245,012,849.24","146,103,233.64","24,038,957.33","113,276,142.73","525,021,634.69","507,637,216.90","50,592,837.68","157,932,065.58","352,833,314.41"
分配股利、利润或偿还利息支付的现金,"1,007,172.31","11,536,711.14","21,930,078.42","1,618,404.44","3,465,028.59","4,078,541.91","4,459,738.23","450,275.68","9,838,737.50","23,838,737.50","23,800,228.50",,"10,057,541.54","10,057,541.54","10,050,000.00",,"2,823,000.16","4,023,000.16","4,037,238.22","489,002.89","4,349,884.01","4,453,783.59","5,465,815.59",,"3,051,600.00","2,944,000.00","22,503,333.34",,,"6,030,000.00","6,030,000.00",,"6,630,121.42","9,577,641.84","38,753,740.55","13,505,346.49","26,870,396.18","39,375,686.64","59,913,082.47","11,201,676.42","92,157,559.76","102,482,968.32"
收回投资收到的现金,"519,000.00","519,000.00","500,000.00",,,,,,,"9,970,340.00",,,,,,,,,,,,,"17,240,000.00",,,,,,,,"113,000,000.00",,,,,,,,,,,"24,720,000.00"
支付其他与筹资活动有关的现金,,,,,"2,770,260.84","5,364,356.93","5,131,115.99",,54.61,54.61,"78,154.61",,,,,,,,,,,,,,,"18,107,600.00",,,,,,,"69,850,075.83","112,550,075.83","105,352,227.85",,,,"86,653,423.16",,"4,915,900.00","14,782,476.04"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,482,291.75","12,830,940.63",,,
筹资活动现金流出小计,"32,514,172.31","118,800,182.24","164,193,549.52","16,465,439.44","103,082,324.43","106,289,933.84","123,751,139.22","35,450,275.68","64,838,792.11","78,838,792.11","78,878,383.11",,"10,057,541.54","10,057,541.54","10,050,000.00",,"2,823,000.16","4,023,000.16","4,037,238.22","489,002.89","19,349,884.01","69,453,783.59","70,465,815.59",,"3,051,600.00","21,051,600.00","42,503,333.34",,,"6,030,000.00","6,030,000.00",,"103,080,197.25","386,432,717.67","470,177,607.40","99,896,454.09","114,470,396.18","662,201,988.54","843,627,090.20","333,894,720.04","418,255,491.76","629,136,569.59"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"19,000.00",,,,"15,753,144.03",,,,,,,,,"75,000.00","75,000.00","75,000.00","75,000.00",,"23,471,387.34","23,475,387.34","24,687.34","29,400,050.00","29,400,050.00","29,400,050.00","29,453,850.00",,"26,000.00",,"66,000.00",,"50,453.66","58,453.66","1,349,678.83","14,785.20","233,250.00","273,035.20","3,076,839.36",,"102,431.00","371,653.98"
筹资活动产生的现金流量净额,"-3,007,172.31","-1,293,182.24","6,626,770.05","25,381,595.56","244,168,020.64","243,003,220.46","244,579,680.40","5,135,115.22","-23,705,277.27","-38,070,166.22","-33,506,398.21",,"-10,057,541.54","-9,474,660.19","-5,449,827.99","46,931.81","-2,073,983.15","-2,232,627.59","124,499.41","48,976,359.60","45,005,949.32","10,371,397.47","-1,031,580.75","340,240.53","17,269,071.62","-672,361.68","-22,503,333.34","1,250,447.91",,"-5,758,036.35","-6,030,000.00","1,113,546.64","697,555,799.45","1,200,370,907.09","1,209,936,563.38","-26,068,433.01","-25,515,626.93","-302,192,796.71","20,590,998.00","-87,447,720.04","-83,621,878.22","-282,077,429.19"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,"11,800,086.65",,,,,,,,,,,,,,,,,,,,"49,974,285.20",,,,,,,,,,,
四、汇率变动对现金的影响,"-554,626.94","-2,976,023.06","-917,601.05","-120,660.66","-263,903.80","-314,357.29","-679,105.55","-175,893.58","-82,424.15","-121,525.33","-195,014.15","-213,352.94","-751,270.15","-658,054.51","-889,432.89","-114,842.93","-297,197.11","-548,769.93","-575,048.55","-56,425.10","200,464.49","334,396.57","-326,373.68","-601,990.57","-1,511,729.37","-2,497,954.85","-3,099,756.52","-395,965.68","792,902.40","1,018,733.61","711,455.24","616,334.21","-859,120.99","3,691,361.61","-406,572.50","-367,897.25","4,800,512.41","6,384,521.12","8,052,296.88","1,477,639.68","6,503,310.74","-11,433,930.28"
收到其他与投资活动有关的现金,,"50,690.17","50,690.17",,,,,,,,101.11,,,,,,,"5,860,000.00","5,860,000.00",,,,"23,301,900.00","20,000,000.00","20,000,000.00","20,026,332.51","20,000,000.00","25,000,000.00","25,000,000.00","33,910,000.00","25,000,000.00",,,,"18,000,000.00",,,"10,000,000.00","8,523,859.99","52,160,000.00","52,150,000.00","52,162,598.41"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"519,000.00","569,690.17","569,690.17",,,,"15,753,144.03",,,"9,970,340.00","11,800,187.76",,,,,"75,000.00","75,000.00","5,935,000.00","5,935,000.00",,"23,471,387.34","23,475,387.34","40,566,587.34","49,400,050.00","49,400,050.00","49,426,382.51","49,453,850.00","25,000,000.00","25,026,000.00","33,910,000.00","188,040,285.20",,"50,453.66","58,453.66","19,349,678.83","14,785.20","233,250.00","21,755,326.95","24,431,639.98","52,160,000.00","52,252,431.00","77,254,252.39"
五、现金及现金等价物净增加额,"-2,782,607.26","4,301,158.65","-9,739,041.54","18,948,038.34","243,968,596.35","226,241,224.73","234,834,773.30","39,400,107.07","32,433,406.48","24,659,392.69","45,083,261.82","27,103,620.11","-29,860,265.76","1,515,409.15","12,599,289.34","9,854,196.17","-4,165,092.06","-5,662,120.08","-11,187,300.41","-1,694,109.11","26,651,636.82","-64,208,137.76","-78,757,284.97","34,243,048.08","-51,605,495.48","-28,097,945.82","-49,126,543.65","30,084,782.34","18,265,413.09","22,207,218.20","221,640,860.03","8,703,517.19","391,179,450.84","134,580,286.40","171,006,822.92","-110,822,720.41","-73,815,847.76","-81,163,640.72","169,966,846.62","-79,053,315.56","-86,655,240.27","-165,467,233.32"
购建固定资产、无形资产和其他长期资产支付的现金,"2,205,430.19","4,236,146.37","24,049,078.47","4,806,545.16","1,702,222.71","2,796,528.76","23,052,309.41","1,669,709.63","701,874.38","2,129,140.83","1,148,287.22","129,969.72","918,228.53","1,546,506.39","1,751,943.39","3,382,074.95","10,607,536.21","20,841,985.25","40,502,519.57","12,411,237.46","17,465,997.39","24,785,541.56","40,308,816.59","8,165,745.12","17,362,112.61","11,545,109.72","25,557,743.30","12,361,946.60","13,302,362.65","19,325,183.71","13,449,452.11","2,603,593.65","29,314,250.57","55,379,029.05","43,361,043.74","53,300,132.68","111,348,415.08","203,469,716.90","298,761,463.42","95,826,072.88","192,281,949.37","269,064,220.65"
期初现金及现金等价物余额,"28,928,310.85","28,928,310.85","28,928,310.85","19,189,269.31","19,189,269.31","19,189,269.31","19,189,269.31","254,020,372.01","254,024,042.61","254,024,042.61","254,024,042.61","299,107,304.43","299,107,304.43","299,107,304.43","299,107,304.43","311,706,593.77","311,706,593.77","311,706,593.77","311,706,593.77","300,519,293.36","300,519,293.36","300,519,293.36","300,519,293.36","221,762,008.39","222,040,404.53","222,040,404.53","221,762,008.39","172,785,464.74","172,635,464.74","172,785,464.74","172,635,464.74","394,276,324.77","394,276,324.77","446,740,217.58","394,276,324.77","565,283,147.69","565,283,147.69","632,240,038.41","565,283,147.69","752,236,872.18","735,249,994.31","735,249,994.31"
投资支付的现金,,,"7,615,500.00",,,,"21,925,800.00",,,,75.83,,"40,356,370.47","39,861,110.73","40,576,660.48",,,,,"50,000,000.00","50,000,000.00","110,000,000.00","110,000,000.00",,"31,200,000.00","31,200,000.00",,,,,,,,,"15,200,000.00","55,140,000.00","55,261,710.89","118,662,609.87","10,690,568.10","10,000.00","24,000,000.00","29,540,000.00"
期末现金及现金等价物余额,"26,145,703.59","33,229,469.50","19,189,269.31","38,137,307.65","263,157,865.66","245,430,494.04","254,024,042.61","293,420,479.08","286,457,449.09","278,683,435.30","299,107,304.43","326,210,924.54","269,247,038.67","300,622,713.58","311,706,593.77","321,560,789.94","307,541,501.71","306,044,473.69","300,519,293.36","298,825,184.25","327,170,930.18","236,311,155.60","221,762,008.39","256,005,056.47","170,434,909.05","193,942,458.71","172,635,464.74","202,870,247.08","190,900,877.83","194,992,682.94","394,276,324.77","402,979,841.96","785,455,775.61","581,320,503.98","565,283,147.69","454,460,427.28","491,467,299.93","551,076,397.69","735,249,994.31","673,183,556.62","648,594,754.04","569,782,760.99"
