科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"48,734,400.09","134,273,911.82","163,822,983.76","1,319,336,564.90","1,181,819,213.00","1,044,546,986.17","973,795,813.76","872,894,549.05","1,376,626,297.72","1,093,241,537.61","1,111,287,568.60","810,693,810.28","810,397,409.36","288,438,762.81","1,577,591,090.73","997,947,987.86","1,066,571,554.15","840,179,973.50","1,128,233,341.53","870,647,251.47","851,222,148.03","1,039,033,019.82","915,912,845.51","461,174,877.34","826,104,084.30","921,860,341.54","1,936,445,289.90","1,350,793,487.59","936,249,170.45","832,320,272.61","1,035,351,853.16","1,003,275,209.22"
短期借款,"26,000,000.00",,,"64,900,000.00",,,,"150,000,000.00",,,,,,,,,,"156,002,000.00","101,000,000.00","125,000,000.00","230,120,000.00","550,120,000.00","500,000,000.00","500,000,000.00","530,000,000.00","645,000,000.00","544,000,000.00","569,000,000.00","688,000,000.00","455,094,000.00","388,500,000.00","473,000,000.00"
交易性金融资产,"1,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"200,000.00","2,498,129.66",,"4,909,335.00","9,817,275.20","10,183,366.34","18,959,997.79","30,163,598.28","51,637,938.63","50,490,931.59","58,217,272.49","91,519,443.63","103,096,209.55","78,718,359.64","85,235,427.63","120,306,368.48","115,882,391.90","101,641,955.59","94,924,004.33","124,424,128.64","200,889,937.74","215,543,785.15","207,749,995.28","190,414,143.91","193,551,448.48","193,641,137.88","170,286,772.35","211,274,292.13","358,069,778.73","378,405,677.85"
应付票据,,,,,,,,,,,,,,,"28,203,224.27","35,089,430.40","68,982,535.24","122,253,895.06","144,436,280.27","207,867,843.08","217,169,942.63","321,330,461.34","410,487,128.39","406,797,752.82","348,867,926.82","375,001,382.17","368,051,784.02","189,672,657.98","86,959,347.59",,"79,541,069.73",
应收账款,"135,668,111.64","141,238,939.74","190,754,953.06","284,527,308.16","462,039,788.96","477,961,033.93","472,500,468.16","469,241,905.46","508,964,949.83","556,112,989.88","652,112,274.51","723,458,259.68","845,578,022.64","912,522,146.76","860,357,687.36","786,378,926.28","1,027,892,898.49","1,220,154,882.09","1,342,437,577.58","1,245,827,366.01","1,495,408,730.94","1,533,176,701.91","1,582,498,883.69","1,530,350,087.58","1,592,929,991.89","1,533,290,689.23","1,620,942,741.13","1,444,352,516.75","1,554,616,406.40","1,532,819,983.78","1,892,441,516.51","1,584,263,879.36"
应付账款,"78,583,926.84","70,306,808.43","92,424,228.99","79,997,112.10","119,830,623.85","165,503,780.22","190,762,577.49","88,200,605.83","117,651,385.02","117,503,293.64","304,003,743.40","162,633,060.46","361,884,739.02","269,337,721.12","808,555,192.41","556,439,404.90","711,907,029.19","710,943,871.00","979,183,537.07","777,632,959.22","980,312,448.36","1,038,600,892.17","1,237,490,975.19","1,088,652,264.74","1,255,229,815.90","1,543,075,829.17","1,769,883,456.16","1,403,422,206.61","1,743,545,473.29",,"1,855,933,811.80",
预付款项,"8,131,326.10","6,918,802.50","7,034,446.57","11,075,558.85","56,040,512.81","91,196,997.46","8,073,780.69","8,312,097.29","12,391,422.57","11,558,390.58","8,717,360.41","9,917,884.23","12,336,338.58","14,098,093.39","8,557,060.08","10,164,308.96","15,814,038.46","22,512,070.19","13,520,221.02","20,555,561.99","23,035,906.40","22,609,611.48","36,672,096.61","49,001,347.51","54,454,569.18","47,467,276.67","29,335,691.80","45,235,438.56","29,287,327.32","45,368,995.10","42,425,149.10","49,442,125.31"
预收款项,"38,435,504.17","52,054,638.76","49,864,502.59","40,344,739.77","36,929,697.13","53,454,697.58","54,882,598.51","51,467,972.65","73,124,476.98","83,326,354.21","78,176,271.65","70,973,021.95","66,522,613.49","71,941,262.96","158,369,469.39","132,110,779.57","50,031,185.59","80,248,669.37","61,503,202.77","53,152,430.53","29,849,031.19","33,693,334.76","41,444,122.35","51,195,363.22","63,643,381.64","75,208,782.48","54,134,054.93","104,130,992.10","81,869,199.89","78,796,441.04","84,609,544.69","114,181,414.78"
其他应收款,"39,860,440.15","14,482,427.03","20,793,140.24","23,618,812.31","21,814,027.99","31,885,054.07","18,789,468.36","25,179,808.27","50,516,729.37","49,429,516.49","186,605,354.00","63,387,635.86","53,726,977.61","51,726,270.23","44,304,637.51","67,807,058.73","84,821,277.55","101,491,689.26","81,189,787.12","146,718,739.96","158,653,601.09","219,115,409.49","122,889,368.20","125,200,488.01","101,762,960.24","115,859,218.10","121,935,102.03","116,245,627.90","106,937,388.54","115,060,555.63","118,481,744.26","141,271,539.68"
应付职工薪酬,"3,883,283.03","3,699,077.82","6,552,896.52","6,711,793.26","6,859,273.57","7,551,583.43","7,942,565.75","9,556,153.05","15,202,900.52","11,172,744.72","10,004,497.42","11,411,632.89","11,804,461.58","13,220,296.88","13,315,616.41","13,205,090.28","13,620,269.82","14,568,217.54","12,281,317.76","13,650,286.56","13,792,462.81","14,301,916.60","16,395,231.43","14,759,533.25","15,279,455.03","17,248,128.79","20,939,106.32","17,017,784.79","17,067,795.20","17,013,654.49","18,393,851.07","17,311,973.03"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"9,755,194.67","10,516,351.22","16,229,760.29","6,879,487.83","16,224,279.45","5,707,659.47","29,701,225.35","15,311,434.05","24,447,478.29","8,326,720.90","29,198,465.40","13,487,795.52","31,547,433.93","13,655,902.68","40,459,507.79","21,636,621.51","26,780,381.86","17,333,436.54","13,575,383.58","11,039,116.28","8,230,180.66","6,930,153.53","30,877,996.55","21,332,766.67","23,618,533.74","26,703,652.31","38,018,199.18","27,602,438.99","37,103,620.31","38,803,795.38","70,470,715.56","54,616,318.72"
应收利息,,,,,"6,047,506.19","8,609,204.16","12,099,572.92","839,689.38","2,734,045.90","7,952,434.20","2,427,438.46","1,906,704.58","1,248,110.29","139,717.80","174,131.50","3,731,004.92","3,247,255.46","248,090.26","209,801.77","1,292,543.97","1,980,257.04","1,581,369.55","257,343.51","719,236.68","279,698.12","330,514.71",,"251,894.18","293,664.77",,"84,871.49","199,601.22"
