科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"38,413,879.51","57,394,238.33","92,105,333.55","81,458,020.40","453,311,973.55","488,377,456.82","479,507,790.18","452,361,423.87","469,849,134.78","457,883,915.33","435,534,494.10","399,017,900.46","359,457,465.75","419,764,923.38","407,226,428.09","414,046,274.00","453,779,048.08","469,556,641.18","408,153,479.43","385,810,561.54","367,721,061.98","335,231,873.62","355,199,057.53","348,964,432.56","1,119,500,041.51","1,156,865,832.14","1,055,498,561.03","429,106,940.84","356,658,296.54","313,967,434.28","225,873,047.76","163,525,929.95"
短期借款,"5,000,000.00",,,,,,,,,,,"500,000.00",,,,,,,,,,,"950,000.00",,,,,"24,050,000.00","20,000,000.00","17,000,000.00","21,500,000.00","23,000,000.00"
交易性金融资产,"638,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,"35,169,468.64","25,564,601.99","22,435,278.08","24,980,903.62","50,591,170.73","21,779,397.61"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"740,000.00","1,107,528.48","1,665,000.00","1,171,000.00","870,000.00","1,850,000.00","1,501,286.00","7,765,483.72","2,951,286.00","3,000,000.00","5,400,000.00","13,850,250.00","4,763,400.00","4,128,320.00","6,088,000.00","11,187,189.04","9,036,147.00","4,945,972.69","1,917,538.19","9,210,652.19","4,477,961.20","7,097,210.00","4,215,507.00","12,528,073.97","8,209,219.42","5,224,467.29","6,783,707.31","6,892,441.63","5,425,275.51","1,296,949.35"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,"2,440,000.00",,,,,,"1,291,795.00"
应收账款,"19,227,961.24","22,609,606.53","34,883,886.09","37,864,097.37","49,963,467.20","49,682,297.64","60,908,519.69","61,766,105.59","77,787,338.68","82,072,360.19","88,058,677.58","89,631,987.29","89,862,005.00","81,103,810.71","90,613,309.72","99,762,607.23","99,759,961.76","102,197,388.88","104,110,337.70","117,826,152.53","124,779,386.24","121,954,404.89","145,066,505.63","151,738,833.22","154,584,129.49","195,743,386.32","185,690,522.95","221,267,851.95","301,180,307.41","336,181,144.88","357,093,074.77","373,828,738.29"
应付账款,"21,503,180.52","27,448,955.26","28,998,871.65","30,098,811.54","35,232,846.95","47,284,802.18","43,371,176.64","47,263,384.18","55,645,842.20","65,414,528.90","63,737,336.57","65,533,822.38","59,707,299.37","55,471,201.10","51,260,370.51","47,557,353.46","55,196,608.76","95,983,703.03","78,251,372.06","96,561,947.80","103,020,762.67","88,363,018.07","87,218,509.10","107,691,663.67","111,857,943.85","134,586,186.53","127,886,518.21","118,045,358.04","150,352,238.33","161,840,197.03","199,217,048.95","185,373,660.51"
预付款项,"2,565,828.13","1,996,383.13","6,742,533.28","18,288,436.70","32,178,097.46","1,858,126.29","2,264,875.89","20,639,679.37","15,216,920.10","11,699,671.68","11,975,809.72","12,018,994.25","13,656,126.89","12,435,172.98","18,520,657.26","16,763,913.37","17,418,884.09","3,662,843.76","6,239,831.66","3,091,521.70","5,054,236.06","5,893,196.26","6,873,049.81","6,254,947.37","8,250,068.37","5,718,230.46","7,298,087.34","7,962,918.06","10,509,611.56","8,433,470.77","10,873,491.75","7,915,357.55"
预收款项,"22,359,380.19","11,884,321.95","21,962,688.55","21,043,462.19","19,598,428.49","13,172,250.36","9,335,037.88","11,951,748.96","15,668,903.78","18,271,634.55","18,578,539.39","23,137,028.10","28,138,216.44","28,980,487.27","26,964,434.91","29,407,825.81","42,417,526.12","22,314,445.07","18,682,387.03","19,692,269.59","24,294,825.73","21,820,212.35","22,553,725.76","21,942,119.45","24,420,059.37","25,064,637.56","26,273,614.96","37,089,898.30","47,042,695.17","38,666,876.56","47,569,595.71","41,763,105.64"
其他应收款,"7,592,488.36","1,186,575.73","3,027,017.67","4,129,084.08","7,476,484.08","4,017,738.27","8,962,296.92","5,515,669.76","6,275,771.63","5,397,091.01","6,550,368.87","8,680,039.73","8,074,087.80","8,879,582.63","9,990,608.75","9,128,932.94","10,742,277.61","7,551,875.87","11,835,893.74","12,783,965.19","15,758,676.79","15,135,740.45","18,504,733.11","18,635,223.37","21,351,706.75","18,149,991.32","21,724,019.88","22,522,166.36","31,399,267.72","27,061,621.62","36,052,584.85","34,661,205.84"
应付职工薪酬,"612,738.36","1,144,437.57","2,337,501.11","2,672,041.58","2,184,199.01","6,004,268.09","2,526,780.27","2,976,544.63","3,184,641.74","7,931,343.81","3,221,955.95","3,695,247.73","3,745,351.24","7,959,554.43","3,681,234.04","4,073,699.97","4,306,656.46","8,644,520.11","4,467,588.02","5,131,346.40","5,224,899.31","10,027,400.73","5,543,896.58","6,217,402.18","6,390,360.43","15,481,382.22","6,590,366.27","8,641,231.99","9,524,028.31","26,342,807.68","16,992,225.87","16,420,797.87"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"280,431.97","2,177,255.43","1,947,729.63","2,474,155.77","3,348,395.52","3,831,715.47","3,933,552.80","4,856,159.75","7,609,803.93","7,065,581.66","4,189,011.22","4,846,284.22","6,042,111.87","5,037,651.22","5,929,186.36","6,887,744.79","6,477,867.44","8,389,529.40","5,737,613.80","4,894,532.11","5,677,159.53","4,416,276.71","8,312,088.82","7,641,909.73","6,168,954.10","11,158,011.31","8,312,327.70","14,964,224.38","22,213,963.35","28,808,862.24","7,030,934.62","11,061,499.24"
应收利息,,,,,,"3,071,732.50","3,500,000.00","6,543,442.97",,"2,157,500.00","2,632,138.41","4,653,086.81","1,147,500.00","4,074,555.55","4,324,600.45","5,362,014.29","4,748,890.36","4,660,196.79","4,350,576.37","4,615,402.75","994,861.10","1,982,065.97","1,581,735.70","2,445,630.85","1,176,419.15","1,832,912.46","1,168,718.17","1,790,842.81","1,770,982.70","166,623.67","12,833.33",
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,264.24","56,264.24","43,148.65","43,148.65",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,"1,519,553.99","1,478,228.27","71,740.00","71,740.00","136,000.00","136,000.00","136,000.00","136,000.00","239,020.00"
存货,"10,964,579.72","7,467,707.13","21,551,563.49","34,128,681.81","45,044,117.65","39,141,437.67","37,489,513.64","41,204,245.41","47,527,733.15","44,337,181.47","51,364,094.66","65,576,640.23","64,845,279.76","54,421,132.82","53,255,007.90","53,659,554.11","51,201,916.29","36,871,512.22","39,300,985.13","43,202,667.33","48,336,048.24","52,501,965.45","55,155,005.01","69,163,191.29","80,423,285.52","99,389,047.14","111,835,765.16","135,221,876.29","155,814,901.27","171,440,210.64","238,957,850.84","258,846,557.96"
其他应付款,"3,939,865.26","184,883.00","952,757.74","958,825.16","3,421,130.91","1,584,251.59","420,792.69","1,801,400.69","1,919,045.81","1,803,470.93","1,660,941.17","1,579,664.55","5,714,279.41","4,200,060.77","1,947,104.10","2,175,087.00","3,243,891.12","3,091,531.13","4,504,100.65","27,330,821.95","2,172,297.61","3,741,846.71","7,730,503.53","7,602,666.32","10,965,564.47","49,591,957.48","47,054,313.79","45,607,415.69","46,275,102.42","55,282,407.21","57,444,511.60","62,585,719.09"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,500,000.00","19,500,000.00","13,500,000.00","13,500,000.00",
其他流动资产,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","31,227,514.86","36,156,803.87","35,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","117,941.42","7,924,918.74","509,831,333.04","596,819,087.64","701,795,021.46","703,890,891.85","694,603,657.13"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"79,403,136.96","90,654,510.85","159,050,334.08","176,975,848.84","589,639,139.94","587,319,789.19","593,502,996.32","589,880,566.97","618,158,184.34","611,313,203.40","599,066,869.34","582,578,648.77","592,442,465.20","644,529,428.07","638,694,012.17","634,079,130.80","679,895,782.06","670,687,647.74","648,027,251.03","637,276,243.73","629,561,808.60","606,909,898.83","616,858,047.99","634,299,468.66","1,419,501,157.79","1,490,345,415.23","1,434,519,281.33","1,358,492,998.63","1,483,371,440.23","1,590,918,872.57","1,628,770,221.39","1,556,457,793.68"
