科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"97,311,078.04","97,103,879.46","138,607,549.75","572,990,325.34","325,320,051.64","407,223,242.41","237,242,483.39","176,183,300.20","202,662,805.75","157,856,376.89","248,814,492.59","412,043,230.97","393,055,062.91","339,923,550.99","150,435,544.63","212,508,394.51","231,414,142.46","299,358,107.08","223,856,268.47","362,785,897.57","325,450,181.74","295,686,636.04","679,279,984.41","644,785,062.42","719,950,748.84","567,135,893.72","352,590,460.98","564,336,258.93","622,859,559.84","473,082,583.72","551,229,763.12","371,310,700.66","541,728,005.09","402,331,219.82","377,831,875.69"
短期借款,"287,303,800.00","284,402,013.78","367,806,285.37","472,500,503.52","201,697,667.01","261,502,996.40","351,631,830.36","368,125,092.49","396,933,000.00","387,280,686.45","499,014,316.78","465,594,128.97","608,361,303.09","626,934,248.22","548,410,302.25","633,078,880.87","559,198,511.43","488,888,850.65","498,701,536.27","691,981,429.55","787,454,276.30","614,216,249.45","395,055,743.05","637,487,200.00","667,460,000.00","648,700,000.00","1,034,486,552.93","1,741,919,367.16","1,886,326,709.83","2,001,455,107.97","2,166,608,208.18","1,710,316,812.94","1,942,716,111.12","1,825,685,253.34","1,748,269,552.65"
交易性金融资产,,,,,,,,,,,"1,000,000.00","74,000,000.00","90,000,000.00",,"5,000,000.00",,"4,000,000.00",,,"15,000,000.00","17,000,000.00",,"200,000,000.00","202,000,000.00","216,990,000.00",,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,420,000.00","1,700,000.00","30,051,724.73","26,955,038.96","39,206,829.71","17,060,000.00","17,407,431.86","12,765,000.00","37,891,910.68","55,758,921.29","22,404,665.67","23,589,596.04","46,259,502.26","53,429,830.49","1,842,748.50","22,592,371.38","10,837,000.00","56,198,670.75","22,459,333.70","9,414,605.20","38,975,981.00","56,098,920.58","7,710,000.00","8,095,791.81","18,407,728.10","70,793,231.15","16,181,075.67","49,040,542.47","50,874,000.20","110,148,788.00","22,230,000.00","19,159,927.87","4,790,000.00","7,719,755.38","7,216,880.00"
应付票据,"133,550,000.00","132,800,000.00","102,000,000.00","146,500,000.00","113,500,000.00","59,400,000.00","70,000,000.00","135,000,000.00","177,000,000.00","150,000,000.00","200,292,220.00","211,188,170.00","180,895,950.00","151,150,000.00","135,000,000.00","205,000,000.00","221,500,000.00","240,500,000.00","247,000,000.00","379,000,000.00",,"265,900,000.00","229,500,000.00","248,000,000.00","274,468,500.00","159,500,000.00","149,000,000.00","220,500,000.00","206,484,986.80","150,810,126.80","164,562,040.00","487,400,000.00",,"218,105,746.40",
应收账款,"95,476,391.76","110,568,095.71","103,589,644.97","304,683,978.70","205,909,565.17","116,840,399.43","211,579,176.76","302,590,283.24","238,593,147.66","162,949,040.56","153,699,320.39","343,030,780.46","306,200,975.37","155,291,630.43","374,746,557.87","437,676,255.94","403,145,804.91","323,524,786.12","441,833,514.36","590,271,230.99","595,542,130.49","419,493,412.84","521,865,654.50","827,142,154.60","578,818,150.78","727,016,121.35","877,897,788.47","1,069,118,201.56","1,101,599,468.37","1,301,646,319.63","1,409,438,333.77","1,144,198,600.72","1,275,916,700.29","2,045,408,278.60","2,227,950,868.11"
应付账款,"128,159,761.74","147,136,764.67","163,227,499.12","168,359,966.35","122,464,965.03","200,695,430.93","164,351,688.13","173,526,535.23","166,776,119.96","123,418,039.19","162,344,080.37","305,183,799.19","354,213,493.86","307,757,273.16","432,137,121.35","432,329,009.80","390,548,045.81","377,566,093.66","407,563,811.67","484,398,633.37","309,900,000.00","313,241,610.87","373,807,760.91","523,756,125.58","407,947,493.71","637,514,475.73","599,384,194.98","529,583,773.39","715,368,903.25","833,207,170.12","908,546,365.12","822,789,507.20",,"1,095,401,869.86",
预付款项,"15,235,490.94","35,402,544.00","23,822,561.56","21,700,428.58","28,710,379.99","22,129,301.00","47,467,637.13","28,472,642.64","35,970,553.30","37,902,809.23","31,766,517.37","44,969,388.15","33,790,683.54","41,554,202.45","40,851,785.39","28,140,754.36","38,125,274.21","70,655,870.17","135,007,508.23","88,130,297.89","125,243,994.36","104,117,234.10","214,858,939.42","325,130,664.25","641,161,192.65","410,347,757.56","436,468,160.02","594,194,362.89","763,319,004.64","288,817,091.15","359,474,937.87","499,551,770.69","555,424,258.86","241,441,466.78","267,056,308.27"
预收款项,"7,438,223.81","12,639,893.43","21,306,801.08","7,042,470.14","13,047,982.23","36,189,176.15","34,647,614.80","12,214,943.53","15,921,340.09","18,076,979.02","23,951,754.40","27,567,789.91","34,909,257.65","23,386,035.18","29,844,355.58","30,548,205.25","26,131,633.54","62,413,315.30","56,733,064.38","34,242,236.63","407,862,766.00","58,410,671.67","88,994,809.43","101,304,505.62","157,215,844.30","57,452,980.97","136,360,027.96","174,053,417.02","212,504,589.92","81,310,680.89","173,443,643.98","232,906,239.37","312,307,468.44","112,317,673.31","149,558,921.32"
