科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"21,329,206.77","53,646,098.23","71,536,558.00","42,678,136.95","29,800,045.32","66,585,761.58","205,078,813.67","184,448,718.40","122,263,039.14","131,559,916.32","93,939,647.89","78,422,295.07","104,010,658.20","174,582,489.69","151,992,236.23"
短期借款,"68,100,000.00","57,000,000.00","45,000,000.00","51,400,000.00","53,080,000.00","52,080,000.00","43,080,000.00","46,680,000.00","23,000,000.00","34,000,000.00","46,300,000.00","114,600,133.92","111,750,541.92","111,971,017.92","98,757,149.92"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"62,843,750.29","68,375,547.34","71,294,717.22","55,822,783.54","68,178,890.13","115,234,760.07","95,274,251.17","74,903,288.45","91,030,879.78","131,937,289.39","120,309,187.79","80,792,829.22","130,260,843.92","168,847,441.61","154,356,087.32"
应付票据,,,,,,,,,,,,,,,
应收账款,"104,817,608.35","92,244,928.32","88,932,907.67","142,364,577.37","161,907,706.79","100,548,654.18","128,934,416.00","166,512,506.33","184,177,506.45","126,881,168.65","128,168,926.41","158,110,770.57","269,457,807.02","208,584,600.67","247,605,789.55"
应付账款,"46,595,798.79","53,441,306.36","35,197,904.95","59,954,311.70","47,679,957.39","45,954,956.52","52,501,516.08","66,971,661.67","61,360,218.59","51,038,257.42","63,946,387.19","106,817,364.55",,"144,667,266.50",
预付款项,"1,706,255.54","3,022,001.93","5,936,470.64","9,865,491.39","10,046,808.79","6,059,208.22","10,325,952.62","13,573,756.87","14,818,016.97","3,957,468.24","33,510,360.14","163,274,670.14","24,016,919.44","10,905,029.96","14,616,517.11"
预收款项,"2,219,778.28","2,482,890.72","5,830,150.00","4,625,970.58","4,240,866.95","5,711,513.75","5,698,067.77","4,479,567.84","2,679,501.07","2,333,087.86","8,034,696.26","7,428,445.71","16,433,368.18","12,831,583.54","15,671,452.82"
其他应收款,"827,716.52","1,061,349.10","1,086,366.11","2,037,105.35","2,187,815.36","607,186.42","824,832.72","901,224.48","958,248.64","941,231.97","1,078,687.36","1,289,912.34","2,609,319.74","5,688,429.39","5,709,633.67"
应付职工薪酬,"7,099,495.09","7,228,412.35","8,485,439.67","5,636,412.66","7,111,773.75","8,105,939.21","10,030,074.24","5,560,046.84","7,798,449.83","10,051,102.89","12,172,446.49","5,945,389.77","9,568,181.20","14,186,665.06","14,796,827.63"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"1,526,428.00","542,499.22","1,430,124.55","2,313,946.93","4,701,364.02","759,086.61","704,759.53","3,182,775.43","1,876,988.74","1,532,458.73","1,760,553.25","2,291,030.12","4,497,324.63","3,505,248.30","10,318,738.51"
应收利息,,,,,,,,,,,,,,,
应付利息,"12,376.00","11,458.33",,,,,,,,"16,149.38","16,149.38","14,681.25",,"605,738.56","612,505.22"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"87,569,811.36","119,582,190.50","116,016,540.82","122,586,196.18","118,524,090.15","123,288,394.02","135,185,683.60","142,785,298.18","145,939,237.20","148,571,264.78","163,884,612.99","163,940,819.85","281,648,515.56","274,639,960.25","282,405,918.00"
其他应付款,"17,741,066.52","5,088,612.34","5,772,801.23","3,287,227.99","5,154,255.88","7,661,118.87","2,162,265.12","4,192,281.53","5,406,179.16","6,960,496.93","1,958,602.35","3,539,666.46","2,101,721.85","21,905,555.81","20,992,488.82"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,"2,500,000.00","5,500,000.00","4,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,"5,187,500.00","6,916,667.00","8,635,000.00","27,470,080.51","29,968,629.67"
其他流动资产,"1,168,227.40","12,821,496.36","922,508.64","15,912,004.61","15,831,166.89","2,653,604.50","2,932,759.74","2,544,477.18","2,549,129.84","2,864,063.62","23,215,616.62","2,712,569.73","4,441,228.86","13,806,932.49","6,222,248.51"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"280,262,576.23","350,753,611.78","355,726,069.10","391,266,295.39","406,476,523.43","414,977,568.99","578,556,709.52","585,669,269.89","561,736,058.02","546,712,402.97","564,107,039.20","648,543,866.92","816,445,292.74","857,054,884.06","862,908,430.39"
流动负债合计,"145,794,942.68","131,295,179.32","105,716,420.40","137,217,869.86","131,968,217.99","130,272,614.96","124,176,682.74","131,066,333.31","102,121,337.39","105,931,553.21","139,376,334.92","247,553,378.78","295,457,564.48","336,537,417.64","334,662,592.73"
可供出售金融资产,,,,,,,,,,,,,"250,000.00","250,000.00",
长期借款,"9,500,000.00","4,000,000.00","10,000,000.00","29,000,000.00","29,000,000.00","69,000,000.00","69,000,000.00","69,000,000.00","69,000,000.00","83,000,000.00","77,812,500.00","76,083,333.00","228,625,000.00","246,300,000.00","241,250,000.00"
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,"6,555,912.26","3,725,204.59","3,149,692.80"
长期股权投资,,,,,,,,,,,,,"21,224,356.22","23,131,424.02","23,131,424.02"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,"2,515,712.25","33,949,374.91","33,534,640.04","33,099,777.34"
预计负债,,,,,,,,,,,,,,,
固定资产,"40,002,554.05","36,986,143.43","39,214,016.77","40,093,690.20","40,111,411.54","42,155,346.44","43,293,251.33","41,275,119.91","45,761,341.59","46,076,379.00","45,064,023.28","209,811,521.42","276,961,679.76","279,687,323.75","280,903,051.69"
