科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"6,929,723.95","8,902,811.39","36,666,756.83","58,425,558.96","16,278,833.91","665,863,174.30","625,816,580.59","525,672,310.78","543,442,794.87","450,301,036.34","367,497,932.92","322,220,784.02","356,906,142.06","328,384,611.20","297,805,608.06","219,492,538.82","276,582,643.08","276,435,431.79","271,557,836.42","167,739,766.27","191,309,402.37","131,921,434.70","118,995,650.40","99,883,240.16","109,672,750.16","931,260,101.76","166,730,489.00","94,486,630.50","260,559,050.89","225,601,416.87","682,457,994.19","271,216,065.50","303,846,223.57","232,292,239.84"
短期借款,"35,000,000.00",,"60,000,000.00","65,000,000.00","58,000,000.00",,,,,,,,,,,,,,,,,,,"122,687,279.91","170,000,000.00","223,000,000.00",,"135,000,000.00","296,020,500.00","436,020,500.00","556,270,500.00","561,485,000.00","602,086,000.00","539,750,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,884,031.00","1,884,031.00","1,884,031.00","1,884,031.00",,
交易性金融负债,,,,,,,,,"2,387,312.05",,,,,,,,,,,,,,,,,,"395,502.91",,,,,,"3,518,534.90",
应收票据,"12,559,823.20","4,450,000.00","4,426,072.00","34,491,052.00","36,286,724.00","42,296,956.40","79,954,651.76","59,165,190.66","47,609,686.00","28,751,950.00","96,725,694.33","78,973,064.29","98,023,604.82","84,299,293.50","104,270,610.76","145,618,850.43","135,727,271.01","111,433,353.60","96,296,053.38","111,319,483.19","157,464,403.01","122,712,238.47","130,557,481.66","117,411,902.19","139,025,529.95","46,769,808.50","91,661,731.07","91,571,672.52","118,032,516.51","107,244,751.94","146,819,227.52","105,149,230.82","149,980,774.31","84,672,096.96"
应付票据,,,"6,667,500.00","3,639,680.00",,,,,,"11,100,000.00","11,100,000.00","3,500,000.00",,,,,,,,,,,,"8,564,813.80","97,849,034.91","172,551,166.08","101,113,841.13","33,851,611.23","31,571,647.07","67,368,912.21","47,153,912.21","12,120,000.00","51,820,157.28","49,388,135.20"
应收账款,"22,451,839.56","33,990,115.28","63,692,996.66","36,966,153.28","34,138,603.85","50,127,549.38","40,476,432.85","57,985,296.08","29,071,851.42","65,145,430.36","53,369,185.56","71,617,004.86","48,506,363.47","80,144,609.47","89,217,445.38","112,203,754.64","58,867,630.34","113,320,093.79","132,396,626.85","119,882,979.74","96,951,195.79","182,403,162.69","141,413,600.57","135,800,135.13","102,117,539.99","163,930,185.60","191,113,951.57","173,477,495.86","192,218,258.25","245,201,064.84","239,370,066.33","329,878,491.96","281,096,178.64","382,636,161.88"
应付账款,"58,823,251.16","8,976,777.00","18,605,294.16","17,097,801.98","26,205,742.21","37,193,415.55","25,704,476.01","26,514,553.64","43,804,442.86","38,396,891.52","40,882,736.13","37,493,322.01","71,362,691.25","44,388,870.88","78,690,958.10","83,694,665.67","32,946,296.99","55,398,812.31","76,253,142.49","71,464,613.65","68,849,352.62","110,032,111.45","99,372,486.66","108,406,629.43","334,555,342.83","171,644,181.93","365,822,612.09","354,857,318.70","422,973,021.20","429,814,803.73","527,964,800.68","422,252,919.70","397,933,673.83","381,833,880.97"
预付款项,"15,524,589.29","7,691,687.62","28,849,869.21","44,567,925.70","32,263,834.01","45,944,005.74","79,210,076.39","115,180,560.30","64,444,260.33","89,440,625.07","76,298,027.52","87,390,954.97","13,427,556.79","20,298,548.40","41,358,887.46","49,749,281.91","7,275,587.83","18,998,387.11","21,550,861.14","38,906,334.92","9,861,964.93","81,011,156.67","16,141,843.98","25,642,466.76","18,076,416.85","46,368,699.19","10,040,457.45","141,099,010.45","64,007,014.54","88,627,776.02","86,589,723.05","109,207,703.47","42,020,877.12","97,674,266.94"
预收款项,"1,516,850.02","1,063,306.86","1,349,105.75","3,182,773.10","3,345,087.33","1,949,374.49","2,821,249.38","1,761,807.77","3,228,703.09","2,592,224.43","5,203,392.35","3,472,250.30","3,870,513.72","2,305,191.02","4,578,682.75","2,885,486.26","5,720,368.57","8,889,701.19","4,998,926.89","9,440,565.82","7,003,834.15","8,060,685.09","7,701,881.52","7,081,541.56","14,893,660.58","12,069,253.76","19,010,695.52","22,294,504.52","30,094,560.90","12,141,857.55","18,755,963.23","28,182,083.43","44,724,189.25","38,747,266.71"
其他应收款,"646,515.41","1,368,896.95","1,294,493.03","5,684,672.72","2,837,539.28","7,323,543.28","5,503,968.66","3,527,300.96","3,626,970.35","4,248,463.50","1,985,393.51","3,777,085.46","3,115,630.48","3,937,634.19","1,929,211.16","3,084,391.71","1,630,864.65","2,597,446.75","2,533,436.27","3,885,214.71","4,589,630.05","10,894,736.84","11,412,440.54","26,026,000.40","6,570,918.72","5,298,931.57","10,278,048.49","62,458,227.62","42,826,410.80","35,489,644.11","34,700,427.73","75,819,983.71","83,557,350.15","120,531,016.95"
