科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"516,427,262.31","463,050,046.16","482,966,109.10","182,936,130.11","375,928,822.88","497,071,432.72","649,170,452.40","188,982,918.79","388,759,556.08","535,649,487.69","694,212,644.36","148,062,892.42","344,666,365.87","472,496,169.54","603,557,117.48","145,058,420.82","338,333,824.51","474,848,140.82","616,291,416.45","146,896,172.33","314,775,423.58","445,270,503.90","573,466,190.75","111,899,119.61","269,446,667.09","11,237,367.41","393,555,225.01","254,019,889.25","565,246,161.32","798,485,918.20","1,210,071,377.77","431,788,667.17","1,052,031,363.61","1,605,571,153.87","2,469,808,306.59","464,631,849.73"
二、营业利润,"61,333,268.64","41,097,197.85","66,978,315.91","19,324,928.15","43,723,278.05","56,717,070.89","70,529,647.70","15,225,231.95","39,359,204.11","52,456,920.23","57,281,134.39","8,635,364.80","17,351,087.05","22,255,489.97","25,839,739.90","8,470,220.84","23,207,875.22","33,683,015.56","27,320,267.98","11,602,555.90","28,673,584.83","35,289,849.94","36,035,183.98","7,748,083.76","11,248,220.49","-90,623,461.63","19,821,324.53","132,502,687.39","331,736,286.57","425,306,221.71","429,455,196.49","199,320,869.42","520,404,713.16","795,430,174.73","1,223,186,847.41","181,387,325.27"
减:营业成本,"421,683,543.10","387,423,065.18","369,100,081.62","148,524,174.67","297,640,025.59","403,090,392.74","514,253,511.34","161,184,828.58","327,281,633.51","454,982,762.00","578,205,673.83","123,260,892.93","295,069,337.46","401,834,315.27","501,049,899.28","120,209,248.49","281,017,403.48","387,683,526.31","503,285,833.20","119,169,188.29","256,122,772.90","360,800,717.89","474,331,982.72","89,645,862.12","228,157,196.06","64,105,300.35","199,025,437.51","81,051,077.74","149,299,962.92","246,453,031.10","518,011,490.91","178,828,709.15","409,188,476.65","609,920,677.40","792,037,119.18","174,253,382.27"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"882,320.87","965,991.40","1,282,991.93","193,728.74","1,014,793.14","1,520,318.79","1,584,996.35","564,340.67","1,666,814.52","2,047,389.40","2,041,425.74","119,245.80","1,011,960.02","1,033,330.50","1,369,903.09","197,708.94","1,203,659.66","1,969,787.96","2,462,515.16","356,872.59","1,176,370.46","1,695,819.31","1,899,520.28","367,858.36","1,923,799.62","53,358.49","416,599.59","839,202.67","995,510.33","1,774,619.67","14,107,567.41","8,836,405.58","15,569,214.11","23,628,531.59","47,941,276.20","2,432,789.38"
营业外收入,"6,927,548.57","22,064,763.65","18,122,898.98","32,650.00","52,600.00","208,754.40","1,856,583.39","820,616.40","3,943,447.48","4,011,319.55","9,423,247.38","307,345.00","1,847,111.00","2,137,407.00","2,894,404.93","1,002,720.00","1,408,928.68","2,031,240.68","2,861,084.66","483,886.78","1,072,219.32","2,768,493.83","3,304,227.11","513,293.52","1,212,607.80","1,259,859.36","6,866,796.58","622,507.08","1,400,129.16","4,214,909.60","60,121,501.89","1,066,897.38","2,777,308.05","7,483,065.58","2,486,194.99","39,427,889.02"
销售费用,"10,563,086.84","9,404,484.31","10,698,775.01","4,164,731.60","8,881,257.62","11,593,959.92","14,473,002.95","3,826,612.30","7,543,602.10","10,568,325.40","13,829,462.64","3,684,234.22","8,356,712.92","10,074,512.79","14,169,850.27","4,034,029.23","8,860,847.97","13,486,648.77","16,831,957.62","3,272,032.59","8,699,691.92","13,313,208.62","16,917,706.59","3,463,857.40","7,830,843.04","2,631,121.79","10,160,460.22","2,517,007.01","5,108,698.64","7,477,320.29","9,811,690.87","3,305,511.56","4,946,098.37","7,744,443.01","17,673,420.86","923,490.25"
减:营业外支出,"1,859,962.07","829,892.66","58,041.99","22,121.00","55,194.48","55,194.48","55,194.48","1,817.44","8,260.09","8,260.09","23,440.50","15,050.65","65,383.65","78,416.50","2,947,833.72","52,493.19","210,592.83","382,375.88","5,508,570.45","16,342.60","188,974.22","486,999.41","509,899.41","63,137.96","93,678.61","78,271.13","270,385.54",,,"1,585.43","453,122.19","2,086.42","94,267.71","250,642.93","2,025,399.48","60,501.55"
管理费用,"17,767,148.27","18,067,490.34","33,138,770.65","11,541,846.05","26,332,018.60","35,931,353.20","52,312,763.57","8,775,536.06","18,437,189.13","29,388,108.83","49,403,265.23","13,034,898.53","26,048,709.27","41,344,226.69","53,807,417.37","11,842,365.74","27,265,466.33","41,477,356.86","45,300,712.78","12,312,644.76","28,820,507.73","40,803,073.41","51,625,709.11","11,185,233.04","21,370,971.85","13,160,240.32","64,468,702.35","20,442,249.78","42,805,386.37","60,344,874.60","101,515,049.88","16,992,478.23","50,903,735.28","77,714,013.83","159,431,282.41","69,919,551.00"
其中:非流动资产处置净损失,"1,841,146.08","12,539.21","45,041.99","22,121.00",,,"55,194.48","1,817.44",,,"21,440.50",,"15,383.65","28,416.50","36,722.75",,,"370,630.88","408,954.25",,"188,974.22","480,999.41","483,899.41",,"93,678.61","78,270.20","104,365.58",,,,"369,722.19",,"90,372.33","187,415.52",,
