科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"102,753,541.98","424,730,367.34","764,971,323.39","178,894,834.55","605,264,481.62","839,455,222.73","1,008,421,985.76","251,521,101.55","696,063,943.34","1,009,324,696.38","1,315,640,364.97","282,885,334.50","765,952,621.63","1,060,187,614.21","1,429,858,439.29","253,053,468.40","766,088,179.78","1,096,991,307.52","1,553,815,283.03","242,896,226.45","707,699,150.98","1,046,496,663.34","1,553,718,741.75","245,583,753.32","789,588,044.32","1,164,486,431.46","1,813,274,840.42","273,934,796.49","875,203,662.84","1,286,188,523.52","2,069,425,254.56","322,497,416.24","868,858,246.11","1,401,777,493.20","2,629,481,264.98","320,408,834.12","779,060,965.85","1,174,781,353.84","1,877,256,938.71","380,527,606.17","866,088,483.66","1,353,061,792.22"
取得子公司及其他营业单位支付的现金净额,,,,,"9,576,890.70","9,576,890.70","11,149,144.18",,"12,669,378.20","30,146,118.06","29,229,420.69","45,553,405.30","45,563,405.30","45,563,405.30","45,563,405.30","14,673,505.88","14,673,505.88","14,673,505.88","16,511,203.35",,,,,,"2,400,000.00","14,790,000.00",,,,,,,,,,"52,725,247.60","85,338,247.60","85,338,247.60","22,356,040.47",,,
收到的税费返还,,,,,,,,,,,"2,258,795.14",,,"110,155.74","579,326.83","375,479.21","572,528.83","1,187,624.56","1,962,278.86",,"7,668.18","10,122.85","1,304,794.50","450,308.64","670,078.52","692,555.70","565,284.87","350,461.85","957,626.66","1,495,535.90","897,327.08","231,207.57","865,430.78","954,915.47","954,078.72","205,486.98","209,535.20","826,753.79","850,557.40","117,623.27","361,248.98","687,631.51"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"159,260,000.00","149,260,000.00","179,260,000.00","5,000,000.00",,,,,,,,,,,,,"12,740,282.34","840,282.34","330,840,282.34","950,000,000.00","1,650,000,000.00","1,800,128,369.34","2,110,000,000.00","1,063,000,000.00","1,353,000,000.00","1,516,249,621.29"
收到其他与经营活动有关的现金,"44,159,843.25","46,932,231.47","55,304,561.41","4,117,642.85","28,554,255.50","32,834,009.55","42,407,141.30","6,127,515.54","13,700,955.50","18,933,534.48","43,803,783.26","24,681,923.21","24,114,977.49","46,777,022.65","42,904,372.18","3,374,490.81","9,782,822.45","76,883,661.96","38,085,370.16","10,516,775.00","13,538,553.59","19,267,754.59","17,810,161.25","15,134,829.12","15,132,090.59","24,153,843.56","20,580,585.06","24,128,852.17","29,612,991.44","27,702,043.04","34,009,217.44","20,501,599.46","19,388,122.79","176,933,770.40","145,623,558.05","25,502,932.25","37,033,849.91","204,644,590.32","272,314,610.36","44,130,706.48","85,341,094.96","126,403,434.51"
投资活动现金流出小计,"1,657,095.60","37,419,331.30","46,361,480.38","31,955,603.07","63,483,254.66","81,857,592.70","115,413,544.04","22,844,596.59","79,410,338.22","127,287,013.90","166,552,614.81","110,416,362.68","121,290,539.99","134,854,267.82","301,729,761.53","52,030,664.76","223,129,931.56","233,897,723.48","289,036,812.80","18,243,674.83","22,196,577.30","38,713,417.46","101,675,435.55","8,802,897.98","18,128,169.53","413,861,800.68","402,740,718.31","67,905,152.50","76,976,307.97","91,127,314.66","137,676,484.69","130,293,108.03","255,385,902.11","289,321,730.45","734,158,506.14","1,074,817,173.11","1,855,641,395.21","2,085,546,901.50","2,466,752,066.26","1,093,515,558.26","1,424,207,208.33","1,669,646,936.49"
经营活动现金流入小计,"146,913,385.23","471,662,598.81","820,275,884.80","183,012,477.40","633,818,737.12","872,289,232.28","1,050,829,127.06","257,648,617.09","709,764,898.84","1,028,258,230.86","1,361,702,943.37","307,567,257.71","790,067,599.12","1,107,074,792.60","1,473,342,138.30","256,803,438.42","776,443,531.06","1,175,062,594.04","1,593,862,932.05","253,413,001.45","721,245,372.75","1,065,774,540.78","1,572,833,697.50","261,168,891.08","805,390,213.43","1,189,332,830.72","1,834,420,710.35","298,414,110.51","905,774,280.94","1,315,386,102.46","2,104,331,799.08","343,230,223.27","889,111,799.68","1,579,666,179.07","2,776,058,901.75","346,117,253.35","816,304,350.96","1,380,252,697.95","2,150,422,106.47","424,775,935.92","951,790,827.60","1,480,152,858.24"
投资活动产生的现金流量净额,"4,665,339.88","-30,725,874.15","-39,990,634.22","-31,852,103.07","-63,379,754.66","-81,754,092.70","-115,310,044.04","-22,337,419.57","-79,395,338.22","-126,003,443.50","-165,269,044.41","-110,064,282.68","-120,853,459.99","-134,068,949.48","-289,949,443.19","-51,764,295.06","-196,991,887.33","-225,516,039.13","-207,484,805.81","122,662,484.99","166,098,299.41","170,522,375.25","133,049,834.03","-3,153,668.83","-6,354,359.38","-400,001,844.37","-388,671,005.00","9,521,774.50","37,139,619.03","24,767,172.84","-20,629,357.83","-126,107,264.03","-246,527,306.11","-276,334,808.45","-708,355,821.30","-66,535,735.96","125,220,664.70","248,174,763.87","182,803,726.98","151,517,087.90","175,082,220.68","210,743,589.33"
购买商品、接受劳务支付的现金,"125,096,144.20","297,998,681.92","557,584,627.10","218,949,327.31","464,362,029.21","564,105,772.26","629,487,206.52","237,041,056.83","391,328,509.83","560,264,940.22","734,465,082.43","197,975,897.48","371,203,735.90","501,938,867.83","701,990,901.31","169,957,262.33","434,132,404.51","574,550,690.21","837,582,389.79","174,063,665.24","312,770,342.07","438,102,936.81","597,851,124.47","183,275,677.42","509,175,469.47","790,106,972.16","997,132,931.90","244,835,123.58","515,522,096.41","818,115,114.81","1,100,715,341.74","222,718,827.89","517,618,698.42","702,140,141.62","1,051,577,890.90","259,952,397.79","579,613,799.23","1,033,698,775.86","1,199,455,895.87","299,740,333.80","990,100,459.64","1,633,479,193.14"
吸收投资收到的现金,,,,"283,500,000.00","283,500,000.00","283,500,000.00","283,500,000.00",,,,,"538,930,000.00","538,930,000.00","538,930,000.00","538,930,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,"33,948,000.00","44,148,000.00","44,182,000.00",,,,"2,186,374.00",,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","84,402,080.00","84,402,080.00","84,402,080.00","120,857,280.00","7,850,000.00","37,450,000.00","46,747,900.00"
