科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"103,850,118.27","182,947,672.24","298,665,994.74","67,250,984.70","144,183,661.49","201,796,387.95","281,796,893.72","51,205,193.45","107,337,832.50","165,070,889.13","243,284,915.20","55,475,466.93","98,442,288.08","165,910,488.83","362,432,078.15","87,116,299.88","326,650,238.24","602,933,170.30","980,319,199.50","214,629,708.25","791,003,349.24","1,143,963,628.01","2,188,775,876.25","589,352,266.71","1,264,487,208.68","1,992,373,974.06","3,297,140,845.94","764,629,303.72","1,682,730,164.33","2,530,637,343.91","3,855,143,392.77","684,133,779.40"
二、营业利润,"13,755,014.19","29,172,212.54","49,136,866.79","8,905,914.33","20,587,879.54","27,740,657.59","50,407,487.96","338,720.14","1,680,744.50","1,771,788.02","19,018,149.55","1,034,847.20","-3,609,216.40","1,330,002.62","75,477,431.61","1,505,625.26","47,666,947.86","88,322,762.10","129,284,758.88","42,891,978.88","233,346,741.98","408,234,420.31","668,045,055.90","126,502,439.10","264,766,424.23","431,822,258.59","635,352,499.82","177,491,539.22","326,754,540.90","452,258,083.94","150,420,880.88","106,539,943.21"
减:营业成本,"70,275,354.18","121,268,389.19","201,900,433.34","42,843,504.12","89,535,533.06","121,200,243.93","173,708,253.42","27,021,916.34","62,646,888.08","97,468,574.75","146,244,325.13","29,409,918.61","57,451,019.51","94,062,567.61","155,132,829.84","34,682,675.22","142,500,917.92","283,743,092.62","490,408,294.63","63,055,002.59","287,191,388.11","368,621,348.84","889,815,788.91","311,790,714.42","664,281,289.84","1,076,336,124.92","1,909,566,610.82","392,243,531.01","916,708,304.03","1,458,444,146.78","2,536,631,141.65","382,788,990.79"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"730,135.59","1,292,728.61","2,687,759.99","827,663.75","969,617.34","1,559,357.43","2,898,427.74","71,102.67","117,436.04","531,968.97","983,864.52","351,511.43","650,435.41","1,029,654.63","3,422,157.80","771,902.54","2,555,931.95","6,466,825.46","10,518,490.47","1,757,439.58","7,695,318.62","9,353,287.82","13,623,004.87","2,529,305.00","6,920,332.74","11,037,234.60","16,040,287.61","2,535,375.10","10,375,618.54","13,387,025.53","17,860,602.79","1,913,667.95"
营业外收入,"2,238,306.03","2,674,699.91","1,796,841.37",878.24,"395,648.08","4,536,200.32","5,908,841.90","2,831,034.79","3,207,309.12","3,574,155.66","6,634,566.89","2,172,086.72","3,455,560.21","3,759,156.77","7,223,440.62","6,455,071.37","8,111,833.20","9,488,231.03","23,980,598.84","11,041,287.30","33,853,502.07","42,548,831.05","55,498,282.02","4,331,927.58","5,786,777.77","17,545,551.66","16,925,814.75","8,093,871.75","10,101,112.49","14,937,336.85","14,906,015.37","272,473.15"
销售费用,"8,834,967.52","14,370,858.66","21,890,102.23","6,882,011.93","18,053,139.74","26,523,340.99","27,015,174.26","11,858,973.16","23,824,056.55","35,829,041.67","35,958,271.58","12,319,473.39","22,969,820.80","35,151,140.07","42,597,366.88","19,936,292.78","50,933,784.36","86,218,196.96","146,152,899.40","42,838,576.98","99,311,008.96","133,438,573.35","228,098,449.39","64,203,044.21","117,035,676.01","175,324,485.44","279,955,116.77","67,294,670.49","141,535,385.87","195,240,682.14","263,925,835.20","67,713,076.68"
减:营业外支出,"8,463.00","496,984.53","6,386.74","13,861.96","200,000.00","200,000.00","208,274.17",845.01,"107,566.54","110,048.03","555,114.04",,"63,695.29","163,952.99","665,331.65",391.12,"1,888,072.23","2,243,040.96","2,175,345.97","22,963.46","4,080,711.89","4,369,379.51","4,590,669.17","270,699.66","5,652,935.61","5,593,189.33","21,098,715.88","1,699,821.29","7,392,383.04","7,617,803.96","8,963,826.52","112,308.60"
管理费用,"9,146,781.25","13,648,516.18","19,470,591.87","7,443,863.44","14,724,703.48","26,279,264.72","27,258,765.32","14,722,832.69","23,189,991.75","33,936,050.98","47,596,995.29","14,135,840.39","23,446,455.20","36,317,234.19","82,222,453.08","27,699,236.79","73,698,996.25","130,352,236.30","193,362,153.22","64,692,353.03","150,382,496.41","227,852,708.38","368,695,759.85","92,938,097.15","219,397,168.22","326,676,916.93","531,201,105.38","128,268,660.89","263,871,082.42","254,882,102.15","364,513,009.50","77,004,269.17"
其中:非流动资产处置净损失,"7,696.00","272,551.83","6,320.04",,,,"7,924.17",,831.41,831.41,"9,821.50",,,,"7,771.08",,,,"30,456.54",,,,"180,362.84",,"465,771.49","466,025.34",,,,,,
