科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"25,013,367.78","26,955,251.72","34,613,160.55","13,797,385.32","248,615,891.90","232,223,846.74","242,747,623.93","246,952,627.32","211,170,161.54","181,633,495.08","195,878,172.56","176,013,208.30","167,843,291.55","161,921,821.21","179,669,136.82","119,247,509.71","98,062,071.25","169,880,060.31","100,449,082.33","70,356,073.30","72,937,656.83","85,254,221.73","894,707,527.95","864,845,903.45","531,990,747.58","640,641,252.78","448,087,178.34","313,675,088.93","368,965,422.50","278,193,413.89","228,685,420.93","366,402,796.27"
短期借款,"26,259,934.09","25,000,000.00","35,000,000.00","35,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","20,000,000.00","30,000,000.00","20,000,000.00","35,000,000.00","45,000,000.00","45,000,000.00","50,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","145,000,000.00","50,000,000.00","60,000,000.00","80,000,000.00","105,000,000.00","110,000,000.00","90,000,000.00","75,000,000.00","45,000,000.00","40,000,000.00","55,000,000.00","125,000,000.00","115,000,000.00","128,000,000.00","129,250,000.00"
交易性金融资产,"10,690.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,096,972.00","12,382,301.50","47,048,430.40","24,026,720.13","52,383,876.45","43,512,669.90","76,254,468.96","36,252,608.01","57,404,135.56","31,379,946.55","80,533,636.10","66,533,007.59","86,529,985.29","53,445,128.48","77,061,157.99","48,674,010.22","97,304,022.54","98,295,085.04","136,767,558.58","128,624,099.83","149,785,223.54","122,317,232.71","213,858,910.88","210,231,769.43","169,087,616.89","152,917,202.86","161,820,493.41","114,939,843.89","122,820,814.04","120,498,175.34","203,194,307.51","186,104,560.88"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"41,897,804.71","70,174,188.67","84,721,384.90","96,655,149.81","92,173,151.89","113,526,948.91","100,888,621.98","132,678,323.68","119,634,588.89","149,917,109.85","130,657,548.38","154,188,489.46","163,576,496.39","207,112,254.67","179,363,472.69","245,260,722.97","235,292,875.46","292,217,545.24","271,906,734.38","283,481,942.25","288,518,161.89","280,527,837.44","222,893,771.08","249,968,671.57","254,086,418.37","300,717,581.40","266,970,792.46","304,396,060.66","438,386,311.97","630,449,414.08","595,717,020.87","575,521,214.21"
应付账款,"29,521,041.73","41,164,693.28","22,845,299.75","17,281,163.04","17,790,265.11","23,590,509.25","40,344,754.66","40,078,513.34","44,713,595.08","40,842,164.77","45,518,413.46","30,911,651.34","54,521,892.33","54,155,591.86","79,953,825.74","75,273,739.68","80,211,426.97","78,675,183.16","103,449,829.18","74,263,902.22","77,609,694.24","68,549,243.30","53,125,748.59","59,771,305.11","53,049,217.18","73,550,078.17","63,181,193.84","64,264,787.66","98,070,246.53",,"101,088,849.17",
预付款项,"2,426,413.11","11,238,513.55","4,139,811.40","23,525,139.96","13,959,043.96","19,767,178.53","2,604,659.06","7,498,858.41","11,678,288.66","19,537,628.27","9,690,471.97","15,402,600.13","5,845,061.64","7,277,659.45","11,051,566.39","16,289,296.45","12,951,850.19","13,230,203.20","8,672,413.87","11,860,643.31","8,599,223.84","24,237,398.74","20,958,026.89","16,029,979.30","11,441,941.37","11,737,159.55","12,749,174.39","173,265,980.78","169,844,705.30","12,118,335.80","11,417,298.96","26,460,656.20"
预收款项,"966,986.70","633,589.48","1,150,022.57","897,911.23","673,645.16","953,141.66","671,976.39","683,925.56","1,139,742.46","1,014,171.46","479,983.90","327,560.42","445,932.65","785,654.70","9,063,315.67","1,233,856.48","2,560,298.29","8,595,872.68","6,248,347.94","4,361,870.12","3,651,214.42","1,120,384.77","888,060.09","2,663,229.72","782,567.66","3,202,723.02","2,015,097.87","18,657,168.27","17,857,629.44","3,371,911.16","1,028,251.29","1,426,889.34"
