科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"922,890,322.49","1,512,634,771.55","2,252,215,401.77","3,114,812,155.86","947,338,072.23","1,698,171,106.12","2,451,090,363.59","3,490,386,948.37","1,043,400,149.65","2,006,463,979.97","2,966,324,549.17","3,827,979,196.34","1,083,518,517.17","2,237,278,882.93","3,396,580,462.45","4,343,628,015.11","1,293,130,231.19","2,560,356,029.84","3,730,165,233.05","4,782,502,006.03","1,396,041,857.29","2,589,704,632.47","3,767,822,622.26","4,708,284,779.02","1,176,569,010.79","2,394,602,803.16","3,515,446,988.21","4,635,308,224.70","1,245,687,326.16","2,488,542,790.96","3,650,770,317.10","4,748,778,300.52","1,234,222,247.26","2,539,069,865.47","3,708,948,020.04","3,630,280,648.13","713,080,026.87","2,132,379,129.16","2,835,112,844.86","4,333,480,304.62","568,203,865.25","2,309,668,186.27","3,755,746,808.69","5,204,763,960.50"
二、营业利润,"6,339,101.88","7,001,406.82","5,862,838.48","14,513,055.77","6,443,740.11","15,698,278.02","6,907,715.82","3,680,356.02","3,721,764.11","5,546,435.40","9,050,197.81","10,306,323.65","3,957,903.56","10,267,671.47","16,175,902.76","9,358,730.14","4,174,082.92","20,142,245.96","13,636,847.25","6,279,084.76","3,497,177.54","12,514,544.49","19,682,564.92","9,364,754.76","3,369,102.59","14,712,061.00","17,114,099.08","-8,919,483.46","2,417,299.50","12,990,153.83","-18,662,211.74","4,385,503.10","6,919,586.11","12,190,173.52","-13,878,482.92","483,848,953.86","28,483,150.25","229,922,850.15","415,423,817.04","680,383,660.23","73,351,427.71","414,435,059.26","712,198,856.77","837,421,651.12"
减:营业成本,"853,757,939.14","1,384,316,368.32","2,062,463,469.72","2,858,082,789.85","873,838,534.95","1,547,862,550.60","2,246,566,991.49","3,197,433,027.41","954,602,243.06","1,833,496,020.09","2,703,172,828.53","3,444,168,637.60","981,131,714.34","2,025,233,599.26","3,079,086,086.55","3,911,591,274.82","1,165,757,026.12","2,289,102,934.65","3,326,695,156.67","4,191,051,834.22","1,232,322,676.80","2,252,337,655.02","3,264,885,357.28","4,046,431,485.99","1,010,349,190.06","2,038,355,573.78","3,012,393,145.79","3,964,580,544.94","1,071,073,805.26","2,128,147,410.71","3,153,275,453.80","4,022,027,642.21","1,050,231,056.50","2,129,554,148.08","3,140,056,673.30","2,379,729,122.37","509,921,566.17","1,512,685,003.43","1,843,936,494.32","2,909,490,470.15","287,694,073.54","1,477,682,652.16","2,361,975,878.68","3,413,908,227.16"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,190,019.93","2,824,754.12","4,059,540.86","6,681,120.41","1,438,536.40","3,456,949.13","5,449,613.58","8,255,106.76","2,265,578.89","4,525,005.48","6,600,088.74","8,635,500.08","2,070,426.43","4,431,087.97","6,972,486.23","9,943,620.37","2,862,446.25","6,439,464.12","9,514,638.31","13,261,451.88","4,387,888.85","9,510,288.61","14,151,301.24","18,542,639.46","4,424,800.95","8,745,961.41","12,324,709.14","17,281,738.71","4,551,447.08","8,883,546.38","13,386,118.83","20,688,590.37","4,677,937.20","10,788,523.92","15,552,628.49","17,084,698.95","500,897.88","4,096,085.29","4,111,441.50","41,183,527.97","15,077,011.33","28,343,690.21","43,632,430.44","57,928,951.34"
营业外收入,"242,373.72","4,732,951.23","8,201,057.85","13,725,170.27","709,945.07","6,468,930.04","41,684,568.84","47,789,888.19","767,321.78","11,380,456.45","16,092,907.35","19,107,871.27","758,936.40","9,563,837.08","13,570,963.85","19,730,965.61","1,258,691.93","2,102,646.77","4,896,264.91","10,548,062.24","784,639.92","2,473,859.66","4,187,751.82","26,125,190.67","580,946.24","2,387,172.79","2,248,576.74","41,108,213.71","711,781.31","911,614.45","1,761,570.87","3,634,460.58","945,538.48","1,034,335.53","1,526,731.29","46,075,687.17","10,573,642.98","22,335,882.44","34,037,754.33","50,456,472.61","7,123,027.31","1,890,392.90","9,451,116.39","19,328,932.66"
销售费用,"27,412,292.03","54,088,998.25","83,153,130.23","120,907,306.16","34,811,496.90","69,047,658.96","101,344,437.05","155,644,929.44","48,301,262.52","94,128,281.68","147,691,231.77","183,701,007.82","56,454,240.25","120,640,410.60","176,707,398.91","254,141,479.92","72,760,308.48","150,303,850.19","234,304,970.23","354,006,602.81","100,543,166.95","197,911,892.25","290,358,184.56","369,726,244.39","102,860,199.13","211,525,637.72","296,220,662.64","397,241,837.73","106,459,155.27","207,829,448.88","308,038,128.74","401,937,237.58","106,784,382.03","240,075,539.27","346,909,093.46","38,737,275.31","2,524,522.58","16,124,898.67","26,987,005.57","38,044,316.46","3,360,545.70","8,320,633.40","25,103,779.34","38,336,206.14"
减:营业外支出,"50,705.90","354,851.11","1,297,641.93","2,027,649.94","310,227.11","11,245,704.27","15,213,487.65","23,590,322.82","83,702.06","566,327.30","1,073,886.47","1,353,780.89","194,370.98","1,705,672.04","3,548,662.58","4,274,334.39","932,956.12","545,727.05","1,471,786.32","4,492,016.78","459,838.28","865,648.05","1,170,791.51","4,001,741.26","221,100.59","1,196,819.41","1,656,419.56","3,241,007.92","254,558.03","802,224.66","1,422,534.61","1,908,951.17","77,541.56","403,184.62","614,690.22","3,126,494.12","35,672.58","59,014.22","272,125.17","2,267,253.08","587,901.07","931,120.88","6,143,627.09","6,461,280.80"
管理费用,"28,874,245.33","54,600,921.11","80,553,723.27","96,583,039.95","26,938,390.39","53,191,661.36","77,168,979.75","103,780,010.75","33,361,339.32","67,687,768.12","97,391,560.16","173,338,604.92","35,543,874.04","68,989,184.86","106,115,269.56","141,264,714.90","43,291,271.63","83,781,419.34","128,606,895.61","176,818,479.91","48,176,006.34","101,225,939.86","150,296,408.22","205,454,952.14","48,433,426.49","99,868,299.03","140,223,285.51","193,757,083.96","51,990,916.02","105,800,887.98","154,800,871.99","215,550,172.16","53,779,473.99","119,987,794.37","180,280,454.71","187,930,107.90","39,772,015.22","87,500,415.98","137,045,913.71","167,819,774.03","47,816,724.06","90,368,772.87","131,987,861.39","178,364,027.41"
其中:非流动资产处置净损失,,,,,,,,"6,591,821.02","9,608.70","9,608.70","9,608.70","429,899.10","6,000.00","11,763.60","11,763.60","300,442.52","9,242.16",,,"1,814,435.37",,"84,018.76","8,046.58","864,004.12",,"82,090.84","39,321.10","1,022,998.12",,"14,909.87","1,047,335.63","1,404,518.98",,"143,650.30",,"207,724.82",,"10,448.04","44,273.86","1,569,135.58",853.68,"82,902.74","84,294.67",
