科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"3,224,914,332.35","3,083,429,244.05","3,125,651,845.66","2,201,566,058.74","2,498,305,462.99","3,222,472,882.23","881,745,086.12","1,916,962,825.69","2,807,382,609.22","3,883,186,264.27","1,043,143,391.28","2,021,635,657.15","2,879,323,452.30","3,706,881,627.95","1,412,202,873.80"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,"1,507,030.00","1,507,030.00","3,358,648.00",,,,,,,,,"5,243,210.43"
收到其他与经营活动有关的现金,"56,268,726.97","14,938,827.57","28,216,997.41","15,969,901.38","12,092,606.95","10,479,810.46","1,677,863.54","11,429,324.65","14,435,339.23","22,206,656.74","7,998,909.91","13,398,978.17","24,481,279.23","21,167,646.24","4,350,436.17"
投资活动现金流出小计,"97,487,705.29","107,740,014.81","32,367,469.20","74,372,801.07","48,201,370.82","237,860,530.40","71,734,886.80","142,356,779.85","146,377,730.40","294,698,275.93","65,253,391.37","130,464,602.81","289,025,924.50","530,901,815.46","309,532,633.75"
经营活动现金流入小计,"3,281,183,059.32","3,098,368,071.62","3,153,868,843.07","2,217,535,960.12","2,510,398,069.94","3,232,952,692.69","883,422,949.66","1,928,392,150.34","2,821,817,948.45","3,905,392,921.01","1,051,142,301.19","2,035,034,635.32","2,903,804,731.53","3,728,049,274.19","1,416,553,309.97"
投资活动产生的现金流量净额,"-96,964,959.14","-107,507,014.81","-32,274,733.30","-71,622,801.07","-43,867,847.55","-223,179,146.70","36,174,559.71","-32,799,745.97","-35,970,991.32","-135,974,474.92","-64,960,235.99","-129,115,503.50","-287,676,825.19","-529,711,358.98","-309,523,578.92"
购买商品、接受劳务支付的现金,"2,202,095,120.61","2,418,798,929.12","2,337,766,485.78","1,620,841,424.83","1,773,574,572.37","2,353,025,058.01","710,875,014.54","1,687,578,463.61","2,052,185,003.53","2,876,232,878.54","1,025,058,738.29","1,644,616,666.23","2,184,586,475.27","2,883,316,064.42","1,150,005,552.79"
吸收投资收到的现金,,,,,"811,799,088.32","813,014,713.26",,,,,,,,,"923,358,457.91"
支付给职工以及为职工支付的现金,"197,662,773.01","239,086,856.08","252,682,875.39","129,127,699.84","173,090,409.49","279,294,669.27","71,929,932.46","147,195,268.88","212,294,087.91","304,627,447.42","87,333,289.57","162,474,852.61","239,043,416.18","321,466,601.12","90,135,806.21"
取得借款收到的现金,"428,889,119.92","314,532,700.00","648,486,065.33","670,500,000.00","770,500,000.00","770,500,000.00","110,000,000.00","289,350,500.00","378,217,817.69","448,217,817.69","100,000,000.00","280,000,000.00","380,000,000.00","380,000,000.00","714,993,486.85"
支付的各项税费,"90,195,514.95","165,501,027.72","164,804,415.25","94,774,159.03","139,597,782.84","174,632,469.60","34,507,573.53","76,128,028.82","96,811,847.92","131,503,878.40","15,739,677.57","55,098,457.21","89,497,825.91","109,966,745.65","6,328,237.89"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"209,630,458.43","196,855,169.26","199,008,179.76","97,514,756.44","178,029,451.26","215,575,763.51","56,756,941.32","110,916,529.21","178,817,171.41","251,384,452.35","58,052,022.60","126,777,786.32","191,395,414.54","248,230,115.92","48,984,514.65"
筹资活动现金流入小计,"428,889,119.92","314,532,700.00","648,486,065.33","670,500,000.00","1,582,299,088.32","1,583,514,713.26","110,000,000.00","289,350,500.00","378,217,817.69","448,217,817.69","100,000,000.00","280,000,000.00","380,000,000.00","380,000,000.00","1,638,351,944.76"
