科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"962,962,172.62","1,034,837,094.65","618,463,180.89","906,249,673.99","1,303,128,796.34","272,715,721.07","612,478,488.72","830,498,086.49","1,198,101,774.29","349,457,099.09","821,230,744.01","1,111,530,293.26","1,405,877,386.92","269,789,021.17","633,062,695.39","996,464,680.22","1,375,951,273.43","309,283,179.69","906,499,469.64","1,154,398,397.69","1,584,612,459.73","387,283,296.62","938,440,348.03","1,240,106,024.45","1,612,184,828.63","352,188,207.78","831,104,619.08","1,197,635,527.66","1,680,659,740.50","324,174,792.86","849,374,876.38","1,312,840,716.19","1,788,449,084.33","309,388,881.58","842,028,847.46","1,224,388,631.47","1,723,641,456.06","438,473,319.41","951,901,871.64"
取得子公司及其他营业单位支付的现金净额,"3,570,000.00",,,,,,,,,,,,,,,,,,,,"21,051,079.26",,,,"10,211,400.00",,,,,,,"59,065,500.00","59,065,500.00",,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"710,333.97",,,,,,"33,580,038.09",,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"3,944,102.67","10,930,305.86","14,409,070.28","2,635,475.06","3,789,737.01","1,454,879.36","2,561,833.43","4,430,000.76","5,760,836.17","748,379.30","5,602,354.27","14,820,281.17","14,449,282.57","37,858,187.93","29,172,321.32","56,517,335.62","25,222,805.17","44,608,466.61","43,902,960.92","13,375,518.85","14,832,042.19","54,337,649.55","62,298,711.39","30,726,846.45","19,416,534.30","5,464,357.88","13,844,640.03","25,556,700.29","21,163,035.79","6,804,085.92","9,870,128.55","16,066,450.75","24,944,195.94","6,373,818.00","7,834,774.50","20,345,164.41","24,028,563.36","5,359,455.52","10,268,512.76"
投资活动现金流出小计,"21,164,188.54","38,640,673.29","3,724,684.60","6,766,101.45","54,680,709.77","71,087,715.58","73,900,251.56","80,706,789.76","98,442,457.22","80,309,186.57","286,651,304.15","549,018,598.39","863,238,106.96","142,967,953.59","114,508,991.19","194,813,266.60","1,158,984,028.09","113,874,758.04","305,523,235.74","372,782,412.67","1,929,296,545.91","195,162,419.06","510,723,772.78","740,625,299.18","1,338,898,755.03","287,043,008.92","614,979,452.14","810,563,940.99","1,128,815,206.98","128,118,365.28","483,937,659.84","738,226,091.69","976,224,834.08","255,170,424.59","608,023,810.88","962,981,804.06","1,329,590,227.29","345,968,321.91","568,230,067.85"
经营活动现金流入小计,"966,906,275.29","1,045,767,400.51","632,872,251.17","908,885,149.05","1,306,918,533.35","274,170,600.43","615,040,322.15","834,928,087.25","1,203,862,610.46","350,205,478.39","826,833,098.28","1,126,350,574.43","1,420,326,669.49","307,647,209.10","662,235,016.71","1,052,982,015.84","1,401,174,078.60","353,891,646.30","950,402,430.56","1,167,773,916.54","1,599,444,501.92","441,620,946.17","1,000,739,059.42","1,270,832,870.90","1,631,601,362.93","357,652,565.66","844,949,259.11","1,223,192,227.95","1,701,822,776.29","330,978,878.78","859,245,004.93","1,328,907,166.94","1,813,393,280.27","315,762,699.58","849,863,621.96","1,244,733,795.88","1,747,670,019.42","443,832,774.93","962,170,384.40"
投资活动产生的现金流量净额,"-9,794,557.42","-34,289,676.50","-3,388,714.60","-4,458,257.44","-50,642,797.21","-66,531,120.23","-68,476,222.66","-71,378,204.56","-82,240,705.27","-78,728,262.18","-280,482,563.25","-217,384,764.24","-145,892,882.75","-139,524,628.29","-105,822,762.20","-184,861,501.21","-199,798,007.08","-110,473,405.78","-288,278,911.68","-362,249,881.09","-385,049,313.54","82,492,303.88","-110,929,776.27","-77,805,776.76","-166,206,707.43","-72,703,942.00","73,733,877.29","-3,076,588.90","37,611,776.21","-35,143,837.24","-164,679,579.47","-181,627,828.94","-252,906,389.82","-53,055,792.58","-67,972,942.96","-78,921,436.99","-185,453,976.57","10,431,069.71","112,755,498.59"
购买商品、接受劳务支付的现金,"249,081,274.06","241,770,177.14","120,060,096.53","203,874,632.30","264,364,402.36","45,546,006.73","173,709,810.19","259,208,358.18","290,964,990.68","70,075,164.11","215,396,273.88","236,545,004.02","335,881,573.70","98,124,433.33","254,648,934.41","362,487,078.55","386,685,305.10","86,308,447.64","274,402,063.95","451,843,411.00","431,275,674.38","89,879,857.42","315,312,905.54","439,857,225.48","348,382,647.34","120,999,536.19","275,990,623.57","351,644,465.19","352,595,883.06","92,323,220.91","228,311,246.18","329,394,584.34","348,186,437.91","66,225,069.37","261,096,414.96","350,350,132.87","391,422,612.03","84,078,870.78","204,461,372.62"
吸收投资收到的现金,,,,"859,278,300.00","859,278,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"100,291,894.97","107,260,908.53","42,979,226.90","79,946,467.51","121,139,542.32","30,984,465.21","48,299,765.12","81,080,682.22","127,745,734.62","16,803,772.42","47,653,856.21","83,076,849.86","146,162,201.94","12,140,990.68","50,472,310.90","83,638,961.45","154,478,879.21","41,237,926.66","86,790,476.80","117,241,288.85","166,343,959.80","40,348,540.53","83,312,412.73","122,498,901.41","173,091,488.09","53,600,449.61","102,733,296.01","126,950,698.72","205,841,605.76","45,107,639.93","101,874,591.76","148,742,771.50","200,207,477.77","60,168,576.52","107,127,382.60","150,806,663.79","218,194,307.61","66,247,937.50","109,953,094.79"
取得借款收到的现金,"362,000,000.00","352,000,000.00","150,000,000.00","150,000,000.00","175,000,000.00",,,,,,,,,,"70,000,000.00","70,000,000.00","70,000,000.00",,,"20,000,000.00","20,000,000.00",,,"30,000,000.00","50,000,000.00",,,,"50,000,000.00",,,"50,000,000.00","50,000,000.00","40,000,000.00","50,000,000.00","50,000,000.00","140,000,000.00",,
支付的各项税费,"165,878,799.13","191,836,400.41","140,525,013.21","167,857,618.86","247,887,035.10","56,026,159.79","111,708,357.78","179,760,205.31","208,227,209.01","39,544,786.67","115,264,502.67","170,831,790.52","255,284,334.55","41,134,158.44","100,062,288.09","161,185,237.66","249,229,226.34","55,306,581.07","120,627,169.65","179,279,831.47","272,053,452.86","52,609,818.15","128,502,647.79","162,932,390.38","277,927,264.59","57,059,031.94","144,676,153.80","187,238,790.19","276,236,061.08","62,679,866.51","123,122,464.34","175,227,744.12","282,268,996.19","68,375,513.06","160,534,848.98","227,554,879.59","311,883,698.52","79,465,683.61","172,055,107.33"
