科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得投资收益收到的现金,,,,,,,,,"5,577,394.53","9,006,084.48","13,149,622.78","26,325,134.02","19,268,609.03","34,550,960.30","4,523,988.30"
筹资活动现金流出小计,"26,583,066.66","62,164,944.32","69,027,702.12","43,056,315.74",,"77,385,950.64","237,155,651.46","266,604,509.48","296,258,427.68","544,377,430.50","1,870,379.16","35,346,690.87","206,259,400.45","470,019,294.31","71,719,667.46"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,880.00,,,"30,000.00","35,151.51","50,000.00","64,000.00","592,600.00","144,000.00","24,758.03","6,381,666.82","6,918,451.88","5,565.00"
筹资活动产生的现金流量净额,"73,490,933.34","52,835,055.68","80,972,297.88","53,843,684.26","44,969,100.00","19,514,049.36","795,657,207.00","761,761,179.22","882,107,261.02","912,385,142.93","-1,870,379.16","186,653,309.13","149,740,599.55","344,870,705.69","10,680,332.54"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,-199.01,,"-1,153,308.28","-924,105.89",,"-1,208,767.88","-149,917.51","-198,587.49","-198,587.49","339,820.87","2,400,667.13","308,641.18","-2,250,849.64","-2,740,037.18","575,487.95"
收到其他与投资活动有关的现金,,"11,165,100.00",,"7,955,035.55",,"7,955,035.55","41,369.86","6,477,186.22","6,477,186.22","6,477,186.22",,,"228,000,000.00","2,428,000,000.00","444,150,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,,"11,165,100.00",880.00,"7,955,035.55",,"7,985,035.55","76,521.37","6,527,186.22","12,118,580.75","16,075,870.70","13,293,622.78","26,349,892.05","253,650,275.85","2,469,469,412.18","448,679,553.30"
五、现金及现金等价物净增加额,"7,807,748.81","9,074,063.91","28,300,615.38","-3,145,449.20","-32,507,100.00","-19,429,699.60","502,684,005.83","73,267,505.26","87,972,641.70","265,074,819.44","-222,788,717.67","-193,026,071.60","-235,643,894.56","-216,213,136.58","-24,628,702.71"
购建固定资产、无形资产和其他长期资产支付的现金,"46,551,298.09","229,415,423.18","130,667,950.88","95,692,132.74",,"125,866,772.10","23,719,342.23","38,626,573.51","56,820,018.40","75,340,724.35","41,591,589.95","81,403,266.32","154,993,820.75","220,861,359.17","51,813,175.71"
期初现金及现金等价物余额,"52,417.66","7,860,166.47","16,934,230.38","45,234,845.76",,"45,234,845.76","25,805,146.16","25,805,146.16","25,805,146.16","25,805,146.16","290,879,965.60","290,879,965.60","290,879,965.60","290,879,965.60","79,538,981.69"
投资支付的现金,,,,,,,"240,000,000.00",,"40,000,000.00","39,799,052.96","7,072,000.00","18,610,480.00","11,538,480.00","2,538,480.00","114,600,000.00"
期末现金及现金等价物余额,"7,860,166.47","16,934,230.38","45,234,845.76","42,089,396.56",,"25,805,146.16","528,489,151.99","99,072,651.42","113,777,787.86","290,879,965.60","68,091,247.93","97,853,894.00","55,236,071.04","74,666,829.02","54,910,278.98"
