科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"5,777,265.17","89,202,310.59","45,863,496.08","21,845,443.83","409,605,803.05","344,164,678.13","306,734,751.90","250,362,872.43","201,893,496.24","188,862,703.07","178,790,311.13","211,535,784.02","157,425,241.49","399,362,285.31","227,281,131.85","120,124,279.78","189,321,787.49","121,217,429.74","172,041,603.18","236,662,928.11","140,264,539.13","145,738,808.42","338,041,654.14","236,674,840.65","204,925,261.33","272,745,122.30","380,754,246.06","244,460,361.73","220,283,655.52","183,487,649.83","416,042,745.17"
短期借款,"3,000,000.00","10,600,000.00","8,000,000.00","8,000,000.00","61,900,000.00","48,179,304.78","39,500,000.00","70,000,000.00","88,000,000.00","110,500,000.00","121,361,692.84","167,841,920.76","162,496,548.52","164,616,623.55","132,873,171.22","129,173,247.39","146,091,785.00","154,281,785.00","146,490,000.00","99,200,000.00","70,000,000.00","120,780,000.00","239,680,000.00","208,900,000.00","321,500,000.00","317,650,000.00","535,906,263.98","323,159,822.00","341,659,822.00","457,009,822.00","836,913,963.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"1,900,000.00","2,470,000.00","640,000.00","1,385,337.12","1,613,509.31","200,000.00","1,150,000.00","2,700,000.00","4,214,226.00","4,300,000.00","1,100,000.00","1,980,000.00","4,480,000.00","9,800,000.00","8,550,000.00","6,365,982.85","18,713,102.87","21,473,714.14","15,418,563.53","17,798,078.96","19,379,772.58","31,356,225.99","21,245,967.91","25,268,934.68","76,927,265.95","72,103,219.30","51,081,765.36","44,412,176.58","125,864,301.12"
应付票据,,,,,,,,,,,,,,,,,,,,,"9,470,000.00","20,986,000.00","44,516,000.00","800,000.00","11,200,000.00","2,000,000.00",,,,,
应收账款,"127,701,011.83","161,121,941.75","192,863,559.89","188,038,153.19","247,789,598.68","279,430,099.38","319,187,744.80","325,534,900.33","452,016,244.37","494,896,143.25","533,089,361.59","542,074,192.19","620,468,373.13","650,297,048.31","668,165,144.90","658,487,746.15","714,536,383.24","747,421,426.30","764,502,317.48","660,774,566.44","745,034,302.43","785,770,131.92","1,328,649,934.70","1,172,151,606.27","1,237,497,977.43","1,343,660,027.76","1,507,675,625.16","1,475,531,647.02","1,704,320,572.61","1,861,404,876.94","1,877,957,510.13"
应付账款,"87,764,610.36","97,635,840.88","100,023,951.41","72,812,283.46","104,666,209.30","100,359,654.52","115,222,129.57","101,053,712.10","180,796,948.75","197,370,106.35","223,100,928.73","238,187,744.59","252,952,577.98","235,232,939.87","223,249,767.36","200,038,535.41","224,833,298.67","231,452,769.88","241,330,505.92","166,627,356.36","191,135,575.30","195,465,783.39","341,068,057.80","207,131,407.22","247,168,325.91","229,178,305.18","364,612,662.30","271,816,013.38","395,022,232.67","570,927,285.48","712,171,035.30"
预付款项,"12,970,434.65","27,891,524.75","31,304,469.75","32,458,567.12","72,065,527.55","85,702,213.16","36,834,362.93","60,061,708.83","62,635,404.26","124,674,164.16","107,264,702.23","84,438,638.57","56,977,705.65","60,524,722.39","9,314,504.39","28,804,285.04","10,701,402.16","10,978,439.51","14,953,160.17","18,839,759.55","31,894,902.08","36,111,355.13","28,331,215.62","27,486,665.32","34,741,853.53","39,999,587.76","40,868,609.56","45,947,683.95","41,988,340.39","61,577,345.06","33,402,305.46"
预收款项,"3,955,313.45","4,050,397.96","7,898,231.16","6,406,593.22","6,678,459.50","5,946,926.37","3,336,754.63","6,654,468.66","7,106,763.77","6,021,336.11","3,933,817.11","5,568,549.43","5,391,851.05","5,099,493.96","5,382,023.68","8,717,191.24","6,738,023.48","7,315,724.51","4,226,000.39","4,558,852.89","7,166,264.56","4,147,346.00","9,350,350.74","16,750,186.99","20,484,426.15","24,486,785.94","14,017,974.93","15,345,800.86","31,549,704.39","24,768,097.99","28,992,860.91"
