科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"2,765,234,884.93","5,741,852,210.91","9,041,392,000.00","12,058,453,000.00","4,089,875,000.00","8,846,607,000.00","13,438,364,000.00","16,517,443,000.00","2,461,213,000.00","5,253,842,000.00","7,964,508,000.00","10,654,115,000.00","2,734,319,000.00","6,965,240,000.00","11,194,611,000.00","16,617,840,000.00","6,710,464,000.00","13,039,290,000.00","19,376,759,000.00","23,532,945,000.00","5,299,980,000.00","10,282,042,000.00","14,267,050,000.00","18,458,776,000.00","4,993,011,000.00","9,294,698,000.00","14,011,408,000.00","17,563,446,000.00","2,926,401,000.00","6,024,856,000.00","9,356,203,000.00","12,245,057,000.00","2,274,050,000.00","4,505,619,000.00","6,721,851,000.00","8,350,022,000.00","1,408,443,000.00","2,789,412,000.00","3,685,165,000.00","4,414,902,000.00","1,654,922,000.00","4,521,727,000.00","8,183,124,000.00","13,236,840,000.00"
二、营业利润,"121,432,102.33","291,042,740.29","438,301,000.00","493,984,000.00","188,561,000.00","496,543,000.00","836,432,000.00","609,106,000.00","17,080,000.00","35,442,000.00","94,902,000.00","72,657,000.00","25,579,000.00","-6,879,000.00","-16,925,000.00","-171,467,000.00","3,770,000.00","-193,732,000.00","-319,410,000.00","-1,895,522,000.00","-366,741,000.00","-811,868,000.00","-1,334,906,000.00","-2,024,502,000.00","-460,464,000.00","-1,119,593,000.00","-1,701,903,000.00","-2,499,971,000.00","-751,734,000.00","-1,454,071,000.00","-2,094,031,000.00","-2,843,310,000.00","-830,181,000.00","-2,223,254,000.00","-3,209,395,000.00","-9,284,893,000.00","-1,042,503,000.00","-1,907,483,000.00","-3,659,041,000.00","-5,384,163,000.00","-594,615,000.00","-998,390,000.00","-882,336,000.00","-6,777,173,000.00"
减:营业成本,"2,479,743,858.01","5,080,950,274.45","8,046,878,000.00","10,418,035,000.00","3,709,812,000.00","7,699,308,000.00","11,656,324,000.00","13,865,367,000.00","2,192,300,000.00","4,719,528,000.00","7,104,914,000.00","9,479,256,000.00","2,439,375,000.00","6,364,119,000.00","10,238,714,000.00","15,328,940,000.00","6,204,007,000.00","12,332,957,000.00","18,243,196,000.00","22,571,662,000.00","5,125,681,000.00","10,022,619,000.00","13,939,607,000.00","18,402,709,000.00","4,969,714,000.00","9,394,978,000.00","14,130,910,000.00","17,884,462,000.00","3,019,799,000.00","6,324,670,000.00","9,527,774,000.00","12,673,573,000.00","2,481,108,000.00","5,599,926,000.00","8,520,328,000.00","10,509,209,000.00","1,945,028,000.00","3,432,699,000.00","4,832,047,000.00","6,162,610,000.00","1,773,046,000.00","4,412,817,000.00","7,704,503,000.00","12,811,158,000.00"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"90,827.56",,"262,000.00","372,000.00","92,000.00","164,000.00","244,000.00","329,000.00","66,000.00","141,000.00","191,000.00","283,000.00","215,000.00","304,000.00","4,117,000.00","13,735,000.00","4,429,000.00","14,835,000.00","23,995,000.00","27,105,000.00","2,737,000.00","5,675,000.00","8,829,000.00","12,268,000.00","2,656,000.00","5,075,000.00","6,447,000.00","7,296,000.00","523,000.00","1,192,000.00","1,966,000.00","2,608,000.00","204,000.00","478,000.00","822,000.00","1,108,000.00","117,000.00","177,000.00","201,000.00","51,313,000.00","19,838,000.00","39,779,000.00","60,381,000.00","82,364,000.00"
营业外收入,"1,516,996.36","2,530,520.80","8,247,000.00","11,403,000.00","1,134,000.00","2,431,000.00","3,607,000.00","5,614,000.00","2,758,000.00","5,799,000.00","7,577,000.00","23,134,000.00","4,634,000.00","8,607,000.00","25,465,000.00","187,418,000.00","1,190,000.00","210,985,000.00","343,406,000.00","528,287,000.00","183,937,000.00","165,855,000.00","166,725,000.00","2,168,322,000.00","4,974,000.00","8,682,000.00","9,306,000.00","12,022,000.00","355,079,000.00","509,056,000.00","513,467,000.00","2,909,115,000.00","1,092,000.00","2,109,000.00","10,057,000.00","3,319,790,000.00","50,044,000.00","117,169,000.00","568,541,000.00","751,447,000.00","1,390,000.00","95,000.00","134,000.00","7,226,586,000.00"
销售费用,"48,428,213.42","110,932,041.97","178,049,000.00","243,611,000.00","65,895,000.00","128,949,000.00","194,392,000.00","258,939,000.00","69,911,000.00","139,233,000.00","212,156,000.00","293,790,000.00","68,963,000.00","172,357,000.00","289,487,000.00","410,858,000.00","106,801,000.00","197,373,000.00","292,989,000.00","372,449,000.00","88,998,000.00","191,924,000.00","284,473,000.00","423,351,000.00","101,798,000.00","188,125,000.00","279,702,000.00","349,210,000.00","62,576,000.00","123,488,000.00","188,585,000.00","263,506,000.00","57,812,000.00","118,000,000.00","125,914,000.00","248,554,000.00","48,420,000.00","105,105,000.00","113,561,000.00","109,062,000.00","13,134,000.00","23,681,000.00","38,564,000.00","60,628,000.00"
减:营业外支出,"21,920.00","7,070,788.40","16,520,000.00","35,153,000.00","333,000.00","3,895,000.00","4,314,000.00","8,956,000.00",,"582,000.00","607,000.00","763,000.00","22,000.00","426,000.00","444,000.00","1,819,000.00","203,000.00","2,150,000.00","2,734,000.00","7,861,000.00","799,000.00","2,017,000.00","1,608,000.00","41,995,000.00","2,911,000.00","2,911,000.00","4,151,000.00","7,942,000.00","200,000.00","201,000.00","213,000.00","11,265,000.00",,"6,359,000.00","236,000.00","4,110,000.00","7,000.00","7,000.00","740,000.00","52,951,000.00","10,000.00","526,000.00","729,000.00","129,603,000.00"
管理费用,"72,278,190.21","133,828,964.32","193,544,000.00","665,132,000.00","74,782,000.00","308,234,000.00","469,446,000.00","656,453,000.00","129,287,000.00","247,873,000.00","371,094,000.00","518,056,000.00","126,314,000.00","265,352,000.00","391,283,000.00","562,959,000.00","226,631,000.00","344,381,000.00","611,996,000.00","824,288,000.00","182,460,000.00","347,334,000.00","513,385,000.00","650,617,000.00","181,404,000.00","450,092,000.00","662,437,000.00","853,930,000.00","270,333,000.00","397,711,000.00","732,349,000.00","712,157,000.00","260,832,000.00","383,116,000.00","348,930,000.00","1,266,607,000.00","208,183,000.00","601,693,000.00","1,024,382,000.00","1,680,799,000.00","186,033,000.00","532,656,000.00","791,957,000.00","1,294,951,000.00"
其中:非流动资产处置净损失,,,,"22,235,000.00",,,"978,000.00","4,115,000.00",,,"-545,000.00","10,000.00",,"36,000.00","54,000.00","1,329,000.00",,"99,000.00",,"461,000.00",,"1,769,000.00",,"41,044,000.00",,"3,000.00","753,000.00","4,357,000.00",,,,"42,000.00",,,,"3,909,000.00",,,"12,000.00","6,000.00",,"11,000.00","11,000.00",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"43,261,693.40","104,405,748.42","161,406,000.00","206,757,000.00","52,703,000.00","118,784,000.00","186,949,000.00","254,843,000.00","52,569,000.00","111,625,000.00","182,555,000.00","275,760,000.00","73,873,000.00","169,987,000.00","289,028,000.00","429,602,000.00","164,826,000.00","345,472,000.00","527,724,000.00","750,047,000.00","283,150,000.00","542,663,000.00","874,006,000.00","1,006,021,000.00","197,903,000.00","376,021,000.00","633,815,000.00","840,593,000.00","324,904,000.00","631,866,000.00","999,393,000.00","1,341,579,000.00","304,275,000.00","627,353,000.00","935,252,000.00","1,264,709,000.00","249,198,000.00","543,734,000.00","808,996,000.00","1,187,573,000.00","257,486,000.00","515,559,000.00","522,851,000.00","512,281,000.00"
三、利润总额,"122,927,178.69","286,502,472.69","430,029,000.00","470,234,000.00","189,362,000.00","495,079,000.00","835,725,000.00","605,764,000.00","19,838,000.00","40,659,000.00","101,872,000.00","95,028,000.00","30,191,000.00","1,302,000.00","8,096,000.00","14,132,000.00","4,757,000.00","15,103,000.00","21,262,000.00","-1,375,096,000.00","-183,603,000.00","-648,030,000.00","-1,169,789,000.00","101,825,000.00","-458,401,000.00","-1,113,822,000.00","-1,696,748,000.00","-2,495,891,000.00","-396,855,000.00","-945,216,000.00","-1,580,777,000.00","54,540,000.00","-829,089,000.00","-2,227,504,000.00","-3,199,574,000.00","-5,969,213,000.00","-992,466,000.00","-1,790,321,000.00","-3,091,240,000.00","-4,685,667,000.00","-593,235,000.00","-998,821,000.00","-882,931,000.00","319,810,000.00"
资产减值损失,,"20,692,441.46","22,952,000.00","30,562,000.00","-1,970,000.00","94,625,000.00","94,608,000.00","872,438,000.00",,,,"15,617,000.00",,,,"35,664,000.00",,,"73,000.00","867,845,000.00",,,,"379,743,000.00",,,,"127,977,000.00",,,"485,000.00","196,870,000.00",,,,"4,344,728,000.00",,"13,487,000.00","564,368,000.00","608,307,000.00",,,,"292,599,000.00"
减:所得税,,"22,576,701.00","25,000,000.00","20,990,000.00","2,950,000.00","11,144,000.00","39,713,000.00","7,466,000.00",,"9,037,000.00","66,540,000.00","10,999,000.00",,"1,255,000.00","1,371,000.00","4,123,000.00",,"983,000.00","1,338,000.00","95,979,000.00",,"6,000.00","8,000.00","2,982,000.00","589,000.00","2,156,000.00","2,208,000.00","3,127,000.00",,"21,000.00","1,489,000.00","2,897,000.00","27,000.00","41,000.00","520,000.00","17,973,000.00","17,000.00","12,000.00","20,000.00","17,000.00","704,000.00","2,000.00","2,000.00","2,000.00"
