科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
实收资本(或股本),"81,764,800.00","81,764,800.00","81,764,800.00","81,764,800.00","81,764,800.00","109,024,800.00","109,024,800.00","141,732,240.00","141,732,240.00","141,732,240.00","141,732,240.00","433,258,720.00","433,258,720.00","433,006,720.00","433,006,720.00","433,006,720.00","430,936,470.00","430,936,470.00","430,936,470.00","430,936,470.00","428,562,720.00","428,562,720.00","436,622,720.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"57,092,513.51","57,102,631.31","54,680,253.95","54,680,253.95","54,680,253.95","397,105,636.19","397,105,636.19","397,105,636.19","397,105,636.19","397,105,636.19","397,105,636.19","169,481,372.88","169,481,372.88","168,815,201.45","168,815,201.45","168,815,201.45","154,613,286.45","155,451,386.45","155,451,386.45","155,451,386.45","139,167,461.45","139,773,561.45","155,974,161.45"
无形资产,"61,523,173.76","59,286,821.76","87,675,843.12","86,236,946.14","85,517,497.75","84,829,062.07","97,874,980.64","96,883,243.93","96,037,349.32","111,252,729.04","109,768,990.29","118,311,902.84","116,597,773.33","131,692,260.67","129,321,250.48","128,300,998.87","152,446,691.23","154,614,395.67","151,961,056.34","149,531,086.41","155,907,411.19","159,552,245.67","156,855,583.14"
盈余公积,"10,123,418.00","16,668,713.23","23,844,000.34","23,844,000.34","23,844,000.34","31,567,507.11","31,567,507.11","31,567,507.11","31,567,507.11","40,523,986.47","40,523,986.47","40,523,986.47","40,523,986.47","47,468,364.42","47,468,364.42","47,468,364.42","47,468,364.42","53,546,708.90","53,546,708.90","53,546,708.90","53,546,708.90","60,496,541.01","60,496,541.01"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"63,367,320.00","63,367,320.00","61,386,600.00","61,386,600.00","61,386,600.00","45,114,435.00","45,114,435.00","45,114,435.00","45,114,435.00","26,456,760.00","26,456,760.00","50,717,360.00"
商誉,,,,,,,,,,,,,,"96,908,892.99","96,908,892.99","96,908,892.99","96,908,892.99","96,908,892.99","96,908,892.99","96,908,892.99","112,203,449.95","109,161,553.99","109,161,553.99"
未分配利润,"86,148,421.73","138,216,725.33","196,876,476.45","239,262,436.34","260,150,920.87","270,145,561.07","290,859,576.20","272,029,181.84","297,171,048.39","306,074,989.74","321,860,438.88","315,553,013.62","334,659,711.86","340,539,772.01","358,359,475.12","386,859,383.14","411,664,672.02","389,832,506.75","413,199,087.08","436,182,519.56","446,497,626.74","451,614,717.40","475,536,852.22"
长期待摊费用,,,,,,,,,,"523,249.05","510,057.90","414,457.07","597,471.10","656,869.74","784,194.66","933,766.82","999,695.01","1,485,050.92","1,638,732.41","2,624,920.76","3,377,755.33","4,189,808.50","4,161,837.45"
少数股东权益,"23,365,823.40","25,078,793.20","29,682,761.21","31,810,581.75","32,990,182.94","34,097,262.89","33,738,762.87","35,764,597.48","36,975,069.17","46,295,949.21","47,137,333.62","49,464,637.96","51,388,148.89","51,250,825.54","54,141,547.52","54,202,774.91","55,554,247.61","52,904,986.84","54,431,590.23","56,599,667.77","54,101,280.97","58,853,190.37","60,400,713.62"
递延所得税资产,"79,023.29","46,114.17","108,499.26","172,729.85","175,000.89","93,387.71","375,078.14","1,087,667.95","328,485.53","108,388.74","233,906.04","274,762.30","344,317.74","413,397.66","512,261.63","846,491.89","1,029,584.54","454,144.98","779,068.92","1,068,790.66","1,256,136.17","1,023,210.09","1,187,708.18"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,"10,000,000.00","6,000,000.00","19,860,000.00","23,160,000.00","26,560,000.00","14,100,000.00","14,100,000.00","17,592,000.00","10,700,000.00","10,700,000.00","1,400,000.00","76,400,000.00","9,999,277.07","28,505,638.01","37,235,796.21","18,520,067.49","6,712,579.84","6,897,841.17","17,987,829.20","21,126,344.53","24,409,322.17","60,451,109.57"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"154,810,550.78","196,088,967.42","229,839,285.39","268,224,098.52","288,521,969.99","307,197,955.90","321,252,567.20","333,373,994.11","347,543,144.50","368,687,580.65","381,739,652.86","430,067,217.68","593,503,260.73","719,041,800.62","751,811,453.44","790,639,804.48","891,383,851.74","859,845,937.44","869,923,014.37","874,425,261.18","916,513,298.47","943,252,532.82","981,541,477.47"
所有者权益(或股东权益)合计,"258,494,976.64","318,831,663.07","386,848,291.95","431,362,072.38","453,430,158.10","841,940,767.26","862,296,282.37","878,199,162.62","904,551,500.86","931,732,801.61","948,359,635.16","944,914,410.93","965,944,620.10","979,694,283.42","1,000,404,708.51","1,028,965,843.92","1,055,122,605.50","1,037,557,623.94","1,062,450,807.66","1,087,602,317.68","1,095,419,038.06","1,112,843,970.23","1,138,313,628.30"
资产总计,"327,381,919.62","375,814,011.66","466,344,338.20","500,891,654.06","530,305,193.25","928,425,633.92","946,378,390.82","972,922,081.63","987,413,698.26","1,066,675,282.39","1,060,887,143.40","1,113,258,974.43","1,132,629,026.87","1,271,002,572.32","1,294,023,390.62","1,332,140,560.60","1,464,712,416.76","1,372,943,391.49","1,411,134,246.09","1,531,808,933.08","1,671,148,178.98","1,642,658,614.74","1,681,165,515.67"
负债和所有者(或股东权益)合计,"327,381,919.62","375,814,011.66","466,344,338.20","500,891,654.06","530,305,193.25","928,425,633.92","946,378,390.82","972,922,081.63","987,413,698.26","1,066,675,282.39","1,060,887,143.40","1,113,258,974.43","1,132,629,026.87","1,271,002,572.32","1,294,023,390.62","1,332,140,560.60","1,464,712,416.76","1,372,943,391.49","1,411,134,246.09","1,531,808,933.08","1,671,148,178.98","1,642,658,614.74","1,681,165,515.67"
