科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"80,218,239.28","49,718,555.13","126,650,455.17","102,391,889.43","108,600,187.61","497,211,742.99","365,281,787.20","360,833,606.41","272,581,964.97","532,594,450.31","246,399,133.79","267,497,436.21","140,217,503.75","363,428,487.32","318,283,016.47","278,342,841.78","246,832,109.04","140,662,511.75","127,061,081.82","211,798,846.89","236,330,965.25","318,202,669.53","255,570,993.65"
短期借款,,,,,,,,,,,,,,"65,200,000.00","70,200,000.00","70,200,000.00","188,235,991.10","66,289,325.34","31,489,325.34","121,489,325.34","188,253,334.24","180,000,000.00","170,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"16,783,416.69","12,957,984.68","25,397,697.37","20,098,237.30","15,903,201.76","27,567,549.24","32,778,318.37","32,261,328.32","26,402,886.50","29,669,643.79","22,480,486.64","9,498,170.50","10,768,973.10","21,233,523.06","17,488,462.58","10,201,438.40","9,793,546.65","18,892,105.08","16,628,525.94","5,855,037.65","5,019,163.44","15,270,151.55","5,044,680.02"
应付票据,"1,873,620.00",,,,,,,,,"20,000,000.00",,,"474,505.20","6,004,941.30","10,078,168.90","5,601,223.80","1,613,491.00","560,000.00",,,,,
应收账款,"2,626,984.70","2,962,377.37","2,334,338.78","6,096,188.01","11,380,757.59","3,302,203.94","13,215,436.42","18,981,877.19","21,809,318.55","6,485,719.30","22,616,485.20","23,935,023.89","30,413,105.50","20,218,513.25","38,142,432.27","59,913,982.09","82,371,248.32","50,108,242.62","94,589,371.97","121,340,270.24","138,808,983.57","100,646,353.77","125,944,393.36"
应付账款,"26,451,857.74","18,454,782.23","29,436,962.69","24,947,402.47","21,232,924.76","13,245,532.51","20,148,964.18","23,887,286.41","20,285,480.52","25,214,344.61","30,910,314.49","30,153,393.69","24,806,607.54","24,061,943.39","35,055,042.69","41,575,215.78","40,165,381.18","43,274,585.40","55,380,048.31","43,470,330.67",,"48,310,754.56",
预付款项,"31,417,988.14","37,220,845.35","4,141,623.42","3,328,891.26","8,137,453.48","3,927,789.90","9,098,982.37","20,796,671.19","24,837,971.05","35,618,541.68","30,574,800.92","33,775,047.25","41,775,964.89","18,766,942.20","18,385,985.61","57,493,367.96","56,344,766.56","31,312,416.55","15,629,852.13","16,165,077.36","34,794,366.31","19,652,341.56","32,429,830.46"
预收款项,"7,459,798.88","8,074,608.55","11,173,646.10","6,177,673.33","10,190,035.54","21,379,526.74","10,940,163.16","11,287,348.89","8,454,607.84","15,687,630.91","14,409,166.98","7,370,535.33","10,512,750.67","18,702,676.09","12,302,274.77","8,410,533.05","8,990,560.97","25,238,641.44","10,035,187.20","12,225,181.89","11,226,061.56","24,765,582.60","10,376,875.50"
其他应收款,"1,832,160.60","2,015,366.78","1,321,158.34","1,282,383.69","1,986,999.79","1,085,486.19","2,205,423.68","6,932,229.63","8,229,640.70","6,739,870.53","9,374,159.63","15,219,906.00","8,007,747.51","21,732,991.37","26,408,745.01","9,766,832.48","20,005,277.29","93,609,519.50","92,622,782.34","111,124,070.09","155,180,918.80","50,023,504.75","96,987,154.88"
应付职工薪酬,"1,257,087.35","1,357,154.25","3,832,927.63","1,584,462.72","1,765,092.32","4,815,791.76","2,372,158.64","4,391,893.63","4,536,593.18","12,019,330.94","5,324,387.57","5,272,443.46","5,239,947.07","15,097,116.56","6,340,928.08","6,819,463.15","6,513,726.83","10,791,534.79","6,660,801.52","6,902,920.03","7,821,934.61","17,208,358.23","7,440,360.78"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,801,236.14","1,048,022.99","4,595,181.67","6,186,688.51","6,107,610.00","5,084,101.89","8,381,597.77","7,410,113.81","6,396,677.18","8,707,250.05","8,764,503.65","8,797,055.29","8,676,595.99","13,260,098.43","12,798,054.16","13,942,172.74","13,292,239.96","4,339,536.40","11,358,531.39","19,018,327.49","20,591,895.83","13,281,908.59","16,350,238.63"
应收利息,,,,,,,,,,,,,,"1,276,167.00",,,,,,"403,333.33","91,216.66","33,333.33","110,300.00"
应付利息,"16,815.25",,,,,,,,,,,,,"78,783.33",,,,"80,771.05",,"156,799.60","254,389.45","244,416.67","329,300.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,
存货,"39,692,579.43","74,849,914.93","76,659,779.73","99,262,777.74","95,567,434.92","86,568,575.10","82,338,687.47","77,849,550.24","84,857,672.35","85,856,731.88","96,083,556.72","109,904,365.00","116,359,442.78","104,699,727.80","120,496,846.64","121,520,053.41","153,681,027.91","172,402,401.52","188,376,752.52","186,846,387.71","182,180,259.95","192,672,748.05","179,625,752.22"
其他应付款,"9,780,694.29","8,856,246.39","7,207,807.36","8,019,442.97","11,294,213.42","9,651,560.43","8,934,233.56","8,441,254.52","8,018,434.35","12,781,019.70","10,962,826.51","74,998,088.88","75,924,215.64","93,579,355.86","90,653,915.10","102,075,229.60","97,074,123.31","131,666,735.98","180,233,839.87","188,194,104.16","231,339,643.17","186,244,664.86","222,166,382.52"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,"207,188.11","207,188.11","1,564,330.66","120,207,188.11","121,892,824.54","201,151,099.64","1,022,744.25","251,618,867.64","223,361,807.90","191,583,028.61","604,419.70","3,006,448.60","4,262,240.00","4,300,589.25","6,110,257.03","6,302,865.00","3,850,648.63","2,320,223.19","2,938,312.71","4,021,233.61"
其他流动负债,,,,,,,,,,,,,,,"1,307.70",,,,,,,,
流动资产合计,"172,571,368.84","179,725,044.24","236,505,052.81","232,667,555.54","241,783,223.26","621,227,678.02","625,125,823.62","639,548,087.52","639,870,553.76","697,987,701.74","679,147,490.54","683,191,756.75","539,125,766.14","551,960,771.70","542,211,937.18","541,500,756.12","573,328,565.02","513,097,454.05","541,211,231.72","657,383,671.90","754,634,880.51","699,406,081.92","699,624,038.20"
流动负债合计,"52,641,109.65","37,790,814.41","56,246,525.45","46,915,670.00","50,589,876.04","54,176,513.33","50,777,117.31","55,417,897.26","47,691,793.07","94,409,576.21","70,371,199.20","126,591,516.65","125,634,622.11","235,984,914.96","237,429,691.40","248,623,838.12","355,885,514.35","282,241,130.40","295,157,733.63","391,456,989.18","513,190,686.77","469,811,268.84","482,577,855.76"
可供出售金融资产,,,,,,,,,,,,,,,,,,"900,000.00","900,000.00","900,000.00","900,000.00","900,000.00",
长期借款,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,"40,000,000.00","48,772,144.43","57,911,098.39","57,490,107.52","57,058,503.93","48,719,439.04","48,644,830.31"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,"4,000,000.00","70,800,566.99","114,861,742.56","111,325,133.97","109,136,619.44","156,987,019.60","123,962,181.68","122,675,736.44","119,753,077.76","123,640,493.24","140,163,413.46","142,263,695.12"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,"1,996,189.66","1,950,622.30","3,152,094.78","3,074,887.02","2,999,029.85","4,266,718.66","4,171,395.58","4,076,072.50","3,980,749.42","3,885,426.34","3,790,103.26","3,694,780.18","3,599,457.10","3,504,134.02"
预计负债,,,,,,,,"3,805,492.80","34,137.57",,,,,,,,,,,,,,
固定资产,"44,879,191.80","119,422,870.17","135,145,238.54","130,285,037.35","128,993,992.50","146,984,307.94","148,353,094.58","148,472,564.12","210,541,512.40","234,295,162.02","247,143,221.26","241,953,069.36","241,558,292.24","267,620,477.55","269,769,753.93","298,531,499.60","315,730,717.48","369,919,241.73","372,464,299.33","383,653,034.89","389,695,595.65","407,012,332.40","402,756,881.81"
递延所得税负债,,,,,,,,,,,,,,"4,458,515.45","4,331,448.22","4,206,930.07","4,092,913.91","3,980,732.79","3,879,858.83","3,780,481.98","3,681,105.14","3,583,225.41","3,483,848.57"
在建工程,"48,329,161.93","7,333,161.32","909,704.47","31,669,385.18","50,675,478.85","48,731,198.18","60,549,413.84","72,830,518.11","23,043,797.25","9,811,862.14","11,432,855.07","60,560,931.33","84,129,952.31","93,889,852.53","110,417,609.11","114,574,343.08","104,685,110.90","52,136,555.78","53,900,862.04","40,717,417.73","47,652,828.30","44,521,750.40","51,654,143.88"
其他非流动负债,"16,245,833.33","19,191,534.18","23,249,520.80","22,613,911.68","26,285,159.11","32,308,353.33",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"16,245,833.33","19,191,534.18","23,249,520.80","22,613,911.68","26,285,159.11","32,308,353.33","33,304,991.14","39,305,021.75","35,170,404.33","40,532,904.57","42,156,309.04","41,753,046.85","41,049,784.66","55,323,373.94","56,188,990.71","54,550,878.56","53,704,296.91","53,144,637.15","53,525,704.80","52,749,626.22","62,538,454.15","60,003,375.67","60,274,031.61"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"68,886,942.98","56,982,348.59","79,496,046.25","69,529,581.68","76,875,035.15","86,484,866.66","84,082,108.45","94,722,919.01","82,862,197.40","134,942,480.78","112,527,508.24","168,344,563.50","166,684,406.77","291,308,288.90","293,618,682.11","303,174,716.68","409,589,811.26","335,385,767.55","348,683,438.43","444,206,615.40","575,729,140.92","529,814,644.51","542,851,887.37"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
