科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"13,651,170.87","32,512,677.47","45,258,011.85","70,921,416.85","400,683,168.78","295,775,393.96","351,637,357.75","378,150,202.27","320,045,336.16","324,430,635.59","366,776,717.05","230,949,796.13","119,783,216.62","150,238,925.53","136,971,813.38","100,366,489.04","143,276,692.62","138,571,916.50","362,056,753.46","297,179,711.81","223,915,812.70","216,610,212.43","152,858,198.12","178,227,106.69","274,315,762.12","212,897,976.45","189,703,253.83","121,932,301.90","130,430,488.42","261,431,432.10","451,541,621.17","381,714,493.16"
短期借款,"90,000,000.00","81,000,000.00","117,000,000.00","137,000,000.00","55,000,000.00","10,000,000.00",,,,,,,,,,,"280,000,000.00","260,000,000.00","210,000,000.00","210,000,000.00","160,000,000.00","160,000,000.00","120,000,000.00","70,000,000.00","125,800,000.00","100,000,000.00","100,000,000.00","50,000,000.00","80,000,000.00","80,000,000.00","245,000,000.00","336,000,000.00"
交易性金融资产,"21,680.00","106,150.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"600,000.00","3,762,145.79","10,910,000.00","710,273.65","6,100,000.00","10,385,789.04","11,980,000.00","5,523,373.08","14,392,111.79","12,800,000.00","9,222,509.97","12,193,413.57","14,194,025.44","16,067,140.73","8,057,370.00","1,505,000.00","10,650,000.00","16,235,679.00","18,888,319.72","16,884,341.93","20,992,413.21","3,755,000.00","14,574,007.64","23,918,500.86","25,454,532.30","2,250,000.00","13,800,000.00","22,070,000.00","19,000,000.00","11,650,000.00"
应付票据,"10,000,000.00","68,500,000.00","112,700,000.00","114,280,000.00","77,000,000.00","17,000,000.00","55,000,000.00","139,000,000.00","122,000,000.00","63,000,000.00","27,000,000.00","37,000,000.00","67,000,000.00","103,000,000.00","86,000,000.00","70,000,000.00","80,000,000.00","85,000,000.00","105,000,000.00","88,470,120.00","113,632,317.25","116,000,000.00","97,000,000.00","102,000,000.00","159,180,000.00","196,810,000.00","204,165,000.00","226,260,000.00","192,676,000.00","122,463,000.00","112,718,000.00","167,825,637.36"
应收账款,"6,939,304.27","3,542,308.32","14,873,549.29","8,180,976.21","14,241,517.39","17,836,444.77","15,413,102.78","14,267,767.71","16,390,680.30","8,488,606.72","9,999,831.40","5,080,198.56","9,083,444.44","6,126,390.02","18,824,117.13","16,818,236.15","35,375,828.52","18,701,332.84","35,035,738.72","40,889,420.36","66,192,465.33","68,253,204.59","94,575,022.28","54,800,971.07","76,156,706.12","77,694,277.63","74,147,900.47","53,735,565.16","48,184,810.27","62,765,878.96","51,449,933.05","65,187,782.24"
应付账款,"43,174,174.63","52,979,565.35","56,974,035.56","22,271,723.27","41,133,514.97","48,199,872.84","51,703,212.97","27,979,150.55","45,760,180.93","36,669,580.62","50,779,924.32","57,036,044.89","83,188,616.05","75,758,767.72","62,694,799.73","60,290,309.71","64,178,898.86","70,316,747.34","57,854,787.45","81,790,525.55","51,665,794.25","51,503,099.92","75,157,990.57","52,179,440.34","88,216,647.42","60,589,191.20","108,924,168.27","65,815,414.52","46,429,451.51","18,538,166.13","10,387,993.33","14,911,390.43"
预付款项,"3,491,631.36","13,680,510.44","2,526,779.31","5,747,933.70","7,972,499.69","3,838,345.66","9,544,695.03","7,863,748.92","10,664,634.59","2,958,270.44","5,706,256.85","4,539,991.72","4,175,591.51","2,147,740.99","3,488,349.98","1,592,759.77","3,265,078.75","4,208,042.46","15,397,167.78","13,207,386.67","19,697,417.22","937,598.49","2,436,785.96","2,027,338.81","4,271,419.51","920,855.17","1,947,967.48","1,451,280.08","2,914,626.39","3,280,730.55","1,822,010.77","50,276,739.15"
预收款项,"9,197,813.23","16,439,462.65","14,640,835.18","50,226,215.28","39,618,266.69","27,294,623.79","24,225,490.28","48,477,571.40","24,944,605.26","26,694,945.62","15,833,645.49","22,471,555.41","22,669,548.43","26,891,621.84","14,127,739.38","11,956,795.34","8,815,535.13","15,247,225.02","13,746,395.74","4,304,619.10","4,936,293.36","6,642,992.95","4,047,128.79","9,902,006.20","25,125,354.90","10,580,457.81","17,692,877.07","17,055,435.87","27,057,627.24","17,256,115.93","16,019,867.55","11,821,268.15"
其他应收款,"2,461,861.98","1,791,985.27","1,838,799.81","2,702,144.24","490,138.53","613,205.75","561,782.50","925,369.43","1,047,000.29","858,613.84","1,494,433.72","551,569.96","1,241,420.99","604,403.21","606,203.21","702,670.28","979,284.83","3,629,236.23","7,763,882.26","3,360,660.27","6,662,663.02","39,672,309.86","41,409,561.62","29,999,987.02","24,634,877.72","10,776,421.09","10,606,488.28","10,751,584.49","10,465,711.85","9,310,242.08","9,348,861.17","10,321,941.22"
应付职工薪酬,"5,056,658.91","7,224,281.63","6,997,361.11","551,286.61","564,793.68","5,352,912.52","1,026,159.39","1,994,956.04","2,370,135.95","10,977,838.71","6,177,022.99","8,387,865.02","8,957,626.19","12,667,531.91","8,556,722.49","8,440,681.39","9,109,621.74","12,425,618.35","10,836,274.54","9,332,108.67","9,206,665.65","12,803,830.05","8,665,020.53","8,964,588.31","9,384,434.28","13,108,261.10","8,752,175.51","7,803,421.15","6,727,415.57","11,140,819.10","6,857,408.58","11,060,890.99"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"8,839,627.43","-7,928,444.27","-2,493,896.99","8,175,313.42","6,077,361.34","20,321,791.87","18,558,719.00","10,203,682.38","13,463,339.41","24,926,726.71","22,201,586.53","13,876,453.28","8,634,269.02","17,274,974.98","24,098,452.18","13,729,167.57","21,515,017.19","27,098,073.15","35,126,157.37","24,023,555.50","24,277,690.04","27,408,306.62","22,705,869.96","15,051,851.08","19,511,771.94","22,572,174.68","13,130,322.28","9,517,827.79","11,181,435.02","20,697,322.55","9,535,846.39","22,887,681.06"
应收利息,,,,,"887,767.12","2,878,126.03","4,150,715.07","5,936,503.42","3,356,569.87","5,131,725.76","5,763,020.81","6,968,513.21","180,549.59","2,260,638.84","3,343,230.09","3,380,435.07","1,126,189.95","2,485,945.32","2,237,635.73","3,899,624.31","2,016,639.46","557,906.87","1,201,347.10","1,338,408.49","1,364,227.40","1,423,440.31","1,483,563.70","2,275,247.35","2,468,127.00","2,095,849.49","3,784,476.44","3,508,860.89"
应付利息,"198,461.08","119,902.75","293,564.19","345,948.35","215,934.71","20,044.44",,,,,,,,,,,"457,305.56","749,233.33","963,235.41","1,153,340.28","163,013.89","179,315.28","179,315.28","179,315.28","111,770.83","122,947.92","122,947.92","60,416.67","96,666.67","106,333.33","279,125.00","377,984.72"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"19,791,833.07","15,821,446.02",,,,,,"55,561,273.48",,,,,,,,,,,,,,,,,,,,,,,,
存货,"141,032,308.76","187,157,262.11","250,376,586.00","226,357,339.39","225,442,130.51","206,885,750.06","195,127,011.21","245,846,883.59","254,180,210.81","233,859,554.73","170,994,818.71","185,814,861.30","228,696,502.81","272,971,826.56","240,839,293.95","278,712,168.07","269,636,037.71","261,120,003.75","226,543,275.20","241,254,563.05","222,375,402.93","177,537,183.54","169,194,428.89","188,255,282.24","244,758,071.04","242,414,559.65","318,017,142.72","369,169,138.32","341,797,168.39","229,659,971.71","235,914,791.15","260,452,548.12"
其他应付款,"12,000,508.30","14,006,717.50","24,806,805.60","776,851.33","1,261,766.00","3,525,434.20","2,606,291.30","1,647,589.80","2,887,755.47","2,556,871.41","2,539,046.38","2,533,028.70","1,856,619.93","1,783,628.77","1,495,115.76","1,715,760.45","1,795,541.31","1,659,673.47","8,267,057.15","3,871,459.95","4,274,400.19","1,250,581.19","5,261,689.65","9,144,327.49","111,269,500.33","37,212,156.27","36,876,705.05","20,536,869.02","20,240,341.75","33,188,619.10","32,904,508.07","352,487,116.96"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,"10,000,000.00",,,,"83,000,000.00","223,000,000.00","229,702,965.89","250,723,400.00","224,679,290.16","243,912,566.67","306,224,193.29","88,095,603.43","125,017,268.63","110,127,489.56","123,425,884.29","173,070,000.00","133,125,842.58","63,890,898.21","312,065,228.60","309,705,711.39","295,030,238.00","347,852,450.77","208,017,839.08","159,150,819.41","64,902,618.79"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,459,796.90"
流动资产合计,"167,597,957.24","238,790,893.61","315,473,726.26","317,671,956.18","660,627,222.02","528,537,539.88","582,534,664.34","673,376,264.38","617,664,432.02","581,250,780.16","575,127,190.33","529,704,930.88","595,383,235.93","676,246,304.61","668,990,433.18","642,319,189.27","705,629,049.05","736,445,670.39","747,780,056.58","741,044,314.10","669,876,209.94","643,878,642.00","655,737,757.18","591,529,936.90","703,965,969.76","882,111,259.76","931,066,560.17","856,595,355.30","897,913,383.09","798,631,943.97","932,012,513.16","848,014,983.57"
流动负债合计,"198,259,076.65","248,162,931.63","330,918,704.65","333,627,338.26","220,871,637.39","131,714,679.66","153,119,872.94","284,864,223.65","211,426,017.02","164,825,963.07","124,531,225.71","141,304,947.30","192,306,679.62","237,376,525.22","196,972,829.54","166,132,714.46","465,871,919.79","472,496,570.66","441,793,907.66","422,945,729.05","368,156,174.63","375,788,126.01","333,017,014.78","267,421,528.70","538,599,479.70","440,995,188.98","489,664,196.10","397,049,385.02","384,408,937.76","303,390,376.14","433,702,748.92","921,831,766.57"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,"65,000,000.00","65,000,000.00","65,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,"75,000,000.00","48,588,777.20","10,690,000.00","10,690,000.00",,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
