科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"6,974,074.32","5,110,156.26","3,328,282.72","4,625,054.41","989,417.66","10,260,685.01","10,022,535.18","3,107,193.51","2,651,952.23","1,206,853.60","1,530,050.42","584,362.36","267,899.37","70,842,575.30","8,328,786.81","3,202,147.93","4,860,785.94","5,599,808.69","167,112.83","88,002,145.08","84,238,858.06","77,390,224.75","70,127,345.08","66,136,168.59","35,492,778.32","44,787,122.19","24,316,439.34","63,376,592.37","8,575,697.40","12,679,288.05","16,966,993.90","46,900,365.92","43,420,687.31","39,599,847.48","171,654,467.30","156,539,936.12","153,124,236.72","172,680,363.79","26,316,475.29","38,872,871.12","37,112,054.80","24,716,264.19","34,394,765.55","183,055,346.74","178,751,545.21","158,129,103.69"
短期借款,"23,000,000.00","13,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,630.00",,"28,930.00",,"3,116,890.00","17,647,445.70","14,729,396.00","4,765,500.00",,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"40,490,184.31","57,631,447.81","63,488,428.24","6,868,628.01","6,410,800.75","6,410,800.75","6,410,800.75","5,770,200.68","5,770,200.68","5,770,200.68",,"7,199,600.64","8,699,600.64","10,199,600.64","11,699,600.64","7,575,000.00","9,075,000.00","4,575,000.00","6,075,000.00","1,001,533.00","4,504,401.00","9,125,523.00","12,438,645.00","14,201,572.07","13,840,005.07","13,739,348.13","30,994,773.16","11,654,079.66","14,169,841.66","13,927,381.66","21,433,075.36","11,982,924.89","11,347,831.56","11,455,771.56","14,524,154.63","8,591,340.10","7,877,087.50","20,357,385.50","20,357,385.50","2,028,623.40","2,028,623.40","12,776,015.60","3,118,178.41","1,237,144.20","1,237,144.20","1,266,184.20"
应付账款,"11,736,558.99","9,485,540.40","13,135,540.40","1,045,680.00","1,045,680.00","1,045,680.00","1,045,680.00","1,045,680.00","1,045,680.00","1,045,680.00",,"2,395,680.00","1,045,680.00","1,045,680.00","1,045,680.00","1,045,680.00","1,045,680.00","1,045,680.00","1,045,680.00","1,045,680.00","1,045,680.00","1,705,680.00","1,257,800.00","4,231,830.57","3,889,574.14","4,324,807.00","4,166,762.00","4,144,832.00","4,044,832.00","1,476,000.00","1,229,180.00","201,000.00","132,000.00","132,000.00","132,000.00","124,000.00","124,000.00","127,814.80","124,000.00","124,000.00","124,000.00","124,000.00","125,000.00","533,320.00","430,383.20","155,383.20"
预付款项,"203,836,233.08","156,821,233.08","147,298,743.50","60,420,047.64","86,420,047.64","86,420,047.64","190,420,047.64","111,261,470.54","111,261,470.54","108,114,470.54",,"108,114,470.54","108,114,470.54","58,114,470.54","118,114,470.54","111,118,000.00","111,118,000.00","111,118,000.00","111,118,000.00","111,118,000.00","13,012,533.00","11,866,800.00","14,819,950.00","557,265.00","221,763.21","696,485.40","2,632,646.20",,"23,500.00","7,222.88","5,295,940.92",,"3,268,300.00","3,309,300.00","6,259,072.89","306,603.77","11,222,546.77","9,400.00","38,500.00",,,"1,848,656.36","21,591,616.76","4,002,755.47","4,005,155.47","21,653,626.62"
预收款项,"7,969,934.65","5,226,934.65","5,192,649.64",,"9,948,583.00","9,948,583.00","9,948,583.00","9,948,583.00","9,948,583.00","1,698,583.00",,"1,748,583.00","1,748,583.00","1,748,583.00","1,748,583.00","1,748,583.00","1,748,583.00","1,748,583.00","1,748,583.00","1,758,291.00","1,748,583.00","3,248,583.00","3,248,583.00",,,"12,000,000.00","12,000,000.00",,,"2,758,462.50","7,510,566.20","3,180,000.00","3,180,000.00","4,500,000.00","3,800,000.00","3,770,000.00","4,130,000.00","1,710,000.00","750,000.00","400,000.00","400,000.00","752,100.14","784,542.96","2,367,125.27","449,235.62","751,662.21"
